year,faut_VERB établir_VERB,faut_VERB etablir_VERB,faut_VERB rétablir_VERB
1800,4.936338200423052e-07,0.0,5.973912209356058e-08
1801,6.52444043680589e-07,0.0,2.1906879510424915e-07
1802,4.945626415064908e-07,0.0,2.0588129245879827e-07
1803,5.63648029583419e-07,0.0,1.2287136996746995e-07
1804,4.32573926900659e-07,0.0,1.1123329102247226e-07
1805,6.311188371910248e-07,0.0,7.107194477384837e-08
1806,3.198652791525092e-07,0.0,1.123850950079941e-07
1807,4.0996152961270127e-07,0.0,7.971474502710407e-08
1808,3.693700705298397e-07,0.0,1.4729481279118772e-07
1809,3.3207749083885574e-07,0.0,9.487928309681593e-08
1810,3.7208016578915704e-07,0.0,1.1466621430145096e-07
1811,5.71613497868384e-07,0.0,4.011322829455821e-08
1812,6.588004453078611e-07,2.6672082320544632e-09,9.601949813031752e-08
1813,2.501895153272926e-07,2.8757416448144113e-09,1.6966875193702435e-07
1814,4.625615304121311e-07,0.0,2.7061423679697327e-07
1815,4.531335662250058e-07,0.0,1.4565007688815967e-07
1816,7.763973144392367e-07,0.0,1.668674798338543e-07
1817,4.1257146676798584e-07,1.556873407970727e-09,1.2299300067297736e-07
1818,6.330145083666139e-07,0.0,1.3590141634267638e-07
1819,5.744832947129908e-07,0.0,1.78038064291286e-07
1820,4.758458942433208e-07,0.0,1.38837833674188e-07
1821,3.993902737420285e-07,0.0,1.0749022294476163e-07
1822,4.4814504462920013e-07,5.012807946513931e-09,1.233150754842427e-07
1823,3.9926055706018815e-07,9.882686891060644e-10,9.78386012207011e-08
1824,3.461077255906275e-07,0.0,1.1200079796935825e-07
1825,3.8215623021642386e-07,8.805443041381977e-10,9.333769668273817e-08
1826,3.893129019161279e-07,8.807984341885344e-10,6.34174881497529e-08
1827,4.728460964997794e-07,0.0,1.2996355280847638e-07
1828,4.1275356466030644e-07,4.586150570418113e-09,8.988855171310206e-08
1829,3.6007338621857343e-07,6.858540846366168e-09,8.573176302206775e-08
1830,4.446092134458013e-07,1.0436835840010872e-09,9.914994336668315e-08
1831,4.31876401307818e-07,0.0,1.2940701310526492e-07
1832,3.436612132645678e-07,4.058990921151917e-09,4.6001897402447867e-08
1833,4.1353553115186514e-07,0.0,9.498575082034222e-08
1834,5.180664857107331e-07,0.0,9.334530659543816e-08
1835,3.4865834663833084e-07,0.0,9.22696727911898e-08
1836,5.376600142881216e-07,1.3441500135158435e-09,6.98957975941994e-08
1837,4.814860403712373e-07,6.957890930081589e-10,1.0088941593267009e-07
1838,4.052407973631489e-07,6.312161904276081e-10,1.2813688954338431e-07
1839,4.677296772115369e-07,0.0,8.319855737681792e-08
1840,6.382427955031744e-07,6.369688665408546e-10,1.0764773605842493e-07
1841,5.643661893373064e-07,2.5682194149112547e-09,1.0722315835209884e-07
1842,4.809825782103871e-07,6.708265054555795e-10,1.6166919181159756e-07
1843,4.896829182143847e-07,0.0,9.096643083239542e-08
1844,5.384278551900934e-07,2.195424508855126e-09,1.125155080217155e-07
1845,4.425120891937695e-07,5.580227946389016e-10,1.132786238144945e-07
1846,5.356868655326252e-07,1.7563503984519002e-09,1.0186832355429942e-07
1847,4.880867550127732e-07,5.393223645455691e-10,1.1865091664731153e-07
1848,5.221348828854389e-07,0.0,1.3435520429538883e-07
1849,5.815314239043801e-07,5.865590679832167e-09,1.8518507260978367e-07
1850,5.872481665392115e-07,0.0,1.0862393651223101e-07
1851,3.908359929027938e-07,6.449438760824933e-10,1.0706068565013993e-07
1852,4.062580387653725e-07,1.3021090872200602e-09,7.422021752745422e-08
1853,4.3893697920793784e-07,1.1943863675867306e-09,1.1346670447665019e-07
1854,4.0058571926238074e-07,4.1565315633818045e-09,1.2053941134126944e-07
1855,4.563966058412916e-07,1.0613874223963649e-09,1.1728330662208464e-07
1856,5.058113856648561e-07,2.5885946719483854e-09,1.0147290652184893e-07
1857,4.2957279333677434e-07,4.881509085841174e-10,9.47012779306533e-08
1858,4.179199208920181e-07,9.787352039936081e-10,1.0032035646645454e-07
1859,4.389453351905104e-07,5.092173349652285e-10,1.1915685860230951e-07
1860,4.146928631598712e-07,0.0,1.2495712553572957e-07
1861,4.871590704169648e-07,0.0,1.4666646563910035e-07
1862,4.590274045312981e-07,0.0,1.4593095443160564e-07
1863,5.494082984114357e-07,4.994620828036034e-10,1.5683109211295232e-07
1864,5.187895908420614e-07,0.0,1.4192394814926956e-07
1865,5.257545012682385e-07,9.41368871743009e-10,1.1672973698750866e-07
1866,5.342442932487756e-07,0.0,8.90407179099384e-08
1867,5.046923661211622e-07,0.0,9.948263368642074e-08
1868,5.596877485913865e-07,0.0,1.1213514028440841e-07
1869,3.843329636765702e-07,4.883519144627257e-10,1.2013457251214277e-07
1870,4.839537268708227e-07,0.0,1.1754799800200999e-07
1871,6.372706593538169e-07,0.0,1.4551012839092436e-07
1872,4.6564511535507336e-07,0.0,1.4332194098187756e-07
1873,5.531068154596142e-07,5.986004469882289e-10,1.0355788049309922e-07
1874,4.224048666401359e-07,5.974609140757536e-10,1.3801347620301385e-07
1875,5.549881052502315e-07,5.721527140956084e-10,1.5104831163625931e-07
1876,5.090744252811419e-07,1.813804439976252e-09,1.6021938620269793e-07
1877,4.564394089356938e-07,0.0,1.3668443443748401e-07
1878,4.952052563567122e-07,0.0,1.207817774684372e-07
1879,4.0810292034620943e-07,3.665595160740054e-09,1.6617364906323928e-07
1880,4.4539854116010247e-07,1.2835692508872398e-09,1.3734191384173755e-07
1881,4.734332605949021e-07,0.0,1.6315667039634718e-07
1882,3.880089423091704e-07,6.655385131892899e-10,1.1979693681496428e-07
1883,4.581520727242605e-07,0.0,1.3523384723157506e-07
1884,3.670543549105787e-07,0.0,1.1817037659511698e-07
1885,5.175845672056312e-07,6.445635691854079e-10,1.7596585166756995e-07
1886,5.743582960349158e-07,1.936039106809062e-09,1.2777859126344993e-07
1887,4.5506604351430724e-07,6.528924623161458e-10,1.351487384226857e-07
1888,5.03444823607424e-07,0.0,1.452000759627481e-07
1889,5.250184358374099e-07,0.0,1.165315453022231e-07
1890,5.774414262305072e-07,0.0,1.4091931177517836e-07
1891,5.494577521858446e-07,0.0,1.0389978655211962e-07
1892,4.6575047463193187e-07,0.0,1.0907211844823905e-07
1893,4.945208615936281e-07,0.0,1.354851661972134e-07
1894,5.362609840631194e-07,6.301539290376468e-10,1.1027693602727595e-07
1895,5.019524564886524e-07,0.0,1.3902999285164697e-07
1896,4.3991835241286026e-07,5.89702897624278e-10,8.668632744956994e-08
1897,5.150814672560955e-07,0.0,1.0779420023254715e-07
1898,4.973693989995809e-07,0.0,1.0750873968845553e-07
1899,4.831103410651849e-07,1.1055156790007459e-09,1.9954558183599147e-07
1900,5.403886120802781e-07,0.0,1.1316495829305495e-07
1901,5.644626526191132e-07,0.0,1.369241005022559e-07
1902,4.974117473466322e-07,4.910283846193408e-10,9.722361937747337e-08
1903,5.286815394356381e-07,5.400220270956879e-10,1.2150495365403913e-07
1904,4.944654961036576e-07,5.374625189347171e-10,1.4403995862721786e-07
1905,5.398154030444857e-07,3.6125313851442797e-09,1.414047972048138e-07
1906,5.17504986419226e-07,5.144184522798412e-10,1.4455159202952927e-07
1907,5.194272034714231e-07,1.5428529565042481e-09,1.4039962081824342e-07
1908,5.265009122012998e-07,4.911389073214423e-10,1.35554344637967e-07
1909,4.818861611965986e-07,5.500983557560346e-10,1.0561888075244497e-07
1910,4.451677568795276e-07,0.0,1.2238105284723133e-07
1911,4.447832679943531e-07,5.320374141248863e-10,1.3673361820565333e-07
1912,5.17295518420724e-07,0.0,1.0418842322224009e-07
1913,5.04314300542319e-07,0.0,6.469647217954844e-08
1914,4.828352189178986e-07,0.0,1.098265940413512e-07
1915,4.4177858171678963e-07,0.0,1.0131455496775743e-07
1916,4.988307864550734e-07,0.0,9.55909200683891e-08
1917,5.132286560183275e-07,0.0,1.5901315464361687e-07
1918,5.226301027505542e-07,0.0,1.9411976381888962e-07
1919,5.64441108963365e-07,9.207848372660976e-10,1.6942441050105117e-07
1920,5.838190872964333e-07,0.0,1.6734631458348304e-07
1921,5.300923362483445e-07,0.0,1.5827042432192684e-07
1922,4.6923670993237465e-07,7.377935484775833e-10,1.5198547487216274e-07
1923,4.310074928071117e-07,1.0615948120573648e-09,1.2951456085374957e-07
1924,4.937492121825926e-07,0.0,1.946635279637121e-07
