year,aient_VERB appelé_VERB,aient_VERB rappelé_VERB
1893,3.079208354961338e-08,1.847525021858587e-09
1894,3.213785149114301e-08,5.671385139294216e-09
1895,2.8287487907618925e-08,1.2037228991346183e-09
1896,2.181900704556483e-08,1.7691086373616827e-09
1897,1.9228155068162778e-08,5.826713556089658e-10
1898,2.6028432742464247e-08,1.1882545614128048e-08
1899,3.924580482816964e-08,2.2110313580014918e-09
1900,1.972600216504361e-08,7.786579381274805e-09
1901,2.51493244007861e-08,1.676621730339889e-09
1902,1.3748794991386148e-08,2.455141867585553e-09
1903,3.0781254878320397e-08,3.7801539676252105e-09
1904,1.1824175416563776e-08,7.524475265086039e-09
1905,2.0643035725242953e-08,4.64468330463319e-09
1906,1.2860461140462576e-08,3.0865106026567446e-09
1907,2.0571373937627868e-08,4.6285588695127444e-09
1908,2.9468335327464956e-08,1.4734167219643268e-09
1909,1.870334465081669e-08,2.2003934230241384e-09
1910,2.672075360976578e-08,5.878565634276356e-09
1911,2.2345570727111408e-08,4.788336838146279e-09
1912,2.5526164293410147e-08,5.209421227725386e-10
1913,2.6514948459066545e-08,3.181793939432964e-09
1914,1.6741859454327823e-08,6.027069510139427e-09
1915,8.246533234057551e-09,0.0
1916,1.7579939282086343e-08,4.394984820521586e-09
1917,1.7546279096336548e-08,5.483212106582869e-09
1918,1.8378202071289707e-08,9.189101035644853e-09
1919,2.8544329566670967e-08,2.762354567309444e-09
1920,1.514446346106979e-08,5.300562211374427e-09
1921,1.817459427400081e-08,5.300923255902035e-09
1922,1.9182632371439468e-08,5.164555005876537e-09
1923,1.2739137744688378e-08,2.1231896241147297e-09
1924,2.0626599095407983e-08,1.289162443462999e-09
1925,1.2097995494286806e-08,9.898360353588487e-09
1926,1.89484357093761e-08,4.458455382660986e-09
1927,2.4528294062520217e-08,4.4596899506643695e-09
1928,1.3711249025050165e-08,9.14083297942625e-09
1929,1.893869061575515e-08,1.1140406375176326e-09
1930,1.3654684494213143e-08,1.0503603542488804e-09
1931,1.3686427990933225e-08,5.7026783295555106e-09
1932,1.0959536389520963e-08,0.0
1933,1.1470662641954732e-08,8.02946331646126e-09
1934,9.585264137967897e-09,3.5944740517379614e-09
1935,2.0346082152400413e-08,2.393656828303392e-09
1936,1.6974599503782883e-08,3.6374143697059935e-09
1937,1.1332006444320086e-08,2.5182236296217297e-09
1938,1.1668692678767911e-08,3.8895642262559704e-09
1939,6.117620188206274e-09,9.176430282309411e-09
1940,7.607348528892999e-09,2.5357829169792012e-09
1941,2.6563522936839945e-08,2.9515025978810172e-09
1942,1.517105907566929e-08,0.0
1943,1.4516175816936538e-08,8.709705845433291e-09
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,8.714016175304096e-09,0.0
1946,1.6705325123211878e-08,5.568441707737293e-09
1947,1.6689218895749036e-08,5.960435700558264e-09
1948,3.370285384107774e-08,6.523132700664291e-09
1949,5.890204768377316e-09,4.908504269707237e-09
1950,1.701657836861159e-08,5.317680518146517e-09
1951,1.2793682557799002e-08,6.396841278899501e-09
1952,1.370824520563474e-08,2.1089607837865287e-09
1953,1.8315507332999914e-08,4.3095309543161875e-09
1954,1.07497895029951e-08,4.886268278880834e-09
1955,1.595553378308523e-08,3.754243138587299e-09
1956,1.3953826538681824e-08,6.976913269340912e-09
1957,1.1485549400447326e-08,2.6505113659425206e-09
1958,9.099467845885556e-09,4.9633461784992505e-09
1959,8.525822714489095e-09,7.750747821333448e-10
1960,9.689166802218097e-09,6.2287499602575735e-09
1961,1.737039845295385e-08,6.948159270159238e-10
1962,8.8787386332001e-09,6.976152100435229e-09
1963,1.3578711488548834e-08,1.2932106496776896e-09
1964,1.2776333768727e-08,3.041984220075733e-09
1965,2.4624196015565758e-08,9.849678406226303e-09
1966,2.326411419062424e-08,2.215629901769489e-09
1967,1.9721342781053863e-08,2.9582012395223956e-09
1968,2.2906220920049236e-08,7.635406973349745e-09
1969,1.1354394757745467e-08,6.358460868938209e-09
1970,1.8854771965948203e-08,4.1388523719376735e-09
1971,1.4387513402880359e-08,3.083038491169532e-09
1972,1.128632298730281e-08,6.669190977248718e-09
1973,1.4334330167287135e-08,3.859242703185828e-09
1974,1.518904291231138e-08,2.2502286700643026e-09
1975,7.4249242310031605e-09,3.4268881066168433e-09
1976,7.998937512354587e-09,5.142174241967723e-09
1977,8.22749424145286e-09,1.7630346071939584e-09
1978,1.900989232694883e-08,2.970295565063452e-09
1979,1.580032815695631e-08,7.022368020415115e-09
1980,1.591842213599648e-08,2.8425752862659692e-09
1981,1.0120879245789638e-08,1.8976649140967083e-09
1982,9.311253101884631e-09,7.449002747961231e-09
1983,1.515675762675528e-08,1.0104505676622466e-08
1984,6.958810416790584e-09,5.799008495621649e-10
1985,1.3835783185811579e-08,5.414002135495366e-09
1986,8.392279760016663e-09,3.5966913891627428e-09
1987,1.4665960890170027e-08,5.49973533381376e-09
1988,6.596209356501959e-09,3.597932174415064e-09
1989,1.0976243913773942e-08,5.488121956886971e-09
1990,1.198703181159999e-08,2.179460389939436e-09
1991,1.4067516929117119e-08,5.2753188484189195e-09
1992,1.3774860363469088e-08,3.30596661157756e-09
1993,8.308811416668505e-09,4.985286850001103e-09
1994,1.0549853435293244e-08,5.802419433820205e-09
1995,1.6809597269684673e-08,8.133675954979935e-09
1996,1.1209993822092201e-08,4.270473752399084e-09
1997,7.671831170341648e-09,3.3564262480467733e-09
1998,1.2397135762398648e-08,1.9072516899143466e-09
1999,1.3710603319339043e-08,1.3710603763428253e-09
2000,1.590491294223284e-08,4.418031274155965e-09
2001,1.445799924226776e-08,2.190605918883648e-09
2002,7.448076377869484e-09,4.81934359086722e-09
2003,1.5417615628621206e-08,2.5001538617175356e-09
2004,1.0131019578807354e-08,4.404791198453495e-09
2005,1.3511249008502091e-08,4.053374524914943e-09
2006,7.000412693969338e-09,8.235779835885637e-10
2007,1.5179022483380322e-08,3.1955835755326234e-09
2008,9.79211112195344e-09,3.405951742863067e-09
2009,1.3827758493789588e-08,1.430457752249481e-09
2010,8.030448306328708e-09,4.723793023408973e-10
2011,9.177532511728259e-09,6.118355155848576e-09
2012,7.829781267787439e-09,2.0425516833455504e-09
2013,5.857162754807632e-09,3.3469500504423877e-09
2014,1.0394137106572998e-08,3.2481677347817595e-09
2015,1.10828768384863e-08,1.329945265027277e-09
2016,1.3670844012381167e-08,1.2428040818690533e-09
2017,1.0565567976072998e-08,3.018733707449428e-09
2018,1.290733386838383e-08,1.290733298020541e-09
2019,9.183556137770665e-09,1.7856913725466939e-09
