year,avait_VERB entré_VERB,avait_VERB rentré_VERB
1800,0.0,0.0
1801,2.3811825844433088e-09,0.0
1802,6.713520406265161e-09,0.0
1803,5.851017448321727e-09,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,2.8469551160981155e-09,0.0
1808,9.064295980465431e-09,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,5.3344164641089264e-09,0.0
1813,1.7254450312975678e-08,0.0
1814,6.293354282149721e-09,0.0
1815,0.0,0.0
1816,0.0,2.3176038865813098e-09
1817,0.0,0.0
1818,0.0,1.1921177378582115e-09
1819,1.3456364911235141e-08,1.1386155129855524e-08
1820,0.0,1.1866481131050932e-09
1821,1.97229765852569e-09,9.86148829262845e-10
1822,1.0025615893027862e-09,1.0025615893027862e-09
1823,0.0,3.9530747564242574e-09
1824,8.421112696055388e-10,1.0105335235266466e-08
1825,1.7610886082763955e-09,0.0
1826,4.403992281964975e-09,8.807984341885344e-10
1827,1.1060727445055818e-08,1.8434546111834038e-09
1828,9.172301251858528e-10,0.0
1829,8.57317605795771e-10,6.858540846366168e-09
1830,1.461157062010443e-08,2.0873671680021744e-09
1831,0.0,1.7150327380477393e-08
1832,6.764984572527055e-09,0.0
1833,1.1583628500844156e-09,1.853380560135065e-08
1834,1.213489042584115e-08,1.8669061851994684e-09
1835,7.563087933704082e-10,6.050470346963266e-09
1836,2.016224964762614e-09,1.2769425516978572e-08
1837,1.3915781860163179e-09,3.478945576063097e-09
1838,0.0,4.418513555037862e-09
1839,3.146163862766116e-08,7.690622361167243e-09
1840,6.369688665408546e-10,1.9109065441114126e-09
1841,3.2102742686390684e-09,3.2102742686390684e-09
1842,0.0,2.683306021822318e-09
1843,0.0,1.7720733769266417e-09
1844,5.488561272137815e-10,1.097712254427563e-09
1845,1.674068439427856e-09,4.464182357111213e-09
1846,5.854501328173001e-10,9.952652035849496e-09
1847,1.0786447290911383e-09,4.314578916364553e-09
1848,8.045221711050488e-10,4.02261068899179e-09
1849,0.0,0.0
1850,1.3577992064028876e-09,6.788996032014438e-10
1851,6.449438760824933e-10,7.739326512989919e-09
1852,1.9531636308300904e-09,3.906327261660181e-09
1853,1.7915795513800958e-09,1.5527023222716707e-08
1854,0.0,4.676098175337984e-09
1855,2.1227748447927297e-09,3.1841622671890946e-09
1856,2.0708756931497874e-09,7.765783571755946e-09
1857,1.9526036343364694e-09,1.0739319655783675e-08
1858,3.4255731584664773e-09,9.787352261980686e-09
1859,1.018434669930457e-09,4.582956236731661e-09
1860,1.8308735638683515e-09,2.746310290291376e-09
1861,6.13075279431996e-09,5.187560159214399e-09
1862,0.0,9.487771457372673e-09
1863,4.994620828036034e-10,5.494082966350788e-09
1864,1.9178911792039344e-09,5.753673537611803e-09
1865,9.41368871743009e-10,1.0825742080555756e-08
1866,6.811858188626729e-09,8.271541673821048e-09
1867,9.7056229719783e-10,5.82337378318698e-09
1868,9.87974813071446e-10,1.0867722721741302e-08
1869,3.4184632902167778e-09,1.12320943657096e-08
1870,1.1468097582678638e-09,1.1468097582678638e-08
1871,6.37270636261178e-09,5.3105884134652115e-09
1872,6.047339295989218e-10,1.4513614310374123e-08
1873,7.781805422268917e-09,1.0774807712721213e-08
1874,2.9873046258899194e-09,9.559374625212058e-09
1875,0.0,5.721527251978387e-09
1876,2.418405919968336e-09,3.627608879952504e-09
1877,9.27722432209066e-09,5.566334504436554e-09
1878,3.0195443923020093e-09,3.6234530931267273e-09
1879,6.720257683667796e-09,6.10932526790009e-10
1880,6.417846254436199e-10,1.0268554007097919e-08
1881,1.045876096839038e-08,6.9725074602899895e-09
1882,7.986462158271479e-09,4.6587693702804245e-09
1883,6.951272890631799e-09,3.159669414998234e-09
1884,1.3203393933736152e-09,9.242375753615306e-09
1885,1.2891271383708158e-09,4.511945039809007e-09
1886,1.2906927748801422e-09,1.2261581083805595e-08
1887,1.9586774424595887e-09,4.570247291724172e-09
1888,6.340614699951175e-09,9.510921827882157e-09
1889,0.0,6.265136853755848e-09
1890,1.3108772956016423e-09,4.5880703680722945e-09
1891,1.9122659011827636e-09,1.0198752065093686e-08
1892,1.8805537127519756e-09,5.014809900671935e-09
1893,6.158416554491453e-10,1.847524977449666e-08
1894,2.520615716150587e-09,6.9316934414587195e-09
1895,1.2037228991346183e-09,9.027921521465032e-09
1896,5.89702897624278e-10,1.0024948871034667e-08
1897,0.0,6.409385022720926e-09
1898,5.6583548957434e-10,1.13167097914868e-09
1899,0.0,9.39688327150634e-09
1900,1.5573159428683425e-09,1.4015843596837385e-08
1901,1.1177477832191585e-09,6.147612641171918e-09
1902,1.9641135384773634e-09,5.4013122863239005e-09
1903,3.7801539676252105e-09,4.860198465905796e-09
1904,3.2247751136083025e-09,1.7198800605910947e-08
1905,4.64468330463319e-09,5.160758931310738e-09
1906,3.600929110447737e-09,8.745113966313056e-09
1907,4.114274698707732e-09,7.199980611716228e-09
1908,4.4202499438483756e-09,7.858222517143076e-09
1909,1.6502950117569526e-09,7.151278680339601e-09
1910,5.878565634276356e-09,1.60324518105881e-08
1911,1.3300935464144459e-08,1.0640748726586935e-08
1912,2.0837684910901544e-09,2.6047106693738442e-09
1913,1.590896969716482e-09,3.181793939432964e-09
1914,7.366418142140674e-09,4.68772043404897e-09
1915,2.3561523843085297e-09,7.068456930880984e-09
1916,1.0987462051303964e-09,2.197492410260793e-09
1917,9.869782324756216e-09,2.3029491202919417e-08
1918,1.1486376294556067e-09,9.189101035644853e-09
1919,4.603924352863942e-09,5.524709134618888e-09
1920,0.0,3.028892692213958e-09
1921,7.572747429129834e-10,9.844571380313027e-09
1922,7.377935484775833e-10,1.2542490601674672e-08
1923,0.0,3.1847844361720945e-09
1924,5.156649773851996e-09,5.156649773851996e-09
1925,1.0998177923937646e-09,1.3197813508725176e-08
1926,1.1146138456652466e-09,4.458455382660986e-09
1927,1.1149224876660924e-09,1.1149224654616319e-08
1928,3.4278122562625413e-09,1.1426041446327417e-08
1929,2.2280812750352652e-09,1.2254447234738564e-08
1930,1.0503603542488804e-09,1.3654684494213143e-08
1931,2.2810713318222042e-09,1.0264820993199919e-08
1932,1.0959536611565568e-09,1.2055489939655217e-08
1933,6.882397318719313e-09,5.735331320977366e-09
1934,1.1981580172459871e-09,1.3179738189705859e-08
1935,2.393656828303392e-09,5.98414207075848e-09
1936,0.0,7.274828739411987e-09
1937,0.0,1.6368453259474336e-08
1938,0.0,6.482607339819424e-09
1939,1.5294050470515685e-09,1.3764645423464117e-08
1940,0.0,7.607348528892999e-09
1941,0.0,1.7709016475464523e-08
1942,0.0,9.102635090130207e-09
1943,0.0,5.806470415592457e-09
1944,6.4263723231761105e-09,2.5705489292704442e-08
1945,2.178504043826024e-09,2.3963544037997053e-08
1946,2.7842208538686464e-09,2.0881657292193267e-08
1947,3.5762612871081956e-09,1.6689218895749036e-08
1948,3.2615663503321457e-09,8.697510267552389e-09
1949,0.0,1.3743811422273211e-08
1950,3.190608444114673e-09,2.3397795700930146e-08
1951,1.0661401761424827e-09,1.4925962688039363e-08
1952,0.0,1.687168627029223e-08
1953,4.3095309543161875e-09,1.4005975934594517e-08
1954,0.0,2.247683283940205e-08
1955,1.8771215692936494e-09,1.3139850985055546e-08
1956,1.744228317335228e-09,7.849027205963921e-09
1957,8.835037701437898e-10,3.534015080575159e-09
1958,1.6544486891589827e-09,1.3235589513271862e-08
1959,7.750747821333448e-10,1.2401196514133517e-08
1960,6.920833350854139e-10,1.7302083321624195e-08
1961,2.08444772553662e-09,9.03260666262895e-09
1962,6.341956404476434e-10,1.7123282347597524e-08
1963,6.466053248388448e-10,9.69907976156037e-09
1964,0.0,1.520992043424485e-08
1965,1.0944086747954884e-09,6.0192477668863376e-09
1966,5.539074754423723e-10,1.1078149952936656e-08
1967,2.465167847631733e-09,1.6763140209263838e-08
1968,2.6948494546985557e-09,1.2126823101255013e-08
