year,voulut_VERB accompagner_VERB,voulut_VERB raccompagner_VERB
1800,1.8864987794131594e-08,0.0
1801,7.143547975374531e-09,0.0
1802,2.2378401354217203e-08,0.0
1803,2.3404069793286908e-08,0.0
1804,3.460591457837836e-08,0.0
1805,3.980028751016107e-08,0.0
1806,1.729001475325731e-08,0.0
1807,1.4234775136401367e-08,0.0
1808,2.039466551195801e-08,0.0
1809,2.710836710662079e-08,0.0
1810,3.042164919975221e-08,0.0
1811,1.2033967777824728e-07,0.0
1812,1.3336041604361526e-08,0.0
1813,1.7254450312975678e-08,0.0
1814,2.5173417128598885e-08,0.0
1815,5.664169577812572e-08,0.0
1816,1.1588019432906549e-08,0.0
1817,1.0898113522728181e-08,0.0
1818,1.5497530370112145e-08,1.1921177378582115e-09
1819,4.45095160728215e-08,1.035105001712111e-09
1820,2.1359666035891678e-08,0.0
1821,5.818278125957477e-08,9.86148829262845e-10
1822,5.81485721795616e-08,1.0025615893027862e-09
1823,6.127265805844218e-08,0.0
1824,5.5579342017608724e-08,0.0
1825,4.3146670236637874e-08,0.0
1826,3.3470339388941284e-08,0.0
1827,1.935627302884768e-08,0.0
1828,2.109629271274116e-08,0.0
1829,4.9724420136953995e-08,0.0
1830,5.322786122974321e-08,0.0
1831,2.182768810143898e-08,0.0
1832,4.464889968858188e-08,0.0
1833,4.054269808762001e-08,0.0
1834,3.453776287187793e-08,0.0
1835,3.327758690829796e-08,7.563087933704082e-10
1836,4.2340726480460944e-08,6.720750067579218e-10
1837,5.914207434898344e-08,0.0
1838,2.2723781967215473e-08,0.0
1839,2.6567605004856887e-08,6.9914751765765e-10
1840,2.993753511759678e-08,0.0
1841,4.044945711711989e-08,0.0
1842,3.6895457355967665e-08,0.0
1843,2.8353174030826267e-08,5.906911071384968e-10
1844,5.598332464273881e-08,0.0
1845,2.8459162138005922e-08,0.0
1846,1.7563504428608212e-08,0.0
1847,3.55952778363644e-08,0.0
1848,2.413566591030758e-08,0.0
1849,3.5193544078993e-08,0.0
1850,4.073397619208663e-08,0.0
1851,1.9993260380601896e-08,0.0
1852,3.1250618093281446e-08,0.0
1853,2.9262466227919504e-08,5.971931837933653e-10
1854,2.8576154775805662e-08,0.0
1855,4.4578271740647324e-08,5.306937111981824e-10
1856,2.692138423299184e-08,0.0
1857,6.394776619345066e-08,0.0
1858,7.487324182875454e-08,0.0
1859,7.332729978770658e-08,0.0
1860,3.570203332969868e-08,4.577183909670879e-10
1861,3.8670901147952463e-08,0.0
1862,3.7499287230957634e-08,4.517986262886353e-10
1863,3.8958042125614156e-08,0.0
1864,4.267307929239905e-08,4.794727948009836e-10
1865,2.4946274379544775e-08,0.0
1866,2.8707116683790446e-08,0.0
1867,4.464586567110018e-08,4.85281148598915e-10
1868,2.766329387782207e-08,4.93987406535723e-10
1869,2.2952539424636598e-08,0.0
1870,3.55511033944822e-08,0.0
1871,1.4869648623516696e-08,0.0
1872,3.809823923006661e-08,0.0
1873,2.3944018323618366e-08,0.0
1874,1.8521287614703397e-08,0.0
1875,2.2313955128083762e-08,5.721527140956084e-10
1876,1.813804395567331e-08,0.0
1877,4.0201303619369355e-08,0.0
1878,4.408534692856847e-08,0.0
1879,3.0546626561545054e-08,0.0
1880,3.4656370218044685e-08,0.0
1881,2.9284532132578533e-08,0.0
1882,2.3959387362992857e-08,0.0
1883,2.401348808689363e-08,0.0
1884,3.3668655419205606e-08,0.0
1885,3.867381437316908e-08,0.0
1886,2.3877817056927597e-08,0.0
1887,2.0239665943222462e-08,0.0
1888,3.043495055976564e-08,6.340614699951175e-10
1889,1.50363277384713e-08,0.0
1890,1.7696843102044113e-08,0.0
1891,2.1672347472190268e-08,0.0
1892,2.1312942521944933e-08,0.0
1893,2.6481190573690583e-08,0.0
1894,2.142523314319078e-08,0.0
1895,2.467631965430428e-08,0.0
1896,1.533227589334274e-08,0.0
1897,3.96216535136773e-08,0.0
1898,2.4896761985360172e-08,0.0
1899,1.879376654301268e-08,0.0
1900,1.349673794948103e-08,0.0
1901,1.676621685930968e-08,0.0
1902,2.553347577816112e-08,1.9641135384773634e-09
1903,2.1060859722865644e-08,0.0
1904,1.5048950530172078e-08,0.0
1905,1.857873321853276e-08,5.160759042333041e-10
1906,2.4692084821253957e-08,0.0
1907,1.0285686968813934e-08,0.0
1908,1.620758460774141e-08,0.0
1909,2.475442606453271e-08,0.0
1910,1.336037680488289e-08,0.0
1911,8.51259862599818e-09,0.0
1912,5.730363294986773e-09,0.0
1913,1.3257474229533273e-08,5.30298971401777e-10
1914,1.6072185360371805e-08,6.696743715117748e-10
1915,1.0602685840410686e-08,0.0
1916,5.493730803607377e-09,0.0
1917,4.386569774084137e-09,1.0966424435210342e-09
1918,1.2635013924011673e-08,0.0
1919,3.6831393490643904e-09,0.0
1920,2.1202248845497706e-08,0.0
1921,1.3630945261411398e-08,7.572747429129834e-10
1922,1.9182632371439468e-08,7.377935484775833e-10
1923,1.8047112249064412e-08,0.0
1924,1.0313299547703991e-08,0.0
1925,1.4297631523163545e-08,0.0
1926,1.7833821530643945e-08,0.0
1927,3.3447673075670536e-08,0.0
1928,2.5137291359556002e-08,0.0
1929,1.4482528065684619e-08,0.0
1930,8.402882833991043e-09,2.100720708497761e-09
1931,1.4826963656844327e-08,0.0
1932,6.575722188983946e-09,0.0
1933,2.2941325283909464e-08,1.1470662197865522e-09
1934,1.7972370258689807e-08,0.0
1935,1.795242710045386e-08,0.0
1936,0.0,0.0
1937,3.777335333410292e-09,0.0
1938,6.482607339819424e-09,0.0
1939,7.647025235257843e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,0.0
1943,1.7419411690866582e-08,0.0
1944,9.639558484764166e-09,0.0
1945,1.3071024262956144e-08,0.0
1946,1.1136883415474585e-08,0.0
1947,1.1920871401116528e-08,0.0
1948,7.610321262063735e-09,1.0871887834440486e-09
1949,5.890204768377316e-09,0.0
1950,3.190608444114673e-09,0.0
1951,8.529121409139861e-09,0.0
1952,7.381362632230548e-09,0.0
1953,8.619061908632375e-09,0.0
1954,7.818028890937967e-09,9.772536113672459e-10
1955,2.815682353940474e-09,0.0
1956,6.104799332717903e-09,8.72114158667614e-10
1957,3.534015080575159e-09,1.7670075402875796e-09
1958,4.9633461784992505e-09,0.0
1959,6.200598257066758e-09,7.750747821333448e-10
1960,1.038124963770315e-08,0.0
1961,1.181187059273725e-08,6.948159270159238e-10
1962,8.8787386332001e-09,0.0
1963,1.939815863494232e-09,6.466053248388448e-10
1964,1.0951143103454797e-08,1.2167936658258327e-09
1965,4.924839203113152e-09,0.0
1966,2.2710207048248776e-08,3.3234448526542337e-09
1967,1.2818872185960117e-08,4.930335584241163e-10
1968,1.392338955241712e-08,4.4914158503495116e-10
1969,1.862120768691966e-08,4.5417578031781147e-10
1970,6.898087434592526e-09,1.3796175313274261e-09
1971,6.166076982339064e-09,5.138397485282553e-10
1972,7.69522046084603e-09,0.0
1973,6.615844760915479e-09,0.0
1974,5.06301445213353e-09,0.0
1975,7.996072248772634e-09,0.0
1976,7.427584769459372e-09,5.713526873840635e-10
1977,4.7014254711541525e-09,5.876781838942691e-10
1978,7.72276909088987e-09,0.0
1979,7.607565244427406e-09,0.0
1980,3.411090521154847e-09,0.0
1981,7.590659656386833e-09,0.0
1982,1.8622506869903077e-09,0.0
1983,4.4207211225000265e-09,0.0
1984,1.739702604197646e-09,0.0
1985,4.210890747202711e-09,0.0
1986,5.395036861699509e-09,0.0
1987,4.888653482026939e-09,0.0
1988,5.99655392008458e-09,5.996553809062277e-10
1989,6.036934507847036e-09,0.0
1990,2.179460389939436e-09,0.0
1991,7.6199047072123e-09,1.1722930404189924e-09
1992,6.61193322315512e-09,0.0
1993,9.970573700002205e-09,0.0
1994,6.329911705904578e-09,0.0
1995,1.0302656505700725e-08,0.0
1996,6.939520069693117e-09,0.0
1997,1.917957792585412e-09,0.0
1998,4.7681290027412615e-09,9.536258449571733e-10
1999,9.597422412355172e-09,4.570201161957499e-10
2000,5.743440834038438e-09,0.0
2001,4.381211837767296e-09,0.0
2002,2.6287327870022636e-09,4.38122149670761e-10
2003,1.0833999475323708e-08,4.1669229178253886e-10
2004,4.404791198453495e-09,4.404791253964646e-10
2005,4.954124666056714e-09,0.0
2006,3.294311934354255e-09,1.2353669198716943e-09
2007,3.595031605740928e-09,0.0
2008,6.3861596011349775e-09,0.0
2009,8.105927484791664e-09,0.0
2010,7.085689368580006e-09,0.0
2011,6.118355155848576e-09,1.1471915639660324e-09
2012,1.4978711604385353e-08,3.404252713057332e-10
2013,1.6455837581474952e-08,1.1156500168141292e-09
2014,2.2520630693634303e-08,8.661780737106994e-10
2015,2.3717356967267733e-08,1.329945265027277e-09
2016,2.6720286427917017e-08,1.4499380585064614e-09
2017,1.0314006537726073e-08,1.0062445321423752e-09
2018,2.220061290358899e-08,1.290733298020541e-09
2019,1.785691416955615e-08,1.2754939326953263e-09
