year,pourrait_VERB attraper_VERB,pourrait_VERB rattraper_VERB
1991,4.10302547493302e-09,2.344586080837985e-09
1992,3.856960972825618e-09,3.30596661157756e-09
1993,8.308811416668505e-09,2.7696036575264316e-09
1994,2.1099706426497278e-09,6.329911705904578e-09
1995,3.253470381991974e-09,1.2471637056421514e-08
1996,7.473328622609188e-09,6.4057106285986265e-09
1997,8.151320507465698e-09,3.835915585170824e-09
1998,2.3840645013706308e-09,7.152193948201102e-09
1999,8.683382013430219e-09,3.656160929565999e-09
2000,4.859834756842929e-09,4.859834756842929e-09
2001,1.7524847129024579e-09,5.257454027685071e-09
2002,2.1906108038649563e-09,3.9430991805033955e-09
2003,8.333845613606172e-09,2.9168460979889232e-09
2004,4.404791198453495e-09,2.642874807889939e-09
2005,5.404499514582994e-09,3.1526248278623825e-09
2006,5.353256948836815e-09,6.58862386870851e-09
2007,5.592271090648637e-09,1.1184542181297275e-08
2008,5.960415716543821e-09,1.4475294740634581e-08
2009,7.629108011997232e-09,8.105927484791664e-09
2010,9.447585824773341e-09,7.085689368580006e-09
2011,1.5295887223487625e-08,8.412738061736036e-09
2012,1.4297861561374248e-08,1.4297861561374248e-08
2013,2.1755175438897822e-08,1.0319762822064149e-08
2014,1.905591773265769e-08,9.744502982300673e-09
2015,1.795426030071212e-08,1.3521109565317602e-08
2016,2.278474120487317e-08,1.118523584864306e-08
2017,1.9873329648589788e-08,1.33327402451755e-08
2018,2.684725330936999e-08,1.161660012627408e-08
2019,2.1683396411731337e-08,1.4795729086358733e-08
