year,excellent_ADJ apport_NOUN,excellent_ADJ rapport_NOUN
1800,0.0,1.2576657582030748e-07
1801,0.0,8.334139067756041e-08
1802,0.0,1.7007585029205075e-07
1803,0.0,1.6772916699991924e-07
1804,0.0,9.393033328919387e-08
1805,0.0,5.685755422035754e-08
1806,0.0,9.797675204481493e-08
1807,0.0,4.839823830593559e-08
1808,0.0,7.024829473678551e-08
1809,0.0,6.325285584196649e-08
1810,0.0,4.68025347366563e-08
1811,0.0,6.76910687502641e-08
1812,0.0,8.535066342574282e-08
1813,0.0,7.476928232108548e-08
1814,0.0,6.922689976818219e-08
1815,0.0,1.5374173667481728e-07
1816,0.0,9.038655512938476e-08
1817,0.0,5.916119083515525e-08
1818,0.0,5.722165230537257e-08
1819,0.0,1.0454560595007933e-07
1820,0.0,5.458581409101271e-08
1821,0.0,8.973954068736134e-08
1822,0.0,6.215881853677274e-08
1823,0.0,8.49911057088093e-08
1824,0.0,7.494790565942822e-08
1825,0.0,9.685987389929096e-08
1826,0.0,5.460950092128769e-08
1827,0.0,7.926854794781946e-08
1828,0.0,9.080578183828791e-08
1829,0.0,7.030004600672157e-08
1830,0.0,1.252420278596844e-07
1831,0.0,1.1381580433678096e-07
1832,0.0,1.6912462097451453e-07
1833,0.0,6.02348677603004e-08
1834,0.0,8.867804091039488e-08
1835,0.0,8.31939672707449e-08
1836,0.0,7.997692241801246e-08
1837,0.0,9.114836885260047e-08
1838,0.0,1.1425012758081721e-07
1839,0.0,9.648235987924636e-08
1840,0.0,1.1529136256793748e-07
1841,0.0,1.0016055496109288e-07
1842,0.0,9.659901811787108e-08
1843,0.0,9.628265251748758e-08
1844,0.0,1.311766169020956e-07
1845,0.0,1.1160456070413716e-07
1846,0.0,1.1240642283638635e-07
1847,5.393223645455691e-10,1.0301056807549003e-07
1848,0.0,1.5125016566974736e-07
1849,0.0,2.254062616557917e-07
1850,0.0,1.3102763052330602e-07
1851,0.0,1.5736630487594994e-07
1852,0.0,1.3867461490235655e-07
1853,0.0,1.52881449722031e-07
1854,0.0,1.4807644266312536e-07
1855,0.0,1.1569122904120377e-07
1856,0.0,1.4651444990576579e-07
1857,0.0,1.6157795323934465e-07
1858,0.0,1.1598011928626306e-07
1859,0.0,1.4258085734297765e-07
1860,0.0,1.9590347388742657e-07
1861,0.0,1.8722376537994023e-07
1862,0.0,2.0014678669966202e-07
1863,0.0,1.7780850325443964e-07
1864,0.0,1.735691537163575e-07
1865,0.0,1.6991707463276384e-07
1866,0.0,2.267375656117565e-07
1867,4.85281148598915e-10,1.9459774591723544e-07
1868,0.0,2.2427028723015496e-07
1869,0.0,2.0461944716387848e-07
1870,0.0,2.1732045141220624e-07
1871,0.0,1.9649178129022005e-07
1872,0.0,2.0621426743971938e-07
1873,0.0,2.4722198332938206e-07
1874,0.0,1.7326367229841821e-07
1875,1.1443054281912168e-09,2.219952506266054e-07
1876,2.418405919968336e-09,2.037507025320906e-07
1877,1.8554447978047506e-09,1.9358474290243066e-07
1878,0.0,1.715101163313193e-07
1879,1.221865053580018e-09,1.9488747060592004e-07
1880,0.0,2.560720731015209e-07
1881,6.972507571312292e-10,2.028999723791003e-07
1882,0.0,1.87016328645484e-07
1883,0.0,1.7883729014345207e-07
1884,0.0,1.9475005608171614e-07
1885,0.0,1.953027615742009e-07
1886,0.0,1.9812134488539357e-07
1887,0.0,2.0696691338528694e-07
1888,3.1703073499755874e-09,2.0036342895934922e-07
1889,1.8795409673089125e-09,1.7980943001205674e-07
1890,0.0,1.8155651115847604e-07
1891,1.2748440081367107e-09,2.0078792850597438e-07
1892,5.641661360300532e-09,1.661155712984197e-07
1893,6.158416554491453e-10,1.8598417833581848e-07
1894,6.301539290376468e-10,1.4115447899420985e-07
1895,1.8055843487019274e-09,1.835677381212264e-07
1896,0.0,1.6216830012183436e-07
1897,5.2440420894583895e-09,1.6081729325989613e-07
1898,0.0,1.4655138702579507e-07
1899,1.1055156790007459e-09,1.497973709518874e-07
1900,2.595526460424935e-09,1.9258806771560444e-07
1901,6.706486921359556e-09,2.2522617421083524e-07
1902,1.9641135384773634e-09,1.3257766112717562e-07
1903,5.940242076007962e-09,1.4850605167815445e-07
1904,1.0749250378694342e-09,1.6177622441659878e-07
1905,0.0,1.677246631026641e-07
1906,0.0,1.7850319800061243e-07
1907,0.0,1.5377101902913637e-07
1908,9.822778146428846e-10,2.028403660592204e-07
1909,2.2003934230241384e-09,1.5622793458902606e-07
1910,4.275320542035388e-09,1.373446665287048e-07
1911,2.128149656499545e-09,1.9366162051781544e-07
1912,5.209421227725386e-10,1.5992923491081612e-07
1913,1.060597942803554e-09,1.7765015958293162e-07
1914,0.0,1.5201607905801495e-07
1915,0.0,1.4961567229576644e-07
1916,4.394984820521586e-09,1.3624452566141088e-07
1917,0.0,1.32693742216361e-07
1918,0.0,1.252014953934122e-07
1919,0.0,1.1878124439590465e-07
1920,0.0,1.037395715997036e-07
1921,7.572747429129834e-10,1.3706672519209206e-07
1922,7.377935484775833e-10,1.4903429573775995e-07
1923,2.1231896241147297e-09,1.0934426342146253e-07
1924,2.578324886925998e-09,1.1215713136003558e-07
1925,0.0,1.286786783794014e-07
1926,0.0,1.237221340932848e-07
1927,1.1149224876660924e-09,1.3156085210130897e-07
1928,2.2852082448565625e-09,1.1883082873254125e-07
1929,3.342121912552898e-09,1.4593932351480987e-07
1930,0.0,1.596547770654766e-07
1931,2.2810713318222042e-09,1.562533817889289e-07
1932,2.1919073223131136e-09,1.4356993294217801e-07
1933,8.02946331646126e-09,1.5026567479203834e-07
1934,9.585264137967897e-09,1.8571448912041433e-07
1935,3.590485242455088e-09,1.9867352119007364e-07
1936,0.0,1.6489612075787363e-07
1937,0.0,1.5109341588992464e-07
1938,1.2965214457594243e-09,1.789199657320495e-07
1939,0.0,1.2847001862326124e-07
1940,5.0715658339584024e-09,9.128818190262677e-08
1941,0.0,5.9030050625352715e-08
1942,6.068423541449874e-09,7.888950892542823e-08
1943,0.0,5.2258233296242906e-08
1944,3.2131861615880553e-09,9.318240046241044e-08
1945,4.357008087652048e-09,1.4160276862185128e-07
1946,5.568441707737293e-09,1.5034793143797742e-07
1947,7.152522574216391e-09,1.7642888883173669e-07
1948,1.0871887834440486e-09,1.4894486666250373e-07
1949,2.945102384188658e-09,1.384198111686885e-07
1950,2.1270722960764488e-09,2.0738954731314152e-07
1951,1.3859822622919182e-08,1.9083908553430007e-07
1952,1.370824520563474e-08,2.0667815847641435e-07
1953,7.54167928107563e-09,2.3702419982285505e-07
1954,2.9317608341017376e-09,2.2085931217219468e-07
1955,7.508486277174597e-09,1.7644942840178146e-07
1956,1.744228317335228e-09,2.2936601773437815e-07
1957,6.184526224473075e-09,1.8376878579973166e-07
1958,3.3088973783179654e-09,2.862196256114835e-07
1959,3.8753737996444215e-09,2.8600258250577326e-07
1960,2.076250060767393e-09,2.8444623789702916e-07
1961,3.47407969059077e-09,2.793159967762193e-07
1962,3.170978146727066e-09,2.2767624169306444e-07
1963,2.5864212993553792e-09,2.909723892940974e-07
1964,2.4335873316516654e-09,2.7438697153270297e-07
1965,5.472043373977442e-10,3.0096238257115715e-07
1966,2.215629901769489e-09,2.9689440150804103e-07
1967,5.423369309198733e-09,3.4117921726695144e-07
1968,7.635406973349745e-09,2.1918109921470474e-07
1969,3.1792304344691047e-09,3.0520611679629717e-07
1970,1.8394900047624674e-09,3.357069218723474e-07
1971,3.5968783507200897e-09,3.524940781485242e-07
1972,4.6171320100540925e-09,2.390648402572637e-07
1973,1.6539611902288698e-09,1.918594871308521e-07
1974,5.625571564138454e-09,1.9970779674416406e-07
1975,3.4268881066168433e-09,2.5758775334949746e-07
1976,3.9994687561772935e-09,2.1368590963355416e-07
1977,5.289103821581875e-09,1.9863522776608633e-07
1978,5.940591130126904e-09,1.2712865160580122e-07
1979,7.607565244427406e-09,1.6678123448965465e-07
1980,3.97960553399912e-09,1.836303655800009e-07
1981,3.795329828193417e-09,1.4042719548301719e-07
1982,3.1037510339615437e-09,1.3284054467543882e-07
1983,7.57837881337764e-09,1.4462073183452162e-07
1984,2.8995041922996734e-09,1.612124300720552e-07
1985,0.0,1.2813138183798145e-07
1986,5.395036861699509e-09,1.1029853563826464e-07
1987,6.110816741511371e-09,1.197720081447251e-07
1988,4.197587610832443e-09,2.3566457052481837e-07
1989,6.585746614717891e-09,1.844009078766362e-07
1990,3.814055737905164e-09,1.9342711304881632e-07
1991,2.344586080837985e-09,1.9518679028607266e-07
1992,1.65298330578878e-09,1.630943527453077e-07
1993,2.2156829704300662e-09,1.9885754909410025e-07
1994,3.6924485691258724e-09,1.6668768232364073e-07
1995,4.880205572987961e-09,1.6213128173347968e-07
1996,3.2028553142993132e-09,1.5053420177046917e-07
1997,4.315404922294874e-09,1.534366254052344e-07
1998,7.152193948201102e-09,1.6163957838877252e-07
1999,2.7421207526856506e-09,1.192822488838008e-07
2000,2.2090156370779823e-09,1.197286523257901e-07
2001,4.8193329327261836e-09,1.0602532823922317e-07
2002,8.76244299341522e-10,1.0514931625404955e-07
2003,4.166922806803086e-09,1.016729200831179e-07
2004,1.7619165015858584e-09,9.206013884544006e-08
2005,3.602999676388663e-09,1.1799824062297404e-07
2006,4.117890028965121e-09,1.6800991192722492e-07
2007,3.595031605740928e-09,2.8320860323560737e-07
2008,2.9802078582719105e-09,4.3638755897745796e-07
2009,2.860915504498962e-09,4.834947282539304e-07
2010,3.3066551718974324e-09,5.130039255618613e-07
2011,5.353560705856353e-09,1.335331006657725e-06
2012,2.7234021704458655e-09,1.3171053481475514e-06
2013,3.3469500504423877e-09,8.425946510515203e-07
2014,4.114345752981308e-09,8.027305109098437e-07
2015,2.438232948875907e-09,9.276367979593747e-07
2016,2.6927420293532123e-09,9.097325562312797e-07
2017,3.018733707449428e-09,7.466334182026912e-07
2018,4.3884935685412074e-09,7.068055549730445e-07
2019,4.3366790158927415e-09,8.096835412696457e-07
