year,faut_VERB ajouter_VERB,faut_VERB rajouter_VERB
1800,4.895463916909648e-06,0.0
1801,3.759887249543681e-06,0.0
1802,3.922933956346242e-06,0.0
1803,3.2648679280100623e-06,0.0
1804,3.3938513297471218e-06,0.0
1805,3.42851058121596e-06,0.0
1806,3.6827732401434332e-06,0.0
1807,4.056911166117061e-06,0.0
1808,4.810874997929204e-06,0.0
1809,3.6754427128471434e-06,0.0
1810,3.978215318056755e-06,0.0
1811,4.698261818703031e-06,0.0
1812,4.54225573776057e-06,0.0
1813,3.85924522561254e-06,0.0
1814,4.191374046058627e-06,0.0
1815,4.153724148636684e-06,0.0
1816,3.7035310924693476e-06,0.0
1817,3.7473942029464524e-06,0.0
1818,3.168648845530697e-06,1.1921177378582115e-09
1819,3.1518948162556626e-06,0.0
1820,2.825409183060401e-06,0.0
1821,3.5136483802489238e-06,0.0
1822,3.349558255649754e-06,0.0
1823,2.99445423479483e-06,0.0
1824,3.0728640467714285e-06,0.0
1825,2.8556050892802887e-06,8.805443041381977e-10
1826,3.2536693197471322e-06,0.0
1827,4.1929374674509745e-06,9.217273055917019e-10
1828,3.3066146443161415e-06,0.0
1829,3.567298563211807e-06,0.0
1830,3.957648004870862e-06,0.0
1831,4.348387392383302e-06,0.0
1832,3.735624432010809e-06,0.0
1833,3.835339612123789e-06,0.0
1834,3.884098532580538e-06,1.213489042584115e-08
1835,3.86171268473845e-06,8.31939672707449e-09
1836,4.115115189051721e-06,0.0
1837,4.2540546019154135e-06,6.957890930081589e-10
1838,4.079550308233593e-06,0.0
1839,4.3584855120570865e-06,0.0
1840,4.56897760159336e-06,4.458782232319436e-09
1841,4.534191248239949e-06,1.926164561183441e-09
1842,4.414038357936079e-06,4.695785538189057e-09
1843,4.986023668607231e-06,2.953455480181333e-09
1844,4.765717676491477e-06,1.0977122322231025e-08
1845,5.116511147207348e-06,1.1160455892778032e-09
1846,5.002671514375834e-06,4.6836010625384006e-09
1847,5.012462224840419e-06,1.6179670936367074e-09
1848,5.5190221246448345e-06,0.0
1849,5.108929144626018e-06,0.0
1850,4.773343334818492e-06,0.0
1851,5.491051979333861e-06,0.0
1852,4.995541530661285e-06,0.0
1853,5.3275603022484574e-06,0.0
1854,4.900030944554601e-06,5.195664454227256e-10
1855,5.473575129144592e-06,5.306937111981824e-10
1856,5.676270120602567e-06,1.5531567143511893e-09
1857,5.232001512922579e-06,0.0
1858,5.088444140710635e-06,0.0
1859,4.927187092107488e-06,1.5276520048956854e-09
1860,5.072893145552371e-06,9.154367819341758e-10
1861,5.191333002585452e-06,0.0
1862,5.262098511593649e-06,9.035972525772706e-10
1863,5.5080677157093305e-06,0.0
1864,5.121248705108883e-06,9.589455896019672e-10
1865,5.539955964195542e-06,5.177528628053096e-09
1866,5.690820671588881e-06,0.0
1867,6.0859110817546025e-06,1.94112459439566e-09
1868,6.1269256548257545e-06,3.457911734727759e-09
1869,5.742529992858181e-06,2.9301114867763545e-09
1870,5.795976449007867e-06,1.7202146374017957e-09
1871,5.757740382250631e-06,0.0
1872,5.731668352382258e-06,2.4189357183956872e-09
1873,5.80702271690825e-06,5.986004469882289e-10
1874,5.998507731419522e-06,0.0
1875,5.648863862006692e-06,0.0
1876,5.922675882175099e-06,0.0
1877,6.026484697940759e-06,0.0
1878,6.421363195840968e-06,6.039088673581716e-10
1879,5.6786179811751936e-06,1.221865053580018e-09
1880,5.53731797481305e-06,6.417846254436199e-10
1881,6.299660526565276e-06,0.0
1882,5.849417902936693e-06,0.0
1883,5.8542354963719845e-06,2.5277355764075082e-09
1884,6.4980504248524085e-06,0.0
1885,6.132377620815532e-06,1.2891271383708158e-09
1886,6.31858665656182e-06,4.5174246565693466e-09
1887,6.457759354816517e-06,5.876032105334161e-09
1888,5.7471329455438536e-06,7.60873763994141e-09
1889,5.899252755625639e-06,5.6386229019267375e-09
1890,6.173576821311144e-06,6.554386478008212e-10
1891,6.226975528988987e-06,2.5496880162734215e-09
1892,6.228393885976402e-06,0.0
1893,6.291438239713898e-06,2.463366621796581e-09
1894,6.086026587581728e-06,1.8904617871129403e-09
1895,5.9614376368699595e-06,5.416753268150387e-09
1896,5.952460924163461e-06,1.1204354777305525e-08
1897,6.299259894149145e-06,0.0
1898,6.22079551249044e-06,7.355861253444118e-09
1899,6.238425157789607e-06,3.8693048765026106e-09
1900,6.3663073888164945e-06,5.19105292084987e-09
1901,6.136994215921732e-06,8.941982265753268e-09
1902,5.586920906353043e-06,5.4013122863239005e-09
1903,6.316097824310418e-06,1.674068350610014e-08
1904,6.352806849463377e-06,9.13686282189019e-09
1905,6.130981546448311e-06,0.0
1906,6.312943241937319e-06,3.600929110447737e-09
1907,6.210497758729616e-06,2.5714217422034835e-09
1908,6.4398132053611334e-06,4.911389073214423e-10
1909,6.228213806025451e-06,5.500983557560346e-10
1910,6.246777502383338e-06,1.068830135508847e-09
1911,6.339225819829153e-06,1.5961122423746588e-09
1912,6.266412583499914e-06,6.772247651554153e-09
1913,6.300482255028328e-06,3.71209285532359e-09
1914,6.205202680575894e-06,1.3393487430235496e-09
1915,6.546569238707889e-06,0.0
1916,6.350753210426774e-06,2.197492410260793e-09
1917,5.83742757953587e-06,5.483212106582869e-09
1918,5.804065949632786e-06,2.2972752589112133e-09
1919,5.656381290464196e-06,9.207848372660976e-10
1920,5.570133453147719e-06,3.786115865267448e-09
1921,5.993829745420953e-06,5.300923255902035e-09
1922,5.768069968326017e-06,1.4755870969551665e-09
1923,5.805862201668788e-06,4.246379248229459e-09
1924,5.636218247673241e-06,2.578324886925998e-09
1925,5.8400323723617475e-06,7.698724324711748e-09
1926,6.041207143425709e-06,2.229227691330493e-09
1927,5.594681169895921e-06,4.4596899506643695e-09
1928,5.738158051826758e-06,0.0
1929,5.375246018957114e-06,3.342121912552898e-09
1930,6.034320449543884e-06,0.0
1931,5.911396328883711e-06,3.4216069977333063e-09
1932,5.736221282859333e-06,5.4797681947604815e-09
1933,5.767448783444706e-06,3.4411986593596566e-09
1934,5.5486698329332285e-06,2.3963160344919743e-09
1935,5.763925855717389e-06,5.98414207075848e-09
1936,5.800463441119064e-06,4.849885826274658e-09
1937,5.982040420349222e-06,1.2591118148108649e-09
1938,5.5724490266584326e-06,9.075650453382877e-09
1939,5.631269232253544e-06,3.058810094103137e-09
1940,5.462076387630077e-06,2.5357829169792012e-09
1941,4.7755311243236065e-06,8.854508237732261e-09
1942,5.17333091920591e-06,6.068423541449874e-09
1943,5.5161467571451794e-06,0.0
1944,5.333889021130744e-06,1.6065930807940276e-08
1945,5.221874289418338e-06,2.178504043826024e-09
1946,5.200924533710349e-06,8.352662561605939e-09
1947,5.108093318995088e-06,1.1920870957027319e-09
1948,4.95214499096619e-06,1.195907639583993e-08
