year,faut_VERB ajouter_VERB,faut_VERB rajouter_VERB
1949,6.064947683626087e-06,9.817008539414473e-09
1950,5.6292969929927494e-06,6.381216888229346e-09
1951,5.279526249069022e-06,4.264560704569931e-09
1952,5.448500360216713e-06,1.0544803918932644e-09
1953,5.615318968921201e-06,1.0773827385790469e-09
1954,5.240033715381287e-06,1.9545072227344917e-09
1955,5.669845904776594e-06,5.631364707880948e-09
1956,5.466411494126078e-06,3.488456634670456e-09
1957,5.557238637265982e-06,4.417518795207798e-09
1958,5.905554644414224e-06,1.0753916868111446e-08
1959,5.794458957097959e-06,1.0851047171911432e-08
1960,5.899318239244167e-06,1.3841666479663672e-08
1961,5.52031269762665e-06,1.389631876236308e-08
1962,5.781327672593761e-06,1.1415521861124489e-08
1963,6.2300423451233655e-06,1.0992290633282664e-08
1964,5.740832420997322e-06,2.251068309533366e-08
1965,6.0066618061682675e-06,7.660860390501512e-09
1966,6.3150991991278715e-06,1.273987226824147e-08
1967,5.684677034878405e-06,1.232583901611406e-08
1968,5.889144631510135e-06,1.257596426995633e-08
1969,5.831616817886243e-06,1.9529558414888015e-08
1970,6.020190994604491e-06,1.1956685419534097e-08
1971,6.009869593981421e-06,1.3873672877195986e-08
1972,6.146941814222373e-06,1.846852804021637e-08
1973,5.942682491877349e-06,1.598829157956061e-08
1974,6.171814675326459e-06,2.3627400480563665e-08
1975,5.8228538364346605e-06,2.1132477101559743e-08
1976,6.04948218096979e-06,1.5997875024709174e-08
1977,6.121843853179598e-06,2.4682483612537e-08
1978,5.999403128953418e-06,3.326731246033887e-08
1979,6.183195182529744e-06,3.5111838769807946e-08
1980,6.327004030026728e-06,6.026260024327712e-08
1981,6.572246093128342e-06,3.985096341807548e-08
1982,6.373242740664864e-06,6.642027727821187e-08
1983,6.5881376940524206e-06,5.683784465304598e-08
1984,6.234513875824632e-06,4.755186822080759e-08
1985,6.214673248905456e-06,4.6319797775140614e-08
1986,5.93334152654279e-06,5.6947612847579876e-08
1987,5.964768206467852e-06,8.188494859950879e-08
1988,5.964172487438191e-06,8.39517539930057e-08
1989,5.9540639085753355e-06,7.573608939992482e-08
1990,5.894895366509445e-06,6.81081360198732e-08
1991,5.84622557653347e-06,6.154538567670897e-08
1992,6.046061571396422e-06,7.658822198663984e-08
1993,5.635589786834316e-06,8.364203551991523e-08
1994,5.558717475651065e-06,8.545381291469312e-08
1995,5.647482339554699e-06,1.106179965404408e-07
1996,5.673324267263524e-06,9.234899778221006e-08
1997,5.734693786507705e-06,1.0021329188703021e-07
1998,5.692192644346505e-06,1.187264189184134e-07
1999,5.613121174974367e-06,1.29793718883775e-07
2000,5.538885943678906e-06,9.27786629745242e-08
2001,5.3726798796560615e-06,1.0996841837140892e-07
2002,5.343775683286367e-06,1.1916922204591174e-07
2003,5.478253569890512e-06,1.2625775980268372e-07
2004,5.304690148477675e-06,1.1540553401800935e-07
2005,5.357660484150983e-06,1.333109906909158e-07
2006,5.144479928276269e-06,1.6142128345109086e-07
2007,5.027052338846261e-06,1.2143217986704258e-07
2008,4.72873807666474e-06,1.630599371083008e-07
2009,4.2379692786198575e-06,1.5401262487557688e-07
2010,4.054431428812677e-06,1.5682992682286567e-07
2011,3.6163303320790874e-06,1.8699222437135177e-07
2012,3.3695293950586347e-06,1.688509314590192e-07
2013,3.154500518576242e-06,1.1937454758026433e-07
2014,3.0212290766939986e-06,1.1520168641254713e-07
2015,2.847634505087626e-06,1.3698435452624835e-07
2016,2.9460668429237558e-06,9.300316605731496e-08
2017,2.6305747269361746e-06,1.2502587765084172e-07
2018,2.5164138151012594e-06,9.706315040602931e-08
2019,2.5897627438098425e-06,9.64273354497891e-08
