year,eurent_VERB assuré_VERB,eurent_VERB rassuré_VERB
1800,3.144164484325529e-09,0.0
1801,1.6668277424969347e-08,0.0
1802,4.475680270843441e-09,2.2378401354217203e-09
1803,1.950339223455444e-09,5.851017448321727e-09
1804,1.4831105232815389e-08,0.0
1805,1.9900143755080535e-08,8.528632911009026e-09
1806,0.0,0.0
1807,3.9857372513552036e-08,0.0
1808,2.945896149242344e-08,1.1330369531492579e-08
1809,1.581321384946932e-08,0.0
1810,2.3401266702194334e-08,0.0
1811,0.0,0.0
1812,2.400487453257938e-08,5.3344164641089264e-09
1813,5.751483289628823e-09,0.0
1814,3.4613449884091096e-08,0.0
1815,1.8880564667256294e-08,8.091670444798638e-09
1816,2.3176038865813098e-08,0.0
1817,4.0478710161551135e-08,0.0
1818,4.410835785506606e-08,3.5763532135746345e-09
1819,2.4842520929269085e-08,2.070210003424222e-09
1820,1.779972080839798e-08,1.1866481131050932e-09
1821,2.1695274909916407e-08,0.0
1822,1.7043547018147365e-08,1.0025615893027862e-09
1823,1.9765373338032077e-08,1.4824030003524058e-08
1824,2.0210670470532932e-08,0.0
1825,2.6416328680056722e-08,1.7610886082763955e-09
1826,2.906634755106552e-08,8.807984341885344e-10
1827,1.935627302884768e-08,0.0
1828,7.337841001486822e-09,0.0
1829,2.4862210068476998e-08,0.0
1830,4.0703660886265425e-08,0.0
1831,0.0,0.0
1832,9.470978667991403e-09,0.0
1833,2.6642345218874652e-08,0.0
1834,1.5868701908061666e-08,0.0
1835,1.8907719834260206e-08,0.0
1836,3.293167694096155e-08,0.0
1837,2.6439986200443855e-08,3.478945576063097e-09
1838,1.5149188570262595e-08,1.8936485712828244e-09
1839,1.3982949909063791e-08,1.3982950353153e-09
1840,1.3376346252869098e-08,0.0
1841,1.7977535904378783e-08,0.0
1842,3.018719141323345e-08,4.695785538189057e-09
1843,1.8902115428431898e-08,7.678984559333912e-09
1844,2.7442807137845193e-08,2.7442805805577564e-09
1845,2.2320911341466854e-08,5.580227946389016e-10
1846,2.0490753982471688e-08,0.0
1847,1.88762818709165e-08,0.0
1848,1.448139919091318e-08,1.6090443422100975e-09
1849,1.6758829879393033e-09,6.703531951757213e-09
1850,9.504594444820214e-09,6.788996032014438e-10
1851,1.6768540334055615e-08,0.0
1852,2.2135854038651814e-08,1.3021090872200602e-09
1853,4.180352064508952e-09,0.0
1854,1.1430461910322265e-08,0.0
1855,1.6982198758341838e-08,0.0
1856,1.1389816201301528e-08,0.0
1857,7.810414537345878e-09,0.0
1858,1.5170396494568195e-08,0.0
1859,1.476730293603623e-08,0.0
1860,1.2358396972445007e-08,0.0
1861,1.4147890858851042e-08,0.0
1862,1.9879140111811466e-08,0.0
1863,9.489779628779615e-09,0.0
1864,1.7740493518658695e-08,0.0
1865,1.0355057256106193e-08,0.0
1866,2.0435575009969398e-08,0.0
1867,1.6014277903764196e-08,2.91168689159349e-09
1868,1.6301584082611953e-08,9.87974813071446e-10
1869,1.12320943657096e-08,0.0
1870,1.2614907340946502e-08,0.0
1871,4.248470908407853e-09,0.0
1872,6.047339518033823e-09,0.0
1873,1.7958012854535355e-09,0.0
1874,2.9873046258899194e-09,0.0
1875,2.2886108563824337e-09,0.0
1876,9.069021977836655e-09,0.0
1877,1.793596560162314e-08,0.0
1878,1.4493812372506909e-08,0.0
1879,6.720257683667796e-09,0.0
1880,8.343199908722454e-09,0.0
1881,2.7890030285249168e-09,0.0
1882,6.655385131892899e-09,0.0
1883,1.64302811356265e-08,0.0
1884,4.621187876807653e-09,0.0
1885,2.5782542767416317e-09,0.0
1886,5.808117542471791e-09,6.453463874400711e-10
1887,5.223139698529167e-09,0.0
1888,5.706553452000662e-09,0.0
1889,1.0650732740202784e-08,0.0
1890,6.554386366985909e-09,3.2771931834929546e-09
1891,1.211101796627645e-08,0.0
1892,7.522214851007902e-09,5.014809900671935e-09
1893,1.1085149687062312e-08,2.463366621796581e-09
1894,6.301539290376468e-09,1.8904617871129403e-09
1895,3.611168697403855e-09,1.8055843487019274e-09
1896,7.076434549446731e-09,0.0
1897,5.2440420894583895e-09,0.0
1898,6.224190496340043e-09,0.0
1899,6.080336234504102e-09,0.0
1900,2.595526460424935e-09,5.191053142894475e-10
1901,6.147612641171918e-09,2.235495566438317e-09
1902,2.455141867585553e-09,0.0
1903,5.400220270956879e-09,0.0
1904,8.061937784020756e-09,0.0
1905,1.1353670004154992e-08,0.0
1906,4.115347618238729e-09,0.0
1907,6.1714118260169926e-09,0.0
1908,2.9468334439286537e-09,0.0
1909,1.6502950117569526e-08,0.0
1910,8.01622590529405e-09,0.0
1911,5.852411444351446e-09,5.320374141248863e-10
1912,6.772247651554153e-09,0.0
1913,4.242391771214216e-09,2.121195885607108e-09
1914,9.37544086809794e-09,4.68772043404897e-09
1915,3.534228465440492e-09,0.0
1916,7.69122365795738e-09,0.0
1917,1.0966424213165737e-08,0.0
1918,1.033773866510046e-08,2.2972752589112133e-09
1919,9.207848372660976e-10,5.524709134618888e-09
1920,3.028892692213958e-09,7.572231730534895e-10
1921,8.330022005509363e-09,0.0
1922,8.853522359686394e-09,0.0
1923,8.492758496458919e-09,0.0
1924,2.578324886925998e-09,0.0
1925,6.598906754362588e-09,1.0998177923937646e-09
1926,1.0031524944054127e-08,0.0
1927,4.4596899506643695e-09,0.0
1928,2.2852082448565625e-09,1.1426041224282812e-09
1929,7.798284684668033e-09,0.0
1930,0.0,0.0
1931,0.0,0.0
1932,1.0959536611565568e-09,0.0
1933,5.735331320977366e-09,0.0
1934,0.0,0.0
1935,1.196828414151696e-09,0.0
1936,3.6374143697059935e-09,0.0
1937,8.813782592653752e-09,0.0
1938,5.186085783037697e-09,0.0
1939,3.058810094103137e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,1.2136847082899749e-08,0.0
1943,8.709705845433291e-09,0.0
1944,0.0,0.0
1945,2.178504043826024e-09,2.178504043826024e-09
1946,0.0,0.0
1947,3.5762612871081956e-09,0.0
1948,7.610321262063735e-09,3.2615663503321457e-09
1949,5.890204768377316e-09,0.0
1950,8.508289184305795e-09,1.0635361480382244e-09
1951,6.396841278899501e-09,0.0
1952,4.2179215675730575e-09,1.0544803918932644e-09
1953,8.619061908632375e-09,0.0
1954,3.9090144454689835e-09,0.0
1955,0.0,0.0
1956,1.744228317335228e-09,0.0
1957,3.534015080575159e-09,0.0
1958,3.3088973783179654e-09,8.272243445794913e-10
1959,6.200598257066758e-09,7.750747821333448e-10
1960,5.536666680683311e-09,6.920833350854139e-10
1961,4.86371165564492e-09,0.0
1962,0.0,6.341956404476434e-10
1963,4.526237162849611e-09,0.0
1964,4.258777774879263e-09,0.0
1965,4.924839203113152e-09,0.0
1966,6.6468897053084675e-09,5.539074754423723e-10
1967,8.381570104631919e-09,9.860671168482327e-10
1968,8.084548142051062e-09,0.0
1969,4.541757636644661e-09,9.083515606356229e-10
1970,3.6789800095249348e-09,0.0
1971,2.0553589941130213e-09,0.0
1972,2.565073486948677e-09,0.0
1973,4.410563025913916e-09,0.0
1974,3.3753431161187564e-09,0.0
1975,2.2845920710778955e-09,0.0
1976,2.856763492431469e-09,0.0
1977,1.7630346071939584e-09,0.0
1978,2.970295565063452e-09,0.0
1979,2.3407893401383717e-09,5.851973350345929e-10
1980,3.411090521154847e-09,5.685150683554241e-10
1981,3.795329828193417e-09,0.0
1982,1.8622506869903077e-09,1.2415004579935385e-09
1983,4.4207211225000265e-09,0.0
1984,1.1598016991243298e-09,0.0
1985,3.609334831011779e-09,0.0
1986,1.1988970927134801e-09,0.0
1987,3.0554083707556856e-09,0.0
1988,2.99827696004229e-09,0.0
1989,1.0976244357863152e-09,5.488122178931576e-10
1990,0.0,0.0
1991,2.344586080837985e-09,0.0
1992,5.509944167592096e-10,0.0
1993,1.1078414852150331e-09,0.0
1994,1.5824779264761446e-09,5.274926606624319e-10
1995,3.795715741716776e-09,0.0
1996,3.736664311304594e-09,1.067618438099771e-09
1997,1.438468344439059e-09,0.0
1998,3.337690568372409e-09,0.0
1999,4.570201161957499e-10,0.0
2000,1.7672125984802278e-09,0.0
2001,4.381211837767296e-09,0.0
2002,2.6287327870022636e-09,0.0
2003,2.9168460979889232e-09,0.0
2004,3.0833537945085254e-09,4.404791253964646e-10
2005,3.1526248278623825e-09,0.0
2006,4.1178899179428186e-10,8.235779835885637e-10
2007,5.991719120856942e-09,7.988958938831558e-10
2008,4.257439734089985e-09,8.514879357157668e-10
2009,4.76819250749827e-10,0.0
2010,1.4171379625338432e-09,9.447586046817946e-10
2011,1.529588788962144e-09,0.0
2012,3.063827413996023e-09,6.808505426114664e-10
2013,2.2313000336282585e-09,0.0
2014,3.4647122948427977e-09,1.2992671383216248e-09
2015,3.768178213903184e-09,1.10828768384863e-09
2016,3.935546111222266e-09,8.285360175719347e-10
2017,1.2578056374223934e-09,7.54683426862357e-10
2018,3.0977600484760615e-09,0.0
2019,3.5713827450933877e-09,5.1019755087367e-10
