year,pourrait_VERB ajouter_VERB,pourrait_VERB rajouter_VERB
1800,2.8297480980654655e-07,0.0
1801,2.7145480885337747e-07,0.0
1802,3.513409012612101e-07,0.0
1803,4.7198210495480453e-07,0.0
1804,3.781931923185766e-07,0.0
1805,5.287752742333396e-07,0.0
1806,4.466587029128277e-07,0.0
1807,2.5053205376934784e-07,0.0
1808,4.078933102391602e-07,0.0
1809,3.365955478784599e-07,0.0
1810,5.195081484998809e-07,0.0
1811,3.5851198276759533e-07,0.0
1812,4.827646762350923e-07,0.0
1813,7.18935439181223e-07,0.0
1814,6.198953883540526e-07,0.0
1815,3.182723844474822e-07,0.0
1816,4.3339193211977545e-07,0.0
1817,3.7832023735973053e-07,0.0
1818,4.124727297494246e-07,0.0
1819,4.802887474397721e-07,0.0
1820,4.2956662582582794e-07,0.0
1821,7.810298825461359e-07,0.0
1822,4.5215529098641127e-07,0.0
1823,3.9926055706018815e-07,0.0
1824,4.614769864019763e-07,0.0
1825,4.499581507388939e-07,0.0
1826,4.527304042767355e-07,0.0
1827,4.746895569951448e-07,0.0
1828,5.613448479380168e-07,0.0
1829,6.704223665110476e-07,0.0
1830,4.978370498065487e-07,0.0
1831,5.067141728432034e-07,0.0
1832,3.828981220976857e-07,0.0
1833,5.235800131231372e-07,0.0
1834,5.60071839572629e-07,0.0
1835,4.5529787939813104e-07,0.0
1836,5.161535909792292e-07,0.0
1837,5.357575787456881e-07,0.0
1838,5.497893198480597e-07,0.0
1839,5.649112040373439e-07,0.0
1840,4.796375492333027e-07,0.0
1841,5.155700364412041e-07,0.0
1842,5.178780497772095e-07,0.0
1843,5.393009701037954e-07,0.0
1844,4.736628511636809e-07,0.0
1845,5.144970032233687e-07,0.0
1846,5.011453367842478e-07,0.0
1847,4.460195839328662e-07,0.0
1848,4.947811476085917e-07,0.0
1849,4.2483634388190694e-07,0.0
1850,4.5893614242231706e-07,0.0
1851,5.204697117733303e-07,0.0
1852,4.3164916974092193e-07,0.0
1853,5.685279234057816e-07,0.0
1854,4.800793931281078e-07,0.0
1855,4.6701046585440054e-07,0.0
1856,5.539592393688508e-07,0.0
1857,4.2566759361761797e-07,0.0
1858,4.5609061771756387e-07,0.0
1859,4.577863705890195e-07,0.0
1860,4.893009872830589e-07,0.0
1861,5.187559963815147e-07,0.0
1862,4.825209316550172e-07,0.0
1863,4.864760967393522e-07,0.0
1864,5.629010502161691e-07,0.0
1865,5.163408332009567e-07,0.0
1866,5.517604790838959e-07,0.0
1867,4.891634262094158e-07,0.0
1868,5.0139720997322e-07,0.0
1869,5.352337097974669e-07,0.0
1870,5.217984266892017e-07,0.0
1871,4.843257102038478e-07,0.0
1872,4.81972961097199e-07,0.0
1873,4.2740072103697457e-07,0.0
1874,5.938761660218006e-07,0.0
1875,5.40112182534358e-07,0.0
1876,4.957732357979694e-07,0.0
1877,5.714770168196992e-07,0.0
1878,5.296280960465083e-07,0.0
1879,5.754984613304259e-07,0.0
1880,5.904418571844872e-07,0.0
1881,5.236353217696887e-07,0.0
1882,4.532317348093784e-07,0.0
1883,4.815336183128238e-07,0.0
1884,5.195535663915507e-07,0.0
1885,5.349877483240562e-07,0.0
1886,5.453176754599554e-07,0.0
1887,5.275371108837135e-07,0.0
1888,4.958360477758106e-07,0.0
1889,5.394282993620436e-07,0.0
1890,5.636772471007134e-07,6.554386478008212e-10
1891,5.38621577561571e-07,0.0
1892,5.810911147818842e-07,0.0
1893,4.957525447935041e-07,0.0
1894,4.877391575064394e-07,0.0
1895,5.928335440330557e-07,0.0
1896,5.041959525442508e-07,0.0
1897,4.6147570742505195e-07,0.0
1898,5.21700314948248e-07,0.0
1899,5.499940698427963e-07,0.0
1900,6.141015660432458e-07,0.0
1901,5.24223707998317e-07,0.0
1902,5.003579417461879e-07,0.0
1903,5.55142662506114e-07,0.0
1904,5.331628472049488e-07,0.0
1905,5.929712187935365e-07,0.0
1906,6.008407353874645e-07,0.0
1907,5.837127332597447e-07,0.0
1908,5.854375899616571e-07,0.0
1909,5.198429562369711e-07,0.0
1910,5.076943239146203e-07,0.0
1911,5.01711269862426e-07,0.0
1912,5.376122658162785e-07,0.0
1913,4.613601163327985e-07,5.30298971401777e-10
1914,4.4466378312790766e-07,0.0
1915,4.5355932343227323e-07,0.0
1916,5.460768761622603e-07,0.0
1917,5.713507107429905e-07,0.0
1918,4.778332822752418e-07,0.0
1919,4.6315477675307193e-07,0.0
1920,5.535301283998706e-07,0.0
1921,4.7026762217683427e-07,0.0
1922,4.4931627485311765e-07,0.0
1923,5.891851060368936e-07,0.0
1924,4.7570094352522574e-07,0.0
1925,5.026167286814598e-07,0.0
1926,5.439315486910345e-07,0.0
1927,5.51886614630348e-07,0.0
1928,5.735872719014878e-07,0.0
1929,5.492220225278288e-07,0.0
1930,5.08374398577871e-07,0.0
1931,5.155221174391045e-07,0.0
1932,5.545525709749199e-07,0.0
1933,5.517388785847288e-07,0.0
1934,5.643324243465031e-07,0.0
1935,5.601157226919895e-07,0.0
1936,4.789262106896786e-07,0.0
1937,5.477136255649384e-07,0.0
1938,5.134224920766428e-07,0.0
1939,5.735269041906577e-07,1.5294050470515685e-09
1940,5.325144343260035e-07,0.0
1941,5.578339710154978e-07,2.9515025978810172e-09
1942,5.947055115029798e-07,0.0
1943,5.28388795828505e-07,0.0
1944,4.980438461643644e-07,0.0
1945,4.618428590674739e-07,0.0
1946,5.554520612349734e-07,0.0
1947,4.935240554004849e-07,0.0
1948,5.109787366563978e-07,0.0
1949,5.468073709380405e-07,1.9634016634739737e-09
1950,6.22168670361134e-07,1.0635361480382244e-09
1951,4.733662422040652e-07,0.0
1952,5.177498678676784e-07,0.0
1953,5.33304444161331e-07,0.0
1954,5.20876199061604e-07,0.0
1955,5.837848107148602e-07,0.0
1956,5.049540732215974e-07,8.72114158667614e-10
1957,4.982961172572686e-07,0.0
1958,4.7648123313592805e-07,0.0
1959,5.309262292030326e-07,3.100299128533379e-09
1960,5.176783588467515e-07,0.0
1961,4.898452061752323e-07,2.08444772553662e-09
1962,5.739470338994579e-07,0.0
1963,5.457349061543937e-07,0.0
1964,5.493823209690163e-07,0.0
1965,6.095856406318489e-07,1.6416130677043839e-09
1966,5.588926228483615e-07,2.215629901769489e-09
1967,5.339553581507062e-07,9.860671168482327e-10
1968,5.807400498269999e-07,2.6948494546985557e-09
1969,5.590903811025782e-07,1.3625273131978588e-09
1970,6.180686682455416e-07,4.5987250119061684e-10
1971,5.328518000169424e-07,3.5968783507200897e-09
1972,5.981751201034058e-07,4.6171320100540925e-09
1973,6.009391881889314e-07,3.3079223804577396e-09
1974,6.16000079389778e-07,2.2502286700643026e-09
1975,6.088437771722965e-07,5.140332159925265e-09
1976,6.941934884707734e-07,2.856763492431469e-09
1977,6.446829843298474e-07,1.7630346071939584e-09
1978,6.623759531976248e-07,1.7821774056514528e-09
1979,6.197240054461872e-07,5.851973128301324e-09
1980,6.759644293197198e-07,9.664756106531058e-09
1981,6.844244353487738e-07,3.1627747087981106e-09
1982,7.057930133669288e-07,8.690503427999374e-09
1983,6.839487127763277e-07,8.209910973278056e-09
1984,6.651462740592251e-07,6.378909400694965e-09
1985,7.038203193587833e-07,4.812446441349039e-09
1986,6.665867999799957e-07,2.997242676272549e-09
1987,6.581349794032576e-07,1.2221633483022742e-08
1988,6.991981535975356e-07,7.795519785247507e-09
1989,6.662580176453048e-07,1.0976243913773942e-08
1990,7.105040822352748e-07,1.0897301727652575e-08
1991,7.291662882380479e-07,1.2895223555631219e-08
1992,7.631272751495999e-07,1.652983172562017e-08
1993,6.912931098668196e-07,1.0524494165053966e-08
1994,7.142250524339033e-07,1.5824779708850656e-08
1995,7.244394168992585e-07,2.548551947256783e-08
1996,7.574752771688509e-07,2.028474987980644e-08
1997,7.288239771696681e-07,1.2466725429760572e-08
1998,7.99615293090028e-07,1.7642078020685403e-08
1999,7.879027066337585e-07,1.9194844824710344e-08
2000,7.029088351373503e-07,2.3415566374751506e-08
2001,7.264048917932087e-07,2.2782300490575835e-08
2002,7.732855920039583e-07,2.102986229601811e-08
2003,7.237945283122826e-07,3.000184634061043e-08
2004,7.408858664348372e-07,2.642874719072097e-08
2005,7.507750297008897e-07,3.1976622238971686e-08
2006,7.243368145282147e-07,2.4707340173790726e-08
2007,6.922433044564968e-07,2.5564668604260987e-08
2008,6.492595616691688e-07,3.533675041467177e-08
2009,6.193882313709764e-07,2.2410505451375684e-08
2010,5.60714227049175e-07,3.023227534981743e-08
2011,4.600238412422186e-07,2.2943831723409858e-08
2012,4.0748903984422213e-07,2.2127641940983267e-08
2013,3.60633862328541e-07,2.5938863501551168e-08
2014,3.876146763559518e-07,2.3386807157521616e-08
2015,3.546520588315616e-07,1.773260294157808e-08
2016,3.475708467703953e-07,1.8434926474242275e-08
2017,3.6627301369662746e-07,1.6099912514278003e-08
2018,3.438513545006572e-07,1.4198066722315161e-08
2019,3.494853331176273e-07,1.9387506711154856e-08
