year,ait_VERB établi_VERB,ait_VERB etabli_VERB,ait_VERB rétabli_VERB
1863,1.5583216850245662e-07,0.0,1.3485475847119233e-08
1864,1.668565374757236e-07,4.794727948009836e-10,2.6371003158942585e-08
1865,1.4497081224362773e-07,0.0,2.4004906507002488e-08
1866,1.766217536669501e-07,0.0,2.919367680931373e-08
1867,1.3199647241890489e-07,4.85281148598915e-10,3.785192959071537e-08
1868,1.625218573053644e-07,0.0,1.9265508299781686e-08
1869,1.806902076850747e-07,4.883519144627257e-10,2.3929244363785074e-08
1870,1.7202145841110905e-07,0.0,2.5803219116937726e-08
1871,2.1029930508120742e-07,0.0,2.7615060460561835e-08
1872,1.560213576112801e-07,0.0,1.6327815544059376e-08
1873,1.448613033971924e-07,5.986004469882289e-10,1.0774807712721213e-08
1874,1.5115760731987393e-07,5.974609140757536e-10,2.6288279997288555e-08
1875,1.922433057188755e-07,0.0,2.803548326824057e-08
1876,1.5538257969183178e-07,0.0,1.1487427897804992e-08
1877,1.3915835950228939e-07,6.184815992682502e-10,1.7317484335421796e-08
1878,1.666788449483647e-07,0.0,3.925407554561389e-08
1879,1.8694535697250103e-07,0.0,3.9710613464194466e-08
1880,1.1359588114601138e-07,0.0,1.9895322722618403e-08
1881,1.3038588519975747e-07,0.0,7.669758161910067e-09
1882,1.5307385581309063e-07,0.0,1.9966154951589488e-08
1883,1.6367087596336205e-07,6.319338941018771e-10,1.7062214752172622e-08
1884,1.194907213175611e-07,0.0,2.178559910248623e-08
1885,1.4696048822315788e-07,0.0,3.4161868001092444e-08
1886,1.6714471939849318e-07,0.0,1.7424351739236954e-08
1887,1.0707436359780331e-07,0.0,1.8933882017790893e-08
1888,1.2554417594401457e-07,0.0,2.2192152115962926e-08
1889,1.6101401456580788e-07,0.0,9.397704836544563e-09
1890,1.4747369903034269e-07,0.0,2.4906668727453507e-08
1891,1.4851933372028725e-07,0.0,1.9122660788184476e-08
1892,1.4731004682744242e-07,0.0,1.2537024751679837e-08
1893,1.76746553393059e-07,0.0,1.847524977449666e-08
1894,1.6762093935085431e-07,6.301539290376468e-10,4.411077725308132e-09
1895,1.3842813473274873e-07,0.0,1.5648398132839247e-08
1896,1.5037423395369842e-07,5.89702897624278e-10,1.8870492723976895e-08
1897,1.9344689405897952e-07,0.0,1.5732126712464378e-08
1898,1.6296061744469625e-07,5.6583548957434e-10,1.3580051749784161e-08
1899,1.586414981602502e-07,0.0,1.4371703827009696e-08
1900,1.640372744304841e-07,5.191053142894475e-10,3.114631752509922e-08
1901,1.810751371067454e-07,0.0,1.397184767881754e-08
1902,1.0311595843859322e-07,9.820567692386817e-10,3.388095848322337e-08
1903,1.2420507289334637e-07,0.0,2.6461078661554893e-08
1904,1.3920279684498382e-07,0.0,2.042357571951925e-08
1905,1.4398517578229075e-07,5.160759042333041e-10,9.28936660926638e-09
1906,1.5123902130653732e-07,5.144184522798412e-10,2.1091157265118454e-08
1907,1.4039962081824342e-07,0.0,1.6457098794830927e-08
1908,1.507796412170137e-07,0.0,9.822778146428846e-09
1909,1.5512773643422406e-07,0.0,2.53045246978445e-08
1910,1.7528813600620197e-07,0.0,1.7635697346918278e-08
1911,1.4205399168076838e-07,0.0,2.074945903984826e-08
1912,1.734737224978744e-07,0.0,2.3963337980603683e-08
1913,1.463625096675969e-07,0.0,2.3863453435524207e-08
1914,1.8148175229271146e-07,2.678697486047099e-09,2.209925398233281e-08
1915,9.542416989916092e-08,0.0,2.709575319670421e-08
1916,1.3624452321892022e-07,0.0,7.69122365795738e-09
1917,1.1295416868506436e-07,0.0,1.864292187292449e-08
1918,9.533692235663693e-08,0.0,6.89182577673364e-09
1919,1.2338516341969807e-07,9.207848372660976e-10,1.4732557396257562e-08
1920,1.5371630013305548e-07,0.0,2.4988365154854364e-08
1921,1.4085310340306023e-07,0.0,2.2718241510233383e-08
1922,1.0845565157069359e-07,0.0,1.8444838545406128e-08
1923,1.4119210334229138e-07,1.0615948120573648e-09,9.554353752605493e-09
1924,1.418078738879558e-07,0.0,2.3204924204378585e-08
1925,1.418764981053755e-07,0.0,2.4195990988573612e-08
1926,1.2595135956416925e-07,0.0,1.2260752413340015e-08
1927,1.237563935774233e-07,0.0,1.0034302277972529e-08
1928,1.6796280988273793e-07,0.0,2.399468712610542e-08
1929,1.1140406286358484e-07,0.0,1.5596569369336066e-08
1930,9.768351105776674e-08,0.0,2.3107928015519974e-08
1931,1.1519410492155657e-07,0.0,1.9389105432310316e-08
1932,9.753987484373283e-08,1.0959536611565568e-09,1.3151444377967891e-08
1933,1.204419532996326e-07,0.0,1.3764794637438627e-08
1934,1.066360653112497e-07,0.0,2.516131836216573e-08
1935,9.574627313213568e-08,0.0,1.3165112555668657e-08
1936,1.3700928036541882e-07,2.424942913137329e-09,9.699771652549316e-09
1937,1.2087473066912935e-07,0.0,2.7700460591972842e-08
1938,1.0112866988265523e-07,2.5930428915188486e-09,2.463390735840676e-08
1939,9.482311469355409e-08,0.0,1.3764645423464117e-08
1940,1.141102288215734e-07,0.0,2.2822046474857416e-08
1941,9.149658097840074e-08,0.0,1.7709016475464523e-08
1942,1.0923162108156248e-07,0.0,6.068423541449874e-09
1943,1.4225852851268428e-07,0.0,1.4516175816936538e-08
1944,8.996921252446555e-08,3.2131861615880553e-09,1.927911696952833e-08
1945,1.1328221205531008e-07,0.0,1.5249527862692958e-08
1946,1.1415305323225766e-07,0.0,1.1136883415474585e-08
1947,1.3589793468327116e-07,0.0,1.0728784083369192e-08
1948,1.1959076573475613e-07,1.0871887834440486e-09,9.784699273041042e-09
1949,8.835307596655184e-08,0.0,1.570721330779179e-08
1950,9.784532295498138e-08,0.0,6.381216888229346e-09
1951,9.915103760249622e-08,1.0661401761424827e-09,1.1727541604500402e-08
1952,9.173979265142407e-08,0.0,5.272402070488624e-09
1953,1.0773827341381548e-07,0.0,1.723812381726475e-08
1954,1.2215670608384244e-07,0.0,7.818028890937967e-09
1955,1.0699592678520276e-07,1.8771215692936494e-09,5.631364707880948e-09
1956,1.0988638621256541e-07,0.0,8.72114114258693e-09
1957,8.304935761316301e-08,1.7670075402875796e-09,1.9437083054185678e-08
1958,1.166386311979295e-07,0.0,2.1507833736222892e-08
1959,8.060777645368944e-08,0.0,1.1626121398933265e-08
1960,8.858666689093297e-08,0.0,1.6610000486139143e-08
1961,7.642974964028326e-08,1.3896318540318475e-09,6.25334317660986e-09
1962,1.090816468263256e-07,6.341956404476434e-10,9.512934440181198e-09
1963,8.987814226202318e-08,0.0,1.4871922360271128e-08
1964,7.969998705448234e-08,0.0,9.125952438182594e-09
1965,9.90439872339266e-08,3.830430195250756e-09,1.860494691641179e-08
1966,1.0801196026477555e-07,1.1078149508847446e-09,9.416426749453422e-09
1967,1.0205794609419172e-07,9.860671168482327e-10,1.7256175155466735e-08
1968,9.791286714744274e-08,1.3474247273492779e-09,1.8414805680322388e-08
1969,1.2171911123459722e-07,0.0,1.090021850558287e-08
1970,9.289424696135029e-08,4.5987250119061684e-10,8.7375777724219e-09
1971,9.249115606735359e-08,0.0,1.6956711590410123e-08
1972,8.669947959560886e-08,1.0260293725750103e-09,1.0773308467548759e-08
1973,9.151918334282527e-08,0.0,1.3231689521830958e-08
1974,7.707033233828042e-08,0.0,1.1813700240281833e-08
1975,6.853775857962319e-08,0.0,1.5420996035686585e-08
1976,7.199044205208338e-08,1.142705374768127e-09,1.085570122683066e-08
1977,7.639816601567873e-08,5.876781838942691e-10,1.7630345183761165e-08
1978,8.435639387016636e-08,0.0,1.1881182260253809e-08
1979,8.075723201272922e-08,1.1703946700691858e-09,8.777959692451986e-09
1980,7.959211245633924e-08,0.0,7.95921106799824e-09
1981,8.223214109648325e-08,1.8976649140967083e-09,7.590659656386833e-09
1982,7.759378206628753e-08,0.0,6.2075020679230875e-09
1983,8.020451502943615e-08,1.89459470334441e-09,7.57837881337764e-09
1984,8.756502722917503e-08,5.799008495621649e-10,7.538710988796993e-09
1985,7.940536761452677e-08,1.2031116103372597e-09,9.02333674446254e-09
1986,7.912721144975876e-08,0.0,7.792831269171074e-09
1987,6.294141030593892e-08,0.0,6.721898593298192e-09
1988,7.915451050166666e-08,0.0,7.195864348830128e-09
1989,9.823738622571909e-08,0.0,8.780995486290522e-09
1990,7.246705990837654e-08,5.44865097484859e-10,1.5801088437683575e-08
1991,6.271767460930278e-08,5.861465202094962e-10,6.4476117778156095e-09
1992,7.052728534517883e-08,5.509944167592096e-10,1.1019888113139586e-08
1993,6.647049133334804e-08,0.0,6.093128224193833e-09
1994,8.123387118530445e-08,0.0,8.439882570598911e-09
1995,6.669614549537073e-08,0.0,7.591431483433553e-09
1996,8.327423728360372e-08,0.0,6.4057106285986265e-09
1997,6.137464936273318e-08,4.79489448146353e-10,3.835915585170824e-09
1998,5.864798779953162e-08,0.0,4.7681290027412615e-09
1999,6.306877509132391e-08,0.0,6.8553016596695215e-09
2000,5.2132772765389745e-08,0.0,9.277866475088103e-09
2001,5.301266270407723e-08,4.3812117822561447e-10,3.5049694258049158e-09
2002,5.914649037208619e-08,4.38122149670761e-10,1.0076809608960957e-08
2003,5.250322843153299e-08,4.1669229178253886e-10,8.750538071922165e-09
2004,5.638132805074747e-08,0.0,6.607186797680242e-09
2005,6.800662077921515e-08,4.5037495954858286e-10,1.0808999029165989e-08
2006,5.5179725677589886e-08,0.0,7.823991232669414e-09
2007,6.191443446823541e-08,3.994479469415779e-10,5.192823504529542e-09
2008,4.512886064844679e-08,4.257439678578834e-10,6.3861596011349775e-09
2009,4.672828524121542e-08,0.0,5.721831008997924e-09
2010,6.235406857513226e-08,0.0,7.085689368580006e-09
2011,4.282848564685082e-08,0.0,2.6767803529281764e-09
2012,3.676592896795228e-08,3.404252713057332e-10,9.19148224198807e-09
2013,4.769403716409215e-08,0.0,6.693900100884775e-09
2014,4.33089049067803e-08,0.0,7.145969149746634e-09
2015,4.455316471307924e-08,0.0,6.206410940734486e-09
2016,4.660515173782187e-08,0.0,7.871092222444531e-09
2017,5.2073154677145794e-08,0.0,1.6603035390971854e-08
2018,3.898014711012365e-08,0.0,3.872199894061623e-09
2019,3.5458729286119706e-08,0.0,3.826481798085979e-09
