year,faudrait_VERB abattre_VERB,faudrait_VERB rabattre_VERB
1869,1.953407657850903e-09,4.883519144627257e-10
1870,1.3761717099214366e-08,5.734048791339319e-09
1871,2.1242354542039266e-09,0.0
1872,2.4189357183956872e-09,6.652073114565837e-09
1873,7.781805422268917e-09,1.1972008939764578e-09
1874,8.364453130127458e-09,8.364453130127458e-09
1875,1.1443054503956773e-08,0.0
1876,4.232210137899983e-09,0.0
1877,1.1132669008873108e-08,4.9478527941460015e-09
1878,4.22736201599605e-09,6.039088673581716e-10
1879,6.109325489944695e-09,6.10932526790009e-10
1880,8.343199908722454e-09,1.2835692508872398e-09
1881,4.183504653809678e-09,0.0
1882,5.324308105514319e-09,6.655385131892899e-10
1883,6.319338829996468e-09,2.5277355764075082e-09
1884,2.3105940272216685e-08,0.0
1885,1.4824961702686323e-08,6.445635691854079e-10
1886,1.2906927748801422e-09,6.4534639854230136e-09
1887,5.223139698529167e-09,4.570247291724172e-09
1888,5.07249175996094e-09,2.53624587998047e-09
1889,6.891650361495749e-09,0.0
1890,1.9663159989136147e-09,0.0
1891,2.5496880162734215e-09,0.0
1892,8.149066310636499e-09,0.0
1893,1.6627724974682678e-08,6.158416554491453e-10
1894,1.3233232287745977e-08,0.0
1895,1.5648398132839247e-08,0.0
1896,6.486732040400511e-09,0.0
1897,9.905413378419325e-09,5.826713556089658e-10
1898,6.7900258748920805e-09,0.0
1899,1.326618814800895e-08,2.2110313580014918e-09
1900,1.038210584169974e-08,0.0
1901,1.0618603774048552e-08,5.588738916095792e-10
1902,7.856454153909453e-09,4.910283846193408e-10
1903,1.1880484152015924e-08,3.7801539676252105e-09
1904,2.1498500757388683e-09,0.0
1905,1.3417973399043603e-08,0.0
1906,3.600929110447737e-09,0.0
1907,7.71426478252124e-09,2.057137349353866e-09
1908,9.822778146428846e-09,4.911389073214423e-10
1909,1.1552065082298668e-08,0.0
1910,2.67207544979442e-09,0.0
1911,4.788336838146279e-09,0.0
1912,1.40654377034366e-08,0.0
1913,3.71209285532359e-09,0.0
1914,6.696743604095445e-09,6.696743715117748e-10
1915,7.068456930880984e-09,2.3561523843085297e-09
1916,7.69122365795738e-09,0.0
1917,4.386569774084137e-09,0.0
1918,1.033773866510046e-08,0.0
1919,4.603924352863942e-09,1.8415696745321952e-09
1920,2.2716695191604686e-09,0.0
1921,5.300923255902035e-09,7.572747429129834e-10
1922,1.9182632371439468e-08,0.0
1923,7.431163684401554e-09,0.0
1924,9.02413699321869e-09,0.0
1925,1.3197813508725176e-08,0.0
1926,6.687683296036084e-09,0.0
1927,5.574612327308159e-09,0.0
1928,3.4278122562625413e-09,0.0
1929,1.0026365515614089e-08,0.0
1930,8.402882833991043e-09,0.0
1931,1.1405356659111021e-08,0.0
1932,5.4797681947604815e-09,0.0
1933,2.2941324395731044e-09,0.0
1934,2.3963160344919743e-09,0.0
1935,4.787313656606784e-09,3.590485242455088e-09
1936,4.849885826274658e-09,0.0
1937,3.777335333410292e-09,0.0
1938,5.186085783037697e-09,1.2965214457594243e-09
1939,1.5294050470515685e-09,0.0
1940,0.0,0.0
1941,5.9030051957620344e-09,0.0
1942,2.4273694165799498e-08,0.0
1943,5.806470415592457e-09,0.0
1944,1.2852744646352221e-08,0.0
1945,1.742803235060819e-08,0.0
1946,1.3921104269343232e-08,0.0
1947,9.536696765621855e-09,0.0
1948,1.4133454406817236e-08,0.0
1949,3.9268033269479474e-09,0.0
1950,1.4889506516624351e-08,0.0
1951,5.330700769690111e-09,0.0
1952,1.4762725264461096e-08,3.1634410646574906e-09
1953,1.0773827163745864e-08,0.0
1954,1.2704297169818801e-08,0.0
1955,4.6928039232341234e-09,0.0
1956,9.593255967388359e-09,0.0
1957,3.534015080575159e-09,0.0
1958,1.2408365002158916e-08,8.272243445794913e-10
1959,1.007597205671118e-08,0.0
1960,7.612916519406099e-09,0.0
1961,6.25334317660986e-09,0.0
1962,1.1415521861124489e-08,0.0
1963,3.2330267352165265e-09,1.2932106496776896e-09
1964,6.083968440151466e-09,0.0
1965,9.302473458205895e-09,0.0
1966,4.985167390003653e-09,0.0
1967,6.409436092980059e-09,0.0
1968,7.635406973349745e-09,1.7965663401398047e-09
1969,9.537691525451919e-09,0.0
1970,5.978342709767048e-09,0.0
1971,1.0790635052160269e-08,1.541519245584766e-09
1972,1.5390440033513642e-09,0.0
1973,8.269805285010534e-09,5.513203782392395e-10
1974,2.812785782069227e-09,0.0
1975,6.8537762132336866e-09,0.0
1976,6.8562320265641574e-09,0.0
1977,4.7014254711541525e-09,0.0
1978,6.534650598410963e-09,0.0
1979,7.022368020415115e-09,0.0
1980,6.822181042309694e-09,5.685150683554241e-10
1981,8.223214109648325e-09,0.0
1982,6.2075020679230875e-09,1.2415004579935385e-09
1983,5.68378455412244e-09,6.315316047889041e-10
1984,8.118611560803402e-09,0.0
1985,8.421781494405423e-09,0.0
1986,7.1933827783254856e-09,1.1988970927134801e-09
1987,6.721898593298192e-09,0.0
1988,7.195864348830128e-09,0.0
1989,9.329808037250586e-09,1.0976244357863152e-09
1990,8.172976073694826e-09,5.44865097484859e-10
1991,1.1722930404189924e-09,0.0
1992,8.815910668147353e-09,0.0
1993,4.985286850001103e-09,0.0
1994,3.6924485691258724e-09,0.0
1995,6.506940763983948e-09,0.0
1996,2.135236876199542e-09,0.0
1997,9.110299181713799e-09,4.79489448146353e-10
1998,8.582632382569955e-09,0.0
1999,6.8553016596695215e-09,0.0
2000,3.97622823555821e-09,0.0
2001,6.571817756650944e-09,0.0
2002,7.009954394732176e-09,0.0
2003,7.500461585152607e-09,0.0
2004,8.80958239690699e-09,0.0
2005,5.854874363109275e-09,0.0
2006,6.58862386870851e-09,0.0
2007,6.7906151812735516e-09,0.0
2008,4.257439734089985e-09,0.0
2009,5.245011536203492e-09,0.0
2010,6.613310343794865e-09,4.723793023408973e-10
2011,8.795135286732148e-09,7.64794394481072e-10
2012,1.0893608681783462e-08,3.404252713057332e-10
2013,1.2272150407000026e-08,0.0
2014,1.1693403578760808e-08,6.496335691608124e-10
2015,1.0196246513771712e-08,4.433150790905671e-10
2016,9.528164035543796e-09,6.214020409345267e-10
2017,8.049956257139002e-09,0.0
2018,1.2649186587054828e-08,0.0
2019,1.020395146156261e-08,2.55098775436835e-10
