year,ont_VERB enseigné_VERB,ont_VERB renseigné_VERB
1800,3.8358805909410876e-07,0.0
1801,3.5717738455787185e-07,0.0
1802,6.265952379180817e-07,0.0
1803,3.4521005431997764e-07,0.0
1804,3.0898135605639254e-07,0.0
1805,4.605461754181306e-07,0.0
1806,6.137955210760992e-07,0.0
1807,4.925232133246027e-07,5.693910232196231e-09
1808,3.376450194991776e-07,0.0
1809,3.5466780445858603e-07,0.0
1810,5.686508188773587e-07,0.0
1811,4.5879505705670454e-07,0.0
1812,4.107500615191384e-07,2.6672082320544632e-09
1813,6.039057325324393e-07,0.0
1814,4.185080513252615e-07,0.0
1815,4.962891466675501e-07,0.0
1816,6.303882855718257e-07,0.0
1817,7.862210509301804e-07,0.0
1818,5.865219350198458e-07,0.0
1819,7.193979740804934e-07,0.0
1820,5.434848162622075e-07,0.0
1821,6.202876079441921e-07,0.0
1822,6.316138296824647e-07,0.0
1823,6.384215680554917e-07,0.0
1824,4.227398449074826e-07,0.0
1825,4.5700249984292896e-07,0.0
1826,4.765119570038223e-07,0.0
1827,4.977327421329392e-07,0.0
1828,6.007857109580073e-07,0.0
1829,4.3808930172417604e-07,0.0
1830,6.70044869366393e-07,0.0
1831,6.844539370831626e-07,0.0
1832,4.1131107764158514e-07,0.0
1833,5.965568448118574e-07,0.0
1834,4.5085783995091333e-07,9.334530925997342e-10
1835,4.742056205486733e-07,0.0
1836,6.868606305943104e-07,0.0
1837,5.023597395847901e-07,0.0
1838,4.955047074872709e-07,0.0
1839,4.2647999975997664e-07,0.0
1840,4.7454179252781614e-07,0.0
1841,5.990371505504299e-07,0.0
1842,6.48018385618343e-07,0.0
1843,1.0083097095048288e-06,1.1813822142769936e-09
1844,5.752012270932028e-07,2.195424508855126e-09
1845,5.898301083107071e-07,1.1160455892778032e-09
1846,6.621440888920915e-07,5.269050973311096e-09
1847,5.528054316528141e-07,1.6179670936367074e-09
1848,6.452268053180887e-07,4.02261068899179e-09
1849,5.74827879518125e-07,1.6758829879393033e-09
1850,7.725877253506042e-07,2.7155984128057753e-09
1851,7.823169312359823e-07,9.029214709244116e-09
1852,7.61733815579646e-07,1.9531636308300904e-09
1853,5.667363325301267e-07,0.0
1854,5.32036040112871e-07,2.0782657816909023e-09
1855,7.190899964371056e-07,5.837630823180007e-09
1856,6.947788051547832e-07,5.177189343896771e-09
1857,6.243450343390577e-07,7.322263684272912e-09
1858,4.942612576996908e-07,2.4468380654951716e-09
1859,5.876368049939629e-07,6.619825576592575e-09
1860,4.888432272309728e-07,9.612086238064421e-09
1861,5.696884386452439e-07,3.772770984511453e-09
1862,4.992375011170225e-07,1.8071945717679228e-08
1863,5.96857205437118e-07,6.99246927027275e-09
1864,4.6173229861778964e-07,1.9178911792039344e-09
1865,4.537398012871563e-07,1.9298061815220535e-08
1866,4.6953164201113395e-07,7.784980660119345e-09
1867,4.6150236698849767e-07,2.91168689159349e-09
1868,5.181927917874418e-07,5.9278488784286765e-09
1869,5.274200702842791e-07,1.0743741896135361e-08
1870,5.51615471522382e-07,1.4335121534259088e-08
1871,1.374380303786893e-06,3.186353225714811e-08
1872,3.900533727119182e-07,1.5723081503438152e-08
1873,3.956749026201578e-07,9.577607151811662e-09
1874,3.620613142629736e-07,4.182226565063729e-09
1875,3.8620308373538137e-07,7.437985338754061e-09
1876,4.4740508542417956e-07,8.464420275799966e-09
1877,3.4882361887866864e-07,2.4120781816350245e-08
1878,4.094502230600483e-07,1.5701630218245555e-08
1879,4.392604751046747e-07,7.331190321480108e-09
1880,3.6517545254355355e-07,2.888030792291829e-08
1881,3.472308662821888e-07,1.1853263259808955e-08
1882,4.3393112036937964e-07,5.989846840748214e-09
1883,3.545149240835599e-07,2.464542170343975e-08
1884,3.1754163387631706e-07,1.2543224237049344e-08
1885,3.815816285168694e-07,7.7347630522695e-09
1886,2.916965797794546e-07,1.2261581083805595e-08
1887,3.218759729861631e-07,3.395040693021656e-08
1888,3.0878794632371864e-07,1.5851536971922542e-08
1889,3.734021447598934e-07,2.8193115397812107e-08
1890,3.414835418880102e-07,2.818386235503567e-08
1891,3.059625726109516e-07,2.5496881050912634e-08
1892,3.4915615287900437e-07,3.447681962143179e-08
1893,3.2639607638884627e-07,1.4164357686752282e-08
1894,3.3839265256574436e-07,3.0877544077156927e-08
1895,2.7505069510880276e-07,2.7083764564395096e-08
1896,3.4438647844581283e-07,4.65865284127176e-08
1897,2.394779130554525e-07,4.078699333831537e-08
1898,3.2931626492427313e-07,4.6964345301603316e-08
1899,2.9351440389291383e-07,3.6482017407024614e-08
1900,3.768704459616856e-07,3.1665425836990835e-08
1901,3.6270915870773024e-07,3.968004591570207e-08
1902,2.4993343572532467e-07,3.879124221839447e-08
1903,3.0727252919859893e-07,5.994244389739833e-08
1904,3.359140805514471e-07,5.8045952044949445e-08
1905,3.2357959867113095e-07,5.418797144329801e-08
1906,3.3591524584153376e-07,6.687439935149087e-08
1907,3.14742010232294e-07,6.53141114526079e-08
1908,3.418326741666533e-07,4.7640472899956876e-08
1909,3.366602072674141e-07,3.960708028216686e-08
1910,3.169081423948228e-07,5.2907090264397993e-08
1911,2.771915035282291e-07,4.8415405018431557e-08
1912,3.4382179592284956e-07,4.5842906359894187e-08
1913,3.10224891109101e-07,4.295421618394357e-08
1914,3.6698156691272743e-07,3.750176347239176e-08
1915,4.158608817306231e-07,2.238344798399794e-08
1916,4.99929512898234e-07,3.5159878564172686e-08
1917,4.912957933811413e-07,5.812205117194935e-08
1918,3.422940153541276e-07,2.2972752589112133e-08
1919,4.5026379780210846e-07,3.9593746947730324e-08
1920,4.2707387137852493e-07,3.8618381381638756e-08
1921,3.377445239038934e-07,4.240738604721628e-08
1922,3.113488844519452e-07,4.500540740082215e-08
1923,3.0786250704295526e-07,4.671016995416721e-08
1924,3.8674872371302627e-07,5.414482373566898e-08
1925,3.3324479886687186e-07,5.719052609265418e-08
1926,3.299257116395893e-07,3.343841470382358e-08
1927,3.567751889477222e-07,4.7941668412931904e-08
1928,3.770593650642695e-07,5.255979118601317e-08
1929,2.974488495510741e-07,5.7930112262738476e-08
1930,3.718275536357396e-07,6.827342247106571e-08
1931,3.1136625011640717e-07,6.158892773555635e-08
1932,3.550889857706352e-07,5.589363638591749e-08
1933,3.567375870261458e-07,4.244144946596862e-08
1934,2.923505633134482e-07,4.912448048344231e-08
1935,2.9441977744681935e-07,5.38572777486479e-08
1936,3.0069293188716983e-07,3.516167268458048e-08
1937,2.807819328154437e-07,2.7700460591972842e-08
1938,3.2672340921635623e-07,4.2785206488815675e-08
1939,2.859987375813944e-07,5.352917753498332e-08
1940,4.031894889067189e-07,3.296517903095264e-08
1941,3.128592709344957e-07,2.6563522936839945e-08
1942,3.610711871715466e-07,2.1239483061208375e-08
1943,3.019364669398783e-07,4.645176332473966e-08
1944,4.6912518314456975e-07,4.177142187700156e-08
1945,4.1173726117449405e-07,4.574858536443571e-08
1946,3.6194870745021035e-07,4.037120149291695e-08
1947,3.063663882585388e-07,3.9338875268413176e-08
1948,2.8701782639473095e-07,3.8051606310318675e-08
1949,3.759914193324221e-07,2.7487622844546422e-08
1950,3.19060831088791e-07,2.7651939404904624e-08
1951,3.1344521289611293e-07,3.1984203729962246e-08
1952,2.836552255303104e-07,3.9015773722894664e-08
1953,2.801195080337493e-07,4.3095308654983455e-08
1954,3.9187870015666704e-07,2.5408594339637602e-08
1955,2.402715608695871e-07,4.786659957289885e-08
1956,3.122168550362403e-07,2.0930739808022736e-08
1957,3.0480879331662436e-07,3.534015036166238e-08
1958,2.754657089099055e-07,4.053399393910695e-08
1959,3.232061942526343e-07,2.325224279786653e-08
1960,3.993320945028245e-07,3.0451666077624395e-08
1961,3.1197234307001054e-07,1.250668635321972e-08
1962,3.1836620451031195e-07,1.8391673961559718e-08
1963,3.064909321892628e-07,1.681173777967615e-08
1964,3.8024802506697597e-07,3.1636634645337836e-08
1965,2.900183062592987e-07,3.939871362490521e-08
1966,3.052030308481335e-07,3.489617128593636e-08
1967,3.9787806827007444e-07,3.1554147739143446e-08
1968,2.7756951226365345e-07,2.6050212653672133e-08
1969,2.852223985883029e-07,1.2716921737876419e-08
1970,2.7638336064228497e-07,2.1614008360870685e-08
1971,3.2988512543852266e-07,2.2608949379332444e-08
1972,2.559943368396489e-07,2.3598675014113724e-08
1973,2.4754285732342396e-07,1.9847533394568018e-08
1974,2.1883474232708977e-07,2.4752514704573514e-08
1975,2.1874969036161929e-07,1.8847885030481848e-08
1976,2.336832523042176e-07,1.7711933253394818e-08
1977,2.462371639921912e-07,1.5279633558407113e-08
1978,2.423761316094897e-07,2.198018833610149e-08
1979,2.399308982603543e-07,1.580032815695631e-08
1980,2.3934484261189937e-07,1.762396628635088e-08
1981,2.6883586201620346e-07,1.2651098835192442e-08
1982,3.9231414916685026e-07,1.738100685599875e-08
1983,2.3556128780910512e-07,9.47297440490047e-09
1984,2.8589113298949087e-07,1.3917620833581168e-08
1985,2.328020940467468e-07,1.142956040922627e-08
1986,2.1819927553679008e-07,1.6784559520033326e-08
1987,2.590986412087659e-07,1.8943532964499354e-08
1988,2.3206662547181622e-07,1.3792074149421296e-08
1989,2.326963794985204e-07,1.3720305780395847e-08
1990,2.3320225750467216e-07,1.3076762783725826e-08
1991,2.52043008686087e-07,1.4067516929117119e-08
1992,2.4849848045960243e-07,1.2672871640972971e-08
1993,2.3430847306826763e-07,1.772546376344053e-08
1994,2.4792154817987466e-07,1.5297286992677073e-08
1995,2.1147558015854884e-07,1.8978578708583882e-08
1996,2.7704697913577547e-07,1.4412848692302305e-08
1997,2.603627820008114e-07,1.5823152565985765e-08
1998,2.5318766461168707e-07,5.72175506974304e-09
1999,2.7329804197506746e-07,1.0968483010742602e-08
2000,2.8319581701907737e-07,2.076474814316498e-08
2001,2.3789979763932934e-07,1.0514908055370142e-08
2002,2.6462578261998715e-07,1.4896152755738967e-08
2003,2.5793252689254587e-07,1.2917460878725251e-08
2004,2.7441848260423285e-07,1.4535810777260849e-08
2005,2.8778958949260414e-07,1.261049931144953e-08
2006,2.742514766396198e-07,1.4000825387938676e-08
