year,veulent_VERB enseigner_VERB,veulent_VERB renseigner_VERB
1854,2.4939190268469247e-08,0.0
1855,1.6982198758341838e-08,0.0
1856,9.836659486950339e-09,0.0
1857,9.763017949637742e-09,0.0
1858,1.0766087576996597e-08,0.0
1859,2.036869339860914e-08,0.0
1860,1.5104706818647173e-08,0.0
1861,2.357981898626349e-08,0.0
1862,1.671654992208005e-08,0.0
1863,1.048870412745373e-08,0.0
1864,8.63051052846231e-09,0.0
1865,1.3649848362717876e-08,0.0
1866,1.1677471434268227e-08,0.0
1867,1.0190904120577216e-08,0.0
1868,1.1855697756857353e-08,0.0
1869,2.9789466893248573e-08,0.0
1870,1.4335121534259088e-08,0.0
1871,1.4869648623516696e-08,0.0
1872,2.9027228620748247e-08,0.0
1873,2.8732820567256567e-08,0.0
1874,1.7326366119618797e-08,0.0
1875,2.1169650921137873e-08,0.0
1876,3.083467703390852e-08,0.0
1877,1.2369632429454214e-08,0.0
1878,2.2344627481629686e-08,0.0
1879,3.237942536316041e-08,0.0
1880,3.3372799634889816e-08,0.0
1881,2.022027167924989e-08,0.0
1882,4.059785041476971e-08,0.0
1883,4.73950407808843e-08,0.0
1884,1.7824582698722224e-08,0.0
1885,1.5469526104539e-08,0.0
1886,1.677900662855336e-08,0.0
1887,1.5016526688782506e-08,0.0
1888,1.775372027168487e-08,0.0
1889,2.0048437576747347e-08,0.0
1890,3.0150179242127706e-08,0.0
1891,1.9760081571007504e-08,0.0
1892,2.005923960268774e-08,0.0
1893,1.9091091374434654e-08,0.0
1894,1.2603078580752936e-08,0.0
1895,2.347259631108045e-08,6.018614495673091e-10
1896,7.076434549446731e-09,5.89702897624278e-10
1897,1.8645483379486905e-08,0.0
1898,2.093591255913907e-08,5.6583548957434e-10
1899,1.879376654301268e-08,0.0
1900,1.9206897405865675e-08,0.0
1901,1.4530721514915967e-08,0.0
1902,2.0623192042990013e-08,0.0
1903,1.9980815224585058e-08,0.0
1904,1.7198800605910947e-08,1.6123875568041512e-09
1905,1.857873321853276e-08,0.0
1906,1.800464666246171e-08,0.0
1907,1.4399961223432456e-08,1.028568674676933e-09
1908,2.3083527977973972e-08,4.911389073214423e-10
1909,1.2102163715610459e-08,1.1001967115120692e-09
1910,2.0842188419578633e-08,0.0
1911,2.3409645777405785e-08,1.0640748282497725e-09
1912,1.8753915753677575e-08,1.0418842455450772e-09
1913,2.227255713194154e-08,0.0
1914,1.9420557606508737e-08,0.0
1915,9.424609537234119e-09,0.0
1916,9.888715624128963e-09,5.493730803607377e-09
1917,1.4256351654751143e-08,0.0
1918,1.033773866510046e-08,4.594550517822427e-09
1919,1.1049418269237776e-08,9.207848372660976e-10
1920,1.4387239843927091e-08,0.0
1921,9.844571380313027e-09,0.0
1922,1.0329110011753073e-08,6.640141769764796e-09
1923,7.431163684401554e-09,1.0615948120573648e-09
1924,2.0626599095407983e-08,1.289162443462999e-09
1925,1.9796720707176974e-08,0.0
1926,1.2260752413340015e-08,3.343841648018042e-09
1927,3.0102906833917586e-08,0.0
1928,6.8556245125250825e-09,0.0
1929,2.0052731031228177e-08,0.0
1930,1.2604324695075775e-08,0.0
1931,1.4826963656844327e-08,0.0
1932,4.383814644626227e-09,0.0
1933,3.4411986593596566e-09,2.2941324395731044e-09
1934,1.1981580172459871e-09,0.0
1935,4.787313656606784e-09,0.0
1936,6.0623572828433225e-09,0.0
1937,1.0072894518486919e-08,0.0
1938,2.3337385357535823e-08,1.2965214457594243e-09
1939,1.2235240376412548e-08,0.0
1940,2.028626333583361e-08,0.0
1941,8.854508237732261e-09,0.0
1942,9.102635090130207e-09,0.0
1943,5.806470415592457e-09,0.0
1944,1.927911696952833e-08,0.0
1945,1.3071024262956144e-08,0.0
1946,1.1136883415474585e-08,0.0
1947,2.3841742802233057e-08,0.0
1948,7.610321262063735e-09,0.0
1949,7.853606653895895e-09,0.0
1950,5.317680518146517e-09,0.0
1951,1.9190522948520083e-08,0.0
1952,1.0544804140977249e-08,0.0
1953,1.6160740301529586e-08,0.0
1954,6.840775057526116e-09,9.772536113672459e-10
1955,3.754243138587299e-09,9.385607846468247e-10
1956,8.72114114258693e-09,8.72114158667614e-10
1957,3.534015080575159e-09,0.0
1958,8.272243334772611e-09,0.0
1959,6.200598257066758e-09,7.750747821333448e-10
1960,6.2287499602575735e-09,0.0
1961,9.72742331128984e-09,6.948159270159238e-10
1962,1.7123282347597524e-08,6.341956404476434e-10
1963,1.5518526907953856e-08,0.0
1964,1.3384730657151067e-08,0.0
1965,1.9699356812452606e-08,5.472043373977442e-10
1966,1.3293779410616935e-08,5.539074754423723e-10
1967,1.7749208325312793e-08,1.9721342336964653e-09
1968,1.7516521566562915e-08,1.3474247273492779e-09
1969,1.090021850558287e-08,0.0
1970,7.817832603507213e-09,0.0
1971,1.3873672877195986e-08,5.138397485282553e-10
1972,1.846852804021637e-08,0.0
1973,6.615844760915479e-09,1.102640756478479e-09
1974,6.1881286761433785e-09,2.812785782069227e-09
1975,3.4268881066168433e-09,2.8557400888473694e-09
1976,1.428381679602353e-08,0.0
1977,1.704266772151186e-08,0.0
1978,1.2475242172627077e-08,1.1881182704343018e-09
1979,1.404473604083023e-08,0.0
1980,7.95921106799824e-09,0.0
1981,8.855769451088236e-09,0.0
1982,2.483000827169235e-08,0.0
1983,1.136756910824488e-08,0.0
1984,1.9716628330002095e-08,2.8995041922996734e-09
1985,1.142956040922627e-08,6.015558051686298e-10
1986,9.591176741707841e-09,1.1988970927134801e-09
1987,1.1610551631235921e-08,0.0
1988,1.199310784016916e-08,1.1993107618124554e-09
1989,6.585746614717891e-09,1.6464366536794728e-09
1990,1.1442167213715493e-08,1.089730194969718e-09
1991,1.1722930182145319e-08,1.7584396161396398e-09
1992,9.366905473484621e-09,5.509944167592096e-10
1993,1.994114740000441e-08,1.661762283333701e-09
1994,1.5824779708850656e-08,0.0
1995,1.626735190995987e-08,5.422450821690461e-10
1996,1.6014276127407356e-08,0.0
1997,1.2946214766884623e-08,0.0
1998,1.2397135762398648e-08,0.0
1999,1.0054442611817649e-08,1.3710603763428253e-09
2000,7.068850393920911e-09,0.0
2001,1.2267393323384113e-08,8.762423564512289e-10
2002,1.1391176002462089e-08,0.0
2003,7.083769126836614e-09,0.0
2004,1.2773894830786503e-08,0.0
2005,1.0808999029165989e-08,0.0
2006,5.7650457740976435e-09,4.1178899179428186e-10
2007,5.991719120856942e-09,1.997239706952314e-09
2008,5.960415716543821e-09,0.0
2009,1.1443662017995848e-08,0.0
2010,8.97520635589899e-09,0.0
2011,7.265546830836911e-09,0.0
2012,5.446804340891731e-09,0.0
2013,6.693900100884775e-09,0.0
2014,6.712880029624557e-09,0.0
2015,5.54143841924315e-09,0.0
2016,7.2496901815100045e-09,0.0
2017,8.804639684001359e-09,0.0
2018,9.29327992338358e-09,0.0
2019,5.3570743396846865e-09,2.55098775436835e-10
