year,pouvaient_VERB approcher_VERB,pouvaient_VERB rapprocher_VERB
1800,6.288328968651058e-09,3.144164484325529e-09
1801,2.3811825400343878e-08,0.0
1802,1.7902721083373763e-08,0.0
1803,0.0,0.0
1804,2.9662210465630778e-08,0.0
1805,5.685755422035754e-09,0.0
1806,0.0,0.0
1807,5.693910232196231e-09,0.0
1808,3.3991110370834576e-08,2.2660739951163578e-09
1809,3.388545621874073e-08,0.0
1810,9.360507036149102e-09,0.0
1811,4.763445815569867e-08,0.0
1812,3.7340914360584065e-08,0.0
1813,4.026038169513413e-08,0.0
1814,0.0,0.0
1815,1.8880564667256294e-08,0.0
1816,4.1716869958463576e-08,0.0
1817,2.9580593974287694e-08,0.0
1818,1.9073883805731384e-08,1.0729059418679299e-08
1819,2.5877625375869684e-08,0.0
1820,2.8479554714522237e-08,1.898636980968149e-08
1821,3.944595405869222e-08,3.94459531705138e-09
1822,7.118187284049782e-08,2.0051231786055723e-09
1823,3.755420863171821e-08,0.0
1824,3.9579230559638745e-08,1.0947446504872005e-08
1825,5.987701001686219e-08,0.0
1826,3.3470339388941284e-08,0.0
1827,2.949527377893446e-08,2.7651818612639545e-09
1828,3.210305266065916e-08,0.0
1829,1.800366966620004e-08,0.0
1830,1.7742621594152297e-08,2.5048406016026092e-08
1831,4.365537620287796e-08,2.494592976631793e-08
1832,3.3824925083081325e-08,2.705993873419743e-09
1833,4.2859426230279496e-08,1.1583628500844156e-09
1834,2.8003592333902816e-08,6.534171426153534e-09
1835,4.61348363955949e-08,0.0
1836,4.032450107160912e-08,2.016224964762614e-09
1837,3.965997663613052e-08,0.0
1838,3.597932263232906e-08,6.312161904276081e-10
1839,3.635567225046543e-08,0.0
1840,4.7772665823231364e-08,1.0191501864653674e-08
1841,3.146068650039524e-08,3.2102742686390684e-09
1842,5.366612043644636e-08,0.0
1843,2.7171790151214736e-08,1.1813822142769936e-09
1844,4.445734802516199e-08,0.0
1845,3.013322924516615e-08,0.0
1846,2.4588905134237393e-08,0.0
1847,3.7752563741833e-08,5.3932236454556914e-09
1848,4.022610866627474e-08,0.0
1849,2.6814127807028854e-08,8.379414939696517e-10
1850,2.987158254086353e-08,0.0
1851,3.289213879043018e-08,0.0
1852,3.059956199535918e-08,0.0
1853,2.7470886010405593e-08,0.0
1854,3.065441944727354e-08,5.195664454227256e-10
1855,3.502578493908004e-08,5.306937111981824e-10
1856,3.9346637947801355e-08,3.1063134287023786e-09
1857,3.9540225316159194e-08,1.9526036343364694e-09
1858,3.6213201326518174e-08,1.0276719919488642e-08
1859,2.4442432078330967e-08,2.5460866748261424e-09
1860,3.8906062371779626e-08,9.154367819341758e-10
1861,3.159695793897299e-08,1.8863854922557266e-09
1862,3.4788495639759276e-08,1.3553959066214816e-09
1863,3.596127129412707e-08,3.496234635136375e-09
1864,3.1165733105353866e-08,0.0
1865,2.9182434246877165e-08,5.6482134525026595e-09
1866,4.4277076227672296e-08,1.9462451650298362e-09
1867,1.261730986357179e-08,9.7056229719783e-10
1868,2.8157282727647726e-08,4.93987406535723e-10
1869,4.541672637969896e-08,0.0
1870,3.4404294524392753e-08,0.0
1871,2.3366590440332402e-08,0.0
1872,4.2936108002322726e-08,1.2094678591978436e-09
1873,2.8732820567256567e-08,1.7958012854535355e-09
1874,2.0911132381229436e-08,4.182226565063729e-09
1875,3.4901315615343265e-08,5.721527140956084e-10
1876,1.269663130187837e-08,1.813804439976252e-09
1877,3.5253449937044934e-08,3.0924081073635534e-09
1878,2.294853729267743e-08,4.22736201599605e-09
1879,2.1993571408529533e-08,0.0
1880,2.759673911612026e-08,0.0
1881,2.4403776777148778e-08,2.091752326904839e-09
1882,3.527354053289855e-08,0.0
1883,2.0221884611260066e-08,3.159669414998234e-09
1884,1.3203393933736152e-08,1.3203393933736152e-09
1885,1.6114089618213256e-08,5.80107206715752e-09
1886,2.5813855941692054e-08,1.2906927748801422e-09
1887,2.285123557044244e-08,1.1752064210668323e-08
1888,2.028996703984376e-08,5.07249175996094e-09
1889,1.3783300722991498e-08,0.0
1890,2.3595791986963377e-08,0.0
1891,1.211101796627645e-08,1.9122659011827636e-09
1892,9.402768341715273e-09,4.387958441043338e-09
1893,1.7859408174558666e-08,1.847525021858587e-09
1894,2.0164925729204697e-08,1.2603078580752936e-09
1895,1.5046536461227333e-08,0.0
1896,1.592197840238896e-08,2.948514543632541e-09
1897,1.7480140002135158e-08,0.0
1898,1.3580051749784161e-08,1.13167097914868e-09
1899,1.713549302451156e-08,6.080336234504102e-09
1900,7.786579381274805e-09,4.15284251431558e-09
1901,8.941982265753268e-09,2.235495566438317e-09
1902,1.1293653123800595e-08,1.4730852093691738e-09
1903,1.5660639007819555e-08,1.0800440541913758e-09
1904,2.042357571951925e-08,6.987012746151322e-09
1905,2.9932401446330914e-08,3.6125313851442797e-09
1906,1.6975809202790515e-08,0.0
1907,1.0285686968813934e-08,1.028568674676933e-09
1908,5.893666887857307e-09,0.0
1909,2.0353638774395222e-08,0.0
1910,1.2291546447329438e-08,5.344150677544235e-10
1911,5.852411444351446e-09,1.0640748282497725e-09
1912,6.772247651554153e-09,0.0
1913,1.2196876397752021e-08,0.0
1914,9.37544086809794e-09,0.0
1915,1.1780762143587253e-08,0.0
1916,1.0987461607214755e-08,1.0987462051303964e-09
1917,2.9609346086090227e-08,0.0
1918,1.8378202071289707e-08,0.0
1919,7.366278698128781e-09,9.207848372660976e-10
1920,1.2872794385998532e-08,0.0
1921,1.5902768879527684e-08,2.2718242842501013e-09
1922,3.6889677978990676e-09,5.902348387820666e-09
1923,8.492758496458919e-09,1.0615948120573648e-09
1924,1.1602462102189293e-08,2.578324886925998e-09
1925,5.499089184013428e-09,0.0
1926,7.802296586589819e-09,1.1146138456652466e-09
1927,7.804457524684949e-09,2.2298449753321847e-09
1928,1.3711249025050165e-08,9.14083297942625e-09
1929,1.2254447234738564e-08,1.1140406375176326e-09
1930,1.05036033204442e-08,0.0
1931,1.3686427990933225e-08,0.0
1932,1.0959536389520963e-08,2.1919073223131136e-09
1933,1.4911860191091364e-08,1.1470662197865522e-09
1934,1.3179738189705859e-08,2.3963160344919743e-09
1935,1.4361940969820353e-08,1.196828414151696e-09
1936,7.274828739411987e-09,1.2124714565686645e-09
1937,1.0072894518486919e-08,2.5182236296217297e-09
1938,5.186085783037697e-09,2.5930428915188486e-09
1939,1.3764645423464117e-08,3.058810094103137e-09
1940,7.607348528892999e-09,0.0
1941,2.6563522936839945e-08,0.0
1942,9.102635090130207e-09,0.0
1943,5.806470415592457e-09,0.0
1944,2.5705489292704442e-08,0.0
1945,2.178504132643866e-08,4.357008087652048e-09
1946,1.1136883415474585e-08,8.352662561605939e-09
1947,1.4305045148432782e-08,1.1920870957027319e-09
1948,1.3046265401328583e-08,1.0871887834440486e-09
1949,6.8719057111366055e-09,1.9634016634739737e-09
1950,4.2541445921528975e-09,0.0
1951,1.4925962688039363e-08,1.0661401761424827e-09
1952,9.490323193972472e-09,0.0
1953,9.69644453618912e-09,3.232148326759443e-09
1954,7.818028890937967e-09,0.0
1955,1.595553378308523e-08,1.8771215692936494e-09
1956,3.488456634670456e-09,1.744228317335228e-09
1957,1.0602045463770082e-08,0.0
1958,6.617794756635931e-09,8.272243445794913e-10
1959,8.525822714489095e-09,0.0
1960,4.844583401109048e-09,4.152500121534786e-09
1961,6.25334317660986e-09,3.47407969059077e-09
1962,1.2683912586908264e-08,0.0
1963,1.0345685197421517e-08,1.939815863494232e-09
1964,9.734349326606662e-09,2.4335873316516654e-09
1965,1.6963333848707407e-08,1.0944086747954884e-09
1966,1.5509408868297214e-08,4.985167390003653e-09
1967,7.395503320850594e-09,3.451234853457663e-09
1968,8.982831367632116e-09,3.1439910674890825e-09
1969,6.358460868938209e-09,4.087581828571274e-09
1970,9.197449912790034e-09,3.219107425067591e-09
1971,6.679916619845017e-09,5.138397485282553e-10
1972,1.1799337507056862e-08,1.0260293725750103e-09
1973,6.615844760915479e-09,1.6539611902288698e-09
1974,1.1813700240281833e-08,1.6876715580593782e-09
1975,1.028066431985053e-08,2.2845920710778955e-09
1976,3.4281160132820787e-09,2.285410749536254e-09
1977,1.1753563455840776e-08,2.938390863960194e-09
1978,2.970295565063452e-09,5.940591352171509e-10
1979,5.266775904289034e-09,0.0
1980,9.664756106531058e-09,2.2740602734216964e-09
1981,3.1627747087981106e-09,1.2651099057237047e-09
1982,7.449002747961231e-09,1.8622506869903077e-09
1983,5.052252838311233e-09,1.89459470334441e-09
1984,5.799008384599347e-09,1.739702604197646e-09
1985,6.617113967877231e-09,3.0077789148208467e-09
1986,6.593933843390687e-09,5.994485463567401e-10
1987,2.4443267410134695e-09,6.110816852533674e-10
1988,1.2592763276586538e-08,5.396898483667201e-09
1989,7.683371272548811e-09,2.7440609784434855e-09
1990,4.90378582185258e-09,1.6345953479657283e-09
1991,9.96449056600568e-09,1.7584396161396398e-09
1992,5.509944056569793e-09,3.856960972825618e-09
1993,4.985286850001103e-09,5.539207426075166e-10
1994,6.857404422078162e-09,6.857404422078162e-09
1995,1.8978578708583882e-08,3.253470381991974e-09
1996,9.60856638698715e-09,3.2028553142993132e-09
1997,4.315404922294874e-09,3.3564262480467733e-09
1998,1.2873949017944142e-08,2.3840645013706308e-09
1999,6.8553016596695215e-09,2.285100553223174e-09
2000,1.0161472552283612e-08,4.418031274155965e-09
2001,6.133696661692056e-09,1.7524847129024579e-09
2002,1.3143664823189738e-08,4.381221607729913e-09
2003,8.333845613606172e-09,4.166922806803086e-09
2004,8.80958239690699e-09,3.9643119897903034e-09
2005,7.205999352777326e-09,2.702249757291497e-09
2006,1.3589036562677848e-08,1.2353669198716943e-09
2007,1.2382886716011399e-08,3.595031605740928e-09
2008,6.3861596011349775e-09,2.554463751636149e-09
2009,1.5735034608610476e-08,1.907277002999308e-09
2010,1.1809482280966677e-08,3.3066551718974324e-09
2011,1.3383901986685487e-08,1.911985902935953e-09
2012,1.0212757750593937e-08,2.382976926895708e-09
2013,1.1993237514218436e-08,4.183687618564136e-09
2014,1.4508482415465096e-08,1.2992671383216248e-09
2015,1.5959342292148904e-08,2.438232948875907e-09
2016,1.5949318310504168e-08,2.899876117012923e-09
2017,1.509366853724714e-08,2.0124890642847504e-09
2018,1.4456214003644163e-08,7.744400121190154e-10
2019,1.2499840273960672e-08,2.806086474294034e-09
