year,devant_VERB apporter_VERB,devant_VERB rapporter_VERB
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,0.0,0.0
1803,2.9255089017965474e-08,5.851017448321727e-09
1804,0.0,1.730295728918918e-08
1805,2.842877711017877e-09,1.421438877713399e-08
1806,0.0,0.0
1807,8.540865792383556e-09,1.1387820464392462e-08
1808,2.2660739951163578e-09,1.8128591960930862e-08
1809,2.9367397402779716e-08,6.7770917766551975e-09
1810,0.0,9.360507036149102e-09
1811,1.504245972228091e-08,0.0
1812,1.0668832928217853e-08,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,6.293354282149721e-09
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,7.152706427149269e-09,0.0
1819,1.9666995143552413e-08,1.035105001712111e-09
1820,2.3732962262101864e-09,0.0
1821,9.86148829262845e-10,4.930744257336528e-09
1822,4.010246357211145e-09,0.0
1823,5.929612356680991e-09,0.0
1824,1.7684335773537896e-08,0.0
1825,1.3208164340028361e-08,0.0
1826,3.435113882233054e-08,8.807984341885344e-10
1827,1.013900075008678e-08,3.6869092223668076e-09
1828,9.172301251858528e-10,9.172301251858528e-10
1829,6.858540846366168e-09,2.3147574523818548e-08
1830,2.7135772739939057e-08,0.0
1831,1.091384405071949e-08,1.5591206103948707e-09
1832,2.705993873419743e-09,1.352996914505411e-08
1833,0.0,2.3167257001688313e-09
1834,1.0267983796552471e-08,1.5868701908061666e-08
1835,2.2689263801112247e-08,0.0
1836,0.0,2.016224964762614e-09
1837,9.045257876039159e-09,4.87052354003481e-09
1838,6.943378316748294e-09,0.0
1839,2.7965900706306e-09,2.0974426639952526e-09
1840,1.0191501864653674e-08,7.64362617644565e-09
1841,1.733548060656176e-08,1.1556987367100646e-08
1842,1.0733224087289273e-08,6.708265054555795e-10
1843,1.2995204023980023e-08,5.906910960362666e-09
1844,2.9638231424655714e-08,6.037417232818143e-09
1845,4.464182357111213e-09,5.580227946389016e-10
1846,2.2832555401919308e-08,1.4050803187615202e-08
1847,2.9123407685460734e-08,6.47186837454683e-09
1848,2.091757700384278e-08,6.43617736884039e-09
1849,7.54147322368226e-09,1.1731181359664333e-08
1850,1.4935791270431764e-08,3.394498016007219e-09
1851,6.449438760824933e-09,3.8696632564949596e-09
1852,5.859490670445666e-09,1.9531636752390114e-08
1853,2.269334054005867e-08,1.4332636411040767e-08
1854,7.79349651480743e-09,1.0391328908454511e-09
1855,1.5920811335945473e-08,1.0613874223963649e-09
1856,7.765783571755946e-09,6.212626857404757e-09
1857,8.78671624349181e-09,1.3668225662399891e-08
1858,1.9085335978274998e-08,1.9574704079872163e-09
1859,9.165912473463322e-09,7.638259802433822e-09
1860,6.408057640072684e-09,9.612086238064421e-09
1861,1.226150558863992e-08,1.744906619194353e-08
1862,1.1294965851504912e-08,8.584174260306554e-09
1863,1.0988165932701577e-08,2.8968800691586694e-08
1864,1.7740493518658695e-08,1.2945765348604255e-08
1865,1.3179164426446732e-08,2.18397573803486e-07
1866,8.271541673821048e-09,1.6835021199312905e-07
1867,8.73506067478047e-09,1.7227480952897167e-07
1868,2.1241458370013788e-08,1.0571330477660013e-07
1869,1.0743741896135361e-08,3.7603097524652185e-08
1870,1.2614907340946502e-08,1.7202147262196377e-08
1871,1.1683295220166201e-08,1.5931766483845422e-07
1872,2.7817760539505798e-08,1.354603966774448e-07
1873,3.23244258026989e-08,3.412022664406322e-08
1874,1.3144139998644278e-08,4.958925714504403e-08
1875,7.437985338754061e-09,1.636356756762325e-07
1876,1.6324239737741664e-08,5.683254045152353e-08
1877,2.040989244278535e-08,3.5253449937044934e-08
1878,1.2078177569208037e-08,4.589707458535486e-08
1879,1.4051448005147904e-08,2.077170613290491e-08
1880,7.701415505323439e-09,9.626769603698904e-09
1881,1.1853263259808955e-08,2.998178416646624e-08
1882,2.1297232422057277e-08,1.5307385581309063e-08
1883,2.9700892412165558e-08,8.847074184359371e-09
1884,9.902545450302114e-09,2.706695667598069e-08
1885,1.5469526104539e-08,2.513797880965285e-08
1886,1.097088819790315e-08,2.5813855941692054e-08
1887,1.828098916689669e-08,3.982643903555072e-08
1888,1.3949351895803375e-08,2.9166827175686194e-08
1889,9.397704836544563e-09,1.628935564212952e-08
1890,1.7696843102044113e-08,1.1797895993481688e-08
1891,8.286486163910922e-09,2.4859458491732767e-08
1892,2.0686091062316336e-08,3.63573704476039e-08
1893,1.4780200174868696e-08,6.774258043407144e-09
1894,1.5753848003896564e-08,1.0082462864602348e-08
1895,1.625025980445116e-08,1.023164486468886e-08
1896,1.7101383420481397e-08,1.0614652268259306e-08
1897,1.2818770045441852e-08,1.631479840114025e-08
1898,5.092519295146758e-09,1.0750873968845553e-08
1899,1.6029977345510815e-08,1.7688250864011934e-08
1900,1.8168686111152965e-08,9.863001082521805e-09
1901,9.500856101851696e-09,8.941982265753268e-09
1902,1.5221880644844532e-08,2.258730624760119e-08
1903,1.4040573148577096e-08,1.296052865029651e-08
1904,1.4511488011237361e-08,9.674325340824907e-09
1905,1.2385822145688508e-08,1.2385822145688508e-08
1906,1.2346042410626978e-08,1.5432553013283723e-08
1907,2.674278576364486e-08,8.228549397415463e-09
1908,1.5225305460830896e-08,1.080505640516094e-08
1909,2.0353638774395222e-08,1.6502950117569526e-09
1910,1.5498036631811374e-08,1.7101282168141552e-08
1911,2.128149745317387e-08,1.0108711201439746e-08
1912,2.0837685354990754e-08,1.40654377034366e-08
1913,1.2727175757731857e-08,1.2727175757731857e-08
1914,1.9420557606508737e-08,2.4777952134513725e-08
1915,2.3561523843085297e-09,2.3561523843085297e-09
1916,1.3184954461564757e-08,4.394984820521586e-09
1917,2.1932848426331475e-08,6.57985488317081e-09
1918,5.743188147278033e-09,1.033773866510046e-08
1919,1.8415697411455767e-08,1.3811772170413406e-08
1920,3.028892692213958e-08,5.300562211374427e-09
1921,1.3630945261411398e-08,4.543648568500203e-09
1922,1.623145884366295e-08,3.24629176873259e-08
1923,1.0615948120573648e-08,1.9108707505210987e-08
1924,2.1915761649893284e-08,2.836157442231979e-08
1925,2.0896537833436923e-08,6.598906754362588e-09
1926,1.0031524944054127e-08,2.5636119005412183e-08
1927,1.6723836537835268e-08,6.689535148041159e-09
1928,2.170947865920425e-08,1.5996457491951332e-08
1929,1.1140405931087116e-08,1.6710609784809094e-08
1930,8.402882833991043e-09,7.352522590764465e-09
1931,9.124285327288817e-09,1.2545892325022123e-08
1932,1.753525857850491e-08,0.0
1933,2.7529589274877253e-08,3.4411986593596566e-09
1934,1.7972370258689807e-08,5.990790086229936e-09
1935,1.9149254626427137e-08,8.377798899061872e-09
1936,1.6974599503782883e-08,6.0623572828433225e-09
1937,1.0072894518486919e-08,1.510934133364117e-08
1938,1.5558256905023882e-08,6.482607339819424e-09
1939,1.070583532936098e-08,3.058810094103137e-09
1940,1.2678914806940611e-08,1.2678914806940611e-08
1941,2.3612020783048138e-08,2.9515025978810172e-09
1942,3.3376331032286544e-08,1.2136847082899749e-08
1943,8.709705845433291e-09,8.709705845433291e-09
1944,9.639558484764166e-09,0.0
1945,1.742803235060819e-08,8.714016175304096e-09
1946,8.352662561605939e-09,8.352662561605939e-09
1947,2.0265479960812627e-08,2.8610090296865565e-08
1948,2.2830963786191205e-08,3.2615663503321457e-09
1949,1.668891336237266e-08,7.853606653895895e-09
1950,1.914365022059883e-08,7.444753258312176e-09
1951,1.8124383771578323e-08,1.7058242818279723e-08
1952,8.435843135146115e-09,3.1634410646574906e-09
1953,2.3702419582605216e-08,4.3095309543161875e-09
1954,1.8567819282111486e-08,3.9090144454689835e-09
1955,1.783265446420046e-08,6.569925492527773e-09
1956,1.657016923672927e-08,5.232684952005684e-09
1957,1.3252556385623393e-08,8.835037590415595e-09
1958,1.4062814024384807e-08,8.272243445794913e-10
1959,9.300897829689347e-09,7.750747599288843e-09
1960,1.9378333604436193e-08,1.1765417085030094e-08
1961,1.667558180429296e-08,1.042223907177231e-08
1962,1.5220695814832652e-08,1.2683912808952869e-09
1963,1.0345685197421517e-08,3.2330267352165265e-09
1964,1.8251904876365188e-08,6.6923653285755336e-09
1965,1.8057743744748223e-08,4.377634699181954e-09
1966,1.8832853498906843e-08,2.769537488234164e-09
1967,1.6763140209263838e-08,5.423369309198733e-09
1968,1.527081394669949e-08,6.287982134978165e-09
1969,1.9075383050903838e-08,8.629339909305145e-09
1970,1.74751555448438e-08,3.6789800095249348e-09
1971,1.798439086542203e-08,4.624557625731995e-09
1972,1.9494558856081312e-08,5.643161493651405e-09
1973,2.6463379043661917e-08,7.1671650836435674e-09
1974,2.3627400480563665e-08,3.937900228123681e-09
1975,2.227477224892027e-08,8.567219822452898e-09
1976,3.028169359708954e-08,6.8562320265641574e-09
1977,1.880570188461661e-08,5.289103821581875e-09
1978,1.7821774278559133e-08,6.534650598410963e-09
1979,1.8726314721106974e-08,8.777959692451986e-09
1980,2.785723829390463e-08,6.253665585376211e-09
1981,1.8976647808699454e-08,1.0120879245789638e-08
1982,2.296775925003658e-08,7.449002747961231e-09
1983,2.3998200759933752e-08,6.315316269933646e-09
1984,2.3196033538397387e-08,9.278413592994639e-09
1985,2.1054452403745927e-08,4.210890747202711e-09
1986,2.1580147446798037e-08,9.591176741707841e-09
1987,2.3221103262471843e-08,6.110816741511371e-09
1988,2.0987938498251424e-08,7.795519785247507e-09
1989,1.5915555096057687e-08,1.2073869015694072e-08
1990,1.8525414091641323e-08,5.448650863826288e-09
1991,1.2309077312977479e-08,5.2753188484189195e-09
1992,1.928480486412809e-08,5.509944056569793e-09
1993,1.606370148010683e-08,8.308811416668505e-09
1994,1.6879765141197822e-08,1.635227242502424e-08
1995,2.114755837112625e-08,9.21816667442954e-09
1996,1.1743802375008272e-08,8.540947504798169e-09
1997,1.7261619689179497e-08,8.151320507465698e-09
1998,2.527108478034279e-08,8.582632382569955e-09
1999,1.3710603319339043e-08,8.683382013430219e-09
2000,1.767212509662386e-08,6.185244316725402e-09
2001,2.716351232834313e-08,5.695575122643959e-09
2002,1.4896152755738967e-08,5.6955880012310445e-09
2003,2.083461403401543e-08,8.333845613606172e-09
2004,2.026203915761471e-08,7.488145215006625e-09
2005,2.34194974524371e-08,9.908249332113428e-09
2006,1.5647982465338828e-08,4.117890028965121e-09
2007,1.8774054311165855e-08,5.991719120856942e-09
2008,2.171294255504108e-08,5.108927503272298e-09
2009,1.9549588614609092e-08,8.582746957586096e-09
2010,2.0312310056169736e-08,5.668551850135373e-09
2011,1.414869643667771e-08,3.4415748029203996e-09
2012,1.463828702696901e-08,2.382976926895708e-09
2013,1.5061274893923837e-08,3.0680376017500066e-09
2014,1.407539329534302e-08,4.330890313042346e-09
2015,1.4186082530898148e-08,3.103205470367243e-09
2016,8.285359953674742e-09,5.3854840587064245e-09
2017,1.0817128526241504e-08,2.5156112748447867e-09
2018,1.161660012627408e-08,3.614053500911041e-09
2019,1.020395146156261e-08,5.867272001580659e-09
