year,soit_VERB à_ADP,soit_VERB a_ADP,soit_VERB ras_ADJ
1800,5.150141532794805e-06,3.144164484325529e-08,6.288328968651058e-09
1801,5.0409635150572285e-06,4.7623651688866175e-09,0.0
1802,5.2656378102255985e-06,2.9091921760482364e-08,0.0
1803,5.336128197086509e-06,2.5354410126965377e-08,0.0
1804,6.0758097788493615e-06,1.9774807791250737e-08,0.0
1805,5.321866865415359e-06,1.7057266044062658e-08,2.842877711017877e-09
1806,5.6567164392618e-06,4.034336775760039e-08,0.0
1807,5.696757398254704e-06,1.7081731140677903e-08,0.0
1808,5.069207418273436e-06,3.85232588051565e-08,1.3596443970698147e-08
1809,4.983421149518108e-06,1.5813214071513926e-08,0.0
1810,5.63970570510719e-06,4.680253518074551e-09,0.0
1811,5.074323325970909e-06,6.267691787797958e-08,1.7549536934780008e-08
1812,5.470444193633739e-06,2.1337664968257286e-08,0.0
1813,5.228098416409921e-06,1.4378708224072057e-08,0.0
1814,5.450044682220323e-06,6.608021863030444e-08,3.1466771410748606e-09
1815,4.517849447438493e-06,2.697223555614414e-09,0.0
1816,5.249372861726442e-06,2.0858434979231788e-08,2.3176038865813098e-09
1817,5.467739356390666e-06,1.5568733968684967e-08,1.556873407970727e-09
1818,5.3454559747478925e-06,2.1458119281447807e-08,0.0
1819,4.930205250275321e-06,1.8631890030818e-08,6.210630232317271e-09
1820,5.1144534154445864e-06,1.0679833017945839e-08,1.1866481131050932e-09
1821,5.988881639495958e-06,2.4653720287481917e-08,0.0
1822,5.537147444556467e-06,1.5038423839541792e-08,1.0025615893027862e-09
1823,4.723924121208256e-06,7.906149623870817e-09,0.0
1824,5.383617462939583e-06,1.9368559200927393e-08,0.0
1825,5.087785211799201e-06,2.2013607603454943e-08,8.805443041381977e-10
1826,4.901643478660844e-06,1.409277539110576e-08,2.642395191543301e-09
1827,5.29993212694535e-06,9.217273055917019e-10,0.0
1828,5.190605406824034e-06,1.375845176676549e-08,0.0
1829,5.402815531851957e-06,1.2002446592163096e-08,0.0
1830,5.432373200164875e-06,2.8179455879850934e-08,0.0
1831,5.294773472996894e-06,4.677361609140007e-09,0.0
1832,5.612231234408682e-06,1.3529969367098715e-08,5.411987746839486e-09
1833,5.369011887523811e-06,4.6334514003376626e-09,0.0
1834,5.638056791212875e-06,6.534171648198139e-09,0.0
1835,5.3743301577924285e-06,3.403389570166837e-08,1.5126175867408165e-09
1836,6.520471742987866e-06,2.7555075554630548e-08,1.3441500135158435e-09
1837,5.770874849986285e-06,2.2265250865238784e-08,0.0
1838,5.397529548645252e-06,6.943378094703689e-09,0.0
1839,7.977972018125001e-06,1.188550780018005e-08,1.3982950353153e-09
1840,5.484302164404653e-06,1.2102408408765086e-08,0.0
1841,5.53001837033662e-06,1.3483151928284087e-08,6.420548537278137e-10
1842,5.826128017361043e-06,1.2074877098200432e-08,6.708265054555795e-10
1843,5.7031224969250616e-06,1.0041748821354446e-08,7.678984559333912e-09
1844,5.496794074133504e-06,1.4270259418580622e-08,5.488561272137815e-10
1845,5.532237992156297e-06,3.180729912788394e-08,2.2320911785556063e-09
1846,5.588707153947325e-06,1.2879902921980602e-08,1.7563503984519002e-09
1847,5.594391041086055e-06,1.6718993300912643e-08,1.0786447290911383e-09
1848,5.4779916354164016e-06,2.011305433313737e-08,8.045221711050488e-10
1849,6.069210030545946e-06,1.7596771373362685e-08,0.0
1850,5.448848241940141e-06,1.425689166723032e-08,6.788996032014438e-10
1851,5.6432591009070165e-06,2.3217978872835943e-08,0.0
1852,5.699331268260721e-06,1.4323199959420663e-08,6.510545436100301e-10
1853,5.753359346272191e-06,1.5527022778627497e-08,5.971931837933653e-10
1854,5.628982762573287e-06,3.273268656123207e-08,0.0
1855,5.794113803858636e-06,1.3798036491152743e-08,4.2455496895854594e-09
1856,5.636923560814466e-06,2.7439102989745834e-08,2.0708756931497874e-09
1857,5.517569661606103e-06,1.8549734193129552e-08,0.0
1858,5.824453182867728e-06,1.3212924976357954e-08,0.0
1859,5.8621099014999345e-06,2.0368694064742954e-08,5.092173349652285e-10
1860,5.771828909928445e-06,1.6935580715582432e-08,4.577183909670879e-10
1861,6.418426437448943e-06,1.6034277017240584e-08,4.715963730639317e-10
1862,6.101088729337789e-06,1.5361153821169538e-08,1.3553959066214816e-09
1863,6.00353405388887e-06,1.9479021395873986e-08,0.0
1864,5.983340997772757e-06,1.0068928801842958e-08,0.0
1865,6.325057256617583e-06,1.6003270930653457e-08,0.0
1866,6.011951427353779e-06,2.4814626353730773e-08,1.4596839292835284e-09
1867,6.090278475312516e-06,1.261730986357179e-08,0.0
1868,6.331436452455819e-06,1.5807597231187742e-08,0.0
1869,6.105375632614596e-06,2.637100249280877e-08,4.883519144627257e-10
1870,5.9399012570793275e-06,2.1789385851178622e-08,5.734048791339319e-10
1871,6.0264560488576535e-06,2.4428708167434365e-08,0.0
1872,5.928811333433259e-06,1.814201766592305e-08,6.047339295989218e-10
1873,6.309847321972484e-06,1.1373408770332105e-08,5.986004469882289e-10
1874,6.272742211876903e-06,1.9716210775122534e-08,1.1949218281515073e-09
1875,6.571173798874952e-06,2.9179788363364878e-08,3.432916173551348e-09
1876,6.078663318476174e-06,1.209202915575247e-08,6.04601479992084e-10
1877,6.243571533559589e-06,9.277224211068358e-09,0.0
1878,5.847649390489096e-06,2.174071972449454e-08,3.0195443923020093e-09
1879,6.285273684625281e-06,1.8938908552534883e-08,1.221865053580018e-09
1880,6.018014573783148e-06,1.8611753915820373e-08,0.0
1881,6.333825695037376e-06,1.7431268706236125e-08,6.972507571312292e-10
1882,6.292001216934295e-06,2.1297231977968067e-08,0.0
1883,6.007163392496295e-06,1.327061183165057e-08,0.0
1884,6.19041111349361e-06,2.772712726084592e-08,0.0
1885,6.322523859125795e-06,3.6095559929893994e-08,2.5782542767416317e-09
1886,6.043669145583408e-06,3.033128015417219e-08,0.0
1887,6.0856104937556665e-06,1.3710741431083306e-08,0.0
1888,6.114254574640654e-06,2.7264642987745447e-08,1.268122939990235e-09
1889,5.801516635983717e-06,2.3181005337491456e-08,0.0
1890,6.195861715241335e-06,3.5393687092266646e-08,6.554386478008212e-10
1891,6.030012173141586e-06,4.716922941128132e-08,1.2748440081367107e-09
1892,6.155052233225433e-06,2.507404972540428e-08,6.268512375839919e-10
1893,6.1565688156406395e-06,2.9560399572581275e-08,6.158416554491453e-10
1894,6.089807357056998e-06,3.5918773511056656e-08,0.0
1895,6.041485448804451e-06,2.467631921021507e-08,0.0
1896,6.26146538706962e-06,1.1794057730440954e-08,0.0
1897,6.30566955805989e-06,2.5054868513230133e-08,0.0
1898,6.315289738267893e-06,2.4330925718629715e-08,0.0
1899,6.263851901167072e-06,2.984892333302014e-08,0.0
1900,6.219400802365271e-06,2.491705508589348e-08,0.0
1901,6.456670234911144e-06,3.129693815218104e-08,0.0
1902,7.296681815205375e-06,2.7497589094593877e-08,0.0
1903,6.3852203311398625e-06,1.6200661034915242e-08,0.0
1904,6.539843980135629e-06,4.192207736508635e-08,0.0
1905,6.36940876574954e-06,2.6835946798087207e-08,0.0
1906,6.4863024817896076e-06,2.2634412066846465e-08,0.0
1907,6.2716976572119165e-06,2.674278487546644e-08,1.5428529565042481e-09
1908,6.136780484666815e-06,1.7189861534205875e-08,4.911389073214423e-10
1909,6.369588845700491e-06,3.6306491590920587e-08,0.0
1910,6.082712388888467e-06,2.4583092561591968e-08,0.0
1911,6.369552011165069e-06,4.3095030433093484e-08,0.0
1912,6.534698059112998e-06,3.07355862427805e-08,0.0
1913,6.473889698099811e-06,3.6590629692856425e-08,5.30298971401777e-10
1914,6.096045581216458e-06,2.5447626228469744e-08,6.696743715117748e-10
1915,5.74076511838939e-06,3.769843870404799e-08,0.0
1916,6.134299837867729e-06,3.515987789803887e-08,0.0
1917,6.743254289176548e-06,1.5352994542361387e-08,0.0
1918,6.072847099858336e-06,2.8715940736390166e-08,2.2972752589112133e-09
1919,6.293564183579292e-06,3.683139282451009e-08,0.0
1920,6.740043318131939e-06,3.407504278740703e-08,0.0
1921,6.4633400143065955e-06,3.4077364041706915e-08,0.0
1922,6.255013886402594e-06,3.024953565411437e-08,0.0
1923,6.374876647896599e-06,2.9724655181695425e-08,2.1231896241147297e-09
1924,6.658523943769978e-06,1.9337436762967286e-08,0.0
1925,6.4185364863078576e-06,3.739380560752181e-08,0.0
1926,6.420175850507803e-06,2.563611800621146e-08,0.0
1927,6.3104612308961805e-06,1.56089151603922e-08,0.0
1928,6.294606009760173e-06,3.427812289569232e-08,0.0
1929,6.360057795973262e-06,2.1166771890790415e-08,0.0
1930,6.5805074882518966e-06,3.7812972863982e-08,1.0503603542488804e-09
1931,6.343659151752945e-06,1.9389106320488736e-08,0.0
1932,6.3631068769609556e-06,1.4247397372990633e-08,1.0959536611565568e-09
1933,6.558924724231474e-06,2.982372127036115e-08,0.0
1934,6.2160438574210275e-06,2.156684431042777e-08,0.0
1935,6.309679520200007e-06,3.4708024898577605e-08,0.0
1936,6.413974006136414e-06,3.6374142808881516e-08,0.0
1937,6.240158199943835e-06,3.7773354444325946e-08,0.0
1938,6.236268291104352e-06,4.148868559816776e-08,0.0
1939,6.3990305534389336e-06,7.95290642230384e-08,1.5294050470515685e-09
1940,6.347064754663734e-06,2.0793420252296357e-07,0.0
1941,6.271943220781395e-06,1.033025864849435e-07,0.0
1942,6.411289632524131e-06,5.158159921414551e-08,0.0
1943,6.102600309532136e-06,2.6129116870166058e-08,0.0
1944,5.9893791330978274e-06,5.462416652335378e-08,0.0
1945,6.487584869319107e-06,5.664110513947662e-08,1.089252066321933e-08
1946,6.363336979120504e-06,6.403707875080045e-08,0.0
1947,6.196468802954769e-06,4.410722298509029e-08,1.1920870957027319e-09
1948,6.243725238164188e-06,3.261566305923225e-08,0.0
1949,6.2720864661969244e-06,4.9085041253782435e-08,0.0
1950,6.657736321358243e-06,3.7223764293159434e-08,1.0635361480382244e-09
1951,6.6249949668417685e-06,6.290226917116115e-08,0.0
1952,6.493490218417719e-06,6.115986195265322e-08,2.1089607837865287e-09
1953,6.547254997713026e-06,3.986316210458085e-08,1.0773827385790469e-09
1954,6.395147465809714e-06,5.570345562588841e-08,9.772536113672459e-10
1955,6.592450972675579e-06,7.320774075836312e-08,0.0
1956,6.371666131599341e-06,5.9303762567353147e-08,0.0
1957,6.3921497712726705e-06,6.714628841830717e-08,0.0
1958,6.892433248140151e-06,4.715178791858676e-08,0.0
1959,6.638515515078325e-06,6.588135781360194e-08,0.0
1960,6.585172741324641e-06,6.505583455274078e-08,6.920833350854139e-10
1961,6.714701157761738e-06,7.295567189258279e-08,0.0
1962,6.867704541946296e-06,5.898019284078515e-08,0.0
1963,6.7706041591009125e-06,6.466053059650534e-08,0.0
1964,6.71913448968553e-06,7.118243011694503e-08,0.0
1965,6.669873528153403e-06,5.690925153345461e-08,0.0
1966,6.500104063889012e-06,7.920876954337075e-08,0.0
1967,6.648557700827951e-06,1.1586288567455583e-07,0.0
1968,6.450571618188405e-06,7.141351088257863e-08,4.4914158503495116e-10
1969,6.769035735487705e-06,8.67475719867894e-08,0.0
1970,6.725175353494706e-06,1.0852991316756544e-07,4.5987250119061684e-10
1971,6.773949280614033e-06,1.4849968965613414e-07,5.138397485282553e-10
1972,6.600446795346215e-06,8.926455236091257e-08,0.0
1973,6.3633397076046094e-06,7.332560930661813e-08,0.0
1974,6.474470410466893e-06,7.14447597194301e-08,1.1251143350321513e-09
1975,6.516798748634756e-06,5.483021148222633e-08,2.2845920710778955e-09
1976,6.375153134285938e-06,8.627425562846014e-08,0.0
1977,6.250545084185433e-06,6.581995826149267e-08,0.0
1978,6.383759682648815e-06,7.30692755190887e-08,0.0
1979,6.771318567189155e-06,8.01720336784939e-08,5.851973350345929e-10
1980,6.486756774393143e-06,6.42422040009194e-08,5.685150683554241e-10
1981,6.187652616063133e-06,5.882761100473033e-08,0.0
1982,6.6947914092452265e-06,7.635227949887025e-08,0.0
1983,6.30710610494134e-06,6.694235044069075e-08,0.0
1984,6.361512532748748e-06,4.001315923041204e-08,0.0
1985,6.161736109788762e-06,4.752290960752248e-08,6.015558051686298e-10
1986,6.3253810367314145e-06,4.016305293896849e-08,1.1988970927134801e-09
1987,6.152981313789496e-06,5.1330862782528186e-08,0.0
1988,6.1464675127353985e-06,2.5785181434478943e-08,0.0
1989,6.198833943926729e-06,3.402635706528656e-08,0.0
1990,6.122104423411656e-06,4.740326375873849e-08,5.44865097484859e-10
1991,6.135781859484268e-06,6.38899714799912e-08,0.0
1992,6.055428457329981e-06,3.636563183917474e-08,0.0
1993,6.103652594902087e-06,2.4372512508197275e-08,0.0
1994,6.165861577756004e-06,2.4792155328690058e-08,0.0
1995,6.130080691946205e-06,2.982347968583099e-08,0.0
1996,6.139339802757604e-06,3.469759835006414e-08,1.067618438099771e-09
1997,6.294737431744579e-06,4.26745603299139e-08,0.0
1998,6.152316927909851e-06,3.051602670556264e-08,0.0
1999,6.11035875408561e-06,1.6909744743331956e-08,0.0
2000,6.059330189600587e-06,2.827540224181746e-08,4.4180314962005696e-10
2001,5.940485152677866e-06,1.9715453131174954e-08,0.0
2002,6.174893769639311e-06,1.664864135442201e-08,0.0
2003,6.212881999090314e-06,3.083522948088557e-08,0.0
2004,6.0905049394932576e-06,2.2904914187549252e-08,0.0
2005,5.922430773352971e-06,3.873224752037885e-08,4.5037495954858286e-10
2006,5.9355265875638e-06,5.188541107870037e-08,0.0
2007,6.0304655562504195e-06,3.7947553682693425e-08,3.994479469415779e-10
2008,5.923801381868543e-06,3.193079822771949e-08,0.0
2009,6.096134256949881e-06,4.100645401017289e-08,0.0
2010,6.10928145761136e-06,3.4011309324455397e-08,0.0
2011,6.244928499654634e-06,2.3326228643094638e-08,0.0
2012,6.154888978926465e-06,3.40425272693512e-08,0.0
2013,6.3575316744390875e-06,2.2034088054123657e-08,0.0
2014,6.379184924298897e-06,1.9922095528812633e-08,6.496335691608124e-10
2015,6.309925083769485e-06,3.036708264014809e-08,4.433150790905671e-10
2016,6.515607310575433e-06,4.101253231469926e-08,0.0
2017,6.708632099616807e-06,3.169670331759633e-08,5.031222660711876e-10
2018,6.561055670317728e-06,4.491752009228023e-08,0.0
2019,6.527212462970056e-06,2.44894819423358e-08,0.0
