year,voulaient_VERB assurer_VERB,voulaient_VERB rassurer_VERB
1800,9.432493897065797e-09,0.0
1801,7.143547975374531e-09,0.0
1802,0.0,0.0
1803,1.5602713787643552e-08,0.0
1804,1.2359254952798437e-08,0.0
1805,2.842877711017877e-09,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,0.0,0.0
1809,6.7770917766551975e-09,0.0
1810,2.3401267590372754e-09,0.0
1811,2.0056614147279106e-08,0.0
1812,2.6672082320544632e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,2.6972236000233352e-08,0.0
1816,2.3176038865813098e-09,0.0
1817,0.0,0.0
1818,2.026600220972341e-08,0.0
1819,7.24573512300708e-09,0.0
1820,4.2719332071783356e-08,1.898636980968149e-08
1821,2.070912508145284e-08,0.0
1822,8.02049271442229e-09,0.0
1823,6.917880934764753e-09,0.0
1824,0.0,0.0
1825,8.805443485471187e-09,0.0
1826,4.403992281964975e-09,1.7615968683770689e-09
1827,1.935627302884768e-08,7.373818444733615e-09
1828,2.935136400594729e-08,0.0
1829,4.286587973467704e-09,1.714635211591542e-09
1830,9.39315203396518e-09,0.0
1831,1.5591206548037917e-08,0.0
1832,8.117981842303834e-09,0.0
1833,4.6334514003376626e-09,0.0
1834,1.8669062740173104e-08,0.0
1835,3.327758690829796e-08,0.0
1836,1.8146025126952736e-08,0.0
1837,4.313892532081809e-08,0.0
1838,2.5879863585487328e-08,0.0
1839,2.7965899818127582e-08,0.0
1840,4.33138822586443e-08,0.0
1841,2.118781061710706e-08,3.2102742686390684e-09
1842,1.1404051036834062e-08,0.0
1843,2.953455480181333e-09,1.7720733769266417e-09
1844,1.975882035765153e-08,0.0
1845,1.3392547515422848e-08,1.1160455892778032e-09
1846,3.102885770545072e-08,2.3418005312692003e-09
1847,1.5101026207275936e-08,5.393223645455691e-10
1848,4.746680914990975e-08,3.218088684420195e-09
1849,3.1841775438579134e-08,0.0
1850,2.1045888587423178e-08,1.4935791270431764e-08
1851,1.2253933867611977e-08,0.0
1852,2.4740073101270355e-08,0.0
1853,1.4929829816878737e-08,5.971931837933653e-10
1854,1.8704392701351935e-08,1.558699391779328e-09
1855,2.5473298137512757e-08,0.0
1856,9.836659486950339e-09,1.5531567143511893e-09
1857,3.3194261561675376e-08,0.0
1858,3.9149409047922745e-08,4.893676019968041e-10
1859,1.9350258284589472e-08,0.0
1860,3.982150076353719e-08,0.0
1861,2.2165028923382124e-08,1.4147891747029462e-09
1862,1.9879140111811466e-08,9.035972525772706e-10
1863,6.493007020935693e-09,0.0
1864,1.1986819536957682e-08,4.794727948009836e-10
1865,3.671338433264282e-08,0.0
1866,2.3354942868536455e-08,1.4596839292835284e-09
1867,3.396968040192405e-08,0.0
1868,2.5193358510477992e-08,0.0
1869,2.2952539424636598e-08,4.883519366671862e-09
1870,2.121598008386627e-08,2.2936195165357276e-09
1871,3.080141297573391e-08,4.248470908407853e-09
1872,2.660829245826335e-08,5.442605477412599e-09
1873,1.7359413462259e-08,1.1972008939764578e-09
1874,1.7923827755339516e-08,0.0
1875,2.2313955128083762e-08,0.0
1876,1.4510435519810017e-08,0.0
1877,1.1751150275074451e-08,0.0
1878,2.4760263173106978e-08,0.0
1879,2.443730195977878e-08,0.0
1880,2.4387816210946767e-08,0.0
1881,3.346803723047742e-08,4.8807553554297556e-09
1882,2.3959387362992857e-08,1.3310770263785798e-09
1883,1.9589950994713945e-08,0.0
1884,2.442627788923346e-08,0.0
1885,3.545099502844096e-08,0.0
1886,1.936039240035825e-08,0.0
1887,2.0239665943222462e-08,0.0
1888,1.7119660356001987e-08,0.0
1889,1.628935564212952e-08,8.14467782106476e-09
1890,9.831579994568074e-09,3.2771931834929546e-09
1891,1.9760081571007504e-08,6.374220040683554e-10
1892,1.6298132621272998e-08,0.0
1893,6.774258043407144e-09,0.0
1894,1.3863386882917439e-08,0.0
1895,2.9491211250842753e-08,5.416753268150387e-09
1896,5.897029087265082e-09,0.0
1897,2.0976168357833558e-08,0.0
1898,9.05336783318944e-09,0.0
1899,1.2160672469008205e-08,0.0
1900,2.6474371139784125e-08,0.0
1901,2.0119459875900247e-08,0.0
1902,1.3748794991386148e-08,0.0
1903,1.3500550899436803e-08,1.6200660812870638e-09
1904,1.827372564378038e-08,2.1498500757388683e-09
1905,2.631987072732045e-08,0.0
1906,1.0802787109298606e-08,0.0
1907,1.2857108266928208e-08,5.65712765521198e-09
1908,2.553922229253658e-08,2.9468334439286537e-09
1909,2.9155213354670195e-08,0.0
1910,1.3894791983659616e-08,5.344150677544235e-10
1911,1.649316061502759e-08,1.5961122423746588e-09
1912,1.0939784189645252e-08,5.209421227725386e-10
1913,2.3863453435524207e-08,1.590896969716482e-09
1914,4.018046340092951e-09,0.0
1915,1.295883844676382e-08,0.0
1916,1.0987461607214755e-08,0.0
1917,1.5352993543160665e-08,0.0
1918,8.040463406189247e-09,2.2972752589112133e-09
1919,1.9336480860943084e-08,9.207848372660976e-10
1920,9.843901693784574e-09,0.0
1921,7.572747762196741e-09,7.572747429129834e-10
1922,1.4018077365562931e-08,1.4755870969551665e-09
1923,1.5923921736771263e-08,0.0
1924,2.5783249313349188e-08,0.0
1925,1.7597084678300234e-08,0.0
1926,1.114613823460786e-08,0.0
1927,2.6758140592164636e-08,0.0
1928,1.9424270192303084e-08,0.0
1929,1.0026365515614089e-08,2.2280812750352652e-09
1930,1.3654684494213143e-08,0.0
1931,1.2545892325022123e-08,4.5621426636444085e-09
1932,1.53433514782364e-08,0.0
1933,2.1794258842078307e-08,1.1470662197865522e-09
1934,2.3963160344919743e-08,2.3963160344919743e-09
1935,9.574627313213568e-09,1.196828414151696e-09
1936,2.9099314957647948e-08,0.0
1937,8.813782592653752e-09,0.0
1938,1.5558256905023882e-08,3.8895642262559704e-09
1939,1.5294050470515685e-08,1.5294050470515685e-09
1940,2.028626333583361e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,1.517105907566929e-08,3.034211770724937e-09
1943,2.0322646676618206e-08,0.0
1944,9.639558484764166e-09,0.0
1945,2.3963544037997053e-08,0.0
1946,3.480275978517966e-08,0.0
1947,1.7881307101674793e-08,0.0
1948,1.0871888278529696e-08,0.0
1949,9.817008539414473e-09,9.817008317369869e-10
1950,1.3825969702452312e-08,3.190608444114673e-09
1951,1.2793682557799002e-08,0.0
1952,9.490323193972472e-09,1.0544803918932644e-09
1953,1.508335856215126e-08,0.0
1954,2.052232517257835e-08,0.0
1955,2.815682265122632e-08,0.0
1956,1.5698054411927842e-08,8.72114158667614e-10
1957,1.9437083054185678e-08,0.0
1958,1.2408365002158916e-08,3.3088973783179654e-09
1959,1.705164542897819e-08,0.0
1960,1.4533750203327145e-08,1.3841666701708277e-09
1961,1.320150300188061e-08,0.0
1962,1.7123282347597524e-08,3.805173953708163e-09
1963,1.0992290633282664e-08,0.0
1964,1.764350798794112e-08,6.083968329129164e-10
1965,1.6963333848707407e-08,1.6416130677043839e-09
1966,9.416426749453422e-09,0.0
1967,1.429797347185513e-08,4.930335584241163e-10
1968,1.4372530721118437e-08,8.982831700699023e-10
1969,1.2716921737876419e-08,2.2708788183223305e-09
1970,1.3336302728816918e-08,1.8394900047624674e-09
1971,1.644287195290417e-08,2.0553589941130213e-09
1972,1.4364410994005539e-08,4.104117490300041e-09
1973,1.3231689521830958e-08,5.513203782392395e-10
1974,1.1813700240281833e-08,2.2502286700643026e-09
1975,9.138368284311582e-09,2.2845920710778955e-09
1976,1.3712464053128315e-08,5.713526873840635e-10
1977,1.5279633558407113e-08,2.938390863960194e-09
1978,2.0198010375338527e-08,5.940591352171509e-10
1979,1.9311512389208474e-08,1.7555920051037788e-09
1980,1.0233271119375331e-08,2.2740602734216964e-09
1981,8.855769451088236e-09,6.325549528618524e-10
1982,1.5518756057986138e-08,6.207502289967692e-10
1983,1.515675762675528e-08,1.2630632095778083e-09
1984,1.6237223121606803e-08,1.1598016991243298e-09
1985,1.0226449020933615e-08,2.4062232206745193e-09
1986,1.4386765556650971e-08,1.1988970927134801e-09
1987,1.711028652096047e-08,1.2221633705067347e-09
1988,1.4991384134077634e-08,5.996553809062277e-10
1989,2.1952487827547884e-08,5.488122178931576e-10
1990,1.4166492867673242e-08,2.724325431913144e-09
1991,1.3481369798284959e-08,0.0
1992,1.4876849085965205e-08,2.2039776670368383e-09
1993,1.3848018731721368e-08,1.661762283333701e-09
1994,1.2659823411809157e-08,5.274926606624319e-10
1995,1.4098372247417501e-08,0.0
1996,1.0676184380997711e-08,5.338092190498855e-10
1997,1.1507746755512471e-08,3.3564262480467733e-09
1998,9.536258005482523e-09,0.0
1999,1.416762351880152e-08,4.570201161957499e-10
2000,1.7230322058026104e-08,4.4180314962005696e-10
2001,1.2267393323384113e-08,4.3812117822561447e-10
2002,9.200564754507923e-09,8.76244299341522e-10
2003,1.3334153337041244e-08,1.6667691671301554e-09
2004,1.5857247959161214e-08,8.809582507929292e-10
