year,ait_VERB emporté_VERB,ait_VERB remporté_VERB
1800,1.4463157071986643e-07,1.2576657937302116e-08
1801,6.429193177837078e-08,5.476719877606229e-08
1802,6.937304419807333e-08,2.0140561218795483e-08
1803,3.1205427575287104e-08,8.971560561121805e-08
1804,6.426812149129546e-08,2.7190360185613827e-08
1805,9.381496113292087e-08,1.7057265822018053e-08
1806,4.034336598124355e-08,6.627838899930794e-08
1807,5.124519120158766e-08,1.9928686256776018e-08
1808,8.157866204783204e-08,9.064295980465431e-09
1809,4.51806094758922e-08,5.873479480555943e-08
1810,7.956430891908894e-08,2.3401267590372754e-09
1811,1.7549536934780008e-08,1.7549536934780008e-08
1812,7.20146218213813e-08,4.5342538612658245e-08
1813,4.601186631703058e-08,2.8757416448144113e-09
1814,9.440030979135372e-09,5.349351184236184e-08
1815,4.315557688983063e-08,1.8880564667256294e-08
1816,1.8540831092650478e-08,1.1588019432906549e-08
1817,1.0431051578052575e-07,6.694555310104988e-08
1818,8.225612191381515e-08,4.887682791832049e-08
1819,7.866798057420965e-08,2.173720581311045e-08
1820,8.187871713971617e-08,5.814575843032799e-08
1821,1.015733275266939e-07,4.339054981983281e-08
1822,5.9151133768864383e-08,1.7043547018147365e-08
1823,6.917881023582595e-08,2.569498569471307e-08
1824,7.242157096243318e-08,1.6842225392110777e-08
1825,4.842993561737785e-08,4.490776106536032e-08
1826,4.932471142637951e-08,1.6735169694470642e-08
1827,7.650336897313537e-08,2.3043183361437514e-08
1828,7.429564163885516e-08,2.2930752408001354e-08
1829,6.601345603485242e-08,2.5719527840806222e-08
1830,6.470838087579978e-08,2.817945699007396e-08
1831,6.236482619215167e-08,9.354723218280014e-09
1832,7.170883975504694e-08,9.470978667991403e-09
1833,8.91939393454777e-08,3.4750886612755494e-08
1834,5.787409307345115e-08,8.401078055442213e-09
1835,6.201732105637348e-08,1.4369867074037757e-08
1836,7.728862527756064e-08,2.352262562510532e-08
1837,4.453050195252217e-08,9.74104708006962e-09
1838,4.3553917805638775e-08,1.3886756633496589e-08
1839,6.222413162504381e-08,2.1673573158409454e-08
1840,6.433385379978063e-08,3.821813265858509e-08
1841,3.338685417020315e-08,1.6051371787284552e-08
1842,4.159124245006751e-08,1.408735705865638e-08
1843,4.430183153658618e-08,1.5357969118667825e-08
1844,5.872760411307354e-08,8.781698035420504e-09
1845,5.636030309119633e-08,2.511102614732863e-08
1846,3.688335681317767e-08,2.86870562860031e-08
1847,5.015698079091635e-08,2.8044762956369595e-08
1848,5.309846429213394e-08,2.896279838182636e-08
1849,3.1841775438579134e-08,1.9272654583346593e-08
1850,2.647708541303473e-08,1.2899092460827433e-08
1851,2.902247508984601e-08,3.031236062156495e-08
1852,3.059956199535918e-08,2.2135854038651814e-08
1853,6.091370607919089e-08,2.09017620989016e-08
1854,6.28675422831293e-08,2.8576154775805662e-08
1855,3.714855978387277e-08,1.326734277995456e-08
1856,5.1254172461767666e-08,3.520488789376941e-08
1857,4.393358210563747e-08,2.880090299584026e-08
1858,5.9213480341213653e-08,2.0064071293290908e-08
1859,6.059686086246074e-08,8.147477359443656e-09
1860,4.577183787546346e-08,2.3801355553132453e-08
1861,6.036433575218325e-08,2.7352589526685733e-08
1862,4.834245359575107e-08,1.445755604123633e-08
1863,2.4973104473247076e-08,1.3485475847119233e-08
1864,7.383881239775292e-08,1.0548401263577034e-08
1865,4.5185707620021276e-08,1.3179164426446732e-08
1866,7.882292862859686e-08,2.578774882522339e-08
1867,7.23068893648815e-08,1.649955905236311e-08
1868,5.3844626535237694e-08,2.2723421366777075e-08
1869,6.299739396808945e-08,2.24641887314192e-08
1870,3.841812556970581e-08,3.1537268796455464e-08
1871,6.903765381593985e-08,2.3366590440332402e-08
1872,5.865918950576088e-08,1.3304146229131675e-08
1873,6.225444337815134e-08,1.4366410283628284e-08
1874,4.958925714504403e-08,1.6728906260254917e-08
1875,6.179249112392426e-08,8.010138330405425e-09
1876,7.013377256726017e-08,1.753344314181504e-08
1877,5.071549225021954e-08,6.184816214727107e-09
1878,7.730033502184597e-08,1.1474268646338714e-08
1879,7.575563643058558e-08,2.932476128592043e-08
1880,8.920806493506461e-08,2.1820676820993867e-08
1881,5.2293806618308736e-08,9.761510710859511e-09
1882,6.05640053663592e-08,2.861815673327328e-08
1883,6.382532546922448e-08,3.159669503816076e-08
1884,4.423137056619453e-08,1.9805090900604227e-08
1885,5.1565084646654213e-08,1.160214413431504e-08
1886,2.9040586824180536e-08,2.5168509054651622e-08
1887,6.071899605331055e-08,7.1818169189441505e-09
1888,5.326116436776829e-08,1.014498351992188e-08
1889,3.696430539434914e-08,2.5687061366852504e-08
1890,5.702316130395957e-08,2.94947390955258e-08
1891,3.314594465564369e-08,1.9760081571007504e-08
1892,3.949162774574688e-08,1.191017329205124e-08
1893,3.387129154930335e-08,1.7859408174558666e-08
1894,3.0247388593807045e-08,2.2055386850183822e-08
1895,4.4537745935713247e-08,6.6204757231957956e-09
1896,5.6021775662884465e-08,2.4767521367152767e-08
1897,4.603103676004139e-08,2.330685333618021e-08
1898,5.714938566825367e-08,2.7160103499568322e-08
1899,3.371822998587959e-08,2.5979618456517528e-08
1900,4.56812685456498e-08,1.9206897405865675e-08
1901,4.415103660448949e-08,1.2854099118442264e-08
1902,3.191684427861219e-08,1.4239823542538943e-08
1903,4.644189388613995e-08,2.3220946943069976e-08
1904,4.78341632970114e-08,1.6123875568041512e-08
1905,5.005936287716395e-08,2.2707340008309984e-08
1906,3.806696469155213e-08,2.211999294843281e-08
1907,5.8114128620445626e-08,1.5942815068115124e-08
1908,5.6972112361108884e-08,1.1296195090437777e-08
1909,5.3909637642846064e-08,2.2003934674330594e-08
1910,4.11499598840237e-08,1.870452770447173e-08
1911,5.69280018680729e-08,1.1172785363555704e-08
1912,3.438217888174222e-08,1.4586379215586476e-08
1913,3.446943352969356e-08,2.227255713194154e-08
1914,4.620753202289052e-08,1.5402511266415786e-08
1915,1.5314990164938536e-08,1.5314990164938536e-08
1916,5.0542325880087446e-08,1.2086208478478966e-08
1917,4.276905585243185e-08,6.57985488317081e-09
1918,4.709414369585829e-08,1.722956355365568e-08
1919,4.1435317399418636e-08,2.8544329566670967e-08
1920,6.436396660092214e-08,2.8017257847068322e-08
1921,7.724202077952214e-08,3.7863738810983705e-08
1922,6.418803621954794e-08,2.2871599725249325e-08
1923,6.157249998750558e-08,2.5478275489376756e-08
1924,8.121723737986031e-08,2.3204924204378585e-08
1925,2.5295809891190402e-08,2.74954441437103e-08
1926,5.795991953050361e-08,1.89484357093761e-08
1927,8.250426475342465e-08,1.1149224654616319e-08
1928,4.570416578530967e-08,1.0283437212876834e-08
1929,6.127223173280072e-08,2.0052731031228177e-08
1930,7.247486166761519e-08,1.995684684175103e-08
1931,4.219981875053236e-08,2.0529641986399838e-08
1932,7.342889318806556e-08,1.4247397928102146e-08
1933,7.11181087353907e-08,2.408838994938378e-08
1934,5.990790441501304e-08,2.6359476379411717e-08
1935,4.4282650435434334e-08,1.9149254626427137e-08
1936,3.758661648589623e-08,9.699771652549316e-09
1937,5.414180748175568e-08,2.7700460591972842e-08
1938,5.315737894306949e-08,1.8151300906765755e-08
1939,7.647025057622159e-08,9.176430282309411e-09
1940,8.114505334333444e-08,1.5214697057785997e-08
1941,6.788455664263893e-08,1.1806010391524069e-08
1942,5.76500234217292e-08,2.4273694165799498e-08
1943,5.2258233296242906e-08,1.4516175816936538e-08
1944,6.42637232317611e-08,2.5705489292704442e-08
1945,3.267756198965799e-08,8.714016175304096e-09
1946,5.0115975369635635e-08,1.8097434661967782e-08
1947,4.4107220986688844e-08,1.0728784083369192e-08
1948,4.783630558335972e-08,1.0871888278529696e-08
1949,5.2030145525350235e-08,4.0249734212238764e-08
1950,5.104973510583477e-08,2.2334258886758107e-08
1951,5.330700858507953e-08,1.8124383771578323e-08
1952,2.319856839960721e-08,1.0544804140977249e-08
1953,3.232148060305917e-08,1.723812381726475e-08
1954,6.156697907044872e-08,1.9545073115523337e-08
1955,6.288357212724804e-08,2.5341140741375057e-08
1956,7.238547539145657e-08,1.3081712602058815e-08
1957,5.1243219445495924e-08,1.9437083054185678e-08
1958,6.86596237642334e-08,3.1434524316864554e-08
1959,5.968075811324525e-08,1.8601795659378695e-08
1960,4.844583401109048e-08,2.145458388724819e-08
1961,8.476754231878658e-08,3.752005994783758e-08
1962,5.580921680348183e-08,2.6002021868976044e-08
1963,6.013429754148092e-08,1.2932106940866106e-08
1964,6.38816644027429e-08,1.9468698653213323e-08
1965,7.606140428606523e-08,2.5171399187229326e-08
1966,5.428293192721867e-08,2.1602390987141007e-08
1967,5.669885894121762e-08,1.3804939413830652e-08
1968,5.9286687559279017e-08,3.323647845832056e-08
1969,5.768032451669569e-08,2.7704722072030563e-08
1970,6.116304263059646e-08,1.839489982558007e-08
1971,5.3953172596266086e-08,2.0553589052951793e-08
1972,6.874396518696813e-08,2.1033601527165047e-08
1973,4.134902908958793e-08,2.1501493918663073e-08
1974,5.456804430536977e-08,2.5877628928583363e-08
1975,5.0832174025572385e-08,1.1422960355389478e-08
1976,6.342014557958464e-08,1.428381679602353e-08
1977,4.995264646368014e-08,2.4094806150287695e-08
1978,6.237620908677854e-08,2.0198010375338527e-08
1979,6.14457178471639e-08,1.9311512389208474e-08
1980,5.2871900635409474e-08,2.0466542238750662e-08
1981,6.262293794634388e-08,2.1506869174459098e-08
1982,7.945602931158646e-08,1.4898005495922462e-08
1983,4.862793190341108e-08,2.7155859783078995e-08
1984,7.074790175920498e-08,2.2616132966390978e-08
1985,5.594468888148185e-08,2.466378745680231e-08
1986,4.6756987615026446e-08,2.2179596825822046e-08
1987,6.294141030593892e-08,1.1610551631235921e-08
1988,6.056519197272792e-08,1.9788627625416666e-08
1989,5.927171997655023e-08,1.4269117443177493e-08
1990,5.612110598463005e-08,2.669838927715773e-08
1991,5.3925479193139836e-08,2.05151273746651e-08
1992,4.0773585396891576e-08,1.7631821336294706e-08
1993,5.594599628011565e-08,2.9357799746776436e-08
1994,5.1694279079583794e-08,2.7429617688312646e-08
1995,4.771756678678685e-08,1.7894087989134277e-08
1996,5.3380922793166974e-08,1.7615704450690828e-08
1997,4.4592518122499314e-08,1.91795770376757e-08
1998,4.482041404685333e-08,1.9072516010965046e-08
1999,4.341691095532951e-08,1.5995704316651427e-08
2000,4.4180314517916486e-08,1.4579503826439577e-08
2001,4.2935877075933604e-08,1.9715452381774412e-08
2002,4.5126579806265e-08,1.6648641576466616e-08
2003,5.54200738633881e-08,1.7917768602160322e-08
2004,4.0083598662477016e-08,1.9381081628466745e-08
2005,4.548786947111694e-08,1.8465373230469595e-08
2006,5.0650047711542356e-08,2.0589450144825605e-08
2007,4.074368931128447e-08,1.5977917655618512e-08
2008,4.725757918322415e-08,2.171294255504108e-08
2009,5.292693572300777e-08,1.8595951445377068e-08
2010,5.243410328148457e-08,1.842279218067233e-08
2011,4.282848564685082e-08,2.5238215073386527e-08
2012,6.263825014229951e-08,1.8042539906559796e-08
2013,5.9129451557282664e-08,2.2870825233667347e-08
