year,veut_VERB accompagner_VERB,veut_VERB raccompagner_VERB
1800,0.0,0.0
1801,4.7623651688866175e-09,0.0
1802,6.713520406265161e-09,0.0
1803,2.9255089017965474e-08,0.0
1804,4.943701981119375e-08,0.0
1805,8.528632911009026e-09,0.0
1806,8.645007376628655e-09,0.0
1807,1.9928686256776018e-08,0.0
1808,1.1330369531492579e-08,0.0
1809,6.7770917766551975e-09,0.0
1810,2.106114038724627e-08,0.0
1811,4.512738271955641e-08,0.0
1812,2.400487453257938e-08,0.0
1813,1.7254450312975678e-08,0.0
1814,2.2026739543434815e-08,0.0
1815,2.697223555614414e-09,0.0
1816,0.0,0.0
1817,4.670620334934483e-09,0.0
1818,2.384235475716423e-09,0.0
1819,1.5526575580793178e-08,0.0
1820,4.746592452420373e-09,0.0
1821,2.465372084259343e-08,0.0
1822,2.90742860897808e-08,0.0
1823,1.087095569118901e-08,0.0
1824,1.6000115010683658e-08,0.0
1825,6.163809906922779e-09,0.0
1826,1.6735169694470642e-08,8.807984341885344e-10
1827,1.8434546111834038e-09,0.0
1828,9.172301140836225e-09,0.0
1829,6.001223074036943e-09,0.0
1830,2.0873671680021744e-09,0.0
1831,6.236482441579483e-09,0.0
1832,2.705993873419743e-09,0.0
1833,4.6334514003376626e-09,0.0
1834,5.600718555598405e-09,0.0
1835,4.159698363537245e-08,0.0
1836,5.376600054063374e-09,0.0
1837,2.0873672568200163e-08,0.0
1838,1.830527018853445e-08,0.0
1839,6.292327547896548e-09,0.0
1840,7.64362617644565e-09,0.0
1841,5.778493683550323e-09,6.420548537278137e-10
1842,9.391571076378114e-09,0.0
1843,7.678984559333912e-09,0.0
1844,6.037417232818143e-09,0.0
1845,1.4508592549589139e-08,0.0
1846,3.5127007969038004e-09,0.0
1847,4.853901280910122e-09,0.0
1848,8.04522137798358e-09,0.0
1849,5.865590679832167e-09,0.0
1850,7.467895635215882e-09,0.0
1851,9.029214709244116e-09,0.0
1852,3.2552727180501506e-09,0.0
1853,7.763511611358354e-09,5.971931837933653e-10
1854,9.352196350675968e-09,0.0
1855,3.1841622671890946e-09,0.0
1856,5.694908100650764e-09,0.0
1857,7.810414537345878e-09,0.0
1858,1.468102794888182e-08,4.893676019968041e-10
1859,3.5645213447565993e-09,0.0
1860,1.2358396972445007e-08,0.0
1861,4.715963619617014e-09,0.0
1862,4.517986429419807e-09,0.0
1863,1.548332484446746e-08,0.0
1864,6.712618905169165e-09,4.794727948009836e-10
1865,7.530950973944073e-09,0.0
1866,3.4059290943133647e-09,0.0
1867,2.038180824115443e-08,0.0
1868,4.939874287401835e-09,0.0
1869,7.325278605918584e-09,4.883519144627257e-10
1870,8.027668307875047e-09,0.0
1871,1.0621176826930423e-08,0.0
1872,1.6327815544059376e-08,0.0
1873,1.6760813181804224e-08,0.0
1874,1.0754296120296658e-08,0.0
1875,7.437985338754061e-09,5.721527140956084e-10
1876,6.04601479992084e-09,0.0
1877,1.0514186854493346e-08,0.0
1878,6.6429977074733415e-09,1.2078177347163432e-09
1879,7.331190321480108e-09,0.0
1880,1.4119262203848848e-08,6.417846254436199e-10
1881,6.2752567586699115e-09,0.0
1882,7.320923423037584e-09,0.0
1883,8.21514056781325e-09,0.0
1884,1.3203393933736152e-09,0.0
1885,5.80107206715752e-09,0.0
1886,3.2267319927115068e-09,0.0
1887,1.3057849246322917e-09,0.0
1888,3.1703073499755874e-09,0.0
1889,1.4409814674820609e-08,0.0
1890,5.243509182406569e-09,0.0
1891,1.0836173736095134e-08,0.0
1892,1.0656471260972467e-08,0.0
1893,9.853466487186324e-09,0.0
1894,1.2603078580752936e-09,0.0
1895,4.814891596538473e-09,0.0
1896,1.7691086373616827e-09,0.0
1897,7.574727511894253e-09,5.826713556089658e-10
1898,3.3950129374460403e-09,0.0
1899,4.4220627160029835e-09,5.527578395003729e-10
1900,3.114631885736685e-09,0.0
1901,1.676621730339889e-09,0.0
1902,4.910283846193408e-10,0.0
1903,5.940242076007962e-09,0.0
1904,1.0211787859759625e-08,0.0
1905,1.5482277682110634e-09,0.0
1906,7.716276506641861e-09,0.0
1907,7.71426478252124e-09,0.0
1908,1.620758460774141e-08,0.0
1909,1.1001967337165297e-08,0.0
1910,1.6032452032632705e-09,0.0
1911,3.7242617878519013e-09,0.0
1912,3.125652625612929e-09,0.0
1913,7.42418571064718e-09,0.0
1914,6.027069510139427e-09,0.0
1915,2.3561523843085297e-09,0.0
1916,1.0987462051303964e-09,0.0
1917,5.483212106582869e-09,0.0
1918,0.0,0.0
1919,2.762354567309444e-09,9.207848372660976e-10
1920,4.543339038320937e-09,0.0
1921,4.543648568500203e-09,0.0
1922,5.164555005876537e-09,0.0
1923,5.307974060286824e-09,1.0615948120573648e-09
1924,3.867487219366694e-09,0.0
1925,2.1996355847875293e-09,0.0
1926,5.57306911730393e-09,0.0
1927,1.0034302277972529e-08,0.0
1928,6.8556245125250825e-09,0.0
1929,5.570202965543558e-09,0.0
1930,6.302162347537887e-09,0.0
1931,5.7026783295555106e-09,0.0
1932,8.767629289252454e-09,0.0
1933,6.882397318719313e-09,0.0
1934,4.7926320689839486e-09,1.1981580172459871e-09
1935,7.180970484910176e-09,1.196828414151696e-09
1936,6.0623572828433225e-09,0.0
1937,1.2591118148108649e-09,0.0
1938,0.0,0.0
1939,3.058810094103137e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,1.1806010391524069e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,2.9032351633873077e-08,0.0
1944,9.639558484764166e-09,0.0
1945,6.535512131478072e-09,0.0
1946,8.352662561605939e-09,0.0
1947,3.5762612871081956e-09,0.0
1948,0.0,0.0
1949,1.0798709482173763e-08,0.0
1950,1.0635361036293034e-08,0.0
1951,1.7058242818279723e-08,0.0
1952,8.435843135146115e-09,0.0
1953,0.0,0.0
1954,8.795282724349818e-09,0.0
1955,1.220129064449793e-08,0.0
1956,2.616342476002842e-09,0.0
1957,3.534015080575159e-09,0.0
1958,2.4816730892496253e-09,0.0
1959,1.007597205671118e-08,0.0
1960,7.612916519406099e-09,6.920833350854139e-10
1961,2.08444772553662e-09,1.3896318540318475e-09
1962,9.512934440181198e-09,0.0
1963,9.69907976156037e-09,0.0
1964,4.258777774879263e-09,0.0
1965,1.2585699593614663e-08,0.0
1966,7.754704434148607e-09,0.0
1967,3.451234853457663e-09,1.4791006197611978e-09
1968,5.838840522187638e-09,0.0
1969,4.995933444718048e-09,0.0
1970,4.1388523719376735e-09,0.0
1971,5.652237344833111e-09,0.0
1972,4.104117490300041e-09,0.0
1973,8.269805285010534e-09,0.0
1974,5.625571564138454e-09,5.625571675160757e-10
1975,1.4849848462006321e-08,0.0
1976,6.8562320265641574e-09,5.713526873840635e-10
1977,4.11374712072643e-09,0.0
1978,4.752473081737207e-09,5.940591352171509e-10
1979,6.437170796402825e-09,0.0
1980,9.664756106531058e-09,0.0
1981,3.1627747087981106e-09,0.0
1982,1.2415004579935385e-09,0.0
1983,3.78918940668882e-09,0.0
1984,7.538710988796993e-09,0.0
1985,6.617113967877231e-09,0.0
1986,7.1933827783254856e-09,0.0
1987,7.332980445085013e-09,0.0
1988,1.739000587974715e-08,0.0
1989,1.3171493229435782e-08,5.488122178931576e-10
1990,9.262707045820662e-09,0.0
1991,1.0550637696837839e-08,0.0
1992,9.366905473484621e-09,0.0
1993,1.3294098266669607e-08,0.0
1994,6.857404422078162e-09,0.0
1995,7.591431483433553e-09,1.0844901643380922e-09
1996,2.1352368761995422e-08,5.338092190498855e-10
1997,8.630809844589749e-09,4.79489448146353e-10
1998,6.198567881199324e-09,0.0
1999,8.683382013430219e-09,4.570201161957499e-10
2000,2.1206551181762734e-08,0.0
2001,1.7086726700199506e-08,0.0
2002,1.270554239596322e-08,8.76244299341522e-10
2003,7.500461585152607e-09,1.2500769308587678e-09
2004,1.0571499231559756e-08,0.0
2005,8.557123898356167e-09,0.0
2006,1.6059770402421236e-08,4.1178899179428186e-10
2007,1.7975157362570826e-08,3.994479469415779e-10
2008,1.3198063086861112e-08,0.0
2009,1.2397300963584712e-08,0.0
2010,1.0864724231396394e-08,0.0
2011,1.2236710311697152e-08,3.82397197240536e-10
2012,9.531907707582832e-09,6.808505426114664e-10
2013,1.1435412616833673e-08,8.367375126105969e-10
2014,9.961047986450922e-09,2.1654451842767486e-10
2015,8.644644111654998e-09,0.0
2016,1.1599504468051691e-08,4.1426800878596737e-10
2017,1.33327402451755e-08,0.0
2018,1.2649186587054828e-08,7.744400121190154e-10
2019,1.2499840273960672e-08,0.0
