year,faudrait_VERB assembler_VERB,faudrait_VERB rassembler_VERB
1964,0.0,8.517555549758526e-09
1965,2.188817349590977e-09,4.924839203113152e-09
1966,1.1078149508847446e-09,6.092982118843793e-09
1967,1.4791006197611978e-09,1.1339771788243524e-08
1968,4.4914158503495116e-10,7.635406973349745e-09
1969,9.083515606356229e-10,1.407944960618579e-08
1970,0.0,5.518470125309705e-09
1971,1.541519245584766e-09,1.4387513402880359e-08
1972,0.0,1.1799337507056862e-08
1973,1.6539611902288698e-09,4.410563025913916e-09
1974,1.1251143350321513e-09,7.313243344242437e-09
1975,0.0,7.996072248772634e-09
1976,2.285410749536254e-09,1.8283285996290033e-08
1977,1.7630346071939584e-09,1.5279633558407113e-08
1978,1.1881182704343018e-09,2.970295565063452e-09
1979,1.1703946700691858e-09,7.607565244427406e-09
1980,0.0,7.390696055153967e-09
1981,3.1627747087981106e-09,8.223214109648325e-09
1982,0.0,7.449002747961231e-09
1983,0.0,1.136756910824488e-08
1984,1.739702604197646e-09,1.2177918229383522e-08
1985,0.0,8.421781494405423e-09
1986,2.3977941854269602e-09,7.792831269171074e-09
1987,1.2221633705067347e-09,1.8332450224534114e-08
1988,0.0,1.4991384134077634e-08
1989,5.488122178931576e-10,9.878619700032232e-09
1990,5.44865097484859e-10,1.0352437129768077e-08
1991,1.1722930404189924e-09,5.8614650910726596e-09
1992,5.509944167592096e-10,5.509944056569793e-09
1993,1.1078414852150331e-09,8.862731881720265e-09
1994,5.274926606624319e-10,4.2199412852994556e-09
1995,2.1689803286761844e-09,3.795715741716776e-09
1996,0.0,1.0676184380997711e-08
1997,1.917957792585412e-09,1.054876808126437e-08
1998,1.43043876743576e-09,8.582632382569955e-09
1999,4.113180906983871e-09,1.3253583119876566e-08
2000,0.0,8.394259509714175e-09
2001,2.190605918883648e-09,9.20054432640427e-09
2002,4.381221607729913e-09,1.7086764003693133e-08
2003,4.1669229178253886e-10,1.0833999475323708e-08
2004,4.404791253964646e-10,8.80958239690699e-09
2005,9.007499190971657e-10,2.702249757291497e-09
2006,2.8825228870488218e-09,7.823991232669414e-09
2007,1.997239706952314e-09,6.391167151065247e-09
2008,1.7029758714315335e-09,1.0217855006544596e-08
2009,2.384096253749135e-09,1.3350939020995156e-08
2010,1.4171379625338432e-09,5.668551850135373e-09
2011,1.1471915639660324e-09,5.7359579308524644e-09
2012,1.3617010852229328e-09,7.148930780687124e-09
2013,1.1156500168141292e-09,7.80955033974351e-09
2014,1.5158115873603606e-09,1.0394137106572998e-08
2015,1.5516027351836215e-09,1.0417904761084174e-08
2016,2.0713399884186856e-09,8.906762438698479e-09
2017,7.54683426862357e-10,8.804639684001359e-09
2018,1.0325866828253538e-09,6.711813327342497e-09
2019,5.1019755087367e-10,8.673358031785483e-09
