year,petit_ADJ an_NOUN,petit_ADJ rang_NOUN
1800,0.0,1.8864987794131594e-08
1801,7.143547975374531e-09,4.7623651688866175e-09
1802,8.951360541686881e-09,1.1189200677108602e-08
1803,0.0,5.851017448321727e-09
1804,2.4718509461507665e-09,3.460591457837836e-08
1805,2.842877711017877e-09,1.7057265822018053e-08
1806,0.0,0.0
1807,0.0,2.8469551160981155e-09
1808,2.2660739951163578e-09,1.1330369531492579e-08
1809,2.259030518203531e-09,2.259030518203531e-09
1810,7.020380277111826e-09,0.0
1811,7.521229861140455e-09,0.0
1812,5.3344164641089264e-09,0.0
1813,5.751483289628823e-09,5.751483289628823e-09
1814,0.0,3.1466771410748606e-09
1815,8.091670444798638e-09,1.0788894222457657e-08
1816,2.3176038865813098e-09,1.3905623319487859e-08
1817,6.227493631882908e-09,1.0898113522728181e-08
1818,2.384235475716423e-09,4.768470951432846e-09
1819,4.140420006848444e-09,2.070210003424222e-09
1820,0.0,7.119888678630559e-09
1821,9.86148829262845e-10,9.86148829262845e-10
1822,3.0076847679083585e-09,4.010246357211145e-09
1823,1.9765373782121287e-09,0.0
1824,8.421112696055388e-10,5.052667617633233e-09
1825,8.805443041381977e-10,8.805443041381977e-10
1826,0.0,1.7615968683770689e-09
1827,9.217273055917019e-10,1.8434546111834038e-09
1828,1.8344602503717056e-09,1.834460228167245e-08
1829,2.571952872898464e-09,8.57317605795771e-10
1830,3.1310507520032616e-09,1.1480519646056564e-08
1831,0.0,0.0
1832,0.0,1.3529969367098715e-09
1833,2.3167257001688313e-09,0.0
1834,0.0,1.8669061851994684e-09
1835,3.025235173481633e-09,3.025235173481633e-09
1836,1.3441500135158435e-09,3.4947900906523444e-08
1837,5.566312633042969e-09,9.741046969047318e-09
1838,1.0099459268886335e-08,1.199310784016916e-08
1839,3.4957376993105527e-09,2.7965901816529026e-09
1840,6.369688665408546e-10,7.0066574764382494e-09
1841,0.0,8.988767952189392e-09
1842,1.341653010911159e-09,6.708265054555795e-10
1843,4.134837805480629e-09,4.7255288571079745e-09
1844,1.6465684371524958e-09,3.2931368743049916e-09
1845,3.9061593959388574e-09,1.1160455892778032e-09
1846,2.9272506640865004e-09,4.0981511517657054e-09
1847,2.6966118227278457e-09,6.47186837454683e-09
1848,8.045221711050488e-10,3.218088684420195e-09
1849,0.0,5.02764896381791e-09
1850,2.0366988096043315e-09,9.504594444820214e-09
1851,6.449438760824933e-10,1.9348316282474798e-09
1852,0.0,1.9531636308300904e-09
1853,4.777545470346922e-09,7.166318205520383e-09
1854,1.0391328908454511e-09,2.0782657816909023e-09
1855,5.306937111981824e-10,3.1841622671890946e-09
1856,2.0708756931497874e-09,5.177189232874468e-10
1857,1.4644527812635033e-09,3.905207379695241e-09
1858,9.787352039936081e-10,9.787352039936081e-10
1859,5.092173349652285e-10,1.018434669930457e-09
1860,2.288591982591015e-09,5.950339054816567e-09
1861,1.4147891747029462e-09,5.659156698811785e-09
1862,1.8071945051545413e-09,5.873382225018986e-09
1863,1.4983862484108101e-09,3.9956967734511295e-09
1864,3.356309563606885e-09,4.794728170054441e-09
1865,4.706844358715045e-10,9.41368871743009e-10
1866,0.0,4.379051676828283e-09
1867,2.91168689159349e-09,3.88224918879132e-09
1868,2.9639244392143382e-09,2.9639245502366407e-09
1869,4.883519144627257e-10,4.883519033604955e-09
1870,1.1468097582678638e-09,8.027668307875047e-09
1871,2.1242354542039266e-09,2.1242354542039266e-09
1872,0.0,6.047339295989218e-10
1873,5.986004469882289e-10,0.0
1874,5.974609140757536e-10,2.3898436563030145e-09
1875,5.721527140956084e-10,2.8607636259891933e-09
1876,1.813804439976252e-09,7.255217759905008e-09
1877,6.184815992682502e-10,8.658742167710898e-09
1878,3.019544336790858e-09,6.039088673581716e-10
1879,0.0,3.6655952717623563e-09
1880,2.5671385017744797e-09,1.0268554007097919e-08
1881,1.3945015142624584e-09,1.045876096839038e-08
1882,3.3276925659464496e-09,3.3276925659464496e-09
1883,3.159669414998234e-09,0.0
1884,6.601696966868076e-10,5.941527270181268e-09
1885,6.445635691854079e-10,1.2891271383708158e-09
1886,1.2906927748801422e-09,3.2267319927115068e-09
1887,6.528924623161458e-10,7.834709769838355e-09
1888,4.438430289965822e-09,9.510921827882157e-09
1889,1.8795409673089125e-09,3.759082101151279e-09
1890,2.6217545912032847e-09,2.6217545912032847e-09
1891,6.374220040683554e-10,6.374220040683554e-10
1892,6.268512375839919e-10,6.268512375839919e-10
1893,1.2316833108982905e-09,0.0
1894,1.8904617871129403e-09,5.041231432301174e-09
1895,1.8055843487019274e-09,2.4074457982692365e-09
1896,5.89702897624278e-10,2.948514543632541e-09
1897,0.0,2.330685422435863e-09
1898,1.13167097914868e-09,2.8291773368493978e-09
1899,5.527578395003729e-10,2.7637891975018647e-09
1900,3.6337372000261325e-09,7.786579936386318e-09
1901,5.588738916095792e-10,2.794369402536745e-09
1902,4.910283846193408e-10,2.9461704187383475e-09
1903,5.400220270956879e-10,5.400220270956879e-10
1904,2.6873125946735854e-09,1.0211787859759625e-08
1905,1.0321518084666081e-09,1.0321518084666081e-09
1906,2.572092261399206e-09,3.600929110447737e-09
1907,2.057137349353866e-09,2.057137349353866e-09
1908,9.822778146428846e-10,2.4556945366072114e-09
1909,3.300590023513905e-09,6.0510818578052294e-09
1910,1.068830135508847e-09,2.137660271017694e-09
1911,5.320374141248863e-10,5.3203743632934675e-09
1912,1.0418842455450772e-09,2.083768435579003e-09
1913,1.590896969716482e-09,1.590896969716482e-09
1914,6.696743715117748e-10,6.696743715117748e-10
1915,2.3561523843085297e-09,2.1205371680821372e-08
1916,1.0987462051303964e-09,2.197492410260793e-09
1917,0.0,0.0
1918,1.1486376294556067e-09,1.1486376294556067e-09
1919,0.0,0.0
1920,7.572231730534895e-10,6.057785384427916e-09
1921,6.058197943303867e-09,1.5145494858259667e-09
1922,0.0,3.6889677978990676e-09
1923,1.0615948120573648e-09,2.1231896241147297e-09
1924,2.578324886925998e-09,2.578324886925998e-09
1925,3.299453377181294e-09,6.598906754362588e-09
1926,2.229227691330493e-09,1.1146138456652466e-09
1927,0.0,7.804457524684949e-09
1928,3.4278123672848437e-09,1.1426041224282812e-09
1929,0.0,6.684243825105796e-09
1930,3.1510811737689437e-09,6.30216201447098e-09
1931,1.1405356659111021e-09,6.843213995466613e-09
1932,3.287861094491973e-09,4.383814644626227e-09
1933,5.735331320977366e-09,4.588264879146209e-09
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,5.98414207075848e-09,7.180970484910176e-09
1936,0.0,8.487299751891442e-09
1937,2.5182236296217297e-09,1.1332006444320086e-08
1938,0.0,9.075649898271365e-09
1939,0.0,1.5294050470515685e-09
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,3.034211770724937e-09,1.2136847082899749e-08
1943,2.9032352077962287e-09,0.0
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,0.0,0.0
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,0.0,0.0
1948,1.0871887834440486e-09,3.2615663503321457e-09
1949,0.0,6.871905600114303e-09
1950,0.0,1.0635361036293034e-08
1951,1.0661401761424827e-09,0.0
1952,3.1634410646574906e-09,3.1634410646574906e-09
1953,2.1547654771580937e-09,4.3095309543161875e-09
1954,0.0,3.9090144454689835e-09
1955,9.385607846468247e-10,7.508486277174597e-09
1956,8.72114158667614e-10,4.360570571293465e-09
1957,3.5340151360863103e-09,1.0602044964169721e-08
1958,3.3088973783179654e-09,1.6544486891589827e-09
1959,3.875373910666724e-09,7.750747821333448e-10
1960,6.920833350854139e-10,5.536666680683311e-09
1961,2.779263708063695e-09,1.9454845179289748e-08
1962,6.341956404476434e-10,1.9025869768540815e-09
1963,3.233026624194224e-09,9.699079539515765e-09
1964,0.0,1.825190498738749e-09
1965,5.472043373977442e-10,2.7360217424998723e-09
1966,1.1078149508847446e-09,1.1632056873267516e-08
1967,9.860671168482327e-10,9.367637332502454e-09
1968,2.6948494546985557e-09,4.49141579483836e-09
1969,4.5417578031781147e-10,8.629339798282842e-09
1970,1.3796175313274261e-09,5.9783426265003214e-09
1971,5.138397485282553e-10,4.1107179882260425e-09
1972,0.0,6.6691908662264154e-09
1973,2.7566018356850464e-09,8.269805285010534e-09
1974,5.625571675160757e-10,6.750685843659454e-09
1975,0.0,6.282628195464213e-09
1976,5.713526873840635e-10,6.28487961673585e-09
1977,1.1753563677885381e-09,8.22749468554207e-09
1978,1.1881182704343018e-09,1.2475241728537867e-08
1979,5.851973350345929e-10,7.02236779837051e-09
1980,1.1370301367108482e-09,1.7055451717595815e-08
1981,1.2651099057237047e-09,5.6929946312678226e-09
1982,1.2415004579935385e-09,4.9660017209518514e-09
1983,1.89459470334441e-09,1.894594880980094e-08
1984,1.1598016991243298e-09,8.69851257689902e-09
1985,6.015558051686298e-10,7.82022557821449e-09
1986,1.1988970927134801e-09,5.9944854635674005e-09
1987,6.110816852533674e-10,1.099947066762752e-08
1988,0.0,4.077656612366809e-08
1989,5.488122178931576e-10,8.780995486290522e-09
1990,2.179460389939436e-09,7.083246489347772e-09
1991,0.0,7.033758464558559e-09
1992,2.2039776670368383e-09,3.856960861803316e-09
1993,5.539207426075166e-10,6.093128224193833e-09
1994,1.5824779264761446e-09,1.4769794665081548e-08
1995,0.0,4.880205572987961e-09
1996,5.338092190498855e-10,7.473329288743003e-09
1997,0.0,1.1507746977557076e-08
1998,0.0,3.814503379828693e-09
1999,9.140402323914998e-10,2.7421206971744994e-09
2000,0.0,2.209015803611436e-08
2001,1.7524847129024579e-09,4.819332960481759e-09
2002,4.38122149670761e-10,6.133710039879503e-09
2003,8.333845835650777e-10,5.0003075569016175e-09
2004,2.202395626982323e-09,7.04766583980998e-09
2005,0.0,3.602999676388663e-09
2006,4.1178899179428186e-10,5.765045940631097e-09
2007,3.994479469415779e-10,1.3581230029480196e-08
2008,4.257439678578834e-10,7.237647453584017e-09
2009,0.0,8.582746735541491e-09
2010,4.723793023408973e-10,1.4171379625338432e-09
2011,3.82397197240536e-10,9.559929847746673e-09
2012,1.0212758416727752e-09,6.808505564892542e-09
2013,1.952387473913575e-09,8.92519996797958e-09
2014,1.2992671383216248e-09,8.661780542817965e-09
2015,1.1747849276710909e-08,9.309616369468365e-09
2016,8.285360175719347e-10,7.249690292532307e-09
2017,1.509366853724714e-09,5.534345121072093e-09
2018,2.5814667070633845e-10,6.1955199859298205e-09
2019,2.55098775436835e-10,7.652963374127353e-09
