year,eût_VERB enseigné_VERB,eût_VERB renseigné_VERB
1958,1.7371711180658167e-08,1.6544486891589827e-09
1959,1.4726420971555854e-08,2.325224457422337e-09
1960,1.591791587429725e-08,3.460416619915918e-09
1961,1.181187059273725e-08,1.3896318540318475e-09
1962,1.585489073363533e-08,4.43936931660005e-09
1963,7.1126584622049904e-09,3.879631726988464e-09
1964,2.3727476872181796e-08,2.4335873316516654e-09
1965,1.4774516721161035e-08,5.472043373977442e-10
1966,1.4401594583546284e-08,0.0
1967,2.021437595089992e-08,2.465167847631733e-09
1968,1.527081394669949e-08,1.7965663401398047e-09
1969,1.9075383050903838e-08,1.8167031212712459e-09
1970,1.74751555448438e-08,3.219107425067591e-09
1971,1.9525909777939887e-08,0.0
1972,1.4364410994005539e-08,5.130146862875051e-10
1973,1.268036875501366e-08,1.6539611902288698e-09
1974,1.2938814464291681e-08,1.6876715580593782e-09
1975,5.140332159925265e-09,0.0
1976,6.8562320265641574e-09,0.0
1977,8.22749424145286e-09,0.0
1978,5.940591130126904e-09,0.0
1979,4.096381456264453e-09,0.0
1980,9.664756106531058e-09,5.685150683554241e-10
1981,6.325549417596221e-09,6.325549528618524e-10
1982,3.7245013739806154e-09,3.7245013739806154e-09
1983,6.946847541655643e-09,1.2630632095778083e-09
1984,6.958810416790584e-09,5.799008495621649e-10
1985,3.0077789148208467e-09,6.015558051686298e-10
1986,5.994485352545098e-09,1.1988970927134801e-09
1987,9.777306964053878e-09,1.2221633705067347e-09
1988,4.197587610832443e-09,1.798966087207532e-09
1989,7.683371272548811e-09,1.0976244357863152e-09
1990,4.90378582185258e-09,0.0
1991,2.344586080837985e-09,0.0
1992,5.509944056569793e-09,5.509944167592096e-10
1993,7.754890063438324e-09,1.1078414852150331e-09
1994,6.857404422078162e-09,5.274926606624319e-10
1995,3.795715741716776e-09,5.422450821690461e-10
1996,1.067618438099771e-09,1.067618438099771e-09
1997,6.233362714880286e-09,1.438468344439059e-09
1998,1.0966696883940585e-08,0.0
1999,7.312321859131998e-09,4.570201161957499e-10
2000,5.3016377954406835e-09,0.0
2001,7.448059946568719e-09,0.0
2002,3.504977197366088e-09,2.1906108038649563e-09
2003,2.083461403401543e-09,8.333845835650777e-10
2004,5.285749615779878e-09,4.404791253964646e-10
2005,2.702249757291497e-09,4.5037495954858286e-10
2006,6.58862386870851e-09,2.0589450144825605e-09
2007,6.7906151812735516e-09,7.988958938831558e-10
2008,3.405951742863067e-09,8.514879357157668e-10
2009,3.814554005998616e-09,4.76819250749827e-10
2010,5.196172381261022e-09,9.447586046817946e-10
2011,4.206369030868018e-09,3.82397197240536e-10
2012,5.7872298064864935e-09,2.0425516833455504e-09
2013,7.80955033974351e-09,1.6734750252211938e-09
2014,9.744502982300673e-09,2.5985342766432495e-09
2015,9.531274436369586e-09,2.21657536769726e-09
2016,1.3463710146766061e-08,2.4856081637381067e-09
2017,2.7671724911471074e-09,1.2578056374223934e-09
2018,1.0842160058643913e-08,2.581466596041082e-09
2019,1.0714148679369373e-08,3.826481798085979e-09
