year,eût_VERB établi_VERB,eût_VERB etabli_VERB,eût_VERB rétabli_VERB
1800,1.760732146749433e-07,0.0,3.458580977167003e-08
1801,2.1192525423430197e-07,0.0,6.905429472681135e-08
1802,1.320325679898815e-07,0.0,2.2378401354217203e-08
1803,2.340407121437238e-07,0.0,7.021220937986072e-08
1804,1.1123329102247226e-07,0.0,3.707776485839531e-08
1805,1.3077237781544682e-07,0.0,1.7057265822018053e-08
1806,1.0950342499427279e-07,0.0,1.2391177506287931e-07
1807,1.822051274302794e-07,0.0,4.27043254092041e-08
1808,1.7675377250725433e-07,4.5321479902327155e-09,3.852325747288887e-08
1809,2.2364402241237258e-07,0.0,6.09938268780752e-08
1810,1.778496283577624e-07,0.0,3.510190182964834e-08
1811,1.504246114336638e-07,0.0,2.0056614147279106e-08
1812,1.893717893608482e-07,0.0,2.1337665856435706e-08
1813,1.0640243885973177e-07,0.0,4.601186631703058e-08
1814,1.7306724942045548e-07,6.293354282149721e-09,7.552024783308298e-08
1815,2.265667831125029e-07,0.0,2.400528842372296e-07
1816,2.062667476820934e-07,0.0,3.244645441213834e-08
1817,2.273035164535031e-07,0.0,5.4490570278176165e-08
1818,1.323250700124845e-07,0.0,1.1205906957911793e-07
1819,2.1323162968656106e-07,0.0,8.79839276990424e-08
1820,1.685040302845664e-07,0.0,6.170570543417853e-08
1821,1.3904698903388635e-07,0.0,2.859831660373402e-08
1822,1.8246620925310708e-07,3.0076847679083585e-09,3.909990198280866e-08
1823,2.0160680946901266e-07,9.882686891060644e-10,9.685032864581444e-08
1824,2.3494904155541008e-07,0.0,4.463189640091514e-08
1825,2.0340573314570065e-07,0.0,7.924898426381333e-08
1826,1.876100697018046e-07,3.5231937367541377e-09,8.103345550125596e-08
1827,2.239797396441645e-07,0.0,7.005127855563842e-08
1828,1.4950850868444832e-07,0.0,2.109629271274116e-08
1829,2.0489891028319107e-07,0.0,5.3153691226270894e-08
1830,2.1186777132697898e-07,0.0,6.157733167810875e-08
1831,1.9489007740958186e-07,0.0,5.9246584527272717e-08
1832,1.0959275442701255e-07,0.0,5.547287429408243e-08
1833,1.633291617508803e-07,0.0,4.2859426230279496e-08
1834,2.0162586622518575e-07,9.334530925997342e-10,2.9870498963191494e-08
1835,1.5353069215962023e-07,0.0,3.781543966852041e-08
1836,1.7272327568207402e-07,0.0,3.965242711956307e-08
1837,1.2385045522478322e-07,6.957890930081589e-10,6.818733311320102e-08
1838,1.4517972601879592e-07,0.0,7.006499913586595e-08
1839,2.1184169440857659e-07,0.0,5.453350482298447e-08
1840,1.248458971758737e-07,0.0,6.11490094115652e-08
1841,1.662922102241282e-07,6.420548537278137e-10,6.292137300079048e-08
1842,1.6435249960977671e-07,1.341653010911159e-09,3.152884531232303e-08
1843,2.008349753168659e-07,0.0,4.902736350231862e-08
1844,1.7453625389407534e-07,0.0,3.896878553177885e-08
1845,1.3783163410607813e-07,5.580227946389016e-10,2.399498022498392e-08
1846,1.5924243257359194e-07,0.0,3.805426018743674e-08
1847,1.1271837507820237e-07,0.0,2.3190860787281053e-08
1848,1.1906928421012708e-07,0.0,1.689496542667257e-08
1849,1.1144621936409749e-07,2.513824481908955e-09,4.692472543865733e-08
1850,1.5954140053509036e-07,0.0,4.752297400045791e-08
1851,1.186696749755356e-07,6.449438760824933e-10,2.644269869733762e-08
1852,1.1133032984389502e-07,0.0,4.231854688896419e-08
1853,1.6004777592115715e-07,1.7915795513800958e-09,3.822036376277538e-08
1854,1.2313724084833666e-07,0.0,2.5978321716024766e-08
1855,1.1250706677401467e-07,0.0,3.874064091746732e-08
1856,1.496207744366984e-07,0.0,2.692138423299184e-08
1857,1.3814670296596887e-07,0.0,5.564920257938866e-08
1858,1.1940569777380006e-07,4.893676019968041e-10,2.6425849952715907e-08
1859,1.37997901106246e-07,0.0,3.564521477983362e-08
1860,1.199222197101335e-07,0.0,2.70053845952134e-08
1861,1.2214346156724787e-07,0.0,3.6312922446768425e-08
1862,1.138532539357584e-07,0.0,3.207770404856092e-08
1863,1.2636390067655157e-07,0.0,3.49623441309177e-08
1864,9.973034309496143e-08,0.0,1.8699438442126848e-08
1865,1.1814179146085735e-07,0.0,2.447559133145205e-08
1866,1.1823439649560896e-07,0.0,2.432806489593986e-08
1867,9.365925990323376e-08,0.0,3.34843974769683e-08
1868,9.929146926879184e-08,0.0,3.309715523869272e-08
1869,1.2355303624644876e-07,4.883519144627257e-10,3.1742874995188686e-08
1870,1.3073631066617963e-07,0.0,3.096386436141074e-08
1871,1.0302542108320267e-07,0.0,1.911811864374613e-08
1872,8.950062380108648e-08,0.0,2.963196266136947e-08
1873,8.260686001904105e-08,0.0,1.1972009161809183e-08
1874,9.021659508334778e-08,0.0,1.0156835372754358e-08
1875,7.78127713374488e-08,0.0,1.7736734747586524e-08
1876,1.1003746891447008e-07,6.04601479992084e-10,1.813804395567331e-08
1877,7.050689987408987e-08,0.0,1.4843558382438005e-08
1878,5.6163525385954927e-08,0.0,1.4493812372506909e-08
1879,6.109325312309011e-08,0.0,2.993569481191116e-08
1880,8.856628141984402e-08,0.0,1.4761046607247863e-08
1881,5.9266312746331096e-08,0.0,1.3945014920579979e-08
1882,6.189507928411331e-08,0.0,1.8635077481121698e-08
1883,7.204046426068089e-08,0.0,2.9068958795619437e-08
1884,9.04432511106279e-08,0.0,1.9144920315739e-08
1885,6.703461252755005e-08,0.0,2.2559724754955823e-08
1886,5.808117364836107e-08,0.0,2.968593371122097e-08
1887,6.790081386043312e-08,0.0,2.7421483750345033e-08
1888,7.355112785489837e-08,0.0,1.521747527988282e-08
1889,6.265136676120164e-08,0.0,2.318100555953606e-08
1890,7.013193226157455e-08,0.0,8.520702365899524e-09
1891,6.119250883784844e-08,6.374220040683554e-10,2.8046567734918426e-08
1892,7.835640758457885e-08,0.0,2.6954603882245465e-08
1893,6.651089989873071e-08,0.0,1.4164357686752282e-08
1894,4.852185142567578e-08,0.0,5.671385139294216e-09
1895,7.101964882849643e-08,0.0,1.0833506536300774e-08
1896,5.189385632320409e-08,0.0,1.8870492723976895e-08
1897,6.467652013952829e-08,0.0,1.8645483379486905e-08
1898,6.733442603490403e-08,0.0,7.355861253444118e-09
1899,6.909473171390346e-08,0.0,1.7688250864011934e-08
1900,4.671947806400567e-08,0.0,1.8168686111152965e-08
1901,5.253414414596591e-08,0.0,8.38310842965484e-09
1902,4.1246384085980026e-08,0.0,1.2275709337927765e-08
1903,6.588268774976314e-08,0.0,1.9980815224585058e-08
1904,6.23456486437135e-08,0.0,8.599400302955473e-09
1905,6.812202002492995e-08,0.0,1.8062657147766004e-08
1906,5.14418445618503e-08,0.0,4.629765903985117e-09
1907,6.222840198688573e-08,0.0,3.0857059130084963e-09
1908,4.518478036175111e-08,0.0,1.1296195090437777e-08
1909,3.025541062129378e-08,0.0,1.4302557360679202e-08
1910,5.183825990684454e-08,5.344150677544235e-10,4.809735720812114e-09
1911,6.384448880680793e-08,0.0,6.384448969498635e-09
1912,5.2094211611120045e-08,0.0,1.614920641657136e-08
1913,3.4999732889673396e-08,0.0,8.484783542428431e-09
1914,5.424362470307642e-08,0.0,1.1384464038144415e-08
1915,4.005459075528961e-08,0.0,9.424609537234119e-09
1916,4.1752354462687435e-08,0.0,5.493730803607377e-09
1917,3.61891991929042e-08,0.0,1.973956464951243e-08
1918,6.317507228459363e-08,0.0,8.040463406189247e-09
1919,6.721729306491397e-08,0.0,2.025726608678724e-08
1920,4.543338860685253e-08,0.0,2.0445025228355007e-08
1921,4.770830841493989e-08,0.0,2.3475516641724425e-08
1922,3.9103056792555435e-08,0.0,1.2542490601674672e-08
1923,4.989495749896378e-08,0.0,1.2739137744688378e-08
1924,3.351822286390416e-08,0.0,1.5469948877466777e-08
1925,2.859526304632709e-08,0.0,9.898360353588487e-09
1926,3.343841470382358e-08,0.0,1.0031524944054127e-08
1927,4.3481975353643065e-08,0.0,8.919379901328739e-09
1928,3.884854038460617e-08,0.0,3.4278122562625413e-09
1929,3.676334259239411e-08,0.0,1.3368487650211591e-08
1930,4.20144132817768e-08,0.0,1.8906487042613662e-08
1931,3.5356606531422585e-08,0.0,9.124285327288817e-09
1932,4.603005265835236e-08,0.0,9.863582839386709e-09
1933,5.391211388428019e-08,0.0,1.605892663292252e-08
1934,5.6313425034204556e-08,0.0,5.990790086229936e-09
1935,2.2739740757060645e-08,0.0,2.2739740757060645e-08
1936,3.15242587589637e-08,0.0,4.849885826274658e-09
1937,2.895957251780601e-08,0.0,1.0072894518486919e-08
1938,2.074434313215079e-08,0.0,6.482607339819424e-09
1939,2.2941076593951948e-08,0.0,3.058810094103137e-09
1940,5.325144059042941e-08,0.0,2.5357829169792012e-09
1941,3.246652724442356e-08,0.0,2.9515025978810172e-09
1942,2.730790527039062e-08,0.0,9.102635090130207e-09
1943,3.774205836748479e-08,0.0,2.0322646676618206e-08
1944,3.213186161588055e-08,0.0,4.819779064746399e-08
1945,6.535512397931598e-08,0.0,1.9606536838523425e-08
1946,3.3410650246423756e-08,0.0,1.2528993842408909e-08
1947,4.52993091926146e-08,0.0,1.907339353124371e-08
1948,1.6307831529616124e-08,0.0,8.697510267552389e-09
1949,3.337782672474532e-08,0.0,8.835307596655184e-09
1950,6.062155932795577e-08,0.0,1.2762433776458693e-08
1951,3.5182626589858046e-08,0.0,5.330700769690111e-09
1952,2.8470971358274255e-08,0.0,1.7926167217297007e-08
1953,2.8011951869189033e-08,0.0,9.69644453618912e-09
1954,2.052232517257835e-08,0.0,1.8567819282111486e-08
1955,2.815682265122632e-08,0.0,8.447047505910632e-09
1956,2.616342520411763e-08,0.0,1.3953826538681824e-08
1957,1.9437083054185678e-08,0.0,5.301022731885041e-09
1958,2.5643954515430778e-08,0.0,1.4890038535497752e-08
1959,3.1778064624177205e-08,0.0,3.8753737996444215e-09
1960,2.9759583242139342e-08,0.0,8.997083078554624e-09
1961,2.848745239703021e-08,0.0,3.47407969059077e-09
1962,2.473363025501385e-08,0.0,3.805173953708163e-09
1963,2.3277792138287623e-08,0.0,6.466053470433053e-09
1964,3.528701597588224e-08,0.0,5.475571551727398e-09
1965,2.3529786119524942e-08,1.0944086747954884e-09,1.4774516721161035e-08
1966,2.3818021332999706e-08,0.0,1.273987226824147e-08
1967,3.451235031093347e-08,0.0,1.035370456037299e-08
1968,3.0092486724697665e-08,0.0,1.1677681044375277e-08
1969,3.0429777808649305e-08,4.5417578031781147e-10,6.358460868938209e-09
1970,2.207388050123882e-08,0.0,1.4715920038099739e-08
1971,2.3122789016838396e-08,0.0,7.193756701440179e-09
1972,2.5137719461554298e-08,0.0,6.669190977248718e-09
1973,2.3155456219114967e-08,0.0,8.269805285010534e-09
1974,1.2376257352286757e-08,5.625571675160757e-10,3.3753431161187564e-09
1975,2.513051278185685e-08,0.0,5.711480177694739e-09
1976,1.0284348483935446e-08,0.0,3.4281160132820787e-09
1977,1.1753563455840776e-08,0.0,1.7630346071939584e-09
1978,1.841583241457556e-08,0.0,2.970295565063452e-09
1979,1.6385525825057812e-08,0.0,1.7555920051037788e-09
1980,9.664756106531058e-09,0.0,4.548120546843393e-09
1981,3.795329828193417e-09,0.0,8.855769451088236e-09
1982,1.0552754226011984e-08,0.0,6.2075020679230875e-09
1983,1.0104505676622466e-08,0.0,2.5261264191556165e-09
1984,1.5077421977593986e-08,0.0,5.799008495621649e-10
1985,6.617113967877231e-09,0.0,1.8046674155058895e-09
1986,7.792831269171074e-09,0.0,5.994485352545098e-09
1987,1.3443797186596385e-08,0.0,6.110816852533674e-10
1988,1.6190695006912392e-08,0.0,5.99655392008458e-09
1989,1.4269117443177493e-08,0.0,5.488121956886971e-09
1990,9.262707045820662e-09,0.0,4.358920779878872e-09
1991,1.0550637696837839e-08,0.0,6.4476117778156095e-09
1992,9.91789939064347e-09,0.0,4.958949695321735e-09
1993,2.1602909683338112e-08,0.0,4.4313659408601325e-09
1994,1.7407257857371405e-08,0.0,6.329911705904578e-09
1995,8.675921314704738e-09,0.0,4.880205572987961e-09
1996,1.0676184380997711e-08,0.0,2.135236876199542e-09
1997,5.753873377756236e-09,0.0,6.233362714880286e-09
1998,1.2873949017944142e-08,0.0,1.9072516899143466e-09
