year,doit_VERB ouvrir_VERB,doit_VERB rouvrir_VERB
1991,1.641210189973208e-07,3.5168792322792797e-09
1992,1.3168767054594355e-07,5.509944167592096e-10
1993,1.5786741869305843e-07,3.877445031719162e-09
1994,1.53500366195658e-07,3.164955852952289e-09
1995,1.4911739754097653e-07,4.337960657352369e-09
1996,1.8416417901789828e-07,8.007138063703678e-09
1997,1.8556241343503643e-07,4.794894259418925e-09
1998,1.7737440316523134e-07,6.198567881199324e-09
1999,1.7458168599659984e-07,9.140402212892695e-09
2000,1.7495405302270228e-07,3.092622158362701e-09
2001,1.6867664953679196e-07,6.571817756650944e-09
2002,1.5640961237295414e-07,5.6955880012310445e-09
2003,1.4250876745336427e-07,3.7502307925763034e-09
2004,1.709059063159657e-07,7.047666006343434e-09
2005,1.598831147475721e-07,7.205999352777326e-09
2006,1.8159894921154773e-07,4.529678854225949e-09
2007,1.8055047235066013e-07,8.787854888225866e-09
2008,1.7285205444750318e-07,8.940623352771127e-09
2009,1.5687353993598663e-07,1.0013204487790972e-08
2010,1.6060896257386048e-07,8.030448306328708e-09
2011,1.7934428342414321e-07,1.1471915861704929e-08
2012,1.569360534858788e-07,1.191488419038933e-08
2013,1.4782362711684982e-07,8.08846234434668e-09
2014,1.2884399325230333e-07,7.795602385840539e-09
2015,1.465156316271532e-07,1.3742767812630063e-08
2016,1.5555764321106835e-07,8.906762438698479e-09
2017,1.3282428312777483e-07,5.282783988036499e-09
2018,1.3655959207881097e-07,8.776987137082415e-09
2019,1.3061057302365953e-07,7.90806176098613e-09
