year,doit_VERB ouvrir_VERB,doit_VERB rouvrir_VERB
1800,1.760732146749433e-07,3.144164484325529e-09
1801,2.2621235018505104e-07,0.0
1802,1.6336232988578558e-07,0.0
1803,8.386458461018265e-08,0.0
1804,1.9033252840472414e-07,0.0
1805,1.8194417350514414e-07,1.1371510844071508e-08
1806,2.564685530614952e-07,0.0
1807,1.2811298688575334e-07,0.0
1808,1.359644414833383e-07,0.0
1809,1.6265019553429738e-07,0.0
1810,2.6443433398526395e-07,4.680253518074551e-09
1811,8.774768645025688e-08,0.0
1812,3.947468201204174e-07,2.1337665856435706e-08
1813,1.0927818294703684e-07,0.0
1814,2.391474538399052e-07,0.0
1815,3.884001955611893e-07,0.0
1816,2.503012126453541e-07,4.6352077731626196e-09
1817,1.0742426326260102e-07,1.556873407970727e-09
1818,1.7047283051851991e-07,0.0
1819,1.8424869097088958e-07,8.280840013696888e-09
1820,1.9105034709809843e-07,2.3732962262101864e-09
1821,1.410192851380998e-07,9.861488514673056e-09
1822,1.45371430448904e-07,8.02049271442229e-09
1823,2.2433698632084997e-07,1.9765373782121287e-09
1824,1.6336959163254505e-07,8.421112696055388e-10
1825,1.3736490700466675e-07,0.0
1826,1.902524644492587e-07,6.1655889282974385e-09
1827,1.4286773364347027e-07,9.217273055917019e-10
1828,2.027078522814918e-07,5.503380862137419e-09
1829,1.6889157450350467e-07,1.0287811491593857e-08
1830,2.0560567293159693e-07,1.0436835840010872e-09
1831,1.6058942264862708e-07,1.5591206103948707e-09
1832,1.4747666909897816e-07,1.3529969367098715e-09
1833,1.760711541010096e-07,1.1583628500844156e-09
1834,1.978920494138947e-07,9.334530925997342e-10
1835,1.6714423622943286e-07,3.781543966852041e-09
1836,1.7003497987388982e-07,0.0
1837,1.899504269431418e-07,0.0
1838,1.5464796376818413e-07,6.312161904276081e-10
1839,2.2302805291474215e-07,0.0
1840,2.2676091759876726e-07,3.1848443882154243e-09
1841,2.0481549256601284e-07,3.852329122366882e-09
1842,2.36130929920364e-07,6.708265054555795e-10
1843,2.173743212097179e-07,5.906911071384968e-10
1844,2.672929326763551e-07,2.195424508855126e-09
1845,1.6461672203149647e-07,0.0
1846,1.7914774730343197e-07,1.1709002656346001e-09
1847,1.5154958532548335e-07,1.0786447290911383e-09
1848,1.8021296455117408e-07,0.0
1849,1.726159410964101e-07,4.1897072478036534e-09
1850,2.1792676818677137e-07,2.0366988096043315e-09
1851,2.1670113881100406e-07,2.579775504329973e-09
1852,1.354193415181726e-07,1.3021090872200602e-09
1853,1.7736637403231725e-07,8.360704129017904e-09
1854,1.6937866575972294e-07,3.63696517347023e-09
1855,1.5496256366986927e-07,4.776243400783642e-09
1856,2.1744195066730754e-07,3.1063134287023786e-09
1857,1.7768692828212806e-07,2.4407544874094356e-09
1858,1.6198067953610007e-07,4.893676019968041e-10
1859,1.6702328764495178e-07,5.092173349652285e-10
1860,2.128390548250536e-07,1.373155145145688e-09
1861,1.7401906404757028e-07,1.4147891747029462e-09
1862,1.8885182839767367e-07,0.0
1863,1.423466926553374e-07,3.496234635136375e-09
1864,1.601439123533055e-07,1.4384183844029508e-09
1865,1.845082948648269e-07,5.177528628053096e-09
1866,1.4791463343044597e-07,9.731225825149181e-10
1867,1.5189300484053092e-07,4.85281148598915e-10
1868,1.2349684652690485e-07,9.87974813071446e-10
1869,1.9875922419032577e-07,1.4650557433881772e-09
1870,1.7890232584250043e-07,5.160643912205387e-09
1871,1.338268305062229e-07,1.0621177271019633e-09
1872,1.5420715726577328e-07,6.047339518033823e-09
1873,1.604249177944439e-07,7.183205141814142e-09
1874,1.6250936596406973e-07,2.3898436563030145e-09
1875,1.922433057188755e-07,1.716458086775674e-09
1876,1.7049761424914323e-07,9.673623679873344e-09
1877,1.5771280459375703e-07,6.184815992682502e-10
1878,1.1715832215486444e-07,1.2078177347163432e-09
1879,1.4479100229891628e-07,2.443730107160036e-09
1880,1.3349119853955926e-07,1.9253538763308597e-09
1881,1.6315667039634718e-07,6.2752567586699115e-09
1882,1.7437109534057527e-07,6.655385131892899e-10
1883,1.2006744043446815e-07,6.951272890631799e-09
1884,1.4523733682381135e-07,5.281357573494461e-09
1885,1.2826815520838863e-07,1.2891271383708158e-09
1886,1.310053221459384e-07,0.0
1887,1.436363419315967e-07,1.3057849246322917e-09
1888,1.4710225570979674e-07,1.2047167707862627e-08
1889,1.509897913365421e-07,2.5060546970934183e-09
1890,1.7172492050576693e-07,5.243509182406569e-09
1891,1.313089370569287e-07,1.2748440081367107e-09
1892,1.5984706180915964e-07,5.014809900671935e-09
1893,1.3117427499764744e-07,1.2316833108982905e-09
1894,1.4871632458834938e-07,7.561847148451761e-09
1895,1.2578904318161221e-07,2.4074457982692365e-09
1896,9.376275755812458e-08,5.89702897624278e-10
1897,1.1769961361096648e-07,3.4960281336537946e-09
1898,1.1316709702668959e-07,7.355861253444118e-09
1899,1.5477219506010442e-07,2.7637891975018647e-09
1900,1.3704379853152204e-07,1.038210628578895e-09
1901,1.3748297078564065e-07,5.029864968975062e-09
1902,1.6645861933284323e-07,0.0
1903,1.0260418292773466e-07,3.2401321625741275e-09
1904,1.7037561406141322e-07,1.0749250378694342e-09
1905,1.3676012144969718e-07,2.580379465655369e-09
1906,1.3220554251347494e-07,4.115347618238729e-09
1907,1.57371005116147e-07,4.114274698707732e-09
1908,1.3015180400088866e-07,4.911389073214423e-10
1909,1.3312380531260715e-07,3.300590023513905e-09
1910,1.0207327960642942e-07,1.068830135508847e-09
1911,1.0161914332229571e-07,0.0
1912,1.3596589099051926e-07,0.0
1913,1.0871129063616536e-07,2.6514948014977335e-09
1914,1.171930179566516e-07,1.3393487430235496e-09
1915,1.060268601804637e-07,1.1780761921542648e-09
1916,7.1418504887788e-08,5.493730803607377e-09
1917,1.4366015932409937e-07,7.676496771580332e-09
1918,1.343906035344844e-07,5.743188147278033e-09
1919,1.6758284004936286e-07,3.6831393490643904e-09
1920,1.2039848229505878e-07,6.057785384427916e-09
1921,1.4009582116614183e-07,5.300923255902035e-09
1922,1.1730917748309366e-07,4.426761179843197e-09
1923,8.386599148479945e-08,0.0
1924,1.0055467214442615e-07,9.02413699321869e-09
1925,1.2207976851641433e-07,6.598906754362588e-09
1926,9.13983342343272e-08,7.802296586589819e-09
1927,1.438250052387957e-07,8.919379901328739e-09
1928,1.3025686484979815e-07,1.1426041224282812e-09
1929,1.4259720160225697e-07,1.0026365515614089e-08
1930,1.2289216044791829e-07,0.0
1931,9.58049923838189e-08,1.1405356659111021e-09
1932,1.2822657424749195e-07,3.287861094491973e-09
1933,1.1011835709950901e-07,1.1470662197865522e-09
1934,1.1622132944921759e-07,1.1981580172459871e-09
1935,1.1010821765466972e-07,2.393656828303392e-09
1936,1.4064669073832192e-07,0.0
1937,7.932404599841902e-08,3.777335333410292e-09
1938,1.4261735259424313e-07,2.5930428915188486e-09
1939,1.4376406909377693e-07,1.3764645423464117e-08
1940,9.128818589942966e-08,1.0143131667916805e-08
1941,1.121570960549434e-07,0.0
1942,1.365395263519531e-07,3.034211770724937e-09
1943,9.580676163523094e-08,0.0
1944,8.996921252446555e-08,0.0
1945,1.0674669681520754e-07,2.178504043826024e-09
1946,1.0440827935553898e-07,6.960552134671616e-09
1947,1.0728783905733508e-07,2.3841741914054637e-09
1948,1.3372421392432443e-07,1.0871887834440486e-09
1949,1.0209688383611137e-07,9.817008317369869e-10
1950,1.063536174683577e-07,1.0635361480382244e-09
1951,9.808489664919762e-08,3.1984206394497505e-09
1952,9.384875454543362e-08,1.0544803918932644e-09
1953,1.0666089167443715e-07,3.232148326759443e-09
1954,1.4072452358959708e-07,0.0
1955,9.479463614070482e-08,4.6928039232341234e-09
1956,1.3953825828139088e-07,2.616342476002842e-09
1957,1.2015651407182304e-07,1.7670075402875796e-09
1958,1.2160198537003453e-07,8.272243445794913e-10
1959,1.0696032148871382e-07,0.0
1960,1.0035208219960623e-07,4.844583401109048e-09
1961,1.153394464381563e-07,1.3896318540318475e-09
1962,1.1478940820097705e-07,2.5367825617905737e-09
1963,1.1897537888216903e-07,1.2932106496776896e-09
1964,1.5514119411363936e-07,1.8251904432275978e-09
1965,1.2312096941968775e-07,3.2832261354087677e-09
1966,1.1133540311902834e-07,3.3234448526542337e-09
1967,1.4150063520901313e-07,4.437302081328198e-09
1968,1.607926805036186e-07,8.982831700699023e-10
1969,1.4124866254405788e-07,3.6334062425424918e-09
1970,1.2370570345865417e-07,1.8394900047624674e-09
1971,1.6442871242361434e-07,4.624557625731995e-09
1972,1.5236535944040952e-07,7.69522046084603e-09
1973,1.4885650045926013e-07,1.6539611902288698e-09
1974,1.4513975088448205e-07,6.750686232237513e-09
1975,1.296506013659382e-07,3.4268881066168433e-09
1976,1.2455488729301578e-07,1.7140580066410394e-09
1977,1.5279633203135745e-07,6.464460078348111e-09
1978,1.467326029569449e-07,1.7821774056514528e-09
1979,1.2055065212734917e-07,4.681578680276743e-09
1980,1.1995668103281787e-07,2.8425752862659692e-09
1981,1.3726442205097555e-07,4.427884725544118e-09
1982,1.4091030209328892e-07,3.1037510339615437e-09
1983,1.338846971066232e-07,7.57837881337764e-09
1984,1.368565989423587e-07,1.1598016991243298e-09
1985,1.4858427732633572e-07,5.414002135495366e-09
1986,1.0070735356748628e-07,4.7955883708539204e-09
1987,1.442152779418393e-07,1.8332451112712533e-09
1988,1.4931418945707264e-07,2.398621523624911e-09
1989,1.531186057945888e-07,5.488121956886971e-09
1990,1.6890818699266674e-07,8.172976073694826e-09
