year,voulait_VERB apporter_VERB,voulait_VERB rapporter_VERB
1941,2.3612020783048138e-08,8.854508237732261e-09
1942,2.1239483061208375e-08,1.8205270180260413e-08
1943,4.064529335323641e-08,2.9032352077962287e-09
1944,2.2492303131116387e-08,0.0
1945,5.2284097051824574e-08,4.357008087652048e-09
1946,3.7586982415405146e-08,9.744772988540262e-09
1947,3.5762614203349585e-08,1.1920871401116528e-08
1948,1.522064252412747e-08,7.610321262063735e-09
1949,3.435953033203987e-08,5.890204768377316e-09
1950,2.9779013033248702e-08,7.444753258312176e-09
1951,2.7719645245838365e-08,6.396841278899501e-09
1952,1.4762725264461096e-08,9.490323193972472e-09
1953,2.8011951869189033e-08,8.619061908632375e-09
1954,1.6613311615287785e-08,8.795282724349818e-09
1955,2.627970197011109e-08,6.569925492527773e-09
1956,2.8779767902165077e-08,5.232684952005684e-09
1957,2.297109880089465e-08,9.718541527092839e-09
1958,1.7371711180658167e-08,8.272243334772611e-09
1959,2.6352543258667538e-08,1.007597205671118e-08
1960,2.6991250123842292e-08,6.2287499602575735e-09
1961,2.223410966450956e-08,4.86371165564492e-09
1962,1.5220695814832652e-08,6.341956293454132e-09
1963,1.4871922360271128e-08,7.1126584622049904e-09
1964,2.251068309533366e-08,6.083968440151466e-09
1965,2.134096988015699e-08,4.377634699181954e-09
1966,3.26805427164345e-08,4.985167390003653e-09
1967,3.007504645324843e-08,8.381570104631919e-09
1968,2.110965446888713e-08,4.940557296606585e-09
1969,2.8613074576355757e-08,6.358460868938209e-09
1970,2.483311511980446e-08,1.0117195081704722e-08
1971,1.798439086542203e-08,7.193756701440179e-09
1972,1.898154344814884e-08,3.0780880067027283e-09
1973,2.260413545229767e-08,2.205281512956958e-09
1974,2.3627400480563665e-08,5.625571564138454e-09
1975,2.227477224892027e-08,5.140332159925265e-09
1976,1.656922776760439e-08,6.8562320265641574e-09
1977,2.4094806150287695e-08,5.876781838942691e-10
1978,3.6237608469491533e-08,5.940591130126904e-09
1979,2.4578287849408298e-08,5.851973128301324e-09
1980,1.7055452161685025e-08,2.2740602734216964e-09
1981,2.0874313833019187e-08,6.325549417596221e-09
1982,2.110550845202397e-08,7.449002747961231e-09
1983,4.16810870262907e-08,1.3893695083311286e-08
1984,3.015484395518797e-08,4.059305780401701e-09
1985,1.564045071233977e-08,3.609334831011779e-09
1986,1.978180286243969e-08,4.7955883708539204e-09
1987,2.627651163322753e-08,4.277571630240118e-09
1988,2.5785181989590455e-08,1.1993107618124554e-09
1989,3.128229764115531e-08,4.390497743145261e-09
1990,2.9967580417178397e-08,4.358920779878872e-09
1991,2.6376593353916178e-08,7.033758464558559e-09
1992,3.4712648755430564e-08,5.509944056569793e-09
1993,1.938722604677423e-08,5.539207315052863e-09
1994,3.2177052133874895e-08,6.329911705904578e-09
1995,2.6570008415660595e-08,8.133675954979935e-09
1996,3.25623616959092e-08,4.270473752399084e-09
1997,2.3974472185273044e-08,2.876936688878118e-09
1998,2.6224711291433778e-08,5.72175506974304e-09
1999,2.3308025731694215e-08,6.8553016596695215e-09
2000,1.9439339027371716e-08,4.859834756842929e-09
2001,2.4972907297637903e-08,4.381211837767296e-09
2002,2.6287329646379476e-08,7.009954394732176e-09
2003,3.4585461605729506e-08,7.500461585152607e-09
2004,3.303593487657963e-08,7.488145215006625e-09
2005,3.377812163307681e-08,8.106749049829887e-09
2006,2.5119128110873135e-08,7.000412693969338e-09
2007,2.8760252845927425e-08,5.592271090648637e-09
2008,2.8950589481269162e-08,6.3861596011349775e-09
2009,2.574823909640145e-08,6.198650481792356e-09
2010,3.259417269418918e-08,5.196172381261022e-09
2011,3.135657067332431e-08,1.185431308670104e-08
2012,4.0510606424959406e-08,1.1234034147378225e-08
2013,2.9564725778641332e-08,1.1993237514218436e-08
2014,3.2481676015549965e-08,1.1693403578760808e-08
2015,2.9258794498332463e-08,1.6402658786773827e-08
2016,3.87340577390205e-08,1.7192121504194802e-08
2017,2.4904551310100942e-08,8.049956257139002e-09
2018,3.614053412093199e-08,7.486253394972664e-09
2019,3.010165627870265e-08,9.438654302584837e-09
