year,auraient_VERB empli_VERB,auraient_VERB rempli_VERB
1919,0.0,2.4861190439651182e-08
1920,0.0,3.33178178379967e-08
1921,0.0,1.6660044011018726e-08
1922,0.0,2.1396012073182646e-08
1923,8.492758496458919e-09,1.2739137744688378e-08
1924,0.0,1.804827398643738e-08
1925,2.1996355847875293e-09,1.8696901804560184e-08
1926,3.343841648018042e-09,2.452150482668003e-08
1927,2.2298449753321847e-09,2.7873062080630007e-08
1928,0.0,1.0283437212876834e-08
1929,0.0,2.1166771446701205e-08
1930,0.0,2.3107928015519974e-08
1931,2.2810713318222042e-09,2.2810713318222042e-08
1932,0.0,1.9727165678773417e-08
1933,0.0,2.867665571670841e-08
1934,0.0,4.672816089623666e-08
1935,0.0,1.4361940969820353e-08
1936,2.424942913137329e-09,1.6974599503782883e-08
1937,0.0,1.6368453259474336e-08
1938,1.2965214457594243e-09,1.5558256905023882e-08
1939,0.0,1.8352860564618823e-08
1940,0.0,4.057252667166722e-08
1941,2.9515025978810172e-09,1.7709016475464523e-08
1942,0.0,3.3376331032286544e-08
1943,2.9032352077962287e-09,1.7419411690866582e-08
1944,0.0,9.639558484764166e-09
1945,8.714016175304096e-09,1.5249527862692958e-08
1946,4.1763312808029696e-09,1.2528993842408909e-08
1947,1.1920870957027319e-09,2.8610090296865565e-08
1948,3.2615663503321457e-09,9.784699273041042e-09
1949,1.9634016634739737e-09,4.908504269707237e-09
1950,0.0,1.0635361036293034e-08
1951,0.0,2.2388944032059044e-08
1952,0.0,6.326882129314981e-09
1953,1.0773827385790469e-09,1.508335856215126e-08
1954,0.0,3.322662323057557e-08
1955,1.8771215692936494e-09,1.3139850985055546e-08
1956,8.72114158667614e-10,1.3953826538681824e-08
1957,0.0,1.8553580005686854e-08
1958,0.0,3.060729980575161e-08
1959,0.0,1.8601795659378695e-08
1960,1.3841666701708277e-09,1.314958364417862e-08
1961,1.3896318540318475e-09,7.64297514166401e-09
1962,6.341956404476434e-10,2.1562652108286784e-08
1963,0.0,2.7804029301137234e-08
1964,1.8251904432275978e-09,1.6426714211092985e-08
1965,5.472043373977442e-10,2.8454625322638094e-08
1966,0.0,3.932743197765376e-08
1967,1.4791006197611978e-09,2.021437595089992e-08
1968,0.0,2.649935382237345e-08
1969,0.0,3.2246479264586014e-08
1970,2.2993624781975086e-09,2.2533752641606952e-08
1971,5.138397485282553e-10,2.209510974182649e-08
1972,0.0,2.0520587895589415e-08
1973,0.0,1.9847533394568018e-08
1974,5.625571675160757e-10,1.6876715136504572e-08
1975,5.711480177694739e-10,1.0851811893530794e-08
1976,0.0,9.712995741040231e-09
1977,0.0,9.990529292736028e-09
1978,0.0,1.4257419245211622e-08
1979,0.0,1.1118749476679568e-08
1980,5.685150683554241e-10,1.591842213599648e-08
1981,0.0,1.0753434587229549e-08
1982,6.207502289967692e-10,1.4277254933858785e-08
1983,6.315316047889041e-10,1.0736036948344463e-08
1984,1.739702604197646e-09,1.1598016769198694e-08
1985,2.4062232206745193e-09,1.0226449020933615e-08
1986,1.1988970927134801e-09,8.991728250862252e-09
1987,1.8332451112712533e-09,1.9554613928107756e-08
1988,0.0,1.2592763276586538e-08
1989,2.1952488715726304e-09,2.0854864501984594e-08
1990,5.44865097484859e-10,1.5801088437683575e-08
1991,0.0,9.96449056600568e-09
1992,0.0,1.2121876835635703e-08
1993,5.539207426075166e-10,1.4401939196773128e-08
1994,5.274926606624319e-10,8.967375286772494e-09
1995,5.422450821690461e-10,1.572510655023507e-08
1996,0.0,1.014237493990322e-08
1997,4.79489448146353e-10,1.102825741838842e-08
1998,9.536258449571733e-10,9.059445638115449e-09
1999,4.570201161957499e-10,1.416762351880152e-08
2000,0.0,1.4137700787841823e-08
2001,0.0,7.886181485616817e-09
2002,4.38122149670761e-10,9.63868718173444e-09
2003,4.1669229178253886e-10,7.500461585152607e-09
2004,0.0,1.2773894830786503e-08
2005,1.8014998381943315e-09,6.7556245042510454e-09
2006,4.1178899179428186e-10,1.1941880373456115e-08
2007,3.994479469415779e-10,6.7906151812735516e-09
2008,8.514879357157668e-10,1.0217855006544596e-08
2009,1.907277002999308e-09,9.53638501499654e-09
2010,1.4171379625338432e-09,8.502827775203059e-09
2011,7.64794394481072e-10,1.3001504761689375e-08
2012,0.0,1.3957436095779485e-08
2013,1.1156500168141292e-09,1.2829975304384789e-08
2014,1.9489005964601347e-09,1.537466154388767e-08
2015,3.32486305154589e-09,9.752931795503628e-09
2016,1.0356699942093428e-09,1.3670844012381167e-08
2017,5.031222660711876e-10,1.106868996458843e-08
2018,2.323319980845895e-09,1.4714360396794746e-08
2019,7.65296326310505e-10,1.0459049626376782e-08
