year,devrait_VERB approcher_VERB,devrait_VERB rapprocher_VERB
1896,5.89702897624278e-10,1.0614652268259306e-08
1897,2.9133566670225264e-09,7.574727511894253e-09
1898,3.960848538042683e-09,9.619203211741478e-09
1899,1.1055156790007459e-09,1.4371703827009696e-08
1900,1.5573159428683425e-09,1.5573159428683425e-09
1901,6.147612641171918e-09,8.38310842965484e-09
1902,2.455141867585553e-09,4.910283846193408e-10
1903,5.400220270956879e-10,1.0800440541913758e-09
1904,1.0749250378694342e-09,6.987012746151322e-09
1905,0.0,7.2250627702885595e-09
1906,1.0288369045596824e-09,5.144184522798412e-10
1907,1.028568674676933e-09,4.114274698707732e-09
1908,1.964555629285769e-09,2.9468334439286537e-09
1909,5.500983557560346e-10,4.400786846048277e-09
1910,5.34415089958884e-09,0.0
1911,5.3203743632934675e-09,2.6601871816467337e-09
1912,4.167536982180309e-09,3.125652625612929e-09
1913,2.6514948014977335e-09,6.893886794756554e-09
1914,2.0090231700464756e-09,6.696743715117748e-10
1915,1.5314990164938536e-08,5.890381071793627e-09
1916,0.0,1.4283700444650549e-08
1917,3.289927441585405e-09,3.289927441585405e-09
1918,0.0,3.44591288836682e-09
1919,1.012863304339362e-08,2.762354567309444e-09
1920,3.028892692213958e-09,7.572231730534895e-10
1921,5.300923255902035e-09,1.5145494858259667e-09
1922,3.6889677978990676e-09,3.6889677978990676e-09
1923,6.369568872344189e-09,2.1231896241147297e-09
1924,0.0,1.4180787211159895e-08
1925,4.399271169575059e-09,2.1996355847875293e-09
1926,1.1146138456652466e-09,2.229227691330493e-09
1927,3.3447675740205796e-09,1.0034302277972529e-08
1928,5.713020723163709e-09,0.0
1929,2.2280812750352652e-09,4.4561625500705304e-09
1930,0.0,2.100720708497761e-09
1931,1.1405356659111021e-09,5.7026783295555106e-09
1932,4.383814644626227e-09,2.082311922890767e-08
1933,0.0,1.1470662641954732e-08
1934,0.0,1.1981580172459871e-08
1935,8.377798899061872e-09,4.787313656606784e-09
1936,6.0623572828433225e-09,7.274828739411987e-09
1937,5.0364472592434595e-09,0.0
1938,0.0,1.2965214457594243e-09
1939,0.0,9.176430282309411e-09
1940,7.607348528892999e-09,2.5357829169792012e-09
1941,0.0,2.9515025978810172e-09
1942,0.0,9.102635090130207e-09
1943,1.7419411690866582e-08,8.709705845433291e-09
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,2.178504043826024e-09,1.742803235060819e-08
1946,1.3921104269343232e-09,4.1763312808029696e-09
1947,3.5762612871081956e-09,3.5762612871081956e-09
1948,2.174377566888097e-09,1.0871887834440486e-09
1949,7.853606653895895e-09,8.835307596655184e-09
1950,4.2541445921528975e-09,4.2541445921528975e-09
1951,2.1322803522849654e-09,7.462981344019681e-09
1952,8.435843135146115e-09,4.2179215675730575e-09
1953,2.1547654771580937e-09,5.386913581872932e-09
1954,2.9317608341017376e-09,4.886268278880834e-09
1955,4.6928039232341234e-09,1.8771215692936494e-09
1956,1.2209598665435806e-08,7.849027205963921e-09
1957,5.301022731885041e-09,6.184526224473075e-09
1958,1.1581140491045971e-08,5.790570245522986e-09
1959,4.650448914844674e-09,7.750747599288843e-09
1960,6.2287499602575735e-09,1.314958364417862e-08
1961,1.111705483225478e-08,8.33779090214648e-09
1962,1.8391673961559718e-08,1.1415521861124489e-08
1963,1.4871922360271128e-08,7.1126584622049904e-09
1964,7.909158661334459e-09,3.041984220075733e-09
1965,1.2038495533772675e-08,3.2832261354087677e-09
1966,1.9940669560014612e-08,5.539074976468328e-09
1967,1.0846738618397467e-08,7.888536934785861e-09
1968,1.3474247495537384e-08,8.982831367632116e-09
1969,2.2254612375149918e-08,5.904285060864822e-09
1970,5.978342709767048e-09,5.978342709767048e-09
1971,1.2332153964678128e-08,5.652237344833111e-09
1972,1.1799337507056862e-08,1.6416469961200164e-08
1973,1.268036875501366e-08,8.269805285010534e-09
1974,8.438357568252286e-09,1.6876715580593782e-09
1975,7.4249242310031605e-09,9.709516746170266e-09
1976,1.7711933253394818e-08,6.8562320265641574e-09
1977,2.056873604772136e-08,1.057820764316375e-08
1978,2.3762364520507617e-08,1.128712323605896e-08
1979,9.363157360553487e-09,9.948355028654987e-09
1980,1.7055452161685025e-08,1.0801786132219604e-08
1981,2.0241758491579276e-08,6.325549417596221e-09
1982,1.6139505731871395e-08,9.311253101884631e-09
1983,9.47297440490047e-09,1.326216381158929e-08
1984,1.797692661398287e-08,9.278413592994639e-09
1985,1.564045071233977e-08,7.820225356169885e-09
1986,1.2588419195935785e-08,1.3787316177626963e-08
1987,1.8943532964499354e-08,1.3443797186596385e-08
1988,1.5591039570495013e-08,5.99655392008458e-09
1989,1.8659616074501173e-08,1.0427432250992297e-08
1990,1.8525414091641323e-08,2.0160008773473237e-08
1991,1.934283488935762e-08,9.96449056600568e-09
1992,1.1570882918476855e-08,1.0468894195980738e-08
1993,1.661762283333701e-08,1.0524494165053966e-08
1994,1.7407257857371405e-08,6.857404422078162e-09
1995,1.6809597269684673e-08,8.675921314704738e-09
1996,1.8149513891785318e-08,1.3879040139386234e-08
1997,1.91795770376757e-08,8.630809844589749e-09
1998,1.716526476513991e-08,1.0013071261028017e-08
1999,1.828080442578539e-08,1.0968483010742602e-08
2000,1.1486881668076876e-08,1.8555732950176207e-08
2001,1.4019877703219663e-08,1.0076787404500465e-08
2002,2.059174164514843e-08,4.81934359086722e-09
2003,1.12506919336397e-08,1.12506919336397e-08
2004,1.2333415178034102e-08,1.3654853248112886e-08
2005,1.8014997493764895e-08,1.1259373877692269e-08
2006,1.4412615101377924e-08,5.7650457740976435e-09
2007,1.5179022483380322e-08,6.7906151812735516e-09
2008,1.3623806971452268e-08,1.1495087548496485e-08
2009,1.3350939020995156e-08,5.721831008997924e-09
2010,8.502827775203059e-09,5.196172381261022e-09
2011,8.795135286732148e-09,4.5887662558641296e-09
2012,7.489355802192676e-09,6.127654827992046e-09
2013,1.2829975304384789e-08,5.29933741333366e-09
2014,6.279790909502481e-09,7.145969149746634e-09
2015,7.314698624583116e-09,4.876465897751814e-09
2016,7.45682449121432e-09,3.314144070287739e-09
2017,6.289028409156572e-09,6.5405894034142875e-09
2018,6.9699601645822895e-09,4.64663996169179e-09
2019,5.612172948588068e-09,5.3570743396846865e-09
