year,put_VERB établir_VERB,put_VERB rétablir_VERB
1800,4.4018303668735825e-08,3.772997558826319e-08
1801,1.6668277424969347e-08,5.9529565277216534e-08
1802,0.0,2.9091921760482364e-08
1803,7.216254971353919e-08,6.046051481689574e-08
1804,2.2246657849223084e-08,3.707776485839531e-08
1805,3.695740957709859e-08,2.842877755426798e-08
1806,3.7461699520235925e-08,2.5935023018064385e-08
1807,1.4234775136401367e-08,5.693910232196231e-09
1808,9.064295980465431e-09,2.4926814390369145e-08
1809,2.9367397402779716e-08,8.132509776714869e-08
1810,2.574139479349924e-08,5.616304221689461e-08
1811,2.757784400841956e-08,1.0279014617253779e-07
1812,1.8670457180292033e-08,4.000812481308458e-08
1813,2.0130190847567064e-08,9.489947672136623e-08
1814,2.2026739543434815e-08,3.4613449884091096e-08
1815,5.394447111228828e-09,2.966945977789237e-08
1816,3.244645441213834e-08,7.184571870766376e-08
1817,4.203558034987509e-08,1.0431051578052575e-07
1818,4.172412104708201e-08,5.841376804482934e-08
1819,4.968504185853817e-08,3.726378139390363e-08
1820,1.542642635854463e-08,9.01852530432734e-08
1821,8.283650032581136e-08,4.339054981983281e-08
1822,3.8097340393505874e-08,5.3135764233047666e-08
1823,1.581229902569703e-08,4.743689885344793e-08
1824,3.621078548121659e-08,2.5263338088166165e-08
1825,2.1133063299316746e-08,4.57883047033647e-08
1826,4.932471142637951e-08,2.8185549894033102e-08
1827,3.7790819362726324e-08,1.6591091167583727e-08
1828,3.210305266065916e-08,2.384798314380987e-08
1829,5.401101077495696e-08,4.2865881511033876e-08
1830,3.444155893816969e-08,6.992679857376061e-08
1831,1.6682589887295762e-07,3.897801548191637e-08
1832,3.2471927369215337e-08,2.3000948701223933e-08
1833,4.865124125785769e-08,5.444305273272221e-08
1834,4.85395617033646e-08,3.547121707470069e-08
1835,2.571449897459388e-08,3.100866052818674e-08
1836,5.1749776019960336e-08,2.688300071440608e-08
1837,4.731365876864402e-08,3.965997663613052e-08
1838,4.1660268124132926e-08,5.9334322344284374e-08
1839,4.194885150354821e-08,4.4046291947097416e-08
1840,7.643626531717018e-08,3.3122379505812205e-08
1841,3.5955071808757566e-08,5.072233477676491e-08
1842,5.500777433553594e-08,1.542900918138912e-08
1843,6.320394874137492e-08,3.2488010504039266e-08
1844,5.927646284931143e-08,3.951764071530306e-08
1845,3.961961780873935e-08,4.743193926515232e-08
1846,3.688335681317767e-08,4.9177810268474786e-08
1847,3.613459753637471e-08,5.501087940729121e-08
1848,5.229394162142853e-08,2.976732105253177e-08
1849,3.9383248662261394e-08,5.446619866233959e-08
1850,5.499086697113853e-08,5.0238568860550004e-08
1851,6.44943867200709e-08,4.837079004005318e-08
1852,4.7526981461487594e-08,4.492276417522589e-08
1853,7.464915086075052e-08,4.478948767427937e-08
1854,4.72805474771576e-08,3.792835201466005e-08
1855,6.739810487488285e-08,5.413075854221461e-08
1856,3.36517302912398e-08,3.727576114442854e-08
1857,5.2232145719699474e-08,3.0753508184488965e-08
1858,5.431980554249094e-08,2.7893953813418193e-08
1859,4.277425702525761e-08,4.53203412575931e-08
1860,6.865776214226571e-08,4.073693560258107e-08
1861,4.385846352761291e-08,2.8295781717702084e-08
1862,5.1053245186949425e-08,2.6656119089807362e-08
1863,4.395266373080631e-08,2.3974180862751382e-08
1864,4.267307929239905e-08,2.205574922697906e-08
1865,3.9066808454890634e-08,2.447559133145205e-08
1866,5.303517980337347e-08,1.8489329178805747e-08
1867,5.532205094027631e-08,1.649955905236311e-08
1868,7.755602382530924e-08,2.7169306804353255e-08
1869,5.4695412643468444e-08,2.6859355628516823e-08
1870,5.8487298559839473e-08,4.300536460277726e-08
1871,4.5671061599250606e-08,3.504988654867702e-08
1872,6.652073381019363e-08,2.3584624031514068e-08
1873,4.6092235805872406e-08,2.6937019725892242e-08
1874,6.333085877940903e-08,2.1508592240593316e-08
1875,6.636971505713518e-08,1.4875970677508121e-08
1876,6.892457093954363e-08,2.7811667635546655e-08
1877,7.174386240649255e-08,1.855444864418132e-08
1878,6.03908887342186e-08,3.01954443671093e-08
1879,6.842444122412417e-08,3.421222061206208e-08
1880,3.0805662021293756e-08,2.1820676820993867e-08
1881,6.275256936305595e-08,9.761510710859511e-09
1882,6.855047018916594e-08,1.8635077481121698e-08
1883,8.088753844504026e-08,1.7694148368718743e-08
1884,5.8755102116947455e-08,2.706695667598069e-08
1885,6.252266615547342e-08,2.0626034213933053e-08
1886,7.486018205327127e-08,2.710454793941608e-08
1887,4.374379614091595e-08,2.3504128421336645e-08
1888,9.447516191585237e-08,1.521747527988282e-08
1889,9.147099433448602e-08,1.4409814674820609e-08
1890,6.751017878059429e-08,2.818386235503567e-08
1891,6.820415165975646e-08,1.466070642663908e-08
1892,5.641661005029164e-08,8.775916882086676e-09
1893,5.6041589147071136e-08,1.7859408174558666e-08
1894,6.364554394622246e-08,3.213785149114301e-08
1895,7.583454220139174e-08,3.1296796265678495e-08
1896,6.899524152004233e-08,2.0639602027472392e-08
1897,7.458193351794762e-08,2.7385553380554484e-08
1898,8.883617397259513e-08,2.093591255913907e-08
1899,7.95971288880537e-08,3.0954439012020885e-08
1900,8.46141645638454e-08,3.218453059616877e-08
1901,7.600684881481357e-08,2.5708198236884527e-08
1902,1.2963148776634625e-07,9.329538919189417e-09
1903,8.640352433531007e-08,2.1600881083827517e-08
1904,1.0265534200470938e-07,2.4723275870996986e-08
1905,7.121847289681682e-08,8.257214467732865e-09
1906,9.413857782192281e-08,2.36632491379396e-08
1907,5.914269962659091e-08,8.228549397415463e-09
1908,1.0117461357594948e-07,3.8799974788616964e-08
1909,1.083693774717176e-07,1.5952851484257735e-08
1910,9.83323715786355e-08,1.0153886620400954e-08
1911,1.1758027085306821e-07,2.500575924102577e-08
1912,1.114816114977657e-07,2.4484279492753558e-08
1913,1.251505636901129e-07,1.8030165804816534e-08
1914,1.1317496984020181e-07,1.5402511266415786e-08
1915,1.1545146350044888e-07,8.246533234057551e-09
1916,8.680095220370276e-08,1.7579939282086343e-08
1917,7.786161404510494e-08,7.676496771580332e-09
1918,6.547234221443432e-08,1.1486376294556067e-08
1919,7.366278964582307e-08,1.4732557396257562e-08
1920,1.1358347506984501e-07,2.4988365154854364e-08
1921,1.1359121288023744e-07,1.8931869405491852e-08
1922,9.591315830448366e-08,2.6560567079059183e-08
1923,1.1677543199084539e-07,2.229349149729387e-08
1924,6.703644572780831e-08,1.1602462102189293e-08
1925,8.468597201272132e-08,1.0998178368026856e-08
1926,8.805449169813073e-08,2.0063049888108253e-08
1927,7.024011949852138e-08,7.804457524684949e-09
1928,9.940655587570291e-08,2.399468712610542e-08
1929,1.1586022452547695e-07,2.0052731031228177e-08
1930,1.0188495735974357e-07,2.4158287814657342e-08
1931,9.694553426697894e-08,1.9389105432310316e-08
1932,8.548438756861287e-08,1.6439305028370654e-08
1933,1.1011835709950901e-07,2.523545639121494e-08
1934,9.70508011732818e-08,2.516131836216573e-08
1935,1.1848601388919633e-07,9.574627313213568e-09
1936,6.062357016389797e-08,1.576212937948185e-08
1937,8.687871400070435e-08,1.2591118370153254e-08
1938,6.871563584809337e-08,1.1668692678767911e-08
1939,8.411727492330101e-08,2.141167065872196e-08
1940,1.1918179865233469e-07,4.564409294971483e-08
1941,6.788455664263893e-08,2.066051862925633e-08
1942,1.061974117533282e-07,1.2136847082899749e-08
1943,1.0161323160673419e-07,3.4838823381733164e-08
1944,6.42637232317611e-08,9.639558484764166e-09
1945,9.803267886354661e-08,1.089252066321933e-08
1946,1.0858461507723405e-07,2.227376683094917e-08
1947,5.722018059373113e-08,2.3841742802233057e-08
1948,9.241104947932399e-08,4.1313175103141475e-08
1949,7.853606831531579e-08,3.239612667016445e-08
1950,1.106077576196185e-07,1.808011518278363e-08
1951,8.102665560727473e-08,1.3859822622919182e-08
1952,9.384875454543362e-08,2.6362009464264702e-08
1953,9.157753311228589e-08,2.693456835345387e-08
1954,7.036226179479854e-08,2.247683283940205e-08
1955,7.790054468159724e-08,8.447047505910632e-09
1956,6.628067694691708e-08,1.2209598665435806e-08
1957,8.216584745923683e-08,2.8272120644601273e-08
1958,8.10679878782139e-08,2.3162280982091943e-08
1959,7.130687862400009e-08,1.7826719656000023e-08
1960,6.505583627358646e-08,1.591791587429725e-08
1961,5.628008992175637e-08,1.876002997391879e-08
1962,5.7077606641087186e-08,1.331810839388936e-08
1963,6.595374202333915e-08,2.198458126656533e-08
1964,6.205647906654121e-08,2.1293889318485526e-08
1965,5.1984411442163037e-08,2.6265809083270142e-08
1966,5.428293192721867e-08,3.378835700118543e-08
1967,4.53590871529741e-08,1.627010703941778e-08
1968,6.422724396770718e-08,2.0660513300185812e-08
1969,4.3146698658347304e-08,1.7712855182594467e-08
1970,6.438214938953024e-08,9.197449912790034e-09
1971,3.853797991837382e-08,1.5929032315398217e-08
1972,5.7970659383954626e-08,2.1033601527165047e-08
1973,3.804110448868414e-08,1.929621262775072e-08
1974,3.2628314272642456e-08,1.6876715136504572e-08
1975,2.7415104852934746e-08,9.138368284311582e-09
1976,2.513951891103261e-08,1.199840671262109e-08
1977,3.6436048844734614e-08,8.22749424145286e-09
1978,3.029701645118621e-08,1.0099005187669263e-08
1979,2.808947208166046e-08,1.1118749476679568e-08
1980,3.6953480275769834e-08,1.591842213599648e-08
1981,4.2381181231121445e-08,1.5813874654213578e-08
1982,3.972801465579323e-08,1.1173503899897241e-08
1983,3.34711742766558e-08,1.1999100379966876e-08
1984,2.609553817478627e-08,5.799008384599347e-09
1985,3.007778914820847e-08,1.4437339324047116e-08
1986,4.136195030923773e-08,1.3787316177626963e-08
1987,3.177624918748734e-08,1.099947066762752e-08
1988,2.6984492862425213e-08,4.797243047249822e-09
1989,2.469655058234821e-08,1.2073869015694072e-08
1990,4.90378582185258e-08,2.0160008773473237e-08
1991,3.341035181847474e-08,9.96449056600568e-09
1992,2.4243753671271406e-08,1.1019888113139586e-08
1993,3.600484888011124e-08,1.0524494165053966e-08
1994,2.9012095836833396e-08,1.3714808844156323e-08
1995,2.76544991351102e-08,6.506940763983948e-09
1996,2.5622842514394506e-08,7.473328622609188e-09
1997,3.212579358091716e-08,1.1987236092636522e-08
1998,3.5284156041370807e-08,1.1920323395031573e-08
1999,2.7421206638678086e-08,9.140402212892695e-09
2000,2.7391795498488136e-08,5.743440834038438e-09
2001,3.1982846593336944e-08,6.133696661692056e-09
2002,2.1467984723244626e-08,7.886198361006791e-09
2003,3.041853702256958e-08,8.333845613606172e-09
2004,1.9381081628466745e-08,7.928623979580607e-09
2005,3.332774767272895e-08,6.305249655724765e-09
2006,2.4707340173790726e-08,5.353256948836815e-09
2007,2.3966876483427768e-08,3.595031605740928e-09
2008,1.830699147831183e-08,8.089135583588813e-09
2009,2.384096298158056e-08,4.291373478793048e-09
2010,2.645324137517946e-08,9.919965293647692e-09
2011,2.6385405860196443e-08,5.7359579308524644e-09
2012,2.7234021260369445e-08,4.765953853791416e-09
2013,2.7333426189102283e-08,5.857162754807632e-09
2014,3.3780946040451454e-08,1.0610681222544827e-08
2015,3.214034194343185e-08,1.1304534197620342e-08
2016,3.50056481579486e-08,9.942432654952427e-09
2017,2.0124890198758294e-08,6.792150397672003e-09
2018,2.942872079358949e-08,8.26069346260283e-09
2019,2.423438338894357e-08,7.1427654901867754e-09
