year,tout_DET art_NOUN,tout_DET rare_ADJ
1800,3.7729974611266925e-07,0.0
1801,1.5239568051939045e-07,1.4287095950749062e-08
1802,1.9245425164626795e-07,2.2378401354217203e-09
1803,1.384740837551135e-07,0.0
1804,1.359517991517123e-07,0.0
1805,1.1087223206196484e-07,0.0
1806,2.420602083219592e-07,0.0
1807,1.93592946118315e-07,0.0
1808,3.104521333341381e-07,0.0
1809,1.3102376783535874e-07,0.0
1810,1.3338723059419522e-07,0.0
1811,1.3538214815866922e-07,2.5070767684098882e-09
1812,1.3336041604361526e-07,0.0
1813,2.473137783454149e-07,0.0
1814,2.391474680507599e-07,0.0
1815,8.900837911163251e-08,0.0
1816,1.5991466995046721e-07,0.0
1817,1.8371106236259038e-07,4.670620334934483e-09
1818,1.728570637737903e-07,1.0729059418679299e-08
1819,2.5256562175002273e-07,1.0351049795076506e-08
1820,1.5426425292730528e-07,0.0
1821,2.7414937164849107e-07,5.9168927535324656e-09
1822,1.223125138949399e-07,2.0051231786055723e-09
1823,2.2631352880608802e-07,0.0
1824,1.397904734190547e-07,8.421112696055388e-10
1825,1.4088708866211164e-07,1.7610886082763955e-09
1826,1.197885833859047e-07,6.1655889282974385e-09
1827,1.474763683395608e-07,3.6869092223668076e-09
1828,1.2382606701111243e-07,9.172301251858528e-10
1829,2.6576845479908684e-07,1.2002446148073886e-08
1830,1.3776623575267877e-07,0.0
1831,1.6214854170470971e-07,1.5591206103948707e-09
1832,2.88188350960894e-07,1.3529969367098715e-09
1833,1.6912097555721317e-07,0.0
1834,2.2869600968533632e-07,0.0
1835,1.3613558280667348e-07,7.563087933704082e-10
1836,1.6533045010813652e-07,2.688300027031687e-09
1837,2.3448092889566396e-07,0.0
1838,1.6285377046898475e-07,2.5248647617104325e-09
1839,1.195542226328783e-07,3.4957374772659477e-09
1840,1.6561190568920026e-07,0.0
1841,1.4959878269493743e-07,1.2841097074556274e-09
1842,1.1471133554152857e-07,0.0
1843,2.0142567258574218e-07,0.0
1844,1.3501860607334493e-07,0.0
1845,1.9363391584592549e-07,0.0
1846,1.3465353276842507e-07,0.0
1847,1.655719641391329e-07,1.0786447290911383e-09
1848,1.7940844232455788e-07,0.0
1849,2.161889085527946e-07,0.0
1850,1.7040379773902714e-07,0.0
1851,1.1931461818548428e-07,0.0
1852,1.9141004048428556e-07,6.510545436100301e-10
1853,1.3197969361833373e-07,0.0
1854,1.6885909026598256e-07,0.0
1855,2.1758441803854112e-07,2.653468555990912e-09
1856,2.0812301104733422e-07,5.177189232874468e-10
1857,1.6450685369484574e-07,1.9526036343364694e-09
1858,1.722573967355423e-07,0.0
1859,1.935025908395005e-07,0.0
1860,2.1146589301856977e-07,9.154367819341758e-10
1861,2.2778104968868007e-07,0.0
1862,1.9833960079873592e-07,0.0
1863,2.4223910299880913e-07,0.0
1864,2.138448671473725e-07,0.0
1865,2.2075099570528778e-07,4.706844358715045e-10
1866,2.19925699429524e-07,9.731225825149181e-10
1867,1.6111333600576927e-07,9.7056229719783e-10
1868,2.6675320974334227e-07,0.0
1869,2.3245551505901574e-07,0.0
1870,1.6628742249835682e-07,1.1468097582678638e-09
1871,9.559059721553353e-08,0.0
1872,1.5723082169571967e-07,0.0
1873,2.1609476563710928e-07,0.0
1874,1.4398807568483107e-07,1.7923826867161097e-09
1875,2.5861302377361284e-07,1.1443054281912168e-09
1876,2.769074645136982e-07,1.813804439976252e-09
1877,1.74411812992048e-07,6.184815992682502e-10
1878,1.968742926461431e-07,0.0
1879,1.6739550590116892e-07,6.109325489944695e-09
1880,1.9253539162988886e-07,3.2089231272180996e-09
1881,1.833769476267122e-07,0.0
1882,1.916750924646493e-07,0.0
1883,1.5735154568208287e-07,0.0
1884,1.8616785979475026e-07,0.0
1885,1.4502680412142865e-07,1.2891271383708158e-09
1886,1.652086745185244e-07,6.453463874400711e-10
1887,1.9978509790963273e-07,0.0
1888,1.610516111583138e-07,6.340614699951175e-10
1889,2.38701707289124e-07,0.0
1890,1.6451509576853596e-07,1.3108772956016423e-09
1891,2.071621465482565e-07,1.9122659011827636e-09
1892,2.394571678721036e-07,0.0
1893,2.235505172087926e-07,0.0
1894,2.066904827291438e-07,6.301539290376468e-10
1895,3.1657912824556433e-07,6.018614495673091e-10
1896,2.187797802921665e-07,0.0
1897,2.0568298997325485e-07,0.0
1898,2.6650852413823145e-07,5.6583548957434e-10
1899,2.106007368496421e-07,1.1055156790007459e-09
1900,2.647437084002391e-07,3.633737311048435e-09
1901,2.3416815869703456e-07,5.58873880507349e-09
1902,2.1801660887721397e-07,0.0
1903,2.0250826526790888e-07,2.1600881083827517e-09
1904,2.3594603959509186e-07,6.449550227216605e-09
1905,2.286216234104188e-07,5.160759042333041e-10
1906,2.6904085403955946e-07,2.0576738091193647e-09
1907,2.79770673738966e-07,1.028568674676933e-09
1908,2.7307323957614926e-07,4.911389073214423e-10
1909,2.948527212387475e-07,1.1001967115120692e-09
1910,2.709484334673107e-07,1.6032452032632705e-09
1911,2.8038372645866616e-07,1.5961122423746588e-09
1912,2.8912288696503197e-07,4.688478938419394e-09
1913,3.457549360152967e-07,5.30298971401777e-10
1914,2.491188690889601e-07,1.3393487430235496e-09
1915,1.460814509357533e-07,0.0
1916,1.5052823032490892e-07,0.0
1917,2.2371506536167374e-07,1.0966424435210342e-09
1918,2.6533529684513724e-07,1.1486376294556067e-09
1919,2.522950512950928e-07,0.0
1920,4.0057106343027726e-07,1.514446346106979e-09
1921,4.0287016789264385e-07,2.2718242842501013e-09
1922,4.035730798435111e-07,0.0
1923,3.842973086420898e-07,0.0
1924,3.33893080295411e-07,1.289162443462999e-09
1925,3.794371341570013e-07,2.1996355847875293e-09
1926,4.636793620171886e-07,0.0
1927,4.359347052229623e-07,7.804457524684949e-09
1928,3.793445642052973e-07,1.1426041224282812e-09
1929,3.6651938017939756e-07,1.1140406375176326e-09
1930,3.455685728681601e-07,3.1510811737689437e-09
1931,3.6953356818969496e-07,2.2810713318222042e-09
1932,3.2769015634315224e-07,0.0
1933,4.267086453069169e-07,0.0
1934,2.863597643454341e-07,1.1981580172459871e-09
1935,3.482770836171767e-07,0.0
1936,2.594688877088913e-07,1.2124714565686645e-09
1937,3.449966248236791e-07,0.0
1938,3.44874714897081e-07,1.2965214457594243e-09
1939,3.257632785746978e-07,1.2235240376412548e-08
1940,3.575453959570041e-07,1.5214697057785997e-08
1941,4.515798863735654e-07,0.0
1942,4.520975476207667e-07,6.068423541449874e-09
1943,4.267755786546701e-07,0.0
1944,3.1167906122675504e-07,0.0
1945,4.0084474317581e-07,0.0
1946,4.955913102122622e-07,1.3921104269343232e-09
1947,4.959082249289537e-07,0.0
1948,4.272651930037341e-07,1.0871887834440486e-09
1949,4.083875349003563e-07,1.9634016634739737e-09
1950,4.466851764028945e-07,2.1270722960764488e-09
1951,4.904244816916759e-07,0.0
1952,4.038659962013469e-07,0.0
1953,4.568102958124598e-07,0.0
1954,4.671272160194917e-07,0.0
1955,4.777274429379474e-07,0.0
1956,4.988492934288047e-07,8.72114158667614e-10
1957,4.7620851972851597e-07,8.835037701437898e-10
1958,3.6397870539772725e-07,0.0
1959,4.0536411205494005e-07,3.8753737996444215e-09
1960,4.270154132512971e-07,6.920833350854139e-10
1961,4.564940656592853e-07,6.948159270159238e-10
1962,3.881277246264858e-07,2.5367825617905737e-09
1963,5.237503235555607e-07,4.526237162849611e-09
1964,4.53255626697846e-07,0.0
1965,4.96861531473769e-07,5.472043373977442e-10
