year,veut_VERB établir_VERB,veut_VERB etablir_VERB,veut_VERB rétablir_VERB
1827,7.936072279335349e-07,2.7651818612639545e-09,9.8624823863247e-08
1828,7.291979500223533e-07,1.8344602503717056e-09,2.036250918990845e-07
1829,7.330065727728652e-07,2.571952872898464e-09,1.2945496052907401e-07
1830,7.201416565294494e-07,0.0,6.053365098068753e-08
1831,7.047225381029421e-07,0.0,7.016042502527853e-08
1832,7.035583848846727e-07,1.3529969367098715e-09,8.659180394943178e-08
1833,7.042846164040384e-07,1.1583628500844156e-09,1.18153010930655e-07
1834,6.384819357663218e-07,3.733812370398937e-09,8.494423298088805e-08
1835,7.283253466994211e-07,7.563087933704082e-10,1.0512692227848675e-07
1836,7.278572411451023e-07,6.720750067579218e-10,1.6465837404666672e-07
1837,7.020511816335784e-07,1.3915781860163179e-09,1.6420622728219314e-07
1838,5.327464691617934e-07,0.0,1.2876810728812416e-07
1839,6.208429681464622e-07,1.3982950353153e-09,8.180025901083354e-08
1840,6.038465016899863e-07,1.9109065441114126e-09,1.490507202106528e-07
1841,7.90369540482061e-07,1.926164561183441e-09,8.475124246842825e-08
1842,6.003897397022229e-07,0.0,1.0666141747606162e-07
1843,7.283221634679649e-07,1.7720733769266417e-09,9.332919148619112e-08
1844,7.113175684025919e-07,5.488561272137815e-10,9.550096535804187e-08
1845,7.248715974128572e-07,1.1160455892778032e-09,8.258737693722651e-08
1846,7.768923069306766e-07,7.025401593807601e-09,1.2470087540350505e-07
1847,6.671417622783338e-07,2.1572894581822766e-09,1.3590923231276975e-07
1848,7.232654297695262e-07,2.413566457803995e-09,1.689496542667257e-07
1849,7.683923399781634e-07,1.6758829879393033e-09,1.1563592750007956e-07
1850,6.273032226999931e-07,6.788996032014438e-10,8.825694663983086e-08
1851,5.959281565992569e-07,1.2898877521649865e-09,8.448764532431596e-08
1852,6.816541144871735e-07,6.510545436100301e-10,8.073076429582215e-08
1853,5.727082452722243e-07,0.0,8.121827477225452e-08
1854,5.351534468900354e-07,4.1565315633818045e-09,7.845453353638732e-08
1855,5.344085707292834e-07,2.1227748447927297e-09,9.127931832608738e-08
1856,7.015091227913217e-07,1.0354378465748937e-09,8.335274515047786e-08
1857,5.477053264257847e-07,9.763018171682347e-10,1.1178655512367186e-07
1858,5.485810561367543e-07,9.787352039936081e-10,9.689478730479095e-08
1859,6.222635988706315e-07,1.5276520048956854e-09,7.179964711667708e-08
1860,5.18594958975882e-07,9.154367819341758e-10,8.925508865331722e-08
1861,5.998705887577671e-07,4.715963730639317e-10,1.1035355385047296e-07
1862,5.02851889905287e-07,9.035972525772706e-10,1.0662447635922945e-07
1863,5.793760351480159e-07,9.989241656072068e-10,1.2686336958722677e-07
1864,6.808513717260212e-07,2.3973640850272204e-09,1.0979926656773387e-07
1865,5.803539124826784e-07,9.41368871743009e-10,1.1014015655064213e-07
1866,6.106344017098309e-07,4.865612912574591e-10,9.487945362707251e-08
1867,5.275006174088048e-07,0.0,8.492420278116697e-08
1868,5.987127451589913e-07,1.975949626142892e-09,9.385760790792119e-08
1869,5.806504077554564e-07,5.860222973552709e-09,9.815873625029781e-08
1870,6.789113626837207e-07,6.307453670473251e-09,7.0528798801206e-08
1871,5.671708436238987e-07,0.0,1.0514965254060371e-07
1872,6.240854304451204e-07,6.047339295989218e-10,9.8571632634048e-08
1873,5.040215569351858e-07,1.1972008939764578e-09,7.48250528204153e-08
1874,5.132189357937023e-07,1.1949218281515073e-09,6.213593195525391e-08
1875,5.898894528399978e-07,1.1443054281912168e-09,1.0298748520654044e-07
1876,5.302355248204549e-07,6.04601479992084e-10,9.55270351710169e-08
1877,4.737568986001861e-07,1.2369631985365004e-09,9.772008979780367e-08
1878,5.869994197382766e-07,0.0,6.6429976186555e-08
1879,4.704180582848494e-07,0.0,6.353698012162567e-08
1880,4.909652489004657e-07,6.417846254436199e-10,6.546203223933844e-08
1881,5.675620968759176e-07,2.091752326904839e-09,8.576184029607248e-08
1882,5.244443741503346e-07,6.655385131892899e-10,7.986461980635795e-08
1883,5.080748337604746e-07,0.0,4.865891156669022e-08
1884,5.571832275563793e-07,1.3203393933736152e-09,7.6579681262956e-08
1885,5.549692332351697e-07,1.933690763067375e-09,7.090199005688191e-08
1886,4.898179213341791e-07,6.453463874400711e-10,3.9366128135043255e-08
1887,5.562643536904943e-07,6.528924623161458e-10,9.336362438716606e-08
1888,4.952020162818371e-07,0.0,6.911270133969083e-08
1889,4.448247068467026e-07,0.0,5.07476087818759e-08
1890,4.896126597486727e-07,0.0,4.5880703680722945e-08
1891,5.38621577561571e-07,6.374220040683554e-10,7.585321526448752e-08
1892,4.826754320674809e-07,0.0,5.767031296954883e-08
1893,5.197703671910858e-07,6.158416554491453e-10,7.82118902975526e-08
1894,4.896295990874933e-07,1.2603078580752936e-09,5.671385494565584e-08
1895,4.790817342836817e-07,4.213029924926559e-09,9.088108043897591e-08
1896,5.419369699666277e-07,0.0,9.081424678925032e-08
1897,4.888612465947517e-07,0.0,5.4188436848789934e-08
1898,4.837893357034773e-07,1.13167097914868e-09,6.959776754911218e-08
1899,4.344676654000068e-07,0.0,8.899401393591688e-08
1900,4.126887347410957e-07,5.191053142894475e-10,7.267474444461186e-08
1901,5.130462454872031e-07,0.0,6.762373772062347e-08
1902,3.86930366857996e-07,1.4730852093691738e-09,6.825294462942111e-08
1903,4.973603040525632e-07,0.0,5.616229259430838e-08
1904,5.39074903826986e-07,0.0,6.019580212068831e-08
1905,5.202045372243447e-07,5.160759042333041e-10,6.192910717572886e-08
1906,4.948705623064598e-07,5.144184522798412e-10,4.4754404626701216e-08
1907,5.379413892114826e-07,1.5428529565042481e-09,3.857132568896304e-08
1908,4.79351569993014e-07,0.0,5.35341406759926e-08
1909,4.5163073991716374e-07,2.7504918342913243e-09,6.326131085643283e-08
1910,5.028845748711319e-07,1.6032452032632705e-09,4.756294202934441e-08
1911,4.591482820615056e-07,0.0,5.852411533169288e-08
1912,4.714526085081161e-07,0.0,6.720153322703482e-08
1913,5.080264031676052e-07,5.30298971401777e-10,5.780258760523793e-08
1914,4.386367038478056e-07,1.3393487430235496e-09,6.629776549971211e-08
1915,3.2868325661183917e-07,0.0,3.7698438148936475e-08
1916,3.483025352579716e-07,1.0987462051303964e-09,5.16410700868164e-08
1917,4.3207711541981553e-07,0.0,6.799183438488399e-08
1918,4.4796868792218447e-07,1.1486376294556067e-09,5.858051821405752e-08
1919,4.456598503566056e-07,9.207848372660976e-10,8.65537757022139e-08
1920,4.2101609665223805e-07,7.572231730534895e-10,8.405176998849129e-08
1921,4.551221195470134e-07,1.5145494858259667e-09,8.55720472259236e-08
1922,4.1242660131501907e-07,5.164555005876537e-09,6.64014194740048e-08
1923,4.373770536858501e-07,1.0615948120573648e-09,6.369568694708505e-08
1924,3.0682065244036494e-07,1.289162443462999e-09,6.187979550986711e-08
1925,3.9703422771708574e-07,0.0,6.268961527666761e-08
1926,4.1909481751645217e-07,0.0,5.5730691173039304e-08
1927,3.367065914972045e-07,0.0,3.6792442870137165e-08
1928,3.6791851698581013e-07,0.0,6.855624690160766e-08
1929,3.720895733749785e-07,1.1140406375176326e-09,4.790374674712439e-08
1930,3.81280813144258e-07,1.0503603542488804e-09,5.461873797685257e-08
1931,3.8892267184564844e-07,1.1405356659111021e-09,6.386999729102172e-08
1932,3.1782656151335686e-07,2.1919073223131136e-09,7.562080384104775e-08
1933,4.117967762340413e-07,5.735331320977366e-09,5.6206243215228824e-08
1934,3.5824925248562067e-07,0.0,5.032263672433146e-08
1935,3.4229293532916927e-07,0.0,7.061287732312849e-08
1936,3.8192851548046747e-07,2.424942913137329e-09,7.032334536916096e-08
1937,4.3061623955509276e-07,0.0,6.421470288842102e-08
1938,3.2672340921635623e-07,1.2965214457594243e-09,7.779128452511941e-08
1939,3.3035149726856616e-07,3.058810094103137e-09,9.023489866422096e-08
1940,3.7529588325924124e-07,0.0,3.0429394115571995e-08
1941,3.010532623193285e-07,0.0,5.017554371988808e-08
1942,3.4590013342494785e-07,3.034211770724937e-09,7.888950648293758e-08
1943,3.4258175674040103e-07,0.0,4.935499831049128e-08
1944,3.245318112021778e-07,0.0,4.819779064746399e-08
1945,3.899522198480554e-07,0.0,5.664110602765504e-08
1946,3.438512692355289e-07,0.0,7.099762910911522e-08
1947,3.504736127979413e-07,1.1920870957027319e-09,6.198852986472048e-08
1948,3.185463128829724e-07,1.0871887834440486e-09,7.284165093324191e-08
1949,3.092357587775041e-07,0.0,6.97007607186606e-08
1950,3.7755532389383006e-07,0.0,5.104973510583477e-08
1951,3.550246674421942e-07,0.0,5.224086763178093e-08
1952,3.4586958008731017e-07,2.1089607837865287e-09,4.8506098693223976e-08
1953,3.016671712430252e-07,0.0,4.955960619668076e-08
1954,3.6451558571570786e-07,1.9545072227344917e-09,6.449873524161376e-08
1955,3.1629497243557125e-07,0.0,6.945349895204345e-08
1956,2.921582336057327e-07,1.744228317335228e-09,5.930376190121933e-08
1957,2.738861724083108e-07,1.7670075402875796e-09,4.329168490357915e-08
1958,3.28408077621134e-07,3.3088973783179654e-09,4.384289198355873e-08
1959,2.6817588150152005e-07,1.5501495642666896e-09,2.5577467255288866e-08
1960,3.1212957196657953e-07,6.920833350854139e-10,4.3601250609981435e-08
1961,3.1544644230052654e-07,0.0,5.350082687982649e-08
1962,2.860222423350933e-07,1.9025869768540815e-09,5.0735650347633054e-08
1963,3.1360357866105915e-07,0.0,6.854016731949741e-08
1964,3.7598923086079594e-07,1.2167936658258327e-09,6.814044439806821e-08
1965,3.316058325708582e-07,1.0944086747954884e-09,5.1984411442163037e-08
1966,2.885857952605875e-07,0.0,6.369936045302893e-08
1967,3.515329183301219e-07,4.930335584241163e-10,6.261526408479767e-08
1968,3.247293705044285e-07,8.982831700699023e-10,6.19815381242006e-08
1969,3.320024859476689e-07,2.2708788183223305e-09,7.630153220361535e-08
1970,3.4812347848856007e-07,4.5987250119061684e-10,6.530189722298019e-08
1971,3.0522082283823693e-07,0.0,7.707595983674764e-08
1972,2.975485244860465e-07,5.130146862875051e-10,6.310080635785198e-08
1973,2.7731414320442127e-07,0.0,7.718485051100288e-08
1974,3.1221921403812303e-07,0.0,5.344293185771676e-08
1975,2.821471127845143e-07,1.7134440533084216e-09,7.025120396519924e-08
1976,2.6796442398335785e-07,2.285410749536254e-09,5.1993094274394025e-08
1977,2.1920396875430015e-07,5.876781838942691e-10,5.641710743020667e-08
1978,2.2752465156372637e-07,1.1881182704343018e-09,6.059403290237242e-08
1979,2.7387235945752764e-07,5.851973350345929e-10,5.091216692676426e-08
1980,2.8425753839655954e-07,1.1370301367108482e-09,5.5145960686786566e-08
1981,2.682033084511204e-07,6.325549528618524e-10,5.566483451957538e-08
1982,2.470585798164393e-07,1.8622506869903077e-09,7.511077626531915e-08
1983,2.702955157474207e-07,1.89459470334441e-09,4.673333720006667e-08
1984,2.4007894694477727e-07,5.799008495621649e-10,5.219107634957254e-08
1985,2.4603633619335596e-07,1.2031116103372597e-09,5.474157660501078e-08
1986,2.43376121034089e-07,5.994485463567401e-10,5.395036950517351e-08
1987,2.315999552138237e-07,6.110816852533674e-10,5.071978037562985e-08
1988,2.500563027751923e-07,1.1993107618124554e-09,5.217001941559829e-08
1989,2.6672273634176236e-07,1.0976244357863152e-09,4.610022585893603e-08
1990,2.4028551592891745e-07,2.179460389939436e-09,4.794812724639996e-08
1991,2.455954017932527e-07,0.0,6.62345556179389e-08
1992,2.705382655676658e-07,2.2039776670368383e-09,5.950739634386082e-08
1993,2.3320063746723463e-07,1.1078414852150331e-09,7.367145826719934e-08
1994,2.24711868668237e-07,0.0,5.591422080897246e-08
1995,2.5702416905915015e-07,0.0,6.669614549537073e-08
1996,2.1779416670142382e-07,3.2028553142993132e-09,7.09966272438578e-08
1997,2.2631901686054334e-07,0.0,6.808750185882673e-08
1998,2.6606161895870173e-07,9.536258449571733e-10,6.24624902911819e-08
1999,2.303381450019515e-07,4.570201161957499e-10,6.626791559938283e-08
2000,2.394573073161155e-07,4.4180314962005696e-10,5.036556061099873e-08
2001,2.2519428455325396e-07,1.3143635069212678e-09,6.221321058319518e-08
2002,2.1073675782190548e-07,1.3143663935011318e-09,6.002273522653923e-08
2003,2.3959808004292427e-07,0.0,6.125376472709831e-08
2004,1.9777512250129803e-07,0.0,5.90242024145482e-08
2005,2.1212660783476167e-07,4.503749373441224e-09,6.305249655724765e-08
2006,2.0754164609115833e-07,2.0589450144825605e-09,5.723866891571561e-08
2007,1.897377757131835e-07,3.994479469415779e-10,5.472436725995067e-08
2008,1.8477288676876924e-07,2.9802078582719105e-09,4.725757918322415e-08
2009,1.8119131084404216e-07,9.53638501499654e-10,4.672828524121542e-08
2010,1.7241843863757822e-07,0.0,5.5268380094730674e-08
2011,1.4301654971404787e-07,7.64794394481072e-10,3.326855591012645e-08
2012,1.1234033792106857e-07,0.0,4.017018184754306e-08
2013,1.3164670065179962e-07,0.0,3.68164521091785e-08
2014,1.128196913668944e-07,0.0,3.724565544871439e-08
2015,1.259014794641189e-07,2.2165753954528356e-10,4.144995813248897e-08
2016,1.4685801374980656e-07,2.0713400439298368e-10,4.4119541797726924e-08
2017,1.182337356908647e-07,2.515611330355938e-10,3.823729244345486e-08
2018,1.048075475296173e-07,0.0,3.768941425619232e-08
2019,9.770283071475205e-08,0.0,3.418323757387043e-08
