year,doit_VERB allumer_VERB,doit_VERB rallumer_VERB
1800,1.8864987794131594e-08,6.288328968651058e-09
1801,7.857902772911984e-08,0.0
1802,8.951360541686881e-09,6.713520406265161e-09
1803,3.1205427575287104e-08,0.0
1804,5.438072037122765e-08,0.0
1805,2.55858996212055e-08,2.842877711017877e-09
1806,5.76333825108577e-09,2.881669125542885e-09
1807,3.131650672116848e-08,0.0
1808,6.798221985349073e-09,2.2660739951163578e-09
1809,1.8072244145628247e-08,0.0
1810,3.042164919975221e-08,0.0
1811,6.769107585569145e-08,5.0141535368197765e-09
1812,3.7340914360584065e-08,0.0
1813,8.627225156487839e-09,5.751483289628823e-09
1814,3.1466771410748606e-09,0.0
1815,1.6183340889597275e-08,2.697223555614414e-09
1816,9.965696534663948e-08,2.3176038865813098e-09
1817,4.981994905506326e-08,0.0
1818,3.2187177367859476e-08,0.0
1819,4.140419918030602e-08,0.0
1820,7.238553223487543e-08,0.0
1821,3.254291058851777e-08,9.86148829262845e-10
1822,1.0025615893027862e-08,3.0076847679083585e-09
1823,1.9765373338032077e-08,0.0
1824,3.3684450784221553e-08,8.421112696055388e-10
1825,4.226612659863349e-08,1.7610886082763955e-09
1826,2.6423952803611428e-08,8.807984341885344e-10
1827,1.7512819638909605e-08,0.0
1828,2.5682442839070063e-08,4.586150570418113e-09
1829,2.2290258527846163e-08,3.429270423183084e-09
1830,3.235419043789989e-08,7.305785310052215e-09
1831,5.3010101197514814e-08,2.8064171431196883e-08
1832,1.352996914505411e-08,0.0
1833,1.3900354645102198e-08,0.0
1834,3.547121707470069e-08,0.0
1835,1.739510224751939e-08,3.025235173481633e-09
1836,4.771732520225669e-08,0.0
1837,2.435261770017405e-08,1.3915781860163179e-09
1838,2.9667161172142187e-08,6.312161904276081e-10
1839,9.088918062616358e-09,1.3982950353153e-09
1840,2.93005673057678e-08,9.554533164646273e-09
1841,2.118781061710706e-08,2.5682194149112547e-09
1842,3.152884531232303e-08,4.024959032733477e-09
1843,1.8311423488626133e-08,7.088293507706567e-09
1844,2.7442807137845193e-08,5.488561272137815e-10
1845,3.4039391749729475e-08,2.2320911785556063e-09
1846,1.7563504428608212e-08,0.0
1847,2.8584086209093584e-08,2.6966118227278457e-09
1848,1.850401076808339e-08,3.218088684420195e-09
1849,1.4245005175439474e-08,4.1897072478036534e-09
1850,7.467895635215882e-09,1.3577992064028876e-09
1851,1.096404567135778e-08,0.0
1852,1.8880582430824688e-08,0.0
1853,1.7318601663873778e-08,0.0
1854,3.740878540270387e-08,2.0782657816909023e-09
1855,1.6451505047143655e-08,5.306937111981824e-10
1856,2.1226476576430287e-08,1.0354378465748937e-09
1857,2.39193944651106e-08,0.0
1858,1.7127865348243176e-08,2.936205500958522e-09
1859,1.4258085379026397e-08,1.018434669930457e-08
1860,1.5104706818647173e-08,0.0
1861,1.2733101684148096e-08,9.431927461278633e-10
1862,2.4848924695675123e-08,0.0
1863,1.2986014041871385e-08,6.493007020935693e-09
1864,8.151037178549814e-09,4.794727948009836e-10
1865,2.4004906507002488e-08,0.0
1866,1.9949013108089275e-08,2.919367858567057e-09
1867,2.135237053835226e-08,2.426405742994575e-09
1868,1.6301584082611953e-08,1.4819622196071691e-09
1869,2.490594752657671e-08,1.953407657850903e-09
1870,2.0069171213776826e-08,1.1468097582678638e-09
1871,1.274541272522356e-08,5.3105884134652115e-09
1872,1.1489944995446422e-08,0.0
1873,1.1373408881354408e-08,4.788803575905831e-09
1874,2.3300975371398636e-08,0.0
1875,2.5174719198162165e-08,2.8607636259891933e-09
1876,1.9951848173604958e-08,0.0
1877,1.0514186854493346e-08,0.0
1878,3.140326043649111e-08,6.039088784604019e-09
1879,1.2829582729523281e-08,0.0
1880,8.343199908722454e-09,3.2089231272180996e-09
1881,1.3945014920579979e-08,0.0
1882,1.4641846846075168e-08,0.0
1883,2.464542170343975e-08,3.159669414998234e-09
1884,1.650424152899177e-08,0.0
1885,1.5469526104539e-08,1.2891271383708158e-09
1886,1.936039240035825e-08,3.2267319927115068e-09
1887,2.0892558794116667e-08,6.528924623161458e-10
1888,1.775372027168487e-08,1.268122939990235e-09
1889,1.3156786771162388e-08,6.265136742733546e-10
1890,1.3108772733971819e-08,0.0
1891,1.9122660788184476e-08,6.374220040683554e-10
1892,1.2537024751679837e-08,0.0
1893,1.7243566574620672e-08,3.079208221734575e-09
1894,1.1342770278588432e-08,6.301539290376468e-10
1895,1.3240951446391591e-08,1.2037228991346183e-09
1896,7.076434549446731e-09,0.0
1897,1.2236098356765979e-08,0.0
1898,1.1882545614128048e-08,0.0
1899,7.738609753005221e-09,5.527578395003729e-10
1900,1.0901211489056095e-08,1.5573159428683425e-09
1901,3.912117296778206e-09,1.676621730339889e-09
1902,1.6694965410124496e-08,0.0
1903,7.560307935250421e-09,5.400220270956879e-10
1904,1.3974025492302644e-08,0.0
1905,1.3417973399043603e-08,0.0
1906,1.0288369267641428e-08,3.600929110447737e-09
1907,1.8514235478050978e-08,1.5428529565042481e-09
1908,1.3260750719723546e-08,1.4734167219643268e-09
1909,1.4302557360679202e-08,0.0
1910,2.137660359835536e-08,0.0
1911,8.51259862599818e-09,1.5961122423746588e-09
1912,1.40654377034366e-08,1.5628263128064646e-09
1913,1.113627856597077e-08,5.30298971401777e-10
1914,5.357394972094198e-09,0.0
1915,5.890381071793627e-09,0.0
1916,2.307367097387214e-08,0.0
1917,7.676496771580332e-09,2.1932848870420685e-09
1918,1.6080926812378493e-08,0.0
1919,2.025726608678724e-08,9.207848372660976e-10
1920,1.0601124422748853e-08,7.572231730534895e-10
1921,7.572747762196741e-09,0.0
1922,9.591316185719734e-09,2.951174193910333e-09
1923,1.4862327368803108e-08,0.0
1924,1.0313299547703991e-08,5.156649773851996e-09
1925,6.598906754362588e-09,0.0
1926,2.229227646921572e-08,1.1146138456652466e-09
1927,1.4493992672726108e-08,3.3447675740205796e-09
1928,9.14083297942625e-09,0.0
1929,1.3368487650211591e-08,0.0
1930,8.402882833991043e-09,2.100720708497761e-09
1931,9.124285327288817e-09,0.0
1932,1.3151444377967891e-08,0.0
1933,5.735331320977366e-09,0.0
1934,8.38710612072191e-09,0.0
1935,1.555876849579363e-08,0.0
1936,1.2124714565686645e-08,0.0
1937,7.554670666820584e-09,1.2591118148108649e-09
1938,1.6854778905894818e-08,2.5930428915188486e-09
1939,4.588215141154706e-09,0.0
1940,1.2678914806940611e-08,0.0
1941,1.1806010391524069e-08,2.9515025978810172e-09
1942,9.102635090130207e-09,0.0
1943,1.7419411690866582e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,1.089252066321933e-08,0.0
1946,9.744772988540262e-09,0.0
1947,1.6689218895749036e-08,0.0
1948,2.0656587551570738e-08,0.0
1949,1.0798709482173763e-08,5.890204768377316e-09
1950,7.444753258312176e-09,0.0
1951,1.9190522948520083e-08,0.0
1952,1.4762725264461096e-08,0.0
1953,1.1851209791302608e-08,0.0
1954,1.4658803948464083e-08,0.0
1955,5.631364707880948e-09,1.8771215692936494e-09
1956,5.232684952005684e-09,0.0
1957,7.068030161150318e-09,8.835037701437898e-10
1958,6.617794756635931e-09,2.4816730892496253e-09
