year,doit_VERB allumer_VERB,doit_VERB rallumer_VERB
1959,3.100299128533379e-09,0.0
1960,1.4533750203327145e-08,0.0
1961,2.084447814354462e-08,2.08444772553662e-09
1962,1.7123282347597524e-08,0.0
1963,9.69907976156037e-09,0.0
1964,1.764350798794112e-08,0.0
1965,7.1136563306595235e-09,1.6416130677043839e-09
1966,9.416426749453422e-09,0.0
1967,1.3311906243984595e-08,0.0
1968,1.1677681044375277e-08,8.982831700699023e-10
1969,8.629339909305145e-09,0.0
1970,1.0117195081704722e-08,0.0
1971,1.0790635052160269e-08,5.138397485282553e-10
1972,8.208234980600082e-09,0.0
1973,1.3231689521830958e-08,5.513203782392395e-10
1974,6.750686232237513e-09,0.0
1975,8.567219822452898e-09,1.1422960355389478e-09
1976,8.570290255249802e-09,2.856763492431469e-09
1977,6.464460078348111e-09,5.876781838942691e-10
1978,5.940591130126904e-09,0.0
1979,1.404473604083023e-08,1.7555920051037788e-09
1980,6.253665585376211e-09,0.0
1981,1.2018544381930951e-08,2.5302198114474095e-09
1982,8.690503427999374e-09,1.2415004579935385e-09
1983,6.315316269933646e-09,0.0
1984,1.0438215625185876e-08,0.0
1985,1.142956040922627e-08,0.0
1986,8.991728250862252e-09,1.1988970927134801e-09
1987,1.2832715334809564e-08,1.8332451112712533e-09
1988,7.795519785247507e-09,1.1993107618124554e-09
1989,6.585746614717891e-09,1.0976244357863152e-09
1990,9.262707045820662e-09,2.724325431913144e-09
1991,3.5168792322792797e-09,0.0
1992,6.060938417817852e-09,1.1019888335184191e-09
1993,5.539207315052863e-09,0.0
1994,8.967375286772494e-09,0.0
1995,9.21816667442954e-09,1.0844901643380922e-09
1996,6.939520069693117e-09,0.0
1997,1.054876808126437e-08,9.58978896292706e-10
1998,7.152193948201102e-09,9.536258449571733e-10
1999,5.941261704833778e-09,4.570201161957499e-10
2000,8.394259509714175e-09,0.0
2001,1.270551397425379e-08,0.0
2002,7.448076377869484e-09,1.3143663935011318e-09
2003,5.8336921959778465e-09,8.333845835650777e-10
2004,7.047666006343434e-09,4.404791253964646e-10
2005,7.205999352777326e-09,1.8014998381943315e-09
2006,7.823991232669414e-09,1.2353669198716943e-09
2007,1.078509459517818e-08,0.0
2008,6.811903485726134e-09,0.0
2009,1.0013204487790972e-08,4.76819250749827e-10
2010,9.919965293647692e-09,0.0
2011,1.1089518636708817e-08,3.82397197240536e-10
2012,9.19148224198807e-09,3.404252713057332e-10
2013,1.0040849929282558e-08,1.6734750252211938e-09
2014,1.2992670939127038e-08,4.330890368553497e-10
2015,1.6180999651282946e-08,6.649726325136385e-10
2016,1.4292246497404903e-08,1.4499380585064614e-09
2017,1.0817128526241504e-08,7.54683426862357e-10
2018,1.2649186587054828e-08,7.744400121190154e-10
2019,1.5050828139351324e-08,1.7856913725466939e-09
