year,faut_VERB aller_VERB,faut_VERB râler_VERB
1994,2.0915083496220177e-06,1.0549853213248639e-09
1995,2.0930660866724793e-06,0.0
1996,2.073848918371368e-06,0.0
1997,1.9961146335845115e-06,9.58978896292706e-10
1998,2.161869815608952e-06,4.768129224785866e-10
1999,2.10503458220046e-06,2.285100553223174e-09
2000,2.0813347418879857e-06,0.0
2001,2.107362888636999e-06,0.0
2002,2.0390205008880002e-06,4.38122149670761e-10
2003,2.054709739240934e-06,4.1669229178253886e-10
2004,1.971144001799985e-06,0.0
2005,2.067220975732198e-06,9.007499190971657e-10
2006,2.114536528097233e-06,8.235779835885637e-10
2007,2.143038273061393e-06,0.0
2008,2.2368587906385073e-06,0.0
2009,2.2157789771881653e-06,4.76819250749827e-10
2010,2.351031753278221e-06,9.447586046817946e-10
2011,2.5192327939294046e-06,7.64794394481072e-10
2012,2.5984661533584585e-06,3.404252713057332e-10
2013,2.296286538694403e-06,1.6734750252211938e-09
2014,2.5108336103585316e-06,1.2992671383216248e-09
2015,2.4364596811210504e-06,1.329945265027277e-09
2016,2.463237478878e-06,8.285360175719347e-10
2017,2.2907156562723685e-06,5.031222660711876e-10
2018,2.3767563561705174e-06,1.8070267504555204e-09
2019,2.2915523913979996e-06,2.55098775436835e-10
