year,faut_VERB aller_VERB,faut_VERB râler_VERB
1800,1.4557481335941702e-06,0.0
1801,1.338224592473125e-06,0.0
1802,9.84649659585557e-07,0.0
1803,1.277472165384097e-06,0.0
1804,1.5300757922886987e-06,0.0
1805,1.3077237781544682e-06,0.0
1806,1.1757209676943603e-06,0.0
1807,1.2526602404250298e-06,0.0
1808,1.1602298854995752e-06,0.0
1809,1.3034606354267453e-06,0.0
1810,1.2589881634994526e-06,0.0
1811,1.238495883626456e-06,0.0
1812,1.133563500843593e-06,0.0
1813,9.259887860935123e-07,0.0
1814,1.082456947187893e-06,0.0
1815,1.162503394880332e-06,0.0
1816,1.2607765711436514e-06,0.0
1817,1.5584303127980093e-06,0.0
1818,1.347093075310113e-06,0.0
1819,1.2172835113233305e-06,0.0
1820,1.3634586366606527e-06,0.0
1821,1.4378049399965676e-06,0.0
1822,1.5930703511912725e-06,0.0
1823,1.2758548564306693e-06,0.0
1824,1.1797978913818952e-06,0.0
1825,1.376290697407967e-06,0.0
1826,1.075454861165781e-06,0.0
1827,1.2858096170020872e-06,0.0
1828,1.3969414567327476e-06,0.0
1829,1.3494178574546822e-06,0.0
1830,1.2200661103634047e-06,0.0
1831,1.4718098100274801e-06,0.0
1832,1.4625896938014193e-06,0.0
1833,1.5348307442764053e-06,0.0
1834,1.4785897519686841e-06,0.0
1835,1.728921915855608e-06,0.0
1836,1.6916127378863166e-06,0.0
1837,1.420801368112734e-06,0.0
1838,1.4625279618485365e-06,0.0
1839,1.6632719734843704e-06,0.0
1840,1.5701282336522127e-06,0.0
1841,1.7746395997164655e-06,0.0
1842,1.6763954135967651e-06,0.0
1843,1.6917393850235385e-06,0.0
1844,1.504963506704371e-06,0.0
1845,1.6768584600868053e-06,0.0
1846,1.6626784145046258e-06,0.0
1847,1.4119459592620842e-06,0.0
1848,1.5776679447299102e-06,0.0
1849,1.6256065009656595e-06,0.0
1850,1.7359462844979134e-06,0.0
1851,1.6555709407839458e-06,0.0
1852,1.5833646784813027e-06,0.0
1853,1.808898105082335e-06,0.0
1854,1.8106890138369636e-06,0.0
1855,1.9938163404731313e-06,0.0
1856,2.028940571108251e-06,0.0
1857,1.7710115116642555e-06,0.0
1858,2.0406628209457267e-06,0.0
1859,1.951829972313135e-06,0.0
1860,1.7187325056511327e-06,0.0
1861,2.003341478484799e-06,0.0
1862,1.9544809219951276e-06,0.0
1863,2.0437987586774398e-06,0.0
1864,2.038718321273336e-06,0.0
1865,1.7707149027046398e-06,0.0
1866,2.0493962438195013e-06,0.0
1867,2.1973530692775967e-06,0.0
1868,2.0006489194202004e-06,0.0
1869,2.1155403828743147e-06,0.0
1870,1.930654207171756e-06,0.0
1871,1.9139361029374413e-06,0.0
1872,2.0845177459705155e-06,0.0
1873,2.0196778223180445e-06,0.0
1874,2.026587480941089e-06,0.0
1875,2.2422664187615737e-06,0.0
1876,2.0985717128496617e-06,0.0
1877,1.999550931941485e-06,0.0
1878,2.0762386157002766e-06,0.0
1879,1.931768565555103e-06,0.0
1880,1.92920447261713e-06,0.0
1881,2.0854770355072105e-06,0.0
1882,2.133716407115571e-06,0.0
1883,1.9476201487123035e-06,1.2638677882037541e-09
1884,2.0656709693867015e-06,0.0
1885,2.003303507081e-06,0.0
1886,1.899899757518142e-06,0.0
1887,2.0605286863428773e-06,0.0
1888,1.938326022354886e-06,0.0
1889,2.0048437363584526e-06,0.0
1890,1.97287022274395e-06,1.3108772956016423e-09
1891,1.993218575080391e-06,0.0
1892,2.1281598492350895e-06,0.0
1893,2.123422063959879e-06,0.0
1894,2.0467400645429734e-06,3.150769645188234e-09
1895,2.245545147161465e-06,0.0
1896,2.108187800331507e-06,0.0
1897,2.084798097712337e-06,5.826713556089658e-10
1898,2.015505970121012e-06,5.6583548957434e-10
1899,2.125906576111447e-06,0.0
1900,2.1226217086223187e-06,0.0
1901,2.0812462935282383e-06,0.0
1902,1.810912635846762e-06,4.910283846193408e-10
1903,2.009421905313502e-06,1.6200660812870638e-09
1904,1.9977480860688956e-06,0.0
1905,1.968829565157648e-06,0.0
1906,2.1873072455491638e-06,0.0
1907,2.0283373487473e-06,6.1714118260169926e-09
1908,2.1467681108333636e-06,0.0
1909,2.0502166080405004e-06,0.0
1910,2.242940126961912e-06,0.0
1911,2.0653692445193883e-06,1.0640748282497725e-09
1912,2.0446977941901423e-06,1.0418842455450772e-09
1913,2.2394526695279637e-06,0.0
1914,2.077330009342404e-06,1.3393487430235496e-09
1915,2.263084297737805e-06,0.0
1916,2.216171196778305e-06,0.0
1917,2.350104750803439e-06,0.0
1918,2.045723704213742e-06,0.0
1919,2.3360312297882047e-06,0.0
1920,2.0975082861696137e-06,7.572231730534895e-10
1921,2.097651076837792e-06,0.0
1922,2.0385234620334813e-06,0.0
1923,2.108327407768229e-06,0.0
1924,2.2341184831020655e-06,0.0
1925,2.1754397039330797e-06,0.0
1926,2.095473973895423e-06,0.0
1927,2.206431645390694e-06,0.0
1928,1.9001506643689936e-06,0.0
1929,1.984106347663328e-06,0.0
1930,1.9977853753516683e-06,0.0
1931,1.8864459434553282e-06,0.0
1932,1.9650449303298956e-06,0.0
1933,1.773364374457742e-06,0.0
1934,2.0045183646288933e-06,0.0
1935,1.791652152860479e-06,0.0
1936,1.8138573523174273e-06,0.0
1937,1.7249832353627426e-06,3.777335333410292e-09
1938,1.8618047761265188e-06,0.0
1939,1.7848157085609273e-06,0.0
1940,1.6406515896960627e-06,0.0
1941,1.85354360837664e-06,0.0
1942,1.9054849644817295e-06,0.0
1943,2.0322645468695555e-06,0.0
1944,1.969683125935262e-06,0.0
1945,2.1305770587787265e-06,0.0
1946,2.3053348741086666e-06,0.0
1947,2.164830220863223e-06,0.0
1948,1.999340156544349e-06,0.0
1949,1.8200732938566944e-06,0.0
1950,2.098356844726368e-06,0.0
1951,2.076841155940201e-06,0.0
1952,2.096307071042247e-06,0.0
1953,1.8929614498119918e-06,0.0
1954,1.8108509038938791e-06,0.0
1955,2.0160284748271806e-06,0.0
1956,1.981443347176537e-06,0.0
1957,1.8739115148491692e-06,0.0
1958,1.8935164689537487e-06,0.0
1959,1.756319420564978e-06,0.0
1960,1.911534127430059e-06,0.0
1961,2.1455916794366203e-06,0.0
1962,1.961567022590316e-06,0.0
1963,1.9837850686599268e-06,0.0
1964,1.9553874608391197e-06,0.0
1965,2.0148063413216732e-06,0.0
1966,1.9220590274926508e-06,0.0
1967,2.084052766804234e-06,0.0
1968,2.15992190533143e-06,0.0
1969,1.9511392110871384e-06,0.0
1970,2.2156657450977946e-06,0.0
1971,2.0229870187904453e-06,0.0
1972,1.9227791199227795e-06,0.0
1973,1.989163820326212e-06,0.0
1974,1.8423746723783552e-06,0.0
1975,1.8368119754086365e-06,5.711480177694739e-10
1976,1.8911773622676264e-06,5.713526873840635e-10
1977,1.9052527022722643e-06,0.0
1978,1.9627714209491387e-06,0.0
1979,2.0282939203752903e-06,0.0
1980,2.2689437173539773e-06,0.0
1981,2.050743205472827e-06,0.0
1982,2.106826286762953e-06,0.0
1983,2.0215327367623104e-06,0.0
1984,2.0290731299610343e-06,0.0
1985,2.014610345213441e-06,0.0
1986,2.050713419521344e-06,0.0
1987,1.905963813442213e-06,0.0
1988,1.9260930912423646e-06,0.0
1989,1.9647477529360913e-06,5.488122178931576e-10
1990,1.940809397638077e-06,1.089730194969718e-09
1991,1.981761442948482e-06,5.861465202094962e-10
1992,1.9620911189122126e-06,5.509944167592096e-10
1993,2.1602909328066744e-06,0.0
