year,avait_VERB ajouté_VERB,avait_VERB rajouté_VERB
1885,8.882086035555403e-07,0.0
1886,9.90606736195332e-07,0.0
1887,1.132768375100568e-06,0.0
1888,9.885018243949162e-07,1.9021844099853524e-09
1889,9.203486115438864e-07,0.0
1890,8.678007930029707e-07,0.0
1891,8.528706416655041e-07,6.374220040683554e-10
1892,8.27443614070944e-07,0.0
1893,9.305367143497278e-07,6.158416554491453e-10
1894,9.786290320334956e-07,0.0
1895,9.401076113135787e-07,0.0
1896,9.346790648123715e-07,0.0
1897,9.200380759466498e-07,0.0
1898,9.053367762135167e-07,0.0
1899,9.253166126654833e-07,0.0
1900,8.783262046563323e-07,5.191053142894475e-10
1901,9.070523105947359e-07,5.588738916095792e-10
1902,8.126519901452411e-07,0.0
1903,8.478345989715308e-07,0.0
1904,8.260798836090544e-07,4.299700151477737e-09
1905,9.237758717972611e-07,1.0321518084666081e-09
1906,8.801699777905014e-07,1.0288369045596824e-09
1907,8.809690825728467e-07,6.685696440911215e-09
1908,8.241310638368304e-07,0.0
1909,9.329668273494462e-07,3.300590023513905e-09
1910,7.893310680628929e-07,2.137660271017694e-09
1911,9.640517646403168e-07,0.0
1912,8.923738619159849e-07,1.0418842455450772e-09
1913,8.739327199691616e-07,1.060597942803554e-09
1914,8.87988221620617e-07,1.3393487430235496e-09
1915,8.988721447167336e-07,0.0
1916,8.691082484801882e-07,0.0
1917,7.830026902411191e-07,0.0
1918,7.259390031322255e-07,0.0
1919,9.097354336518038e-07,9.207848372660976e-10
1920,8.018993185032741e-07,1.514446346106979e-09
1921,8.277012852886401e-07,6.058197943303867e-09
1922,7.798477668075066e-07,7.377935484775833e-10
1923,8.015040862119349e-07,5.307974060286824e-09
1924,8.366664019376913e-07,0.0
1925,8.512589602105436e-07,1.0998177923937646e-09
1926,8.660549610794988e-07,4.458455382660986e-09
1927,9.59948238232755e-07,0.0
1928,8.512400881954818e-07,0.0
1929,9.469345627621806e-07,1.1140406375176326e-09
1930,9.085617307391658e-07,2.100720708497761e-09
1931,8.896178087525186e-07,4.5621426636444085e-09
1932,1.0543074040469946e-06,4.383814644626227e-09
1933,8.706232392796664e-07,0.0
1934,7.56037707105861e-07,2.3963160344919743e-09
1935,8.030718845475349e-07,0.0
1936,8.911665076993813e-07,0.0
1937,9.833663625613553e-07,0.0
1938,8.997859026749211e-07,0.0
1939,7.295262207662745e-07,0.0
1940,6.694467060697207e-07,7.607348528892999e-09
1941,7.939542001622613e-07,2.9515025978810172e-09
1942,8.435108611593023e-07,0.0
1943,1.0248420494463062e-06,2.9032352077962287e-09
1944,8.450679729321564e-07,6.4263723231761105e-09
1945,1.0021118441727594e-06,2.178504043826024e-09
1946,9.341060831502546e-07,1.3921104269343232e-09
1947,8.773761237534927e-07,0.0
1948,8.403969218306884e-07,6.523132700664291e-09
1949,7.617998676323623e-07,5.890204768377316e-09
1950,8.040333341341466e-07,4.2541445921528975e-09
1951,7.836130180294276e-07,1.1727541604500402e-08
1952,7.571169362563523e-07,4.2179215675730575e-09
1953,7.444714924531581e-07,9.69644453618912e-09
1954,9.039595738613571e-07,3.9090144454689835e-09
1955,8.212406896745961e-07,2.815682353940474e-09
1956,8.607766517343407e-07,9.593255967388359e-09
1957,8.287265131912136e-07,4.417518795207798e-09
1958,7.759364279991132e-07,5.790570245522986e-09
1959,8.277798428935057e-07,3.8753737996444215e-09
1960,7.073091410347843e-07,6.2287499602575735e-09
1961,8.087657192845654e-07,0.0
1962,7.496192324651929e-07,6.341956293454132e-09
1963,7.261377845679817e-07,3.2330267352165265e-09
1964,8.079509825620335e-07,6.6923653285755336e-09
1965,7.742941647848056e-07,6.0192477668863376e-09
1966,7.715931360507966e-07,5.539074976468328e-09
1967,7.153917067626026e-07,4.437302081328198e-09
1968,7.680321232328424e-07,7.635406973349745e-09
1969,7.616527568643505e-07,7.72098829315837e-09
1970,6.530189580189472e-07,5.518470125309705e-09
1971,6.510349521704484e-07,1.0276794526475896e-08
1972,7.012910714365717e-07,1.1799337507056862e-08
1973,6.13619590694725e-07,3.3079223804577396e-09
1974,6.092494118092873e-07,1.4626486688484874e-08
1975,5.585827693721512e-07,8.567219822452898e-09
1976,6.730534778398578e-07,1.199840671262109e-08
1977,5.759246164416254e-07,6.464460078348111e-09
1978,5.643561848955869e-07,1.7227714366185864e-08
1979,6.244055725801445e-07,1.0533551808578068e-08
1980,6.07174115430098e-07,9.096241093686785e-09
1981,6.091504474170506e-07,1.3283654176632353e-08
1982,5.965409854979953e-07,1.5518756057986138e-08
1983,6.031127099959122e-07,1.1999100379966876e-08
1984,6.413703204088961e-07,2.7835241667162336e-08
1985,6.478755949501647e-07,1.9249785765396155e-08
1986,6.32418220902764e-07,2.577628777089558e-08
1987,6.355249411171826e-07,2.5054349706010726e-08
1988,6.392326099557977e-07,2.4585871116755698e-08
1989,9.066378083844029e-07,2.030605195102453e-08
1990,6.020759428793099e-07,2.5063794595325817e-08
1991,5.785266239399789e-07,2.2273567878983158e-08
1992,6.413574737962335e-07,2.7549720726938176e-08
1993,6.054353889339836e-07,2.4926434250005514e-08
1994,5.591422223005793e-07,2.479215588380157e-08
1995,6.051454874977935e-07,2.76544991351102e-08
1996,5.290049216455373e-07,2.5089033073300016e-08
1997,5.547693149310362e-07,3.83591540753514e-08
1998,6.193799890752416e-07,2.5747898035888284e-08
1999,5.790444674858009e-07,2.102292562256025e-08
2000,5.155842472959193e-07,3.004261373007466e-08
2001,5.98473548052425e-07,3.0230360437144554e-08
2002,6.0898980791535e-07,2.102986229601811e-08
2003,6.754581818313454e-07,4.50027677345588e-08
2004,6.453018954744039e-07,3.920264290968589e-08
2005,6.057543373572116e-07,2.7923247714056743e-08
2006,6.699806931464991e-07,3.5825642896725185e-08
2007,7.39777590297308e-07,4.0344243501522215e-08
2008,8.106165410026733e-07,5.108927680907982e-08
2009,8.854533461999381e-07,5.5787850783417525e-08
2010,1.0293144896422746e-06,8.644541082958312e-08
2011,1.154457095253747e-06,7.800903034649309e-08
2012,1.4134457160253078e-06,8.646802029943501e-08
2013,1.4584335303879925e-06,8.339483770214429e-08
2014,1.7133002074842807e-06,8.531853978865911e-08
2015,1.4243713621908682e-06,8.622478020470226e-08
2016,1.4300532029665192e-06,8.513207916394094e-08
2017,1.3335255744095775e-06,1.2200715104881965e-07
2018,1.4866666333546164e-06,9.706315040602931e-08
2019,1.3591662764156354e-06,9.566203829081132e-08
