year,pouvait_VERB appliquer_VERB,pouvait_VERB rappliquer_VERB
1933,6.53827711971644e-08,0.0
1934,5.990790441501304e-08,0.0
1935,4.188899538348778e-08,0.0
1936,6.183604739362636e-08,0.0
1937,4.280980192561401e-08,0.0
1938,7.260520362706302e-08,0.0
1939,7.799965828780842e-08,0.0
1940,7.86092684279538e-08,0.0
1941,5.312704587367989e-08,0.0
1942,6.978687139280737e-08,0.0
1943,6.096794180621146e-08,0.0
1944,8.675602458652065e-08,0.0
1945,4.1391576388605245e-08,0.0
1946,3.897909195416105e-08,0.0
1947,7.748565877818692e-08,0.0
1948,3.913879709216417e-08,0.0
1949,7.264586088240321e-08,0.0
1950,4.3604980959344175e-08,0.0
1951,4.477788806411809e-08,0.0
1952,7.381363076319758e-08,0.0
1953,6.8952495269059e-08,0.0
1954,6.352148318455875e-08,0.0
1955,5.5375085850073447e-08,0.0
1956,6.279221764771137e-08,0.0
1957,3.710716001137371e-08,0.0
1958,6.121459961150322e-08,0.0
1959,4.340418868764573e-08,0.0
1960,6.159541499073384e-08,1.3841666701708277e-09
1961,5.766972321907815e-08,0.0
1962,5.89801949502089e-08,1.2683912808952869e-09
1963,6.272071573221183e-08,0.0
1964,4.988854129805986e-08,0.0
1965,5.690925064527619e-08,5.472043373977442e-10
1966,5.206730335771681e-08,0.0
1967,5.4233691315630495e-08,0.0
1968,5.1202139417227954e-08,0.0
1969,4.6325929758950224e-08,0.0
1970,4.552737919993888e-08,0.0
1971,3.1858064630796434e-08,0.0
1972,4.104117579117883e-08,0.0
1973,2.866866033457427e-08,0.0
1974,4.7817358961310674e-08,0.0
1975,3.7695770060963696e-08,0.0
1976,3.94233339306993e-08,5.713526873840635e-10
1977,5.3478714789889636e-08,0.0
1978,4.871284886576177e-08,0.0
1979,3.2771051650115623e-08,0.0
1980,2.4446148216838992e-08,5.685150683554241e-10
1981,3.28928564385933e-08,0.0
1982,4.221101690404794e-08,0.0
1983,4.357568172963511e-08,6.315316047889041e-10
1984,3.131464509920079e-08,0.0
1985,3.0679345286444004e-08,0.0
1986,2.6975184752586756e-08,0.0
1987,3.483165755824302e-08,6.110816852533674e-10
1988,3.537966719591168e-08,1.1993107618124554e-09
1989,3.567279449612215e-08,0.0
1990,2.2339468941368068e-08,0.0
1991,3.751337729340776e-08,0.0
1992,5.4548447536717504e-08,5.509944167592096e-10
1993,3.323524566667402e-08,0.0
1994,4.0616935592652226e-08,0.0
1995,2.7112253775385398e-08,0.0
1996,3.149474281372022e-08,0.0
1997,2.7810388658622287e-08,0.0
1998,2.1456582288692516e-08,4.768129224785866e-10
1999,3.4733528053720875e-08,0.0
2000,3.843687323978884e-08,0.0
2001,4.4688359679412315e-08,0.0
2002,4.5564704009848356e-08,0.0
2003,3.9169076870848585e-08,4.1669229178253886e-10
2004,2.642874719072097e-08,0.0
2005,2.7022498017004182e-08,0.0
2006,3.3766696105885785e-08,0.0
2007,3.1156940138998834e-08,0.0
2008,3.533675041467177e-08,0.0
2009,2.7178696626606325e-08,0.0
2010,2.267420740054149e-08,9.447586046817946e-10
2011,2.4473420623394304e-08,0.0
2012,2.4851045665741367e-08,1.0212758416727752e-09
2013,3.5421887645270544e-08,8.367375126105969e-10
2014,2.9666599843380936e-08,1.0827225782605865e-09
2015,3.457857644661999e-08,8.866301581811342e-10
2016,3.624845135163923e-08,6.214020409345267e-10
2017,2.7168601590688013e-08,1.0062445321423752e-09
2018,2.9686866298561654e-08,1.0325866828253538e-09
2019,2.627517403652746e-08,1.02039510174734e-09
