year,pourrait_VERB égaler_VERB,pourrait_VERB régaler_VERB
1800,3.772997558826319e-08,0.0
1801,3.333655484993869e-08,0.0
1802,3.3567602031325805e-08,0.0
1803,1.3652374342143503e-08,0.0
1804,1.038177401824214e-07,0.0
1805,2.842877711017877e-09,0.0
1806,6.051504897186533e-08,0.0
1807,2.8469550272802735e-08,0.0
1808,4.5321479902327155e-09,0.0
1809,1.3554183553310395e-08,0.0
1810,2.574139479349924e-08,0.0
1811,1.0028307073639553e-08,0.0
1812,5.3344166417446104e-08,0.0
1813,6.614205716459765e-08,0.0
1814,9.440030979135372e-09,0.0
1815,5.394447111228828e-09,0.0
1816,9.270415546325239e-09,0.0
1817,3.113746771532533e-08,0.0
1818,3.5763530803478716e-08,0.0
1819,3.9333990287104825e-08,0.0
1820,2.966620371580575e-08,0.0
1821,5.325203744632745e-08,0.0
1822,3.5089655625597516e-08,1.0025615893027862e-09
1823,3.854247765389118e-08,9.882686891060644e-10
1824,3.705289586264371e-08,0.0
1825,4.3146670236637874e-08,0.0
1826,2.1139161532346407e-08,0.0
1827,4.147772969531616e-08,0.0
1828,3.3020285172824515e-08,0.0
1829,2.6576845613135447e-08,0.0
1830,4.279102583382155e-08,0.0
1831,1.5591206548037917e-08,0.0
1832,7.441482807735156e-08,0.0
1833,3.01174338801502e-08,0.0
1834,5.2273371409228275e-08,8.401078055442213e-09
1835,2.647080776796429e-08,0.0
1836,4.771732520225669e-08,0.0
1837,3.409366655660051e-08,0.0
1838,2.398621568033832e-08,0.0
1839,3.5656523067473245e-08,0.0
1840,3.567025785855549e-08,0.0
1841,3.531301828729738e-08,0.0
1842,2.884553929050071e-08,0.0
1843,3.1306630177141415e-08,0.0
1844,3.1833653935109396e-08,2.195424508855126e-09
1845,4.2409730838244286e-08,5.580227946389016e-10
1846,3.102885770545072e-08,0.0
1847,2.8044762956369595e-08,0.0
1848,2.172209789819135e-08,0.0
1849,2.1786478399121734e-08,0.0
1850,3.055048125588655e-08,0.0
1851,2.3862924081186065e-08,0.0
1852,3.841221740685796e-08,0.0
1853,3.1651239851271384e-08,0.0
1854,1.9223959313308114e-08,0.0
1855,4.192480318465641e-08,0.0
1856,2.019103817474388e-08,5.177189232874468e-10
1857,2.245494101771328e-08,0.0
1858,1.8595969208945462e-08,0.0
1859,2.64793023063703e-08,0.0
1860,4.119465657481669e-08,0.0
1861,4.008569121083383e-08,0.0
1862,3.930648162508987e-08,4.517986262886353e-10
1863,2.597202808374277e-08,0.0
1864,1.965838514195184e-08,1.9178911792039344e-09
1865,3.530133341200781e-08,0.0
1866,3.8924902412418305e-08,1.4596839292835284e-09
1867,4.85281148598915e-08,0.0
1868,4.544684273355415e-08,0.0
1869,2.9789466893248573e-08,0.0
1870,2.695002976338401e-08,0.0
1871,1.1683295220166201e-08,0.0
1872,5.1402384571019866e-08,0.0
1873,2.1549615425442425e-08,0.0
1874,2.4495896866483235e-08,0.0
1875,2.803548326824057e-08,0.0
1876,1.269663130187837e-08,6.04601479992084e-10
1877,1.4843558382438005e-08,0.0
1878,2.959153455606156e-08,6.039088673581716e-10
1879,2.871382953628654e-08,0.0
1880,3.273101611966922e-08,0.0
1881,6.2752567586699115e-09,6.972507571312292e-10
1882,2.4624924321869912e-08,0.0
1883,1.7694148368718743e-08,0.0
1884,2.9047466654219534e-08,0.0
1885,2.707166935067562e-08,0.0
1886,1.7424351739236954e-08,0.0
1887,1.5016526688782506e-08,0.0
1888,2.0924028731883482e-08,0.0
1889,1.3783300722991498e-08,0.0
1890,2.0318598359381213e-08,0.0
1891,1.3385862196457765e-08,6.374220040683554e-10
1892,1.191017329205124e-08,0.0
1893,1.23168328869383e-08,0.0
1894,1.2603078580752936e-08,0.0
1895,1.023164486468886e-08,0.0
1896,1.592197840238896e-08,0.0
1897,1.1653426668090106e-08,0.0
1898,1.5277558773618694e-08,0.0
1899,1.0502398950507086e-08,0.0
1900,1.0901211489056095e-08,0.0
1901,1.620734302321125e-08,0.0
1902,1.1293653123800595e-08,0.0
1903,1.5120615870500842e-08,3.2401321625741275e-09
1904,1.3436562973367927e-08,0.0
1905,1.186974607492175e-08,0.0
1906,1.594697174311932e-08,0.0
1907,1.0285686968813934e-08,0.0
1908,1.7189861978295085e-08,0.0
1909,1.1552065082298668e-08,0.0
1910,1.1757131268552712e-08,0.0
1911,1.5961122201701983e-08,2.6601871816467337e-09
1912,1.40654377034366e-08,0.0
1913,2.8636144122629048e-08,0.0
1914,2.1429579888376793e-08,0.0
1915,1.0602685840410686e-08,0.0
1916,1.648119329900055e-08,0.0
1917,7.676496771580332e-09,0.0
1918,1.378365155346728e-08,0.0
1919,2.025726608678724e-08,0.0
1920,9.086678076641874e-09,0.0
1921,2.0446417892117097e-08,0.0
1922,1.9182632371439468e-08,0.0
1923,1.4862327368803108e-08,0.0
1924,1.933743654092268e-08,0.0
1925,1.0998178368026856e-08,0.0
1926,1.89484357093761e-08,0.0
1927,1.6723836537835268e-08,0.0
1928,1.7139061725401916e-08,0.0
1929,1.6710609784809094e-08,0.0
1930,1.995684684175103e-08,0.0
1931,1.3686427990933225e-08,0.0
1932,1.2055489939655217e-08,0.0
1933,8.02946331646126e-09,0.0
1934,1.4377896206951846e-08,0.0
1935,2.0346082152400413e-08,0.0
1936,7.274828739411987e-09,0.0
1937,5.0364472592434595e-09,2.5182236296217297e-09
1938,5.186085783037697e-09,0.0
1939,1.3764645423464117e-08,0.0
1940,7.607348528892999e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,1.517105907566929e-08,0.0
1943,3.4838823381733164e-08,0.0
1944,1.927911696952833e-08,0.0
1945,4.357008087652048e-09,0.0
1946,1.3921104269343232e-08,0.0
1947,1.7881307101674793e-08,0.0
1948,1.4133454406817236e-08,1.0871887834440486e-09
1949,1.9634017078828947e-08,0.0
1950,9.571825110299415e-09,0.0
1951,6.396841278899501e-09,0.0
1952,7.381362632230548e-09,0.0
1953,1.939288907237824e-08,0.0
1954,2.34540866728139e-08,0.0
1955,1.783265446420046e-08,0.0
1956,7.849027205963921e-09,0.0
1957,5.301022731885041e-09,0.0
1958,1.6544486669545222e-08,0.0
1959,1.3176271629333769e-08,0.0
1960,1.1765417085030094e-08,0.0
1961,2.292892631317045e-08,0.0
1962,1.585489073363533e-08,0.0
1963,1.0992290633282664e-08,0.0
1964,1.7035111099517053e-08,0.0
1965,2.188817305182056e-08,5.472043373977442e-10
1966,1.4401594583546284e-08,0.0
1967,1.5284040699725665e-08,0.0
1968,1.257596426995633e-08,0.0
1969,7.2668124850849836e-09,0.0
1970,1.1496812390987543e-08,0.0
1971,1.0276794526475896e-08,0.0
1972,9.747279428040656e-09,1.0260293725750103e-09
1973,7.1671650836435674e-09,0.0
1974,1.012602890426706e-08,0.0
1975,6.8537762132336866e-09,0.0
1976,9.712995741040231e-09,0.0
1977,8.815172591880582e-09,0.0
1978,8.910887139279566e-09,0.0
1979,7.607565244427406e-09,0.0
1980,3.97960553399912e-09,0.0
1981,1.3916208629893845e-08,0.0
1982,1.3035754697909852e-08,0.0
1983,6.946847541655643e-09,0.0
1984,1.0438215625185876e-08,0.0
1985,5.414002135495366e-09,0.0
1986,1.3787316177626963e-08,0.0
1987,9.166225112267057e-09,0.0
1988,1.2592763276586538e-08,0.0
1989,1.5366742545097622e-08,0.0
1990,1.0897301727652575e-08,0.0
1991,9.96449056600568e-09,0.0
1992,1.8733810946969243e-08,0.0
1993,9.416652346772025e-09,0.0
1994,7.912389854425328e-09,0.0
1995,1.4098372247417501e-08,0.0
1996,7.473328622609188e-09,0.0
1997,1.102825741838842e-08,0.0
1998,1.144351013948608e-08,0.0
1999,1.1882523409667556e-08,0.0
2000,1.6346715980830595e-08,0.0
2001,1.2267393323384113e-08,0.0
2002,1.0076809608960957e-08,4.38122149670761e-10
2003,1.2084076850271686e-08,0.0
2004,9.690540814233373e-09,0.0
2005,1.4862373554080932e-08,9.007499190971657e-10
2006,1.1118302722934459e-08,2.4707338397433887e-09
2007,1.677681460421354e-08,0.0
2008,1.3623806971452268e-08,0.0
2009,9.53638501499654e-09,0.0
2010,1.4171378737160012e-08,4.723793023408973e-10
2011,1.2236710311697152e-08,0.0
2012,1.5319137958158535e-08,6.808505426114664e-10
2013,1.9244962956577183e-08,8.367375126105969e-10
2014,1.4291938299493268e-08,8.661780737106994e-10
2015,1.6402658786773827e-08,1.10828768384863e-09
2016,1.822779260862717e-08,6.214020409345267e-10
2017,1.2326495379966218e-08,2.515611330355938e-10
2018,1.755397427416483e-08,5.162933414126769e-10
2019,1.9132407658162265e-08,5.1019755087367e-10
