year,grand_ADJ emplacement_NOUN,grand_ADJ remplacement_NOUN
1913,2.2802856491921375e-08,1.590896969716482e-09
1914,3.683209115479258e-08,0.0
1915,3.062998021885477e-08,0.0
1916,2.6369908923129515e-08,0.0
1917,1.4256351654751143e-08,0.0
1918,1.6080926812378493e-08,0.0
1919,3.222746869369075e-08,0.0
1920,3.256059644130005e-08,0.0
1921,9.844571380313027e-09,0.0
1922,1.549366501762961e-08,0.0
1923,1.6985516548828627e-08,0.0
1924,1.0313299547703991e-08,0.0
1925,1.9796720707176974e-08,0.0
1926,1.560459372829115e-08,0.0
1927,1.3379069629948503e-08,0.0
1928,2.0566874425753667e-08,0.0
1929,2.33948540540041e-08,0.0
1930,1.6805765667982087e-08,0.0
1931,2.2810713318222042e-08,0.0
1932,2.7398842306070037e-08,0.0
1933,9.176529758292418e-09,0.0
1934,2.875579241390369e-08,0.0
1935,1.196828414151696e-08,0.0
1936,1.2124714565686645e-08,0.0
1937,6.295559185076627e-09,0.0
1938,6.482607339819424e-09,0.0
1939,2.2941076593951948e-08,0.0
1940,2.028626333583361e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,0.0
1943,1.4516175816936538e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,1.742803235060819e-08,0.0
1946,2.7842208538686464e-09,0.0
1947,1.4305045148432782e-08,0.0
1948,6.523132700664291e-09,0.0
1949,6.8719057111366055e-09,0.0
1950,6.381216888229346e-09,0.0
1951,7.462981344019681e-09,0.0
1952,5.272402070488624e-09,0.0
1953,1.1851209791302608e-08,1.0773827385790469e-09
1954,6.840775057526116e-09,0.0
1955,6.569925492527773e-09,0.0
1956,1.0465369904011368e-08,0.0
1957,7.068030161150318e-09,0.0
1958,4.9633461784992505e-09,0.0
1959,2.325224457422337e-09,0.0
1960,4.844583401109048e-09,0.0
1961,8.33779090214648e-09,0.0
1962,1.1415521861124489e-08,0.0
1963,1.0992290633282664e-08,0.0
1964,1.034274621503073e-08,0.0
1965,1.4227312938874803e-08,0.0
1966,3.8773522170743036e-09,0.0
1967,6.409436092980059e-09,0.0
1968,6.737123747768692e-09,4.4914158503495116e-10
1969,5.450109252791435e-09,0.0
1970,6.898087434592526e-09,0.0
1971,6.166076982339064e-09,0.0
1972,4.104117490300041e-09,0.0
1973,1.929621262775072e-08,0.0
1974,6.750686232237513e-09,5.625571675160757e-10
1975,9.138368284311582e-09,0.0
1976,6.2848797277581525e-09,0.0
1977,5.289103655048422e-09,0.0
1978,5.940591463193812e-09,0.0
1979,5.851973239323627e-09,0.0
1980,7.390696055153967e-09,0.0
1981,3.162774764309262e-09,0.0
1982,6.828252518964462e-09,0.0
1983,7.57837925746685e-09,0.0
1984,6.378909400694965e-09,5.799008495621649e-10
1985,6.617113856854928e-09,0.0
1986,6.593934065435292e-09,0.0
1987,6.721898371253587e-09,0.0
1988,4.197587610832443e-09,0.0
1989,3.2928733073589456e-09,1.0976244357863152e-09
1990,1.089730194969718e-09,0.0
1991,4.10302547493302e-09,0.0
1992,7.713921945651236e-09,0.0
1993,1.2186256448387667e-08,0.0
1994,5.274926717646622e-09,0.0
1995,5.4224509327127635e-09,5.422450821690461e-10
1996,3.736664311304594e-09,0.0
1997,6.233362714880286e-09,0.0
1998,5.2449422582867555e-09,0.0
1999,5.941261704833778e-09,0.0
2000,6.185244316725402e-09,0.0
2001,8.324302136486494e-09,0.0
2002,4.81934359086722e-09,0.0
2003,3.333538334260311e-09,0.0
2004,7.047665923076707e-09,0.0
2005,5.404499514582994e-09,0.0
2006,6.58862386870851e-09,0.0
2007,3.595031605740928e-09,3.994479469415779e-10
2008,3.8316958494988285e-09,0.0
2009,7.1522885392028e-09,0.0
2010,2.3618964561933353e-09,3.3066551718974324e-09
2011,7.265546830836911e-09,1.4531093661673822e-08
2012,8.170206539093172e-09,6.365952598397229e-08
2013,5.29933741333366e-09,3.040146367982999e-08
2014,6.279790909502481e-09,1.7323562057081077e-08
2015,7.536356427806368e-09,3.679515214738416e-08
2016,7.663958356829426e-09,5.178350104273477e-08
2017,4.779661555431858e-09,1.3785549990430468e-07
2018,3.614053500911041e-09,1.0300052410983085e-07
2019,5.867272001580659e-09,1.2193721232733878e-07
