year,tout_DET établissement_NOUN,tout_DET etablissement_NOUN,tout_DET rétablissement_NOUN
1971,3.180667977886742e-07,1.541519245584766e-09,1.1304474689666222e-08
1972,2.7754093778753486e-07,3.078088173236182e-09,9.234264186641639e-09
1973,2.706983082134684e-07,2.205281512956958e-09,7.718485406371656e-09
1974,3.589114783153491e-07,1.1251143350321513e-09,3.937900228123681e-09
1975,4.0094590758599225e-07,1.7134440533084216e-09,7.4249242310031605e-09
1976,2.999601562692078e-07,2.285410749536254e-09,6.2848797277581525e-09
1977,2.450618055149789e-07,2.3507127355770763e-09,6.464460078348111e-09
1978,2.7861373297355385e-07,0.0,8.910887139279566e-09
1979,2.7621313236636524e-07,5.851973350345929e-10,5.266775904289034e-09
1980,2.0978206016764034e-07,2.2740603289328476e-09,1.1370301145063877e-08
1981,2.2076167383033862e-07,0.0,3.795329661659963e-09
1982,2.4519633967656773e-07,1.2415004579935385e-09,6.2075020679230875e-09
1983,2.848207429906324e-07,6.315316047889041e-10,8.209910973278056e-09
1984,2.2094222629220894e-07,1.1598016991243298e-09,2.3196033982486597e-09
1985,2.550596640560343e-07,1.2031116103372597e-09,7.820225467192188e-09
1986,2.8533750295878235e-07,0.0,7.792831269171074e-09
1987,2.9270813683979213e-07,0.0,6.110817019067127e-09
1988,2.4166112488899216e-07,1.1993107618124554e-09,1.3792074149421296e-08
1989,3.0568839903821754e-07,5.488122178931576e-10,6.585746614717891e-09
1990,2.7134282198915116e-07,1.089730194969718e-09,5.993515961311147e-09
1991,2.690412479466886e-07,0.0,1.0550637086215175e-08
1992,4.1049084842370576e-07,1.1019888335184191e-09,9.917899501665772e-09
1993,2.381859189881652e-07,5.539207426075166e-10,6.647049133334804e-09
1994,2.917034542804231e-07,5.274926606624319e-10,6.857404422078162e-09
1995,2.9389683220415463e-07,1.0844901643380922e-09,4.337960657352369e-09
1996,2.9145982693989936e-07,1.067618438099771e-09,6.4057106285986265e-09
1997,3.039963054618511e-07,4.79489448146353e-10,9.110299181713799e-09
1998,2.603398598921558e-07,5.2449422582867555e-09,7.629006759657386e-09
1999,2.746690945798491e-07,1.8280804647829996e-09,9.140402212892695e-09
2000,2.275286163921919e-07,2.2090157481002848e-09,7.510653432518666e-09
2001,1.8488713848796579e-07,4.3812117822561447e-10,1.1391150245287918e-08
2002,2.7032137239757503e-07,8.76244299341522e-10,4.81934359086722e-09
2003,2.145965272148942e-07,4.1669229178253886e-10,7.083768960303161e-09
2004,2.3962063977478465e-07,1.761916529341434e-09,4.404791198453495e-09
2005,2.2248522668633086e-07,0.0,6.3052495447024626e-09
2006,2.050709149159502e-07,0.0,7.823991010624809e-09
2007,1.941317062659209e-07,7.988958938831558e-10,5.1928234212628155e-09
2008,2.030798746943674e-07,2.128719839289417e-09,9.366367403895737e-09
2009,2.02171369423354e-07,0.0,6.198650481792356e-09
2010,1.9225837455394412e-07,4.723793023408973e-10,2.8342759250676863e-09
2011,1.969345575503212e-07,1.911985902935953e-09,4.5887662558641296e-09
2012,1.8042539551288428e-07,0.0,4.085103366691101e-09
2013,2.0918437826367153e-07,5.578250084070646e-10,2.5102124823206395e-09
2014,1.7821613340629483e-07,0.0,6.4963354279301555e-09
2015,2.1589444898495458e-07,0.0,3.989835711815104e-09
2016,2.247403987354346e-07,0.0,3.31414412579889e-09
2017,2.0778949583188933e-07,5.031222660711876e-10,8.301517390174595e-09
2018,1.4998320985171176e-07,1.0325866828253538e-09,4.904786632398128e-09
2019,1.5356946470035382e-07,0.0,6.12237061048404e-09
