year,tout_DET établissement_NOUN,tout_DET etablissement_NOUN,tout_DET rétablissement_NOUN
1800,2.6410981845970127e-07,0.0,1.8864987794131594e-08
1801,2.2859352277748712e-07,0.0,0.0
1802,2.752543366568716e-07,0.0,6.713520406265161e-09
1803,2.8865020595958413e-07,0.0,3.900678446910888e-09
1804,2.5954434335062615e-07,2.4718509461507665e-09,2.4718509461507665e-09
1805,2.444874862561619e-07,0.0,0.0
1806,1.700184775188518e-07,0.0,8.645007376628655e-09
1807,2.0782772836014374e-07,0.0,0.0
1808,3.036539268919114e-07,0.0,0.0
1809,3.5240875817521555e-07,0.0,0.0
1810,1.9189039690559184e-07,2.3401267590372754e-09,0.0
1811,2.807925945091938e-07,0.0,2.0056614147279106e-08
1812,1.8937178225542084e-07,2.6672082320544632e-09,2.6672082320544632e-09
1813,1.2365688917270745e-07,0.0,0.0
1814,2.5488084531843924e-07,0.0,9.440030979135372e-09
1815,2.1577788800186681e-07,0.0,0.0
1816,2.5261881830829225e-07,2.3176038865813098e-09,0.0
1817,3.580808751735276e-07,1.556873407970727e-09,0.0
1818,2.4080777905055584e-07,3.5763532135746345e-09,1.1921177378582115e-09
1819,2.67057096436929e-07,1.035105001712111e-09,2.5877625375869684e-08
1820,2.0766342245792657e-07,1.1866481131050932e-09,1.3053129244156025e-08
1821,2.3667571724672598e-07,9.86148829262845e-10,9.86148829262845e-10
1822,2.2156611123591574e-07,2.0051231786055723e-09,3.0076847679083585e-09
1823,2.0654815990894804e-07,9.882686891060644e-10,3.9530747564242574e-09
1824,1.962119284826258e-07,0.0,6.736890156844311e-09
1825,2.148528039924713e-07,0.0,2.641632912414593e-09
1826,3.109218482677534e-07,8.807984341885344e-10,1.7615968683770689e-09
1827,4.3874219457507024e-07,2.7651818612639545e-09,3.6869092223668076e-09
1828,2.2655583542530167e-07,0.0,2.7516904310687096e-09
1829,2.717696752085885e-07,0.0,2.571952872898464e-09
1830,2.3691617556664823e-07,1.0436835840010872e-09,2.0873671680021744e-09
1831,2.4322281522159983e-07,0.0,3.1182412207897414e-09
1832,3.179542851228234e-07,0.0,2.705993873419743e-09
1833,2.953825273266375e-07,1.1583628500844156e-09,1.1583628500844156e-09
1834,3.7151432863424816e-07,2.8003592777992026e-09,1.4001796166951408e-08
1835,2.7756532006151247e-07,2.2689263801112247e-09,4.5378527602224494e-09
1836,3.0982658927314333e-07,2.016224964762614e-09,1.4113575197427508e-08
1837,3.4163243967100243e-07,0.0,4.87052354003481e-09
1838,3.0487741753404407e-07,1.8936485712828244e-09,5.680945491803868e-09
1839,2.9643855725680623e-07,6.9914751765765e-10,2.7965900706306e-09
1840,3.1912139597523037e-07,0.0,5.732719632334238e-09
1841,4.372393505036598e-07,2.5682194149112547e-09,1.0272877659645019e-08
1842,3.4748811827967074e-07,6.708265054555795e-10,1.341653010911159e-09
1843,3.880840537817676e-07,1.1813822142769936e-09,2.3627644285539873e-09
1844,5.537958216450534e-07,1.097712254427563e-09,3.2931368743049916e-09
1845,5.28447571923607e-07,5.580227946389016e-10,7.254296274794569e-09
1846,4.1040055265284536e-07,5.2690514174003056e-09,1.7563503984519002e-09
1847,4.794575900746167e-07,1.6179670936367074e-09,3.775256551818984e-09
1848,4.336374352931216e-07,0.0,1.126331028444838e-08
1849,4.449469273026807e-07,1.6758829879393033e-09,3.351765798242923e-08
1850,4.3992695353267663e-07,1.3577992064028876e-09,6.1100964288129944e-09
1851,3.889011601643233e-07,6.449438760824933e-10,2.579775504329973e-09
1852,4.342533799217563e-07,6.510545436100301e-10,1.3021090872200602e-09
1853,3.6249627299866916e-07,0.0,1.851298847554972e-08
1854,3.2576816977325507e-07,5.195664454227256e-10,5.195664565249558e-09
1855,3.078023524949458e-07,0.0,3.714855978387277e-09
1856,3.753462110012151e-07,1.5531567143511893e-09,5.177189232874468e-10
1857,3.6123166324841804e-07,0.0,5.857810791987106e-09
1858,2.7159902948881154e-07,4.893676019968041e-10,2.4468380654951716e-09
1859,3.024750867552939e-07,0.0,1.5276520048956854e-09
1860,2.805813714701344e-07,0.0,5.950338888283113e-09
1861,3.074808390124417e-07,0.0,7.545541969022906e-09
1862,3.0180148868907963e-07,0.0,5.873382252774562e-09
1863,3.046718717314434e-07,0.0,8.990317212909105e-09
1864,3.442614531223853e-07,4.794727948009836e-10,9.109983101218688e-09
1865,3.4312896168842144e-07,4.706844358715045e-10,8.47231973466478e-09
1866,2.9972175319414873e-07,9.731225825149181e-10,2.919367858567057e-09
1867,2.6690464061118746e-07,4.85281148598915e-10,3.396968040192405e-09
1868,2.8058484424775543e-07,9.87974813071446e-10,7.409811431102753e-09
1869,2.7543047664835285e-07,4.88351925564956e-09,5.860222973552709e-09
1870,2.844088271558576e-07,0.0,6.307453670473251e-09
1871,3.1757319618463953e-07,0.0,1.0621177271019633e-09
1872,3.1506637654388214e-07,1.2094678591978436e-09,1.3304146229131675e-08
1873,3.3641344643342563e-07,0.0,6.584604861359367e-09
1874,3.937267329945371e-07,0.0,4.182226565063729e-09
1875,3.1582828441401034e-07,0.0,1.716458086775674e-09
1876,3.48855049736585e-07,0.0,1.1487427897804992e-08
1877,2.8264609142070185e-07,1.2369631985365004e-09,1.2369632429454214e-08
1878,3.442280629428751e-07,6.039088673581716e-10,4.831270938865373e-09
1879,3.763344267326829e-07,0.0,6.109325489944695e-09
1880,3.7736935709631325e-07,0.0,4.492492600149944e-09
1881,3.1097383867972894e-07,6.972507571312292e-10,2.091752326904839e-09
1882,3.8068804286695013e-07,6.655385131892899e-10,2.6621540527571597e-09
1883,2.635164264574996e-07,0.0,8.21514056781325e-09
1884,3.584721497418286e-07,0.0,5.941527270181268e-09
1885,2.848970979130172e-07,1.933690763067375e-09,2.5782542767416317e-09
1886,2.716908262812012e-07,0.0,1.9360391623202133e-09
1887,3.5125614417097495e-07,0.0,1.3057849246322917e-09
1888,3.442953868670884e-07,1.268122939990235e-09,3.1703073499755874e-09
1889,2.6376226180957474e-07,6.265136742733546e-10,3.759081934617825e-09
1890,4.443874139781201e-07,0.0,0.0
1891,4.270727522737161e-07,0.0,3.1871101313640793e-09
1892,4.250051262033594e-07,0.0,8.149066310636499e-09
1893,4.0583964988627486e-07,0.0,1.6627724974682678e-08
1894,4.1527144389874593e-07,0.0,3.780923574225881e-09
1895,3.966266888255632e-07,0.0,6.018614495673091e-09
1896,3.8330688667542745e-07,1.179405795248556e-09,8.845543852942228e-09
1897,3.828150880735848e-07,6.992056378329892e-09,1.5732126712464378e-08
1898,2.8744441493699924e-07,1.13167097914868e-09,2.8291773368493978e-09
1899,3.438153726165183e-07,2.7637891975018647e-09,4.4220627160029835e-09
1900,3.1976888692497596e-07,0.0,5.710158568206225e-09
1901,5.806699974186813e-07,1.676621730339889e-09,5.029864968975062e-09
1902,5.219631837860561e-07,4.910283846193408e-10,4.4192554615740676e-09
1903,5.664831022045291e-07,1.6200660812870638e-09,5.940242076007962e-09
1904,4.89628362743133e-07,0.0,2.6873125946735854e-09
1905,5.217527458967197e-07,5.160759042333041e-10,6.708986699521802e-09
1906,5.97754244324733e-07,3.600929110447737e-09,1.1317205839134203e-08
1907,5.543985253098072e-07,4.114274698707732e-09,3.08570607954195e-09
1908,4.34657941639216e-07,4.4202499438483756e-09,3.929111258571538e-09
1909,3.5591362390618997e-07,2.750491778780173e-09,3.300590023513905e-09
1910,4.2272233002904613e-07,2.137660271017694e-09,1.0688301577133075e-08
1911,3.607213585610225e-07,2.6601870706244313e-09,2.128149656499545e-09
1912,4.81871456514682e-07,4.167536982180309e-09,4.167536982180309e-09
1913,4.93708338211718e-07,5.833288740930698e-09,3.181793939432964e-09
1914,4.7145075399157577e-07,4.018046229070649e-09,1.1384464038144415e-08
1915,4.0290206015924923e-07,0.0,1.1780761921542648e-09
1916,4.3730098298055964e-07,6.592477230782379e-09,5.493730803607377e-09
1917,3.7834165311778634e-07,3.289927441585405e-09,7.676496771580332e-09
1918,3.801990633434116e-07,8.040463406189247e-09,9.189101035644853e-09
1919,4.3000651039903914e-07,4.603924186330488e-09,4.603924352863942e-09
1920,4.2480218809259895e-07,2.2716695191604686e-09,5.300562211374427e-09
1921,3.703073403471535e-07,7.572747429129834e-10,9.087297137000405e-09
1922,3.659456133675576e-07,5.164555005876537e-09,2.951174193910333e-09
1923,3.7368137029147874e-07,2.1231896241147297e-09,2.1231896241147297e-09
1924,3.77724587607986e-07,5.156649662829693e-09,2.578324886925998e-09
1925,3.2444624409322387e-07,2.1996355847875293e-09,5.499089184013428e-09
1926,3.232380159090553e-07,1.1146138456652466e-09,1.0031524944054127e-08
1927,2.608918698854268e-07,4.4596899506643695e-09,2.2298449753321847e-09
1928,2.959344804764896e-07,1.1426041224282812e-09,0.0
1929,3.0301904274665503e-07,1.1140406375176326e-09,2.2280812750352652e-09
1930,3.4451820951630907e-07,2.100720708497761e-09,7.352522590764465e-09
1931,2.589016023790691e-07,3.4216069977333063e-09,1.2545892325022123e-08
1932,3.0248320470604995e-07,1.0959536611565568e-09,8.76762951129706e-09
1933,3.120020153346559e-07,3.4411986593596566e-09,1.4911860191091364e-08
1934,2.947468651370855e-07,4.7926320689839486e-09,1.0783422155213884e-08
1935,2.944197881049604e-07,2.393656828303392e-09,4.787313656606784e-09
1936,2.934180791669405e-07,4.849885826274658e-09,3.6374143697059935e-09
1937,4.2557980428625797e-07,1.2591118148108649e-09,1.0072894518486919e-08
1938,3.5135731479840615e-07,1.2965214457594243e-09,1.9447821131279852e-08
1939,5.16938897021646e-07,0.0,6.117620188206274e-09
1940,4.462977827301984e-07,0.0,7.607348528892999e-09
1941,5.696400009469471e-07,2.9515025978810172e-09,1.7709016475464523e-08
1942,2.973527557514899e-07,0.0,9.102635090130207e-09
1943,3.22259118945567e-07,2.9032352077962287e-09,5.806470415592457e-09
1944,3.56663676370772e-07,0.0,3.2131861615880553e-09
1945,3.289541226081383e-07,0.0,1.3071024262956144e-08
1946,2.993037284682032e-07,2.7842208538686464e-09,9.744772988540262e-09
1947,3.933887420259907e-07,0.0,2.7418003867296648e-08
1948,3.185463128829724e-07,2.174377566888097e-09,9.784699273041042e-09
1949,3.5930249708826523e-07,0.0,9.817008539414473e-09
1950,3.6160228944481787e-07,3.190608444114673e-09,1.595304199852876e-08
1951,2.889239922865272e-07,1.1727541826545007e-08,6.396841278899501e-09
1952,2.7838281724257286e-07,1.0544803918932644e-09,1.8980646387944944e-08
1953,2.682683071242309e-07,0.0,1.0773827163745864e-08
1954,2.5897221078707844e-07,2.9317608341017376e-09,9.772536335717064e-09
1955,2.402715644223008e-07,3.754243138587299e-09,8.447047505910632e-09
1956,3.409966282674759e-07,0.0,6.104799332717903e-09
1957,2.942067673927795e-07,0.0,3.534015080575159e-09
1958,3.201358218518635e-07,8.272243445794913e-10,7.445019101215422e-09
1959,3.689355949632045e-07,7.750748043378053e-09,8.525822714489095e-09
1960,2.8790665851374797e-07,0.0,8.304999854491513e-09
1961,2.800108163114601e-07,4.168895617606694e-09,1.042223907177231e-08
1962,2.0865036098882683e-07,6.341956404476434e-10,2.5367825617905737e-09
1963,2.482964500671869e-07,2.5864212993553792e-09,7.1126584622049904e-09
1964,2.238900336237748e-07,1.2167936658258327e-09,4.258777774879263e-09
1965,2.637524847415307e-07,5.472043373977442e-10,5.472043540510896e-09
1966,2.858162666541375e-07,5.539074754423723e-10,1.6617224263271169e-09
1967,2.5834958350401394e-07,4.930335584241163e-10,6.409436092980059e-09
1968,2.425364549196729e-07,4.4914158503495116e-10,9.431973424511852e-09
1969,2.7159712345792286e-07,4.5417578031781147e-10,3.1792304344691047e-09
1970,3.5272221055038244e-07,4.5987250119061684e-10,5.978342487722443e-09
