year,faut_VERB amener_VERB,faut_VERB ramener_VERB
1800,3.772997558826319e-08,1.3834323908668011e-07
1801,2.3811825400343878e-08,1.4763331535050384e-07
1802,3.5805442166747525e-08,7.384872446891677e-08
1803,4.6808139586573816e-08,9.55666195068261e-08
1804,6.673997887673977e-08,1.2359254242255702e-07
1805,1.9900143755080535e-08,5.401467717547348e-08
1806,3.1698359492793315e-08,6.916005901302924e-08
1807,0.0,8.256169792275614e-08
1808,4.078933102391602e-08,7.024829073998262e-08
1809,3.388545621874073e-08,6.325285539787728e-08
1810,8.190443878675069e-08,4.44624070894406e-08
1811,1.0028307428910921e-07,8.273353557797236e-08
1812,4.800974906515876e-08,4.5342538612658245e-08
1813,5.7514832008109806e-08,3.738464116054274e-08
1814,1.5733385794192145e-07,3.1466772298927026e-08
1815,1.4565007688815967e-07,8.631115377966125e-08
1816,5.7940098940889584e-08,9.965696534663948e-08
1817,5.1376822796100896e-08,7.317304806520042e-08
1818,5.364529798157491e-08,6.914282835168706e-08
1819,5.589566853814176e-08,1.2835302243274782e-07
1820,8.187871713971617e-08,1.0086508694939766e-07
1821,2.2681422962023134e-08,1.0354562363090736e-07
1822,2.8071724500478012e-08,5.714601059025881e-08
1823,4.348382276475604e-08,3.755420863171821e-08
1824,1.8526447931321854e-08,7.242157096243318e-08
1825,3.258013947515792e-08,6.427973175959778e-08
1826,3.3470339388941284e-08,9.776862697208344e-08
1827,3.041700225026034e-08,7.558163872545265e-08
1828,5.319934714975716e-08,1.2382606939809193e-07
1829,6.001223340490469e-08,8.144517238406479e-08
1830,7.097048637660919e-08,6.262101237552997e-08
1831,5.6128342862393765e-08,8.886987501455224e-08
1832,5.411987658021644e-08,1.5018265742128278e-07
1833,4.51761508202253e-08,4.40177885252524e-08
1834,4.0138484536100805e-08,1.5588666713028942e-07
1835,4.9160071569076536e-08,1.2403464211274695e-07
1836,2.9571300075303952e-08,9.341842854837523e-08
1837,3.2006298056330706e-08,1.2106730196137505e-07
1838,4.7341213615936795e-08,8.39517539930057e-08
1839,3.705481788074394e-08,8.599514700335931e-08
1840,6.305991462340899e-08,1.172022692230712e-07
1841,8.154096775569997e-08,8.603534951134861e-08
1842,5.500777433553594e-08,1.3148199684565043e-07
1843,5.5524964182041003e-08,1.3704033108297153e-07
1844,6.037417676907353e-08,1.0153838303494922e-07
1845,5.859239493588575e-08,8.760957825870719e-08
1846,3.9810608143397985e-08,1.4109348001056787e-07
1847,8.143767615820252e-08,1.003139615818327e-07
1848,8.045221733254948e-08,9.97607472186246e-08
1849,9.46873868201692e-08,1.6088476684217312e-07
1850,2.9192683825840504e-08,1.1473403560557927e-07
1851,4.9660677348128957e-08,8.384270699934859e-08
1852,7.291811243703705e-08,8.463709377792838e-08
1853,5.4344578614973216e-08,1.2959091577613435e-07
1854,3.688921879074769e-08,1.1014808620757321e-07
1855,4.4578271740647324e-08,7.588920425405377e-08
1856,3.1063134287023786e-08,8.852993715890989e-08
1857,4.002837528105374e-08,8.933161410595858e-08
1858,4.061751113226819e-08,1.0032035646645454e-07
1859,5.1940169498720934e-08,9.67512931993042e-08
1860,4.531412045594152e-08,1.3136518361989147e-07
1861,5.564837124438782e-08,1.362913479852068e-07
1862,3.6595690033891515e-08,7.183598427218385e-08
1863,5.4940830551686304e-08,1.193714354030817e-07
1864,6.520829742839851e-08,6.664672014267126e-08
1865,4.989254875908955e-08,1.407346417181543e-07
1866,7.347075836605654e-08,7.736324647567017e-08
1867,4.804283548764943e-08,1.1355578521943244e-07
1868,7.311013661137622e-08,8.842374654705054e-08
1869,5.4207063726607885e-08,1.1280928902124288e-07
1870,4.759260363584872e-08,1.2442886543340137e-07
1871,3.717412155879174e-08,1.4338588982809597e-07
1872,5.9868661139717e-08,1.0461896948754656e-07
1873,6.70432527272169e-08,1.0056487553811166e-07
1874,5.257655999457711e-08,6.990292433783907e-08
1875,9.898241870587299e-08,1.281622132864868e-07
1876,5.2600327649088285e-08,9.855003924030825e-08
1877,5.690030846494665e-08,9.772008979780367e-08
1878,7.911206267863236e-08,8.877460544454152e-08
1879,4.887460391955756e-08,1.1302251579081712e-07
1880,4.6208491255583795e-08,1.0461089061664097e-07
1881,5.2293806618308736e-08,1.1434912750019066e-07
1882,6.189507928411331e-08,8.452339272935205e-08
1883,1.0932456717682726e-07,9.542201695467156e-08
1884,7.12983307948889e-08,1.0034579389639475e-07
1885,5.02759576193057e-08,9.281715307452032e-08
1886,5.3563748991791726e-08,1.1099957930582605e-07
1887,8.095866377288985e-08,1.0707436359780331e-07
1888,8.433017484321681e-08,1.2491011602833169e-07
1889,7.894072240333116e-08,9.335053618997335e-08
1890,7.340912588915671e-08,6.357755211183758e-08
1891,6.182993672609882e-08,1.153733819592162e-07
1892,9.277398049789554e-08,8.775917592629412e-08
1893,8.005941509736658e-08,7.636436549773862e-08
1894,8.381046967542716e-08,1.0649601733803138e-07
1895,8.185315891751088e-08,8.546432894718237e-08
1896,5.89702899844724e-08,8.78657289149487e-08
1897,6.933789364893528e-08,9.672344702948976e-08
1898,6.959776754911218e-08,1.0581123888186994e-07
1899,8.18081602460552e-08,8.733573508834525e-08
1900,9.551537516472308e-08,1.1524137732976669e-07
1901,1.0171504527534125e-07,8.941982088117584e-08
1902,1.0508007619591808e-07,9.034922499040476e-08
1903,9.072370232843241e-08,1.06924360920857e-07
1904,4.998401337275027e-08,1.1609190408989889e-07
1905,9.031328573883002e-08,9.186150862205977e-08
1906,8.179253541129583e-08,1.12143219155314e-07
1907,1.1108541997373322e-07,1.198282575387566e-07
1908,8.103791770963653e-08,9.626322849953795e-08
1909,7.811396329771014e-08,1.0781927528569213e-07
1910,8.604082779584132e-08,1.1115833586927693e-07
1911,5.958818860563042e-08,1.0481137024953568e-07
1912,7.657849465658728e-08,8.9081105159039e-08
1913,8.37872349279678e-08,1.1454457649051619e-07
1914,8.10305991194582e-08,1.0246017723147816e-07
1915,5.5369582696584985e-08,6.125996065975414e-08
1916,1.0987461962486123e-07,1.2965205087311915e-07
1917,8.115154059851193e-08,1.1734073979141613e-07
1918,1.1026921242773824e-07,1.1141784739265859e-07
1919,1.3167223755772284e-07,9.207848705727883e-08
1920,9.389567168227586e-08,1.1736959493191534e-07
1921,8.178567156846839e-08,1.128339377487464e-07
1922,5.3858929760508545e-08,1.1066903482515045e-07
1923,7.325004247604738e-08,9.235874642854469e-08
1924,6.83256118350073e-08,9.668718092825657e-08
1925,8.028669640225417e-08,8.578578558626759e-08
1926,7.80229711949687e-08,8.025219955243301e-08
1927,6.801027296887696e-08,8.250426475342465e-08
1928,8.341010016010841e-08,1.1083260176292242e-07
1929,6.461435475557664e-08,9.246537047147285e-08
1930,7.562594817045465e-08,1.23942527352483e-07
1931,8.325910272333203e-08,8.89617837174228e-08
1932,8.438843224212178e-08,8.000461804158476e-08
1933,5.964744076436546e-08,1.307655423943288e-07
1934,4.313368862085554e-08,8.98618495170922e-08
1935,5.2660450222674626e-08,9.454944205344873e-08
1936,5.456121598967911e-08,8.48730010716281e-08
1937,5.288269733227935e-08,9.695160940736969e-08
1938,4.797129449229942e-08,9.464606876008475e-08
1939,7.799965828780842e-08,7.647025057622159e-08
1940,6.085878823114399e-08,7.60734906180005e-08
1941,5.312704587367989e-08,1.2986610897769424e-07
1942,6.371844563091145e-08,1.061974117533282e-07
1943,9.580676163523094e-08,1.1322617154974068e-07
1944,7.390327994016843e-08,1.285274464635222e-07
1945,6.317661416233022e-08,9.149717072887142e-08
1946,5.707652661612883e-08,1.2946627236942732e-07
1947,7.629357412497484e-08,1.1920870690573793e-07
1948,5.762100485640076e-08,6.84928949112873e-08
1949,7.755436826073492e-08,8.4426268642801e-08
1950,7.87016745107394e-08,7.657460088239532e-08
1951,6.716683031982029e-08,6.823297127311889e-08
1952,6.537778318715937e-08,8.224947123380844e-08
1953,7.97263197682696e-08,9.588706717522655e-08
1954,6.547599440409613e-08,8.111204863325838e-08
1955,7.508486277174597e-08,6.851493594695057e-08
1956,9.244410392739155e-08,8.110662008675718e-08
1957,6.714628852932947e-08,8.216584745923683e-08
1958,6.700517474200751e-08,9.099467490614188e-08
1959,8.448315469422596e-08,8.21579249077331e-08
1960,8.720250121996287e-08,8.37420870425376e-08
1961,7.434530147065743e-08,8.963125708305597e-08
1962,7.737186535905494e-08,8.751899827075249e-08
1963,6.207410763181542e-08,9.311116855315049e-08
1964,7.604960217122425e-08,6.38816644027429e-08
1965,7.82502169727195e-08,1.0561043950474414e-07
1966,7.311578542612551e-08,7.090015685662365e-08
1967,8.23366050894947e-08,7.789930123180966e-08
1968,5.749012288447375e-08,7.50066462273935e-08
1969,6.994307000240951e-08,8.811009877263132e-08
1970,8.32369195791216e-08,6.944074470993655e-08
1971,6.525764462139705e-08,7.142372737689584e-08
1972,5.6944628568089684e-08,7.69522046084603e-08
1973,6.615844228008427e-08,6.670976659961525e-08
1974,5.40054898579001e-08,6.694430254583494e-08
1975,5.6543655091445544e-08,6.968005550334055e-08
1976,4.285145038807059e-08,6.170608912725584e-08
1977,6.170620991952092e-08,8.638869530841475e-08
1978,6.53465050959312e-08,7.306927329864266e-08
1979,6.378650851956991e-08,8.777959692451986e-08
1980,6.65162644963857e-08,7.788656120055748e-08
1981,6.70508271127801e-08,7.084615560870589e-08
1982,4.8418517195614186e-08,8.7525783953879e-08
1983,5.5574780333245144e-08,7.704685600629091e-08
1984,6.842829947117934e-08,6.494889248642721e-08
1985,6.677269226429416e-08,7.699914306158462e-08
1986,4.435919365164409e-08,5.395036950517351e-08
1987,5.010869941202145e-08,7.394088186174486e-08
1988,5.217001941559829e-08,6.356346915481481e-08
1989,6.530865448439727e-08,6.64062795863174e-08
1990,5.4486509526441296e-08,7.41016563665653e-08
1991,6.916528860756443e-08,8.499124248828593e-08
1992,6.88743000409886e-08,5.620142928819405e-08
1993,5.317639306667843e-08,8.696555653386895e-08
1994,6.277162611922904e-08,6.910153871331204e-08
1995,5.097103894513566e-08,9.435064640683777e-08
1996,5.231330391097799e-08,7.793614287265882e-08
1997,5.801822311468641e-08,6.904647875671799e-08
1998,4.91117297940491e-08,8.582632915477006e-08
1999,5.5756455452637965e-08,6.992407719508265e-08
2000,7.201391127864554e-08,8.040817078835971e-08
2001,6.87850274516677e-08,5.7393872765487686e-08
2002,7.31663973851937e-08,7.75476181047452e-08
2003,7.25044557725596e-08,6.708745559080853e-08
2004,5.726228735625227e-08,6.254803253114005e-08
2005,6.935774621297242e-08,6.66554953454579e-08
2006,6.176834688176314e-08,6.259192986135531e-08
2007,5.392547208771248e-08,8.228627734752081e-08
2008,5.1940762801905294e-08,6.726754975261429e-08
2009,6.818515174700224e-08,6.866197566068877e-08
2010,5.5268380094730674e-08,7.841496341143284e-08
2011,7.342026009382607e-08,6.844909705705504e-08
2012,6.502122573692759e-08,6.536165386705761e-08
2013,6.721791123709409e-08,6.275531205801599e-08
2014,6.40971791199263e-08,7.232586796135365e-08
2015,5.8517588996664927e-08,6.383736916859561e-08
2016,5.302630512460382e-08,7.166836724081804e-08
2017,5.634969468815143e-08,5.7859061541876144e-08
2018,5.472709574405599e-08,6.402037655561799e-08
2019,4.9234063936864914e-08,6.42848902998594e-08
