year,était_VERB à_ADP,était_VERB a_ADP,était_VERB ras_ADJ,etait_VERB à_ADP,etait_VERB a_ADP
1800,1.3790305274596903e-05,1.1633408547595536e-07,0.0,8.174827570428533e-08,0.0
1801,1.3953729649074376e-05,1.0715321963061797e-07,0.0,4.524246932646747e-08,2.3811825844433088e-09
1802,9.645091267884709e-06,7.161088433349505e-08,4.475680270843441e-09,2.9091921760482364e-08,0.0
1803,1.107402567868121e-05,1.2092103318650516e-07,0.0,2.730474935042082e-08,3.900678446910888e-09
1804,1.6410618627560325e-05,2.0763548569391332e-07,2.4718509461507665e-09,4.2021465418429216e-08,0.0
1805,1.1965672456426546e-05,9.665784173051861e-08,0.0,4.264316633140197e-08,5.685755422035754e-09
1806,1.3143292562745046e-05,2.1324351884288717e-07,0.0,4.8988376022407465e-08,8.645007376628655e-09
1807,1.5279607396223582e-05,1.9643990789575128e-07,0.0,5.4092147649953404e-08,5.693910232196231e-09
1808,1.1264653949183412e-05,2.4246992325061e-07,0.0,5.891792298484688e-08,4.5321479902327155e-09
1809,1.3676170965482015e-05,1.8749952968022399e-07,0.0,7.002994295568499e-08,6.7770917766551975e-09
1810,1.213121686305385e-05,2.0125090038902727e-07,0.0,4.9142660607515154e-08,9.360507036149102e-09
1811,1.7958191165234894e-05,3.560048993378473e-07,0.0,5.264861391296449e-08,1.2535384286138651e-08
1812,1.6520687495358288e-05,2.3471432797350644e-07,0.0,5.067695596494559e-08,5.3344164641089264e-09
1813,2.138976560672745e-05,2.904499041278541e-07,2.300593315851529e-08,5.7514832008109806e-08,2.8757416448144113e-09
1814,1.9927905668737367e-05,3.3354778317118416e-07,0.0,9.44003133440674e-08,9.440030979135372e-09
1815,2.0221084923832677e-05,3.10180708673613e-07,8.091670444798638e-09,4.315557688983063e-08,8.091670444798638e-09
1816,1.8777227523969486e-05,1.9004351692331056e-07,2.3176038865813098e-09,8.1116134253989e-08,9.270415546325239e-09
1817,2.2764603272662498e-05,5.495762991358788e-07,1.556873407970727e-09,6.538868224659211e-08,3.113746815941454e-09
1818,2.2199616068974137e-05,6.032115784648795e-07,0.0,6.437435939865566e-08,8.344824387052086e-09
1819,2.0202143787173554e-05,4.492355651919411e-07,1.035105001712111e-09,5.693077564927762e-08,6.210630232317271e-09
1820,2.500860864529386e-05,6.728294863478368e-07,0.0,3.9159388620646496e-08,1.0679833017945839e-08
1821,2.4615261281724088e-05,5.295618947798175e-07,0.0,7.691960568489975e-08,4.930744257336528e-09
1822,2.5179333533742465e-05,4.792244254758771e-07,1.1028177482330648e-08,7.318699601910339e-08,6.015369535816717e-09
1823,2.7584555937210098e-05,4.911695370424241e-07,5.929612356680991e-09,6.81905421018314e-08,2.9648061783404955e-09
1824,2.5249864847864956e-05,3.621078583648796e-07,0.0,4.0421339164709025e-08,4.210556348027694e-09
1825,2.531388781790156e-05,2.6944655928673455e-07,1.7610886082763955e-09,6.780191186273044e-08,3.522177216552791e-09
1826,2.478038368280977e-05,2.0170283487885854e-07,0.0,5.2847905607222856e-08,5.284790383086602e-09
1827,2.6658197384676896e-05,2.378056453977706e-07,4.608636583469661e-09,9.217272878281335e-08,2.7651818612639545e-09
1828,2.7902140573132783e-05,2.632450417650034e-07,1.559291185060374e-08,9.539193013274883e-08,1.8344602503717056e-09
1829,3.269723674748093e-05,2.992038483640158e-07,2.571952872898464e-09,6.429881960201556e-08,5.143905745796928e-09
1830,2.8384018150973134e-05,5.06186523807628e-07,8.349468672008697e-09,6.57520660141131e-08,3.1310507520032616e-09
1831,2.749665145529434e-05,7.203137322164821e-07,1.5591206103948707e-09,3.897801348351493e-08,6.236482441579483e-09
1832,2.7306185074849054e-05,4.0184009542088006e-07,1.3529969367098715e-09,6.764984583629285e-08,2.705993873419743e-09
1833,2.891621261369437e-05,3.787846472036449e-07,4.6334514003376626e-09,3.243415958031903e-08,3.4750886612755494e-09
1834,2.7361376851331443e-05,4.3125531679066853e-07,1.8669061851994684e-09,2.7070139907436896e-08,1.8669061851994684e-09
1835,2.8314689188846387e-05,3.4260789760764965e-07,0.0,5.52105419160398e-08,8.31939672707449e-09
1836,2.690114706638269e-05,3.3267712051809895e-07,1.3441500135158435e-09,4.973355127724233e-08,2.688300027031687e-09
1837,2.7091244191979058e-05,4.02861878967542e-07,4.174734336004349e-09,3.5485242300126174e-08,3.478945576063097e-09
1838,2.8660371754085645e-05,4.2670215094631203e-07,1.8936485712828244e-09,3.7241754569095065e-08,2.5248647617104325e-09
1839,2.777083864202723e-05,3.789379636742751e-07,6.9914751765765e-10,2.6567605448946097e-08,1.11863602825224e-08
1840,3.096751606790349e-05,3.7644858785768065e-07,1.9109065441114126e-09,3.439631934831766e-08,1.7198159341091923e-08
1841,2.8174650651635602e-05,3.83306748119594e-07,6.420548537278137e-10,3.723918240439161e-08,1.219904177673925e-08
1842,3.0420640541706234e-05,4.74945169415264e-07,6.037438549100216e-09,5.63494273464471e-08,9.391571076378114e-09
1843,2.6402711228001863e-05,5.044502158213504e-07,1.7720733769266417e-09,3.6032158812204784e-08,1.2404512972352677e-08
1844,2.825840601872187e-05,5.323904588294681e-07,5.488561272137815e-10,2.744280647171138e-08,3.2931368743049916e-09
1845,2.909307659137994e-05,4.586947284224152e-07,1.1160455892778032e-09,2.901718476611137e-08,4.464182357111213e-09
1846,2.7921287255594507e-05,5.479813180997439e-07,0.0,4.27378594736183e-08,3.5127007969038004e-09
1847,2.8390468287398107e-05,4.940192965818824e-07,1.6179670936367074e-09,3.9909856752728956e-08,2.588747349818732e-08
1848,2.626684363349341e-05,5.004128116326001e-07,8.045221711050488e-10,2.7353753262460145e-08,5.63165514222419e-09
1849,2.6685922421165742e-05,4.3991928144748726e-07,1.6758829879393033e-09,5.027649052635752e-08,8.379414939696517e-10
1850,2.6927194994641468e-05,5.831747387219366e-07,1.3577992064028876e-09,2.7155984128057753e-08,6.788996032014438e-09
1851,2.6867071937886067e-05,6.068922075996852e-07,6.449438760824933e-10,2.9022474423712197e-08,5.159551008659946e-09
1852,2.474853681633249e-05,5.748811577888091e-07,0.0,2.799534604136511e-08,5.859490670445666e-09
1853,2.8235293939360417e-05,5.954016089049219e-07,2.9859659189668264e-09,3.94147496862729e-08,1.7915795513800958e-09
1854,2.5671777621028014e-05,6.780342225454206e-07,1.558699391779328e-09,2.4419623656513068e-08,1.558699302961486e-08
1855,2.678198870853521e-05,6.357710411464268e-07,3.1841622671890946e-09,2.9718847827098216e-08,8.491099379170919e-09
1856,2.6929667001240887e-05,6.383474531190814e-07,1.0354378465748937e-09,2.2779631847491544e-08,1.5531567143511893e-09
1857,2.792320810840465e-05,7.341789709514046e-07,1.4644527812635033e-09,2.29430919262974e-08,6.8341128311999455e-09
1858,2.7681078790919855e-05,6.660292957150205e-07,7.829881631948865e-09,1.8106601329392902e-08,6.851146261421803e-09
1859,2.8702035706373863e-05,6.43650686527053e-07,4.582956236731661e-09,2.7497736532211547e-08,4.073738679721828e-09
1860,3.0035938834771514e-05,6.138003838529471e-07,9.154367819341758e-10,3.661747172145624e-08,6.865775947773045e-09
1861,2.6888539650826715e-05,5.65444043587604e-07,2.8295783494058924e-09,2.546620425647461e-08,1.3676294763342867e-08
1862,2.8459247914724983e-05,6.740835738483497e-07,5.873382225018986e-09,2.123453612945525e-08,2.710791813242963e-09
1863,2.730459345912095e-05,6.687797231563763e-07,5.494082966350788e-09,2.7969877358646755e-08,4.495158911765884e-09
1864,2.5146429834421724e-05,5.672163290171284e-07,4.794727948009836e-10,2.3014694150447212e-08,7.192091699970149e-09
1865,2.6837014956981875e-05,5.963572018430341e-07,9.41368871743009e-10,1.8827376768726367e-08,6.118897832863013e-09
1866,2.832419158949051e-05,7.098929186710734e-07,3.4059290943133647e-09,2.6274308950746672e-08,2.919367858567057e-09
1867,2.743051663856022e-05,5.702053673672935e-07,3.396968040192405e-09,1.8925964795357686e-08,3.396968040192405e-09
1868,2.6924783014692366e-05,6.09580485644301e-07,3.951899252285784e-09,2.371139573575931e-08,4.939874287401835e-09
1869,2.762313852144871e-05,5.420706195025105e-07,9.767038289254515e-10,2.9789467337337783e-08,2.0510780629479086e-08
1870,2.8303264116402715e-05,6.175570348432302e-07,3.4404292748035914e-09,3.096386391732153e-08,7.454262984651905e-09
1871,2.765966928564012e-05,6.786932340574481e-07,2.1242354542039266e-09,2.442870705721134e-08,1.0621176826930423e-08
1872,2.9184458981035277e-05,6.978629389919888e-07,6.047339295989218e-10,3.084143029852271e-08,7.256807155187062e-09
1873,2.63318343058927e-05,5.908186651026881e-07,8.979006871356887e-09,2.8732821455434987e-08,7.183205141814142e-09
1874,2.8965501769562252e-05,5.879015176901703e-07,3.5847653734322193e-09,1.3741600746186577e-08,5.377148060148329e-09
1875,2.713949106691871e-05,5.795906758976344e-07,5.721527140956084e-10,2.8607635371713513e-08,4.005069165202713e-09
1876,2.6512983822613023e-05,5.175388562150829e-07,4.232210137899983e-09,1.813804439976252e-08,7.255217537860403e-09
1877,2.551112811488565e-05,5.80754194956512e-07,4.329371083855449e-09,9.895705588292003e-09,4.947852683123699e-09
1878,2.6007335691247135e-05,5.803564313566767e-07,3.6234530931267273e-09,1.6305539585204087e-08,1.0266450800600069e-08
1879,2.5472219931543805e-05,6.237620873150718e-07,1.832797580370027e-09,2.3826368877877258e-08,1.221865053580018e-09
1880,2.522726936149411e-05,6.546203081825297e-07,3.2089231272180996e-09,1.5402831010646878e-08,1.2835692508872398e-09
1881,2.5051522243302315e-05,7.223518023735664e-07,2.7890030285249168e-09,1.6036767247484818e-08,2.091752326904839e-09
1882,2.562656118243467e-05,7.434065043554483e-07,6.655385131892899e-09,1.8635078369300118e-08,9.983077475794744e-09
1883,2.491588929842692e-05,6.698499293023019e-07,4.423537092179686e-09,1.7062215640351042e-08,0.0
1884,2.5278557586716488e-05,7.407104192225233e-07,4.621187876807653e-09,1.2543224237049344e-08,3.300848483434038e-09
1885,2.5316523533547297e-05,8.637151669432797e-07,3.86738152613475e-09,1.8047779715146817e-08,2.5782542767416317e-09
1886,2.4425715309916995e-05,8.13136420418914e-07,3.872078213618124e-09,1.2261581083805595e-08,2.5813855497602844e-09
1887,2.3570722987642512e-05,7.364627157002701e-07,5.876032105334161e-09,2.415702127223085e-08,2.6115698492645834e-09
1888,2.3912360120448284e-05,7.481925177188486e-07,1.268122939990235e-09,2.5996521157978236e-08,6.974675947901687e-09
1889,2.3654651158722118e-05,7.179846956972824e-07,1.2530273485467092e-09,1.6289355420084917e-08,4.385595886446936e-09
1890,2.281254273839295e-05,6.967312842220963e-07,1.3108772956016423e-09,1.7041405619977468e-08,7.865263829121005e-09
1891,2.3225107725011185e-05,6.705679620466753e-07,6.374220040683554e-10,2.2309770031370135e-08,4.461953917456185e-09
1892,2.2725864255335182e-05,7.478335373178879e-07,6.268512375839919e-10,2.2566644553023707e-08,7.522214851007902e-09
1893,2.3308990421355702e-05,7.833505728527257e-07,3.695050043717174e-09,1.8475249996541265e-08,6.15841644346915e-09
