year,voudrait_VERB ajouter_VERB,voudrait_VERB rajouter_VERB
1958,1.6544486669545222e-08,0.0
1959,2.5577467255288866e-08,0.0
1960,2.353083417006019e-08,0.0
1961,2.084447814354462e-08,0.0
1962,1.331810839388936e-08,0.0
1963,2.133797494252576e-08,0.0
1964,2.5552667537454e-08,0.0
1965,2.188817305182056e-08,0.0
1966,8.862519607077957e-09,0.0
1967,2.021437595089992e-08,0.0
1968,2.4702787371211343e-08,0.0
1969,3.2246479264586014e-08,0.0
1970,3.219107469476512e-08,4.5987250119061684e-10
1971,1.849823050292798e-08,0.0
1972,2.205963234302999e-08,0.0
1973,2.591205827684462e-08,0.0
1974,2.193973003272731e-08,0.0
1975,1.8847885030481848e-08,0.0
1976,2.399681342524218e-08,5.713526873840635e-10
1977,3.173462204131283e-08,0.0
1978,2.0792070287711795e-08,5.940591352171509e-10
1979,2.3993090181306798e-08,5.851973350345929e-10
1980,3.9227540327146926e-08,0.0
1981,2.4669642328944974e-08,0.0
1982,2.9796010991844923e-08,0.0
1983,2.7787390166622572e-08,0.0
1984,3.653375202361531e-08,0.0
1985,2.045289804186723e-08,1.2031116103372597e-09
1986,2.6975184752586756e-08,0.0
1987,2.0776777631681398e-08,0.0
1988,1.199310784016916e-08,0.0
1989,2.469655058234821e-08,5.488122178931576e-10
1990,1.198703181159999e-08,0.0
1991,2.8721180100887977e-08,5.861465202094962e-10
1992,1.5427843891302473e-08,0.0
1993,1.661762283333701e-08,5.539207426075166e-10
1994,2.320967773528082e-08,0.0
1995,1.1929391696696712e-08,0.0
1996,1.1209993822092201e-08,2.135236876199542e-09
1997,1.5823152565985765e-08,0.0
1998,1.0966696883940585e-08,4.768129224785866e-10
1999,1.0968483010742602e-08,4.570201161957499e-10
2000,1.3254094710646314e-08,0.0
2001,1.5334240544007116e-08,0.0
2002,1.0076809608960957e-08,0.0
2003,1.2084076850271686e-08,4.1669229178253886e-10
2004,1.4535810777260849e-08,8.809582507929292e-10
2005,1.5312748402607212e-08,0.0
2006,1.6471560115860484e-08,1.2353669198716943e-09
2007,9.586750948642475e-09,3.994479469415779e-10
2008,1.0643598891135753e-08,8.514879357157668e-10
2009,1.668867355419934e-08,9.53638501499654e-10
2010,1.0864724231396394e-08,0.0
2011,9.55992973672437e-09,0.0
2012,1.2595735121578855e-08,1.7021263287730903e-09
2013,8.925200134513034e-09,1.6734750252211938e-09
2014,1.147685946278898e-08,4.330890368553497e-10
2015,1.5294370214746777e-08,4.433150790905671e-10
2016,1.0356700386182638e-08,1.6570720351438695e-09
2017,1.3081178806828575e-08,1.509366853724714e-09
2018,1.0067719991013746e-08,2.5814667070633845e-10
2019,1.4285530980373551e-08,5.1019755087367e-10
