year,devront_VERB assurer_VERB,devront_VERB rassurer_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,2.2660739951163578e-09,0.0
1809,2.259030518203531e-09,0.0
1810,0.0,0.0
1811,7.521229861140455e-09,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,0.0
1818,5.960588467246453e-09,0.0
1819,0.0,0.0
1820,1.779972080839798e-08,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,9.882686891060644e-10,0.0
1824,8.421112696055388e-10,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,1.091384405071949e-08,0.0
1832,2.705993873419743e-09,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,1.5126175867408165e-09,0.0
1836,1.3441500135158435e-09,0.0
1837,0.0,0.0
1838,2.5248647617104325e-09,0.0
1839,3.4957374772659477e-09,0.0
1840,1.9109065441114126e-09,0.0
1841,8.346713542550788e-09,0.0
1842,6.037438549100216e-09,2.683306021822318e-09
1843,7.088293507706567e-09,0.0
1844,3.841992946007622e-09,0.0
1845,5.022205318283568e-09,0.0
1846,1.2294452567118697e-08,0.0
1847,1.1325769655456952e-08,0.0
1848,1.206783295515379e-08,0.0
1849,2.1786478399121734e-08,0.0
1850,6.788996032014438e-09,0.0
1851,6.449438760824933e-09,0.0
1852,7.161600201754936e-09,0.0
1853,2.149895550473957e-08,0.0
1854,2.0782657816909023e-09,0.0
1855,3.1841622671890946e-09,5.306937111981824e-10
1856,2.019103817474388e-08,0.0
1857,9.274867096564776e-09,0.0
1858,1.9574704079872163e-09,0.0
1859,1.1202780925145817e-08,0.0
1860,1.373155189554609e-08,0.0
1861,5.32903889904901e-08,0.0
1862,8.584174260306554e-09,0.0
1863,1.1487627737949424e-08,0.0
1864,1.582260189536555e-08,0.0
1865,1.5061901947888146e-08,0.0
1866,1.1190909532388105e-08,0.0
1867,2.2808213984149006e-08,0.0
1868,1.0373735648272486e-08,2.4699371437009177e-09
1869,4.883519366671862e-09,0.0
1870,8.027668307875047e-09,0.0
1871,6.37270636261178e-09,0.0
1872,1.69325495846806e-08,0.0
1873,5.9860045809045914e-09,1.1972008939764578e-09
1874,6.572069821686455e-08,2.3898436563030145e-09
1875,2.7463329388410784e-08,2.8607636259891933e-09
1876,3.3253080289341597e-08,1.209202959984168e-09
1877,5.999271479595336e-08,0.0
1878,3.985798358030479e-08,1.2078177347163432e-09
1879,5.009646741882534e-08,1.221865053580018e-09
1880,2.5029599726167362e-08,0.0
1881,3.416528571165145e-08,2.7890030285249168e-09
1882,1.3310770263785798e-08,1.9966155395678697e-09
1883,1.516641390253426e-08,0.0
1884,1.650424152899177e-08,0.0
1885,7.090199094506033e-09,0.0
1886,1.7424351739236954e-08,0.0
1887,1.828098916689669e-08,0.0
1888,1.5851536971922542e-08,0.0
1889,2.4434033463194282e-08,0.0
1890,2.4906668727453507e-08,0.0
1891,1.0836173736095134e-08,0.0
1892,3.5103667528346705e-08,0.0
1893,1.7243566574620672e-08,2.463366621796581e-09
1894,2.079507943619774e-08,0.0
1895,2.6481902892783182e-08,0.0
1896,2.299841384001411e-08,0.0
1897,3.554295346930303e-08,0.0
1898,4.809601605870739e-08,0.0
1899,3.3165470370022376e-08,0.0
1900,2.8550791952852705e-08,0.0
1901,3.968004591570207e-08,0.0
1902,3.731815567675767e-08,0.0
1903,3.510143287144274e-08,0.0
1904,3.117282432185675e-08,0.0
1905,4.541468001661997e-08,0.0
1906,5.349951948119269e-08,0.0
1907,6.171411826016993e-08,0.0
1908,3.3397444809679655e-08,0.0
1909,4.290767208203761e-08,0.0
1910,2.9927242906069296e-08,0.0
1911,3.830669470517023e-08,0.0
1912,5.261515312326992e-08,0.0
1913,4.825720623102825e-08,0.0
1914,2.74566485103378e-08,0.0
1915,7.186265094105693e-08,0.0
1916,5.273981784625903e-08,0.0
1917,6.250861872558744e-08,0.0
1918,6.547234221443432e-08,0.0
1919,1.3167223755772284e-07,0.0
1920,8.480899538199083e-08,0.0
1921,6.66401760440749e-08,0.0
1922,5.82856891639949e-08,0.0
1923,7.006525493125082e-08,0.0
1924,2.836157442231979e-08,0.0
1925,5.609070896639423e-08,0.0
1926,5.684530535177146e-08,0.0
1927,4.3481975353643065e-08,0.0
1928,3.085031252680892e-08,0.0
1929,6.127223173280072e-08,0.0
1930,7.037414206934045e-08,0.0
1931,9.010231849515549e-08,2.2810713318222042e-09
1932,4.164623845781534e-08,0.0
1933,4.7029715233293246e-08,0.0
1934,4.672816089623666e-08,0.0
1935,4.547948151412129e-08,0.0
1936,5.33487423126644e-08,0.0
1937,7.176937089070634e-08,0.0
1938,7.90878047496335e-08,0.0
1939,6.882322622914216e-08,0.0
1940,7.60734906180005e-08,0.0
1941,7.37875680556499e-08,0.0
1942,7.282108072104165e-08,0.0
1943,4.064529335323641e-08,0.0
1944,5.462416652335378e-08,0.0
1945,6.535512397931598e-08,2.178504043826024e-09
1946,9.187928640130849e-08,0.0
1947,6.198852986472048e-08,1.1920870957027319e-09
1948,5.6533817627268945e-08,1.0871887834440486e-09
1949,1.295845066806578e-07,0.0
1950,4.998619829166273e-08,0.0
1951,4.371174711081949e-08,0.0
1952,4.2179216563908994e-08,2.1089607837865287e-09
1953,5.0636987936059086e-08,0.0
1954,7.427127712844594e-08,0.0
1955,5.631364530245264e-08,0.0
1956,4.883839466174322e-08,0.0
1957,5.6544241289202546e-08,0.0
1958,3.9706769427994004e-08,0.0
1959,5.03798602835559e-08,0.0
1960,5.536666591865469e-08,0.0
1961,3.821487482014163e-08,0.0
1962,5.644341172228451e-08,0.0
1963,3.297687101166957e-08,0.0
1964,4.6846555079582686e-08,6.083968329129164e-10
1965,4.049311996823235e-08,5.472043373977442e-10
1966,5.871419261893607e-08,0.0
1967,5.768492528090974e-08,4.930335584241163e-10
1968,4.221930893777426e-08,0.0
1969,6.63096670905361e-08,0.0
1970,5.0126104156333895e-08,0.0
1971,5.138397440873632e-08,0.0
1972,5.284051241005727e-08,0.0
1973,4.796487118596815e-08,0.0
1974,6.581918654546826e-08,0.0
1975,6.282628106646371e-08,0.0
1976,6.970503108050252e-08,0.0
1977,4.995264646368014e-08,0.0
1978,5.940591307762588e-08,0.0
1979,4.8571379807071935e-08,5.851973350345929e-10
1980,4.661823638230089e-08,0.0
1981,6.831593424294624e-08,0.0
1982,4.345251625181845e-08,0.0
1983,3.410270821291306e-08,0.0
1984,4.697196942515802e-08,0.0
1985,4.030423994549892e-08,0.0
1986,2.997242631863628e-08,0.0
1987,3.727598141267663e-08,0.0
1988,3.058242370457265e-08,0.0
1989,4.225854155492925e-08,2.1952488715726304e-09
1990,2.887784944505256e-08,0.0
1991,4.2202550787351356e-08,0.0
1992,3.526364267258941e-08,5.509944167592096e-10
1993,3.545092752688106e-08,0.0
1994,4.0616935592652226e-08,5.274926606624319e-10
1995,5.1513282528503623e-08,5.422450821690461e-10
1996,3.683283722466513e-08,5.338092190498855e-10
1997,4.075660342550691e-08,0.0
1998,3.003921378308405e-08,1.43043876743576e-09
1999,3.93037282719888e-08,0.0
2000,4.1087691471375365e-08,8.836062992401139e-10
2001,3.7240301509200435e-08,0.0
2002,3.1106672793157486e-08,0.0
2003,3.62522278862798e-08,4.1669229178253886e-10
2004,2.9071621554521698e-08,0.0
2005,3.783149793434859e-08,0.0
2006,2.8825230202755847e-08,0.0
2007,2.4366324069546863e-08,0.0
2008,2.0435710013089192e-08,0.0
2009,2.145686650578682e-08,0.0
2010,2.645324137517946e-08,0.0
2011,1.7590270573464295e-08,2.2943831279320648e-09
2012,1.599998711299122e-08,6.808505426114664e-10
2013,1.7850400269026068e-08,0.0
2014,2.1221362445089653e-08,0.0
2015,1.6402658786773827e-08,0.0
2016,1.3256576281150956e-08,0.0
2017,1.2074934829797712e-08,0.0
2018,1.3165480261534412e-08,0.0
2019,1.0714148679369373e-08,5.1019755087367e-10
