year,voulait_VERB établir_VERB,voulait_VERB etablir_VERB,voulait_VERB rétablir_VERB
1904,1.90261729926533e-07,0.0,6.933266405440008e-08
1905,1.553388528918731e-07,0.0,4.954328858275403e-08
1906,1.8621948072450323e-07,0.0,3.858138342138773e-08
1907,1.995423275502617e-07,0.0,5.914269962659091e-08
1908,1.9547329088709375e-07,0.0,4.714933510285846e-08
1909,1.529273419009769e-07,0.0,3.6306492035009796e-08
1910,1.4429207340072026e-07,0.0,6.62674679574593e-08
1911,2.218596080183488e-07,0.0,4.0434844805758985e-08
1912,1.7868315183022787e-07,5.209421227725386e-10,6.199211100010871e-08
1913,1.5484729942727427e-07,0.0,3.2878535449754054e-08
1914,1.9554491359485837e-07,6.696743715117748e-10,4.085013571852869e-08
1915,1.366568369576271e-07,0.0,5.301343009023185e-08
1916,1.7689814058030606e-07,0.0,4.1752354462687435e-08
1917,1.8204264051746577e-07,1.0966424435210342e-09,3.728584374584898e-08
1918,1.6540381864160736e-07,0.0,2.067547733020092e-08
1919,1.4824635741206293e-07,0.0,2.4861190439651182e-08
1920,1.4008628568262793e-07,0.0,3.7861159540852896e-08
1921,1.2116396419514786e-07,1.5145494858259667e-09,2.877644078580488e-08
1922,1.4608312426389602e-07,0.0,2.8036154731125862e-08
1923,1.7410154384833731e-07,2.1231896241147297e-09,7.749642350063368e-08
1924,1.4438619189149904e-07,0.0,2.836157442231979e-08
1925,1.1218141793278846e-07,0.0,2.859526304632709e-08
1926,1.560459423899374e-07,0.0,3.901148559748435e-08
1927,1.5608914338827162e-07,0.0,2.0068604555945058e-08
1928,1.2111603098219348e-07,0.0,2.6279895593006586e-08
1929,1.515095249260412e-07,0.0,1.7824650200282122e-08
1930,1.7751089842477086e-07,0.0,3.151081173768944e-08
1931,1.642371358911987e-07,0.0,2.3951248095954725e-08
1932,1.3480230620643852e-07,0.0,3.1782654730250215e-08
1933,1.6403046743107552e-07,0.0,4.588265056781893e-08
1934,1.2341027399997984e-07,0.0,3.4746584276490466e-08
1935,1.3404478238498996e-07,1.196828414151696e-09,2.393656828303392e-08
1936,1.0912243197935823e-07,0.0,3.031178508194898e-08
1937,1.1835651037017669e-07,1.2591118148108649e-09,1.510934133364117e-08
1938,1.1279736611413682e-07,0.0,3.8895642262559704e-08
1939,1.2082300315796601e-07,0.0,2.2941076593951948e-08
1940,1.0650288118085882e-07,0.0,3.803674530900025e-08
1941,9.149658097840074e-08,0.0,1.7709016475464523e-08
1942,1.4867637787574495e-07,0.0,1.8205270180260413e-08
1943,1.2774235358392616e-07,0.0,3.193558839598154e-08
1944,1.4138018400444707e-07,0.0,2.2492303131116387e-08
1945,1.1763921747842687e-07,0.0,3.485606470121638e-08
1946,1.266820532919155e-07,1.3921104269343232e-09,2.227376683094917e-08
1947,1.537792400085891e-07,0.0,3.2186353138285995e-08
1948,1.2720109054953355e-07,0.0,3.261566305923225e-08
1949,7.951776836989666e-08,0.0,2.6505922789965553e-08
1950,7.87016745107394e-08,0.0,2.9779013033248702e-08
1951,9.062191708153478e-08,0.0,2.6653504292539765e-08
1952,6.221434034614504e-08,0.0,4.323369751091377e-08
1953,7.649417455013463e-08,0.0,2.3702419582605216e-08
1954,8.99073313576082e-08,0.0,2.443134050622575e-08
1955,1.088730527953885e-07,0.0,2.5341140741375057e-08
1956,9.069987072507502e-08,8.72114158667614e-10,2.2674967681268754e-08
1957,1.095544703844098e-07,1.7670075402875796e-09,2.8272120644601273e-08
1958,8.934022588391599e-08,0.0,1.3235589513271862e-08
1959,7.983270222666761e-08,0.0,2.7902691712711203e-08
1960,8.858666689093297e-08,6.920833350854139e-10,2.629916728835724e-08
1961,1.0352757584541905e-07,6.948159270159238e-10,2.36237411854745e-08
1962,9.576353932061465e-08,6.341956404476434e-10,3.2343976386073336e-08
1963,1.0733648281302521e-07,0.0,3.814971449855875e-08
1964,9.430151237665996e-08,0.0,4.319617374903828e-08
1965,1.1764893059762471e-07,0.0,3.55682807651192e-08
1966,9.582599602708797e-08,0.0,2.880318916709257e-08
1967,1.074813127388552e-07,9.860671168482327e-10,3.204718268534634e-08
1968,1.086922623017017e-07,8.982831700699023e-10,2.4702787371211343e-08
1969,1.1581482084466188e-07,0.0,3.860494146579185e-08
1970,8.645603344348274e-08,4.5987250119061684e-10,2.575285940054073e-08
1971,9.660187316740121e-08,0.0,3.596878173084406e-08
1972,9.029058389842248e-08,5.130146862875051e-10,1.6416469961200164e-08
1973,1.0034030850647468e-07,0.0,1.6539610570021068e-08
1974,9.057170302639861e-08,0.0,3.4878542720662153e-08
1975,8.795679207196372e-08,5.711480177694739e-10,2.6843956391076063e-08
1976,7.313314398516013e-08,0.0,9.712995741040231e-09
1977,8.286262698220526e-08,0.0,2.8208553715103335e-08
1978,6.95049209298304e-08,0.0,2.9108898402796513e-08
1979,1.0416512452593452e-07,0.0,1.6970723493159312e-08
1980,8.755132085980222e-08,0.0,2.785723829390463e-08
1981,7.337637697446553e-08,0.0,2.0241758491579276e-08
1982,6.82825245235108e-08,0.0,1.8622506203769262e-08
1983,8.33621740525814e-08,0.0,2.462973291983417e-08
1984,7.132780410756823e-08,0.0,2.145633182237816e-08
1985,8.000692020004863e-08,0.0,2.4062231318566774e-08
1986,8.572114040816814e-08,5.994485463567401e-10,2.45773907892044e-08
1987,8.127386763590039e-08,0.0,2.13878585952898e-08
1988,8.695003117509259e-08,0.0,1.5591039570495013e-08
1989,7.244321409416443e-08,0.0,2.798942233539492e-08
1990,6.211462277860846e-08,1.089730194969718e-09,2.45189291092629e-08
1991,7.737133955743047e-08,0.0,2.1101275393675678e-08
1992,9.311805371226001e-08,0.0,2.7549720726938176e-08
1993,7.699498638658042e-08,0.0,2.1602909683338112e-08
1994,7.543145130739504e-08,0.0,1.9517228722065738e-08
1995,7.971002702333863e-08,0.0,1.9520822291951845e-08
1996,6.992900836166882e-08,0.0,1.7081895009596337e-08
1997,7.192341655581913e-08,0.0,2.6371919759071716e-08
1998,7.056831208274161e-08,0.0,1.5734826774860267e-08
1999,8.089256198218209e-08,0.0,2.2851006420410158e-08
2000,7.289752090855472e-08,0.0,2.87172046142814e-08
2001,7.097563070601609e-08,4.3812117822561447e-10,1.8839211080035057e-08
2002,6.133710428457562e-08,4.38122149670761e-10,2.2782352004924178e-08
2003,7.125438372668214e-08,1.6667691671301554e-09,2.6668306674082487e-08
2004,7.047665917525592e-08,0.0,2.334539317416784e-08
2005,5.854874629562801e-08,0.0,2.1617998058331978e-08
2006,7.576917226970181e-08,0.0,1.976587071794711e-08
2007,6.91044945710928e-08,1.1983438685803094e-09,1.6377365241737607e-08
2008,6.215861958480673e-08,4.257439678578834e-10,1.6178271167177627e-08
2009,5.912558620480013e-08,0.0,1.8119131084404216e-08
2010,4.487603533220863e-08,0.0,1.842279218067233e-08
2011,5.430040062037733e-08,0.0,1.644307978665438e-08
2012,6.093612370250412e-08,0.0,1.838296448397614e-08
2013,5.7177064860525206e-08,0.0,2.5102124823206395e-08
2014,7.600712592648051e-08,0.0,2.7501153354592134e-08
2015,6.073416614071903e-08,0.0,2.4825643762937943e-08
2016,7.912518640296184e-08,0.0,2.4441812129794016e-08
2017,4.5532566161909926e-08,0.0,1.635147306444651e-08
2018,5.601782859798732e-08,0.0,2.478208038780849e-08
2019,6.581548461781495e-08,0.0,1.607122257496485e-08
