year,voulait_VERB attraper_VERB,voulait_VERB rattraper_VERB
1881,1.3945015142624584e-09,0.0
1882,6.655385131892899e-09,0.0
1883,3.791603475633565e-09,1.8958017378167824e-09
1884,6.601696966868076e-10,3.9610181801208455e-09
1885,1.933690763067375e-09,6.445635691854079e-10
1886,3.2267319927115068e-09,2.5813855497602844e-09
1887,1.3057849246322917e-09,5.223139698529167e-09
1888,3.804368819970705e-09,3.1703073499755874e-09
1889,0.0,0.0
1890,6.554386478008212e-10,0.0
1891,5.099376032546843e-09,3.824531802365527e-09
1892,6.268512375839919e-10,6.268512375839919e-10
1893,0.0,1.847525021858587e-09
1894,1.8904617871129403e-09,8.192000855444803e-09
1895,3.0093072478365457e-09,4.213029924926559e-09
1896,1.179405795248556e-09,1.179405795248556e-09
1897,0.0,9.905413378419325e-09
1898,3.960848538042683e-09,5.6583546736987955e-09
1899,3.3165470370022376e-09,1.6582735185011188e-09
1900,1.5573159428683425e-09,5.191053142894475e-10
1901,1.1177477832191585e-09,2.235495566438317e-09
1902,3.928227076954727e-09,4.910283846193408e-10
1903,2.1600881083827517e-09,1.0800440541913758e-09
1904,1.6123875568041512e-09,0.0
1905,3.6125313851442797e-09,7.741138396966107e-09
1906,1.5432553013283723e-09,6.6874399351490865e-09
1907,5.142843484406967e-09,0.0
1908,4.911389073214423e-10,9.822778146428846e-10
1909,5.500983557560346e-10,2.2003934230241384e-09
1910,0.0,3.206490406526541e-09
1911,1.5961122423746588e-09,5.852411444351446e-09
1912,0.0,3.646594803896619e-09
1913,5.30298971401777e-10,6.893886794756554e-09
1914,6.696743715117748e-10,6.696743715117748e-10
1915,3.534228465440492e-09,5.890381071793627e-09
1916,0.0,7.69122365795738e-09
1917,1.0966424435210342e-09,0.0
1918,1.1486376294556067e-09,1.378365155346728e-08
1919,0.0,1.8415696745321952e-09
1920,2.2716695191604686e-09,5.300562211374427e-09
1921,7.572747429129834e-10,1.5145494858259667e-09
1922,7.377935484775833e-10,3.6889677978990676e-09
1923,3.1847844361720945e-09,0.0
1924,2.578324886925998e-09,6.445812328337297e-09
1925,3.299453377181294e-09,4.399271169575059e-09
1926,7.802296586589819e-09,5.57306911730393e-09
1927,2.2298449753321847e-09,8.919379901328739e-09
1928,2.2852082448565625e-09,6.8556245125250825e-09
1929,2.2280812750352652e-09,1.0026365515614089e-08
1930,3.1510811737689437e-09,6.302162347537887e-09
1931,3.4216069977333063e-09,4.5621426636444085e-09
1932,2.1919073223131136e-09,5.4797681947604815e-09
1933,3.4411986593596566e-09,2.2941324395731044e-09
1934,1.1981580172459871e-09,5.990790086229936e-09
1935,3.590485242455088e-09,3.590485242455088e-09
1936,2.424942913137329e-09,6.0623572828433225e-09
1937,0.0,6.295559185076627e-09
1938,0.0,3.8895642262559704e-09
1939,3.058810094103137e-09,6.117620188206274e-09
1940,0.0,5.0715658339584024e-09
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,3.034211770724937e-09,3.034211770724937e-09
1943,8.709705845433291e-09,1.1612940831184915e-08
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,2.178504043826024e-09,1.9606536838523425e-08
1946,1.3921104269343232e-09,1.3921104269343232e-08
1947,3.5762612871081956e-09,1.3112957830685446e-08
1948,1.0871887834440486e-09,6.523132700664291e-09
1949,9.817008539414473e-09,6.8719057111366055e-09
1950,3.190608444114673e-09,8.508289184305795e-09
1951,3.1984206394497505e-09,6.396841278899501e-09
1952,1.0544803918932644e-09,1.2653764258629963e-08
1953,0.0,9.69644453618912e-09
1954,1.07497895029951e-08,1.3681550115052232e-08
1955,0.0,2.815682353940474e-09
1956,4.360570571293465e-09,1.4825940475304833e-08
1957,2.6505113659425206e-09,2.6505113659425206e-09
1958,9.099467845885556e-09,7.445019267748876e-09
1959,3.100299128533379e-09,5.425523585955716e-09
1960,1.314958364417862e-08,1.038124963770315e-08
1961,1.3896318540318475e-09,9.03260666262895e-09
1962,3.170978146727066e-09,3.170978146727066e-09
1963,0.0,1.2285501505004959e-08
1964,6.083968440151466e-09,7.300761772910391e-09
1965,4.924839203113152e-09,7.660860390501512e-09
1966,4.431259803538978e-09,8.308612464702492e-09
1967,2.465167847631733e-09,3.944268467392931e-09
1968,3.5931326802796093e-09,1.0779397818794223e-08
1969,5.450109252791435e-09,5.450109252791435e-09
1970,5.058597540852361e-09,1.0577067222072856e-08
1971,3.083038491169532e-09,4.624557625731995e-09
1972,5.130146973897354e-09,7.182205497002769e-09
1973,4.9618833486420044e-09,7.1671650836435674e-09
1974,3.937900228123681e-09,7.313243344242437e-09
1975,2.8557400888473694e-09,6.282628195464213e-09
1976,1.7140580066410394e-09,3.9994687561772935e-09
1977,2.938390863960194e-09,4.7014254711541525e-09
1978,2.970295565063452e-09,5.940591130126904e-09
1979,2.925986564150662e-09,1.0533551808578068e-08
1980,6.253665585376211e-09,9.096241093686785e-09
1981,2.5302198114474095e-09,1.0753434587229549e-08
1982,4.966001831974154e-09,7.449002747961231e-09
1983,5.68378455412244e-09,1.0736036948344463e-08
1984,2.3196033982486597e-09,9.858314165001048e-09
1985,2.4062232206745193e-09,6.015557829641693e-09
1986,8.392279760016663e-09,1.1389522214244607e-08
1987,1.099947066762752e-08,1.2832715334809564e-08
1988,4.797243047249822e-09,5.99655392008458e-09
1989,2.7440609784434855e-09,8.232182935330457e-09
1990,4.90378582185258e-09,1.3621627381610324e-08
1991,4.10302547493302e-09,1.2895223555631219e-08
1992,4.4079553340736766e-09,5.509944056569793e-09
1993,5.539207315052863e-09,1.3294098266669607e-08
1994,3.164955852952289e-09,1.2659823411809157e-08
1995,3.795715741716776e-09,5.964695848348356e-09
1996,6.939520069693117e-09,1.1209993822092201e-08
1997,7.671831170341648e-09,4.794894259418925e-09
1998,3.814503379828693e-09,9.059445638115449e-09
1999,3.656160929565999e-09,7.312321859131998e-09
2000,6.185244316725402e-09,4.859834756842929e-09
2001,7.0099388516098315e-09,1.1391150245287918e-08
2002,8.324320788233308e-09,8.324320788233308e-09
2003,4.583615265119079e-09,9.58392298855415e-09
2004,6.607186797680242e-09,7.488145215006625e-09
2005,4.954124666056714e-09,1.261049931144953e-08
2006,6.1768350434476815e-09,1.1118302722934459e-08
2007,4.7933754743212376e-09,1.677681460421354e-08
2008,8.51487946817997e-09,2.0009967016676455e-08
2009,1.0490023072406984e-08,1.7165493915172192e-08
2010,1.0392344762522043e-08,3.212179322531483e-08
2011,2.370862617340208e-08,2.791499476018089e-08
2012,1.736168897537027e-08,3.336167608836149e-08
2013,2.7333426189102283e-08,3.5700800538052135e-08
2014,2.9016964830930192e-08,2.8800421603136783e-08
2015,1.994917830927534e-08,3.08103977886276e-08
2016,2.2163337831671015e-08,3.459138042671839e-08
2017,2.6917041040519507e-08,3.5721679836342446e-08
2018,3.252647928775332e-08,3.614053412093199e-08
2019,2.5509876877549686e-08,2.9591458172717466e-08
