year,pourrait_VERB abaisser_VERB,pourrait_VERB rabaisser_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,6.713520406265161e-09,0.0
1803,5.851017448321727e-09,1.950339223455444e-09
1804,0.0,0.0
1805,5.685755422035754e-09,0.0
1806,0.0,0.0
1807,2.8469551160981155e-09,0.0
1808,2.4926814390369145e-08,0.0
1809,0.0,0.0
1810,7.020380277111826e-09,0.0
1811,2.757784400841956e-08,0.0
1812,1.600324850414836e-08,0.0
1813,0.0,0.0
1814,1.8880061958270744e-08,0.0
1815,0.0,0.0
1816,3.244645441213834e-08,4.6352077731626196e-09
1817,0.0,4.670620334934483e-09
1818,0.0,0.0
1819,4.140420006848444e-09,0.0
1820,2.610625848831205e-08,0.0
1821,0.0,0.0
1822,2.0051231786055723e-09,1.804610860745015e-08
1823,0.0,0.0
1824,1.6842225392110777e-09,0.0
1825,2.0252519661312363e-08,0.0
1826,3.5231937367541377e-09,0.0
1827,2.7651818612639545e-09,0.0
1828,6.420610709767516e-09,0.0
1829,1.457439946506156e-08,0.0
1830,1.878630406793036e-08,3.1310507520032616e-09
1831,1.4032085715598441e-08,0.0
1832,0.0,6.764984572527055e-09
1833,3.4750886612755494e-09,2.3167257001688313e-09
1834,4.667265685043276e-09,0.0
1835,9.832014313815307e-09,0.0
1836,6.72075017860152e-09,0.0
1837,3.478945576063097e-09,6.957890930081589e-10
1838,1.1361890983607736e-08,0.0
1839,2.7965900706306e-09,3.4957374772659477e-09
1840,1.2739377552861697e-08,0.0
1841,7.0626033910059505e-09,0.0
1842,8.049918065466954e-09,0.0
1843,8.269675610961258e-09,0.0
1844,3.0735943568060975e-08,5.488561272137815e-10
1845,1.562463758375543e-08,0.0
1846,1.2879903366069811e-08,0.0
1847,2.3730184040005042e-08,0.0
1848,1.609044275596716e-08,0.0
1849,2.3462362719328667e-08,0.0
1850,8.82569484161877e-09,2.7155984128057753e-09
1851,2.192809134271556e-08,0.0
1852,3.059956199535918e-08,6.510545436100301e-10
1853,8.957897534855874e-09,0.0
1854,1.1950028522278444e-08,2.5978321716024766e-09
1855,9.552486801567284e-09,0.0
1856,1.0354378687793542e-08,0.0
1857,8.298565390418844e-09,4.881509085841174e-10
1858,1.9574704523961373e-08,0.0
1859,9.165912473463322e-09,1.5276520048956854e-09
1860,3.661747127736703e-09,1.1900677776566226e-08
1861,1.8863854478468056e-08,0.0
1862,7.228778020618165e-09,0.0
1863,1.897955925755923e-08,4.994620717013731e-09
1864,1.1986819536957682e-08,0.0
1865,3.765475486972036e-09,4.706844358715045e-10
1866,1.4110277390955162e-08,0.0
1867,1.649955905236311e-08,3.88224918879132e-09
1868,1.2349684830326169e-08,0.0
1869,1.1720445947105418e-08,0.0
1870,9.17447806614291e-09,0.0
1871,8.496941816815706e-09,0.0
1872,1.3304146229131675e-08,0.0
1873,1.0774807712721213e-08,0.0
1874,2.9873046258899194e-09,1.1949218281515073e-09
1875,8.010138330405425e-09,0.0
1876,1.813804395567331e-08,4.836811839936672e-09
1877,1.4843558382438005e-08,0.0
1878,1.0870359723469392e-08,0.0
1879,1.8938909107646396e-08,0.0
1880,1.2193908105473383e-08,6.417846254436199e-10
1881,1.324776466304911e-08,0.0
1882,2.0631693686823382e-08,6.655385131892899e-10
1883,1.2006744043446815e-08,0.0
1884,1.8484751507230612e-08,0.0
1885,1.2891271161663553e-08,0.0
1886,2.3877817056927597e-08,0.0
1887,1.1752064210668323e-08,1.3057849246322917e-09
1888,1.3315291091942072e-08,0.0
1889,1.3783300722991498e-08,0.0
1890,2.0974036729626278e-08,0.0
1891,1.8485238229004608e-08,6.374220040683554e-10
1892,2.5074049503359674e-08,1.2537024751679837e-09
1893,1.23168328869383e-08,0.0
1894,1.8904618315218613e-08,0.0
1895,1.0833506536300774e-08,2.4074457982692365e-09
1896,1.8280790214930676e-08,0.0
1897,1.7480140002135158e-08,0.0
1898,1.0750873968845553e-08,0.0
1899,2.3768587098516036e-08,0.0
1900,2.491705508589348e-08,0.0
1901,1.397184767881754e-08,5.588738916095792e-10
1902,1.5221880644844532e-08,4.910283846193408e-10
1903,1.2420506401156217e-08,0.0
1904,1.9886112312406112e-08,5.374625189347171e-10
1905,1.909480928929952e-08,0.0
1906,2.0576738535282857e-08,0.0
1907,1.7999951751335175e-08,0.0
1908,1.2278472460991452e-08,0.0
1909,1.870334465081669e-08,0.0
1910,1.068830179917768e-08,0.0
1911,2.3409645777405785e-08,0.0
1912,1.82329742415277e-08,0.0
1913,1.0075680734189518e-08,0.0
1914,1.2054139020278853e-08,0.0
1915,1.0602685840410686e-08,1.1780761921542648e-09
1916,7.69122365795738e-09,0.0
1917,3.289927441585405e-09,0.0
1918,5.743188147278033e-09,0.0
1919,1.1049418269237776e-08,0.0
1920,1.8930579770426448e-08,0.0
1921,1.1359120755116692e-08,0.0
1922,1.475587119159627e-08,0.0
1923,8.492758496458919e-09,0.0
1924,9.02413699321869e-09,0.0
1925,4.399271169575059e-09,0.0
1926,7.802296586589819e-09,0.0
1927,1.2264147031260109e-08,0.0
1928,9.14083297942625e-09,0.0
1929,1.0026365515614089e-08,0.0
1930,5.2518016602221e-09,0.0
1931,7.983749661377715e-09,2.2810713318222042e-09
1932,9.863582839386709e-09,1.0959536611565568e-09
1933,1.7205993074753678e-08,0.0
1934,1.0783422155213884e-08,0.0
1935,1.0771455727365264e-08,1.196828414151696e-09
1936,1.576212937948185e-08,3.6374143697059935e-09
1937,1.0072894518486919e-08,2.5182236296217297e-09
1938,1.8151300906765755e-08,2.5930428915188486e-09
1939,1.2235240376412548e-08,3.058810094103137e-09
1940,7.607348528892999e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,0.0,3.034211770724937e-09
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,9.639558484764166e-09,0.0
1945,4.357008087652048e-09,0.0
1946,5.568441707737293e-09,1.3921104269343232e-09
1947,9.536696765621855e-09,0.0
1948,1.7395020535104777e-08,0.0
1949,9.817008539414473e-09,0.0
1950,7.444753258312176e-09,0.0
1951,2.1322803078760444e-08,0.0
1952,1.687168627029223e-08,1.0544803918932644e-09
1953,1.8315507332999914e-08,3.232148326759443e-09
1954,1.9545072227344917e-09,0.0
1955,1.783265446420046e-08,0.0
1956,5.232684952005684e-09,1.744228317335228e-09
1957,7.951533653738352e-09,0.0
1958,1.1581140491045971e-08,8.272243445794913e-10
1959,3.100299128533379e-09,0.0
1960,6.920833239831836e-09,6.920833350854139e-10
1961,3.47407969059077e-09,0.0
1962,1.331810839388936e-08,0.0
1963,9.69907976156037e-09,6.466053248388448e-10
1964,1.2167936880302932e-08,0.0
1965,9.302473458205895e-09,0.0
1966,8.308612464702492e-09,0.0
1967,1.035370456037299e-08,2.465167847631733e-09
1968,4.940557296606585e-09,0.0
1969,9.083515273289322e-09,0.0
1970,1.1496812390987543e-08,4.5987250119061684e-10
1971,6.679916619845017e-09,0.0
1972,6.156176013405457e-09,0.0
1973,8.821126051827832e-09,1.6539611902288698e-09
1974,6.1881286761433785e-09,0.0
1975,4.569184142155791e-09,0.0
1976,1.0284348483935446e-08,0.0
1977,6.464460078348111e-09,0.0
1978,7.128709622605811e-09,0.0
1979,7.022368020415115e-09,2.3407893401383717e-09
1980,1.1370301145063877e-08,0.0
1981,6.325549417596221e-09,0.0
1982,1.1794254461960918e-08,0.0
1983,3.78918940668882e-09,0.0
1984,1.0438215625185876e-08,1.1598016991243298e-09
1985,6.015557829641693e-09,6.015558051686298e-10
1986,2.997242676272549e-09,0.0
1987,3.6664902225425067e-09,6.110816852533674e-10
1988,8.395175221664886e-09,5.996553809062277e-10
1989,1.92084268491044e-08,1.6464366536794728e-09
1990,4.358920779878872e-09,0.0
1991,2.9307325455363298e-09,1.7584396161396398e-09
1992,9.366905473484621e-09,5.509944167592096e-10
1993,8.862731881720265e-09,0.0
1994,1.2132331583813993e-08,5.274926606624319e-10
1995,5.4224509327127635e-09,0.0
1996,3.2028553142993132e-09,0.0
1997,8.151320507465698e-09,9.58978896292706e-10
1998,7.152193948201102e-09,4.768129224785866e-10
1999,5.0272213059088244e-09,0.0
2000,5.743440834038438e-09,0.0
2001,9.638665865452367e-09,8.762423564512289e-10
2002,1.927737436346888e-08,0.0
2003,7.500461585152607e-09,0.0
2004,1.0131019578807354e-08,0.0
2005,8.106749049829887e-09,0.0
2006,6.1768350434476815e-09,0.0
2007,2.3966877371606188e-09,0.0
2008,7.2376473703172906e-09,4.257439678578834e-10
2009,8.105927484791664e-09,4.76819250749827e-10
2010,4.2514138876015295e-09,4.723793023408973e-10
2011,9.942326961720482e-09,3.82397197240536e-10
2012,5.446804340891731e-09,3.404252713057332e-10
2013,3.904775169871755e-09,0.0
2014,3.2481677347817595e-09,2.1654451842767486e-10
2015,3.103205470367243e-09,0.0
2016,5.799752234025846e-09,0.0
2017,2.264050280587071e-09,2.515611330355938e-10
2018,1.5488800242380307e-09,0.0
2019,1.53059265262101e-09,2.55098775436835e-10
