year,voulut_VERB approcher_VERB,voulut_VERB rapprocher_VERB
1889,1.0024218788373673e-08,5.012109394186837e-09
1890,4.5880703680722945e-09,5.243509182406569e-09
1891,6.3742202627281586e-09,0.0
1892,1.8805537127519756e-09,2.5074049503359674e-09
1893,4.926733243593162e-09,6.158416554491453e-10
1894,1.8904617871129403e-09,0.0
1895,4.814891596538473e-09,6.018614495673091e-09
1896,1.179405795248556e-09,4.717623180994224e-09
1897,6.409385022720926e-09,4.078699600285063e-09
1898,3.960848538042683e-09,2.26334195829736e-09
1899,0.0,1.6582735185011188e-09
1900,1.038210628578895e-09,1.5573159428683425e-09
1901,3.912117296778206e-09,3.353243460679778e-09
1902,9.820567692386817e-10,5.892340837476695e-09
1903,5.400220270956879e-10,8.100330184390714e-09
1904,5.374625189347171e-09,5.374625189347171e-10
1905,0.0,8.773290538499623e-09
1906,2.572092316910357e-09,2.572092316910357e-09
1907,4.6285588695127444e-09,1.028568674676933e-09
1908,1.4734167219643268e-09,2.9468334439286537e-09
1909,0.0,4.400786846048277e-09
1910,1.068830135508847e-09,2.137660271017694e-09
1911,5.3203743632934675e-09,4.788336838146279e-09
1912,1.5628263128064646e-09,0.0
1913,3.181793939432964e-09,4.772690687104841e-09
1914,9.37544086809794e-09,3.3483718020477227e-09
1915,1.1780761921542648e-09,1.1780761921542648e-09
1916,1.0987462051303964e-09,0.0
1917,0.0,0.0
1918,8.040463406189247e-09,0.0
1919,9.207848705727883e-09,9.207848372660976e-10
1920,0.0,3.028892692213958e-09
1921,1.5145494858259667e-09,3.0290989716519334e-09
1922,5.902348387820666e-09,1.1066902949607993e-08
1923,5.307974060286824e-09,1.0615948120573648e-09
1924,1.289162443462999e-09,0.0
1925,0.0,4.399271169575059e-09
1926,1.1146138456652466e-09,1.1146138456652466e-09
1927,0.0,1.1149224876660924e-09
1928,0.0,0.0
1929,1.1140406375176326e-09,1.1140406375176326e-09
1930,1.0503603542488804e-09,7.352522590764465e-09
1931,2.2810713318222042e-09,3.4216069977333063e-09
1932,2.1919073223131136e-09,4.383814644626227e-09
1933,2.2941324395731044e-09,0.0
1934,0.0,0.0
1935,1.196828414151696e-09,1.196828414151696e-09
1936,3.6374143697059935e-09,0.0
1937,0.0,2.5182236296217297e-09
1938,1.2965214457594243e-09,9.075650453382877e-09
1939,0.0,1.5294050470515685e-09
1940,7.607348528892999e-09,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,1.1612940831184915e-08
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,0.0,8.714016175304096e-09
1946,0.0,6.960552134671616e-09
1947,1.1920870957027319e-09,4.7683483828109274e-09
1948,3.2615663503321457e-09,3.2615663503321457e-09
1949,9.817008317369869e-10,1.9634016634739737e-09
1950,1.0635361480382244e-09,6.381216888229346e-09
1951,0.0,4.264560704569931e-09
1952,4.2179215675730575e-09,0.0
1953,2.1547654771580937e-09,5.386913581872932e-09
1954,9.772536113672459e-10,0.0
1955,0.0,9.385607846468247e-10
1956,2.616342476002842e-09,1.744228317335228e-09
1957,2.6505113659425206e-09,1.7670075402875796e-09
1958,2.4816730892496253e-09,6.617794756635931e-09
1959,1.5501495642666896e-09,1.5501495642666896e-09
1960,0.0,2.076250060767393e-09
1961,4.16889545107324e-09,6.948159270159238e-10
1962,2.5367825617905737e-09,6.341956404476434e-10
1963,3.2330267352165265e-09,2.5864212993553792e-09
1964,3.6503808864551957e-09,0.0
1965,3.830430195250756e-09,5.472043373977442e-10
1966,1.1078149508847446e-09,5.539074754423723e-10
1967,2.465167847631733e-09,4.930335584241163e-10
1968,3.1439910674890825e-09,1.7965663401398047e-09
1969,1.8167031212712459e-09,4.5417578031781147e-10
1970,5.518470125309705e-09,4.5987250119061684e-10
1971,1.541519245584766e-09,1.0276794970565106e-09
1972,1.5390440033513642e-09,1.0260293725750103e-09
1973,2.7566018356850464e-09,0.0
1974,0.0,1.1251143350321513e-09
1975,2.8557400888473694e-09,5.711480177694739e-10
1976,1.142705374768127e-09,1.7140580066410394e-09
1977,1.1753563677885381e-09,0.0
1978,4.158414057542359e-09,2.3762365408686037e-09
1979,1.7555920051037788e-09,1.1703946700691858e-09
1980,1.1370301367108482e-09,1.1370301367108482e-09
1981,1.2651099057237047e-09,1.8976649140967083e-09
1982,1.2415004579935385e-09,1.2415004579935385e-09
1983,1.89459470334441e-09,6.315316047889041e-10
1984,0.0,5.799008495621649e-10
1985,6.015558051686298e-10,0.0
1986,1.7983456945813714e-09,0.0
1987,1.8332451112712533e-09,2.4443267410134695e-09
1988,5.996553809062277e-10,0.0
1989,2.7440609784434855e-09,1.0976244357863152e-09
1990,5.44865097484859e-10,5.44865097484859e-10
1991,3.5168792322792797e-09,1.1722930404189924e-09
1992,3.30596661157756e-09,5.509944167592096e-10
1993,1.661762283333701e-09,5.539207426075166e-10
1994,5.274926606624319e-10,5.274926606624319e-10
1995,1.626735190995987e-09,0.0
1996,1.6014276571496566e-09,2.135236876199542e-09
1997,1.917957792585412e-09,4.79489448146353e-10
1998,4.768129224785866e-10,9.536258449571733e-10
1999,0.0,1.3710603763428253e-09
2000,1.3254094488601709e-09,8.836062992401139e-10
2001,2.190605918883648e-09,4.3812117822561447e-10
2002,4.38122149670761e-10,1.3143663935011318e-09
2003,4.1669229178253886e-10,1.2500769308587678e-09
2004,8.809582507929292e-10,8.809582507929292e-10
2005,3.1526248278623825e-09,9.007499190971657e-10
2006,2.0589450144825605e-09,8.235779835885637e-10
2007,2.3966877371606188e-09,3.994479469415779e-10
2008,1.7029758714315335e-09,8.514879357157668e-10
2009,5.721831008997924e-09,1.907277002999308e-09
2010,1.4171379625338432e-09,2.3618964561933353e-09
2011,6.118355155848576e-09,7.64794394481072e-10
2012,3.4042526575461807e-09,1.7021263287730903e-09
2013,2.5102124823206395e-09,1.3945624655065103e-09
2014,5.846701789380404e-09,1.2992671383216248e-09
2015,4.876465897751814e-09,1.7732603163622684e-09
2016,6.006886099640951e-09,2.278474076078396e-09
2017,6.289028409156572e-09,7.54683426862357e-10
2018,7.486253394972664e-09,1.0325866828253538e-09
2019,6.632568272380013e-09,1.53059265262101e-09
