year,pouvait_VERB établir_VERB,pouvait_VERB etablir_VERB,pouvait_VERB rétablir_VERB
1884,1.6834327709602803e-07,0.0,3.630933420595284e-08
1885,1.7016478182085848e-07,0.0,3.480643329112354e-08
1886,1.2906927793210343e-07,0.0,4.130216879616455e-08
1887,1.710578203528712e-07,6.528924623161458e-10,2.6115698048556624e-08
1888,1.5027256949906587e-07,0.0,3.233713385952797e-08
1889,1.9421923980189604e-07,0.0,4.2602930960811136e-08
1890,1.7696844167858217e-07,0.0,2.2940351840361473e-08
1891,1.8995176276348502e-07,0.0,1.5935549768641977e-08
1892,1.4041467011338682e-07,0.0,2.005923960268774e-08
1893,1.7366734539336903e-07,0.0,2.278614097406262e-08
1894,1.524972503830213e-07,0.0,2.7726773765834878e-08
1895,1.4324302810564404e-07,0.0,2.768562623600701e-08
1896,1.3327284875686018e-07,0.0,2.4767521367152767e-08
1897,1.864548266894417e-07,5.826713556089658e-10,2.2724183423861177e-08
1898,1.6748730047311255e-07,5.6583548957434e-10,2.0370077180587032e-08
1899,1.5532495467596164e-07,0.0,2.3768587098516036e-08
1900,1.8376327659552771e-07,0.0,2.4397950326715545e-08
1901,1.643089291292199e-07,5.588738916095792e-10,2.3472702892490815e-08
1902,1.3061355730314972e-07,4.910283846193408e-10,2.8479647085077886e-08
1903,1.7226702198058774e-07,0.0,1.674068350610014e-08
1904,1.435024898910342e-07,5.374625189347171e-10,1.8811189050893518e-08
1905,1.5998352864698973e-07,0.0,2.2191263937543226e-08
1906,1.4712367146785255e-07,0.0,2.4692084821253957e-08
1907,1.671424030291746e-07,1.028568674676933e-09,1.3885677496716653e-08
1908,1.6256697676908516e-07,0.0,2.0627833663411366e-08
1909,1.545776342481986e-07,5.500983557560346e-10,1.5952851484257735e-08
1910,1.5284271626114787e-07,5.344150677544235e-10,2.8323999146095957e-08
1911,1.6865585905634362e-07,5.320374141248863e-10,1.3832972989291648e-08
1912,1.4430096939577197e-07,1.0418842455450772e-09,2.4484279492753558e-08
1913,1.3999893155869358e-07,0.0,2.3863453435524207e-08
1914,1.5268575737081846e-07,0.0,2.276892807628883e-08
1915,1.5550605780845217e-07,0.0,2.238344798399794e-08
1916,1.219608236624481e-07,0.0,2.7468654906215306e-08
1917,1.5024001243091334e-07,0.0,2.3029491202919417e-08
1918,1.297960494639483e-07,0.0,2.6418664589300533e-08
1919,1.9981031584848097e-07,9.207848372660976e-10,2.9465114792515124e-08
1920,1.499301873764125e-07,0.0,2.7260034229925623e-08
1921,1.4161037142912392e-07,0.0,2.499006690470651e-08
1922,1.556744422259726e-07,0.0,2.2133805899215986e-08
1923,1.2314499997501116e-07,0.0,1.5923921736771263e-08
1924,1.4954284210944024e-07,0.0,2.3204924204378585e-08
1925,1.6387285484142922e-07,0.0,1.7597084678300234e-08
1926,1.5716055656866956e-07,0.0,2.6750733184144337e-08
1927,1.861920537749029e-07,0.0,1.0034302277972529e-08
1928,1.793888486645301e-07,0.0,2.2852082892654835e-08
1929,1.1140406286358484e-07,0.0,1.0026365515614089e-08
1930,1.4915117674263456e-07,1.0503603542488804e-09,2.8359728787563654e-08
1931,1.4142642612569034e-07,0.0,2.737285598186645e-08
1932,1.632971020626428e-07,1.0959536611565568e-09,2.849479585620429e-08
1933,1.2961848483428184e-07,0.0,2.6382522833046096e-08
1934,1.461752816567241e-07,0.0,2.3963160344919743e-08
1935,1.1968283786245593e-07,0.0,2.2739740757060645e-08
1936,1.4064669073832192e-07,0.0,2.9099314957647948e-08
1937,1.397614113329837e-07,0.0,1.6368453259474336e-08
1938,1.5039648815218243e-07,0.0,2.074434313215079e-08
1939,1.514111005462837e-07,0.0,1.8352860564618823e-08
1940,9.382397081481031e-08,2.5357829169792012e-09,5.832300686847702e-08
1941,1.0035108743977617e-07,0.0,1.7709016475464523e-08
1942,1.2440268903901597e-07,0.0,2.730790527039062e-08
1943,1.3064558856967778e-07,0.0,4.064529335323641e-08
1944,1.124615138792251e-07,3.2131861615880553e-09,2.8918675454292497e-08
1945,1.3506725338174874e-07,0.0,5.664110602765504e-08
1946,1.3364260098569503e-07,0.0,3.3410650246423756e-08
1947,1.2755332079450454e-07,0.0,4.52993091926146e-08
1948,1.5329361247040652e-07,0.0,2.9354097819123126e-08
1949,1.4529172176480643e-07,9.817008317369869e-10,2.2579119018928395e-08
1950,1.0848068399127442e-07,0.0,1.701657836861159e-08
1951,1.3859822445283498e-07,0.0,3.4116485636559446e-08
1952,1.5184517110355955e-07,1.0544803918932644e-09,2.4253049346611988e-08
1953,1.3144070010184805e-07,0.0,1.939288907237824e-08
1954,1.280202184261725e-07,0.0,1.172704333640695e-08
1955,1.023031259705931e-07,0.0,1.0324168187025862e-08
1956,8.546718532898012e-08,8.72114158667614e-10,2.616342520411763e-08
1957,1.2457402931431716e-07,0.0,8.835037590415595e-09
1958,9.18219029699685e-08,0.0,2.2335056470978998e-08
1959,1.0696032148871382e-07,0.0,1.8601795659378695e-08
1960,1.0312041354154644e-07,6.920833350854139e-10,2.2838749558218296e-08
1961,1.0978091324886918e-07,0.0,3.61304266505158e-08
1962,1.135210183633717e-07,1.2683912808952869e-09,1.77574772664002e-08
1963,1.0281024742653244e-07,0.0,3.427008365974871e-08
1964,1.3506409857200197e-07,0.0,2.494427064902993e-08
1965,1.2366818680220604e-07,1.0944086747954884e-09,2.2982582947861374e-08
1966,1.25183092336556e-07,0.0,2.326411419062424e-08
1967,1.1487681916833026e-07,4.930335584241163e-10,1.627010703941778e-08
1968,1.1048882697650697e-07,4.4914158503495116e-10,2.649935382237345e-08
1969,1.0355207535894806e-07,0.0,2.043791091921321e-08
1970,1.3658213049438928e-07,9.197450023812337e-10,1.977451802304131e-08
1971,1.0379562809248455e-07,0.0,1.644287195290417e-08
1972,1.210714657418066e-07,0.0,2.565073486948677e-08
1973,8.490334124644505e-08,5.513203782392395e-10,1.7642252103655665e-08
1974,8.944658702603192e-08,0.0,1.5751600912494723e-08
1975,8.85279405338224e-08,0.0,9.709516746170266e-09
1976,8.97023753054782e-08,0.0,9.141642998145016e-09
1977,9.050243932051671e-08,1.1753563677885381e-09,1.2928920156696222e-08
1978,9.326728189762434e-08,0.0,1.1881182260253809e-08
1979,1.0416512452593452e-07,0.0,1.1118749476679568e-08
1980,9.266795331086541e-08,0.0,1.8760998088396263e-08
1981,7.527403766971474e-08,2.5302198114474095e-09,6.958104314946922e-09
1982,9.311253279520315e-08,6.207502289967692e-10,9.311253101884631e-09
1983,9.220361363304619e-08,6.315316047889041e-10,1.1999100379966876e-08
1984,1.0206255041111945e-07,0.0,1.6237223121606803e-08
1985,7.699914306158462e-08,0.0,4.812446441349039e-09
1986,7.073492724885e-08,0.0,5.994485352545098e-09
1987,8.066277956686463e-08,0.0,1.4054879038383206e-08
1988,7.435726701032763e-08,0.0,1.3192418713003917e-08
1989,7.408964819433095e-08,0.0,1.2073869015694072e-08
1990,6.592867407562153e-08,0.0,1.471135746555774e-08
1991,7.912978361446221e-08,5.861465202094962e-10,1.1136783939491579e-08
1992,7.493524378787697e-08,0.0,1.1019888113139586e-08
1993,8.419595332043173e-08,5.539207426075166e-10,1.4401939196773128e-08
1994,8.703629106321387e-08,0.0,1.0549853435293244e-08
1995,7.808328916780738e-08,0.0,1.9520822291951845e-08
1996,7.09966272438578e-08,0.0,1.2277611816102763e-08
1997,9.206197404409977e-08,0.0,1.054876808126437e-08
1998,7.056831208274161e-08,0.0,1.4304387896402204e-08
1999,8.363468140260011e-08,0.0,9.597422412355172e-09
2000,7.599014395509585e-08,0.0,1.5463109903635086e-08
2001,8.10524198868734e-08,0.0,1.9715452381774412e-08
2002,8.455757694036947e-08,0.0,1.2267419968736704e-08
2003,7.333784424190526e-08,0.0,1.3750845795357236e-08
2004,7.400049639727513e-08,0.0,8.369103632333008e-09
2005,8.196824552442195e-08,0.0,1.261049931144953e-08
2006,5.80622483425941e-08,0.0,1.1530091548195287e-08
2007,6.830559584614093e-08,0.0,1.3181781888249589e-08
2008,5.747543596612559e-08,0.0,1.4049550856043425e-08
2009,6.389377915638761e-08,0.0,1.0966842545201416e-08
2010,5.763027388638875e-08,0.0,1.4643758206034363e-08
2011,4.665245967316878e-08,0.0,1.5678285336662157e-08
2012,5.3787193365906205e-08,0.0,7.829781267787439e-09
2013,7.168051041617218e-08,0.0,1.561910067948702e-08
2014,7.470785590157902e-08,0.0,1.4508482415465096e-08
2015,7.84667690822971e-08,0.0,1.662431614590787e-08
2016,6.669714736062815e-08,0.0,1.8020658743012063e-08
2017,5.6601255238319936e-08,0.0,1.0565567976072998e-08
2018,4.904786621295898e-08,0.0,1.1874746519424662e-08
2019,6.938686425428386e-08,0.0,1.224474122096808e-08
