year,puissent_VERB établir_VERB,puissent_VERB etablir_VERB,puissent_VERB rétablir_VERB
1800,1.5720821977538435e-08,0.0,2.829747991484055e-08
1801,4.7623650800687756e-08,0.0,7.143547975374531e-09
1802,3.3567602031325805e-08,0.0,0.0
1803,7.801356893821776e-09,0.0,9.751696339321825e-09
1804,4.943701892301533e-09,0.0,7.4155526164076946e-09
1805,5.685755422035754e-09,0.0,3.695740957709859e-08
1806,5.76333825108577e-09,0.0,0.0
1807,1.0249038240317532e-07,2.8469551160981155e-09,2.8469550272802735e-08
1808,1.1330369531492579e-08,0.0,9.064295980465431e-09
1809,2.259030518203531e-09,0.0,1.129515236897305e-08
1810,2.3401267590372754e-09,2.3401267590372754e-09,1.1700633351097167e-08
1811,2.2563691359778204e-08,0.0,7.521229861140455e-09
1812,2.1337665856435706e-08,0.0,0.0
1813,1.7254450312975678e-08,0.0,2.0130190847567064e-08
1814,0.0,0.0,0.0
1815,2.697223555614414e-09,0.0,0.0
1816,2.0858434979231788e-08,0.0,2.3176038865813098e-09
1817,4.0478710161551135e-08,0.0,1.401186100480345e-08
1818,3.2187177367859476e-08,1.1921177378582115e-09,0.0
1819,3.001804671498576e-08,0.0,1.2421260464634543e-08
1820,2.8479554714522237e-08,0.0,0.0
1821,1.8736827200882544e-08,0.0,1.97229765852569e-09
1822,2.2056354964661296e-08,0.0,6.015369535816717e-09
1823,3.162459805139406e-08,0.0,0.0
1824,2.189489300974401e-08,0.0,1.3473780313688621e-08
1825,1.7610886970942374e-08,0.0,0.0
1826,1.5854372037438225e-08,0.0,0.0
1827,2.3964910056406552e-08,0.0,1.474763688946723e-08
1828,2.935136400594729e-08,0.0,9.172301251858528e-10
1829,2.2290258527846163e-08,3.429270423183084e-09,2.743416338546467e-08
1830,1.1480519646056564e-08,0.0,9.39315203396518e-09
1831,2.6505050598757407e-08,0.0,1.7150327380477393e-08
1832,2.0294953273491956e-08,0.0,9.470978667991403e-09
1833,1.1583628278799551e-08,0.0,2.3167257001688313e-09
1834,2.9870498963191494e-08,0.0,0.0
1835,2.2689263801112247e-08,0.0,0.0
1836,2.4866775305554256e-08,0.0,1.747394939854985e-08
1837,3.478945487245255e-08,0.0,3.478945576063097e-09
1838,1.830527018853445e-08,0.0,4.418513555037862e-09
1839,2.9364196407755117e-08,0.0,2.0974426639952526e-09
1840,2.5478755105723394e-08,0.0,1.2102408852854296e-08
1841,2.0545755319290038e-08,6.420548537278137e-10,1.6051371787284552e-08
1842,4.22620693996123e-08,0.0,2.683306021822318e-09
1843,2.7762482091020502e-08,0.0,2.953455480181333e-09
1844,2.6345094994439933e-08,0.0,0.0
1845,4.1293688468613254e-08,0.0,5.022205318283568e-09
1846,4.039605983052752e-08,0.0,3.5127007969038004e-09
1847,1.9954928376364478e-08,0.0,5.393223645455691e-10
1848,1.206783295515379e-08,0.0,8.045221711050488e-10
1849,6.787325901314034e-08,0.0,9.217356655710773e-09
1850,1.4935791270431764e-08,0.0,2.7155984128057753e-09
1851,3.031236062156495e-08,0.0,1.9348316282474798e-09
1852,2.0833745395520964e-08,0.0,6.510545436100301e-10
1853,1.0152284346531815e-08,2.9859659189668264e-09,2.388772735173461e-09
1854,2.5458755104068587e-08,1.0391328908454511e-09,1.0910895298366086e-08
1855,2.0697054736729115e-08,0.0,2.1227748447927297e-09
1856,2.5885945831305435e-08,5.177189232874468e-10,4.141751386299575e-09
1857,1.610898081594314e-08,0.0,1.122747050885664e-08
1858,1.663849857891364e-08,0.0,8.31924928945682e-09
1859,3.055303920973529e-08,0.0,0.0
1860,1.7393299245327398e-08,0.0,3.661747127736703e-09
1861,2.263662679524714e-08,0.0,4.2443675241088386e-09
1862,2.4848924695675123e-08,4.517986262886353e-10,5.421583626485926e-09
1863,2.1976331865403154e-08,0.0,1.9978483312144135e-09
1864,2.685047562067666e-08,4.794727948009836e-10,3.3563094525845827e-09
1865,1.5061901947888146e-08,0.0,3.294791106611683e-09
1866,1.8489329178805747e-08,0.0,5.352174259343201e-09
1867,1.9896527092555516e-08,0.0,4.85281148598915e-10
1868,2.9145256874585357e-08,0.0,4.939874287401835e-09
1869,2.3440891894210836e-08,0.0,1.953407657850903e-09
1870,2.8096838633473453e-08,0.0,6.880858549607183e-09
1871,1.1683295220166201e-08,0.0,1.3807530230280918e-08
1872,1.5723081503438152e-08,0.0,8.4662747923403e-09
1873,9.577607151811662e-09,0.0,2.3944017879529156e-09
1874,1.3144139998644278e-08,0.0,1.6131444624534197e-08
1875,1.94531928343622e-08,0.0,2.8607636259891933e-09
1876,2.3579458385825092e-08,6.04601479992084e-10,6.650616057868319e-09
1877,3.3398006138440905e-08,0.0,4.9478527941460015e-09
1878,3.140326043649111e-08,1.8117265465633636e-09,3.0195443923020093e-09
1879,4.7652736867576095e-08,1.832797580370027e-09,1.221865053580018e-09
1880,2.5671385017744797e-08,6.417846254436199e-10,1.2835692508872398e-09
1881,2.2312024228199334e-08,0.0,6.972507571312292e-10
1882,2.5290463057103807e-08,0.0,6.655385131892899e-09
1883,1.8326083761621703e-08,0.0,3.159669414998234e-09
1884,6.601696966868076e-09,0.0,5.941527270181268e-09
1885,2.900535989169839e-08,0.0,0.0
1886,2.8395241713496944e-08,0.0,3.2267319927115068e-09
1887,3.3297514079322355e-08,0.0,1.3057849246322917e-09
1888,2.4728397107764977e-08,0.0,1.9021844099853524e-09
1889,2.380751951136517e-08,0.0,6.265136853755848e-09
1890,2.8839300725280737e-08,0.0,0.0
1891,2.8683990294098294e-08,0.0,1.0836173736095134e-08
1892,2.8835156484774416e-08,0.0,0.0
1893,2.586534897375259e-08,0.0,1.1700991287000306e-08
1894,2.457600345451283e-08,0.0,5.671385139294216e-09
1895,2.2870734639468537e-08,0.0,6.018614495673091e-10
1896,3.774098544795379e-08,0.0,2.358811590497112e-09
1897,2.9133568446582103e-08,0.0,5.826713556089658e-10
1898,2.8291774256672397e-08,0.0,3.3950129374460403e-09
1899,2.65323762960179e-08,0.0,3.8693048765026106e-09
1900,2.803168719367477e-08,0.0,2.07642125715779e-09
1901,2.4031576728589243e-08,0.0,4.470991132876634e-09
1902,2.0623192042990013e-08,0.0,5.892340837476695e-09
1903,2.2680925582108102e-08,5.400220270956879e-10,1.0800440541913758e-09
1904,1.8811189050893518e-08,0.0,4.299700151477737e-09
1905,1.8062657147766004e-08,0.0,3.6125313851442797e-09
1906,3.395161840558103e-08,0.0,5.144184633820714e-09
1907,3.1371342856800766e-08,2.057137349353866e-09,5.142843373384665e-10
1908,3.192402786567072e-08,0.0,0.0
