year,puissent_VERB établir_VERB,puissent_VERB etablir_VERB,puissent_VERB rétablir_VERB
1909,2.7504917454734823e-08,0.0,2.7504918342913243e-09
1910,2.1911017000775246e-08,0.0,1.6032452032632705e-09
1911,3.298632123005518e-08,0.0,1.5961122423746588e-09
1912,2.135862686714063e-08,0.0,1.1981668990301841e-08
1913,2.2802856491921375e-08,0.0,3.181793939432964e-09
1914,3.549274296688054e-08,0.0,2.678697486047099e-09
1915,4.7123048574349014e-08,0.0,0.0
1916,4.394984642885902e-08,0.0,3.2962386153911893e-09
1917,4.386569685266295e-08,0.0,0.0
1918,3.675640414257941e-08,0.0,2.2972752589112133e-09
1919,3.591060959706738e-08,0.0,4.603924352863942e-09
1920,1.741613253614105e-08,0.0,1.1358347151713133e-08
1921,2.499006690470651e-08,0.0,4.543648568500203e-09
1922,2.7298360905092522e-08,0.0,9.591316185719734e-09
1923,1.1677542488541803e-08,0.0,2.1231896241147297e-09
1924,1.0313299547703991e-08,0.0,3.867487219366694e-09
1925,2.1996356736053713e-08,0.0,3.299453377181294e-09
1926,2.0063049888108253e-08,0.0,6.687683296036084e-09
1927,3.3447673075670536e-08,0.0,5.574612327308159e-09
1928,2.9707706517001498e-08,0.0,2.2852082448565625e-09
1929,1.7824650200282122e-08,0.0,1.0026365515614089e-08
1930,1.995684684175103e-08,0.0,5.2518016602221e-09
1931,3.193499864551086e-08,0.0,2.2810713318222042e-09
1932,3.9454331357546835e-08,0.0,3.287861094491973e-09
1933,9.176529758292418e-09,0.0,0.0
1934,1.9170528275935794e-08,0.0,0.0
1935,2.393656828303392e-08,0.0,2.393656828303392e-09
1936,2.9099314957647948e-08,0.0,0.0
1937,1.7627565185307503e-08,0.0,0.0
1938,1.6854778905894818e-08,0.0,0.0
1939,2.4470480752825097e-08,0.0,0.0
1940,1.0143131667916805e-08,0.0,0.0
1941,1.1806010391524069e-08,0.0,0.0
1942,3.944475324146879e-08,0.0,3.034211770724937e-09
1943,1.1612940831184915e-08,0.0,5.806470415592457e-09
1944,3.534504600111177e-08,0.0,0.0
1945,1.5249527862692958e-08,0.0,1.3071024262956144e-08
1946,3.3410650246423756e-08,0.0,1.1136883415474585e-08
1947,2.8610090296865565e-08,0.0,5.960435700558264e-09
1948,1.4133454406817236e-08,1.0871887834440486e-09,2.174377566888097e-09
1949,3.043272656100271e-08,0.0,3.9268033269479474e-09
1950,2.0207187034770868e-08,0.0,0.0
1951,2.2388944032059044e-08,0.0,5.330700769690111e-09
1952,2.1089608281954497e-08,0.0,6.326882129314981e-09
1953,2.2625037843226892e-08,0.0,3.232148326759443e-09
1954,1.4658803948464083e-08,0.0,6.840775057526116e-09
1955,1.3139850985055546e-08,0.0,7.508486277174597e-09
1956,1.5698054411927842e-08,0.0,2.616342476002842e-09
1957,2.5621609722747962e-08,0.0,0.0
1958,2.3989505493204888e-08,0.0,1.6544486891589827e-09
1959,1.8601795659378695e-08,0.0,2.325224457422337e-09
1960,3.5988332314218496e-08,0.0,6.920833350854139e-10
1961,2.153929301584867e-08,6.948159270159238e-10,4.86371165564492e-09
1962,3.297817485758969e-08,0.0,6.341956404476434e-10
1963,3.103705381590771e-08,6.466053248388448e-10,3.2330267352165265e-09
1964,3.102823953327061e-08,0.0,5.475571551727398e-09
1965,1.6963333848707407e-08,5.472043373977442e-10,5.472043373977442e-10
1966,2.437192847537517e-08,0.0,8.862519607077957e-09
1967,1.873527466500491e-08,0.0,3.944268467392931e-09
1968,1.7965662735264232e-08,4.4914158503495116e-10,5.838840522187638e-09
1969,3.088395317263348e-08,0.0,2.2708788183223305e-09
1970,1.8854771965948203e-08,0.0,2.2993624781975086e-09
1971,2.980270608077262e-08,0.0,2.569198631618974e-09
1972,2.257264597460562e-08,5.130146862875051e-10,5.130146862875051e-10
1973,2.4809416743210022e-08,5.513203782392395e-10,2.7566018356850464e-09
1974,1.9689501584707614e-08,0.0,2.812785782069227e-09
1975,1.4849848462006321e-08,0.0,3.998036124386317e-09
1976,2.171140245366132e-08,0.0,4.570821499072508e-09
1977,2.3507126911681553e-08,0.0,1.7630346071939584e-09
1978,2.4356424432880885e-08,0.0,1.1881182704343018e-09
1979,2.57486831856113e-08,0.0,4.681578680276743e-09
1980,1.7055452161685025e-08,5.685150683554241e-10,2.2740602734216964e-09
1981,2.4037088763861902e-08,0.0,2.5302198114474095e-09
1982,2.0484757001781873e-08,0.0,3.7245013739806154e-09
1983,2.5261265079734585e-08,0.0,4.4207211225000265e-09
1984,1.6237223121606803e-08,0.0,3.479405208395292e-09
1985,1.9249785765396155e-08,0.0,5.414002135495366e-09
1986,1.7384007122700496e-08,0.0,5.994485463567401e-10
1987,2.4443266966045485e-08,0.0,6.110816741511371e-09
1988,1.139345240375178e-08,0.0,5.996553809062277e-10
1989,2.57941739079115e-08,0.0,1.0976244357863152e-09
1990,2.3429199913493903e-08,0.0,2.179460389939436e-09
1991,1.582595565707834e-08,1.1722930404189924e-09,6.4476117778156095e-09
1992,1.597883780846132e-08,0.0,3.856960972825618e-09
1993,2.1602909683338112e-08,5.539207426075166e-10,6.093128224193833e-09
1994,2.7429617688312646e-08,0.0,2.637463358823311e-09
1995,1.7351842629409475e-08,0.0,0.0
1996,2.1886178203089912e-08,0.0,3.736664311304594e-09
1997,2.013855748828064e-08,0.0,6.7128524960935465e-09
1998,2.765514928171342e-08,0.0,2.86087753487152e-09
1999,1.9194844824710344e-08,0.0,3.656160929565999e-09
2000,2.385736941334926e-08,0.0,4.4180314962005696e-10
2001,3.592593600387772e-08,0.0,1.3143635069212678e-09
2002,2.102986229601811e-08,4.38122149670761e-10,5.257465574004527e-09
2003,2.3334768783911386e-08,4.1669229178253886e-10,5.416999737661854e-09
2004,2.114299846311951e-08,0.0,3.0833537945085254e-09
2005,1.9816498664226856e-08,0.0,1.8014998381943315e-09
2006,2.388376074691223e-08,0.0,3.706100981659688e-09
2007,1.5977917655618512e-08,0.0,2.3966877371606188e-09
2008,1.7881246705542253e-08,0.0,4.257439678578834e-10
2009,1.5258216023994464e-08,0.0,3.814554005998616e-09
2010,2.4563723499682055e-08,0.0,9.447586046817946e-10
2011,1.414869643667771e-08,0.0,3.823971805871906e-09
2012,1.736168897537027e-08,0.0,1.3617010852229328e-09
2013,1.561910067948702e-08,0.0,5.020424964641279e-09
2014,1.2126492698882885e-08,0.0,2.815078836704288e-09
2015,1.3077794847049518e-08,2.2165753954528356e-10,4.433150790905671e-10
2016,1.3256576281150956e-08,0.0,1.0356699942093428e-09
2017,1.1320251402935355e-08,0.0,1.509366853724714e-09
2018,1.7037679711506826e-08,0.0,1.8070267504555204e-09
2019,1.1479444950168727e-08,0.0,1.7856913725466939e-09
