year,put_VERB amener_VERB,put_VERB ramener_VERB
1800,1.2576657937302116e-08,4.4018303668735825e-08
1801,7.143547975374531e-09,7.381665767525192e-08
1802,2.9091921760482364e-08,1.7902721083373763e-08
1803,9.751696339321825e-09,7.606323038089613e-08
1804,4.943701892301533e-09,1.4831105232815389e-08
1805,2.842877711017877e-09,4.5486043376286034e-08
1806,0.0,0.0
1807,5.693910232196231e-09,8.540865792383556e-09
1808,9.064295980465431e-09,1.5862518409903714e-08
1809,1.3554183553310395e-08,7.680704072754452e-08
1810,2.3401267590372754e-09,4.680253340438867e-08
1811,2.0056614147279106e-08,6.267691787797958e-08
1812,1.3336041604361526e-08,2.1337665856435706e-08
1813,2.0130190847567064e-08,2.8757416448144113e-09
1814,5.97868634599763e-08,6.922689976818219e-08
1815,1.0788894222457657e-08,0.0
1816,2.5493642752394408e-08,3.9399267848239106e-08
1817,1.5568733857662664e-08,4.670620157298799e-08
1818,3.099506074022429e-08,3.5763530803478716e-08
1819,3.726378139390363e-08,4.968504185853817e-08
1820,1.1866481131050932e-08,3.20394981656591e-08
1821,1.972297702934611e-08,1.0847637454958203e-08
1822,1.1028177482330648e-08,5.413832582235045e-08
1823,3.063632902922109e-08,8.004976592701496e-08
1824,6.82110155025839e-08,5.642145595174952e-08
1825,2.8177417732422327e-08,6.427973175959778e-08
1826,2.290075862276808e-08,5.108631029315802e-08
1827,3.133872894522938e-08,2.488663675137559e-08
1828,3.760643352279658e-08,2.2013523448549677e-08
1829,1.3717081692732336e-08,2.6576845613135447e-08
1830,1.1480519646056564e-08,2.922314124020886e-08
1831,3.274153215215847e-08,1.5591206548037917e-08
1832,5.0060886991332154e-08,6.764984572527055e-09
1833,2.89590715851773e-08,7.52935847003755e-08
1834,2.9870498963191494e-08,2.5203233278148218e-08
1835,3.025235173481633e-08,3.1764969321557146e-08
1836,4.5029025841358816e-08,2.419469957715137e-08
1837,3.75726116885744e-08,4.6617870452791976e-08
1838,4.1660268124132926e-08,4.986607748946881e-08
1839,4.4046291947097416e-08,5.033862038317238e-08
1840,3.3122379505812205e-08,5.286841542329057e-08
1841,4.173356416004026e-08,2.3756030032018316e-08
1842,4.561620414733625e-08,7.513256861102491e-08
1843,4.548321541619771e-08,3.2488010504039266e-08
1844,5.708103856250091e-08,5.4885614275690386e-08
1845,4.3525776760589e-08,3.961961780873935e-08
1846,3.3956109035671034e-08,3.1614305839866574e-08
1847,2.6966118227278457e-08,4.0988499705463255e-08
1848,4.34441957963827e-08,5.551202875153649e-08
1849,2.5976186535103807e-08,4.9438547478075634e-08
1850,3.869727649430388e-08,2.308258650884909e-08
1851,5.93348374877678e-08,1.9993260380601896e-08
1852,3.320378283433456e-08,1.2370036550635177e-08
1853,3.822036376277538e-08,4.717826129763125e-08
1854,4.052618152172727e-08,1.8704392701351935e-08
1855,4.563965916304369e-08,2.388121700391821e-08
1856,4.6076984006049315e-08,3.002769588533738e-08
1857,2.4895696171256532e-08,4.6862489000432106e-08
1858,2.5936483183386372e-08,2.5447114637699997e-08
1859,3.1571474323754956e-08,1.9859475841599306e-08
1860,2.9293977021893625e-08,3.4786598490654796e-08
1861,3.7256114637784776e-08,3.489813238388706e-08
1862,4.517986340601965e-08,3.4336697041226216e-08
1863,2.8469338886338846e-08,6.642845562510047e-08
1864,4.411149845395812e-08,8.678457419364349e-08
1865,3.718406915709238e-08,4.000817810378976e-08
1866,3.989802621617855e-08,5.303517980337347e-08
1867,4.270474107670452e-08,3.202855580752839e-08
1868,2.321740844024589e-08,2.1735445443482604e-08
1869,3.1742874995188686e-08,3.271957993433716e-08
1870,3.612450782952692e-08,3.841812556970581e-08
1871,5.2043770182308435e-08,3.186353225714811e-08
1872,3.38650991693612e-08,2.53988243770209e-08
1873,3.6514627765882324e-08,1.97538145840781e-08
1874,4.301718448118663e-08,4.958925714504403e-08
1875,4.691652222277298e-08,3.1468399441791917e-08
1876,3.627608791134662e-08,2.478866001354163e-08
1877,3.587193120324628e-08,1.2369632429454214e-08
1878,4.166971123709118e-08,2.7779808675632012e-08
1879,5.803859082220697e-08,2.1382637882538802e-08
1880,3.8507078414795615e-08,3.0805662021293756e-08
1881,1.673401861523871e-08,2.8587281875047665e-08
1882,4.2594464844114555e-08,2.7952617998039386e-08
1883,2.7805091562527195e-08,2.8437025179073316e-08
1884,3.895001299270007e-08,1.9144920315739e-08
1885,3.4161868001092444e-08,2.127059772760731e-08
1886,2.5168509054651622e-08,2.5813855941692054e-08
1887,3.395040693021656e-08,2.415702127223085e-08
1888,2.1558090423923204e-08,3.6775563927449184e-08
1889,2.4434033463194282e-08,2.255449160770695e-08
1890,2.3595791986963377e-08,1.8352281472289178e-08
1891,3.1871099537283953e-08,2.1672347472190268e-08
1892,2.7581453565517222e-08,1.56712811616444e-08
1893,2.894455697344256e-08,2.3401982574000613e-08
1894,2.3315696040526745e-08,2.142523314319078e-08
1895,2.768562623600701e-08,3.611168608586013e-08
1896,3.597187614445829e-08,3.3023361822870356e-08
1897,2.155884004650943e-08,2.680288169187861e-08
1898,2.772593887812036e-08,1.9238406423482957e-08
1899,2.1557555740514545e-08,2.2110313580014918e-08
1900,1.2977633190303095e-08,2.3359739032002835e-08
1901,3.856229824350521e-08,2.179608138419553e-08
1902,3.2407871941586563e-08,3.780918689244572e-08
1903,1.7820726228023887e-08,1.8900770726304472e-08
1904,3.708491291831706e-08,2.6335662539622717e-08
1905,1.909480928929952e-08,2.7868098939620722e-08
1906,2.36632491379396e-08,2.1091157265118454e-08
1907,3.599990350267035e-08,2.108565766434367e-08
1908,3.045061092166179e-08,2.6030361865991836e-08
1909,1.870334465081669e-08,2.3104130164597336e-08
1910,1.8170112525695004e-08,2.4583092894658876e-08
1911,2.6601870928288918e-08,1.5961122201701983e-08
1912,2.81308754068732e-08,1.82329742415277e-08
1913,2.598464909908671e-08,1.0605979205990934e-08
1914,2.1429579888376793e-08,1.808120764223986e-08
1915,5.0657277483878715e-08,1.6493066468115103e-08
1916,3.4061130804730055e-08,1.0987461607214755e-08
1917,3.838248474608008e-08,2.8512703309502285e-08
1918,1.8378202071289707e-08,1.9526840588923733e-08
1919,3.1306683467846597e-08,2.5781975665495338e-08
1920,2.1959472462640406e-08,2.8774479687854182e-08
1921,1.438822039290244e-08,1.741731914250977e-08
1922,2.87739485571592e-08,1.475587119159627e-08
1923,2.0170300985000722e-08,1.2739137744688378e-08
1924,1.1602462102189293e-08,3.0939897754933554e-08
1925,2.0896537833436923e-08,1.7597084678300234e-08
1926,1.4489979882625903e-08,1.3375366592072169e-08
1927,1.6723836537835268e-08,1.3379070296082318e-08
1928,2.9707706517001498e-08,1.2568645679778001e-08
1929,1.7824650200282122e-08,4.4561625500705304e-09
1930,1.575540586884472e-08,2.2057568216382606e-08
1931,2.8513390759599133e-08,9.124285327288817e-09
1932,3.06867029564728e-08,1.4247397928102146e-08
1933,1.7205993074753678e-08,2.2941325283909464e-08
1934,2.156684431042777e-08,3.354842448288764e-08
1935,1.196828414151696e-08,2.0346082152400413e-08
1936,1.4549657478823974e-08,1.091224355320719e-08
1937,1.0072894518486919e-08,8.813782592653752e-09
1938,2.463390735840676e-08,1.2965214679638848e-08
1939,2.2941076593951948e-08,2.141167065872196e-08
1940,1.5214697057785997e-08,2.028626333583361e-08
1941,2.3612020783048138e-08,8.854508237732261e-09
1942,9.102635090130207e-09,1.517105907566929e-08
1943,1.4516175816936538e-08,8.709705845433291e-09
1944,1.2852744646352221e-08,3.534504600111177e-08
1945,1.9606536838523425e-08,4.574858536443571e-08
1946,3.3410650246423756e-08,1.2528993842408909e-08
1947,1.4305045148432782e-08,3.2186353138285995e-08
1948,1.4133454406817236e-08,2.2830963786191205e-08
1949,2.1597418964347526e-08,1.2762110479513922e-08
1950,1.595304155443955e-08,9.571825110299415e-09
1951,1.1727541604500402e-08,1.5992101864981123e-08
1952,1.5817205323287453e-08,2.4253049346611988e-08
1953,8.619061908632375e-09,1.508335856215126e-08
1954,1.8567819282111486e-08,8.795282724349818e-09
1955,6.569925492527773e-09,4.6928039232341234e-09
1956,1.3081712602058815e-08,1.0465369904011368e-08
1957,1.501956425897788e-08,1.6786572132332367e-08
1958,1.7371711180658167e-08,1.4062814024384807e-08
1959,5.425523585955716e-09,8.525822714489095e-09
1960,1.1765417085030094e-08,6.2287499602575735e-09
1961,6.25334317660986e-09,1.528595028332802e-08
1962,1.0781326054143392e-08,1.9660065575521912e-08
1963,7.759263453976928e-09,1.939815952312074e-08
1964,1.6426714211092985e-08,1.3993127545575135e-08
1965,1.6963333848707407e-08,8.20806533852192e-09
1966,8.862519607077957e-09,1.273987226824147e-08
1967,4.930335695263466e-09,1.035370456037299e-08
1968,1.0779397818794223e-08,1.9313088017725022e-08
1969,8.175163657142548e-09,1.2262746373892242e-08
1970,5.518470125309705e-09,3.219107425067591e-09
1971,1.0790635052160269e-08,9.762954888969944e-09
1972,9.747279428040656e-09,9.747279428040656e-09
1973,4.410563025913916e-09,1.1577728109557484e-08
1974,6.750686232237513e-09,1.1813700240281833e-08
1975,9.138368284311582e-09,1.7134439644905797e-08
1976,5.713526984862938e-09,8.570290255249802e-09
1977,3.526069214387917e-09,8.22749424145286e-09
1978,6.534650598410963e-09,6.534650598410963e-09
1979,8.777959692451986e-09,9.948355028654987e-09
1980,8.527726080842513e-09,1.3644362084619388e-08
1981,5.69299452024552e-09,5.060439622894819e-09
1982,4.966001831974154e-09,6.2075020679230875e-09
1983,1.1999100379966876e-08,2.0209011353244932e-08
1984,8.69851302098823e-09,8.118611560803402e-09
1985,9.02333674446254e-09,9.624892882698077e-09
1986,5.994485352545098e-09,7.1933827783254856e-09
1987,4.277571630240118e-09,5.49973533381376e-09
1988,6.596209356501959e-09,5.99655392008458e-09
1989,4.939309850016116e-09,1.0427432250992297e-08
1990,8.172976073694826e-09,9.80757164370516e-09
1991,4.10302547493302e-09,9.96449056600568e-09
1992,1.1019888113139586e-08,1.322386644631024e-08
1993,8.862731881720265e-09,7.200969598386564e-09
1994,5.274926717646622e-09,4.747434001473039e-09
1995,6.506940763983948e-09,1.138714633697191e-08
1996,2.135236876199542e-09,8.540947504798169e-09
1997,5.274384040632185e-09,6.233362714880286e-09
1998,3.814503379828693e-09,6.675381136744818e-09
1999,1.3710603763428253e-09,9.140402212892695e-09
2000,5.743440834038438e-09,6.627047355323157e-09
2001,7.0099388516098315e-09,5.257454027685071e-09
2002,6.571832411594869e-09,9.63868718173444e-09
2003,4.583615265119079e-09,1.0000615446870142e-08
2004,4.404791198453495e-09,7.047666006343434e-09
2005,4.954124666056714e-09,5.404499514582994e-09
2006,6.58862386870851e-09,7.823991232669414e-09
2007,1.997239706952314e-09,3.994479413904628e-09
2008,3.405951742863067e-09,8.089135583588813e-09
2009,4.291373478793048e-09,4.76819250749827e-09
2010,5.668551850135373e-09,8.97520635589899e-09
2011,2.6767803529281764e-09,9.55992973672437e-09
2012,6.127654827992046e-09,6.808505315092361e-09
2013,6.414987652192394e-09,7.2517249982695375e-09
2014,5.413613113347537e-09,6.9294245896855955e-09
2015,9.087958829923082e-09,7.093041265449074e-09
2016,9.113896304313585e-09,1.5120782848043746e-08
2017,3.773417134311785e-09,7.54683426862357e-09
2018,7.744399788123246e-09,1.0842160058643913e-08
2019,4.846876677788714e-09,6.887666881283394e-09
