year,avait_VERB enseigné_VERB,avait_VERB renseigné_VERB
1925,4.542247609151673e-07,3.959344141435395e-08
1926,4.837423830394982e-07,2.5636119005412183e-08
1927,5.942536631664552e-07,3.7907366134959375e-08
1928,4.66182484615274e-07,4.1133748851507335e-08
1929,4.656689895909949e-07,3.4535258208734376e-08
1930,5.020722255721921e-07,3.2561171536826805e-08
1931,4.24279278377071e-07,3.193499864551086e-08
1932,4.5920458546788723e-07,4.274219378430644e-08
1933,4.875031436313293e-07,4.01473165823063e-08
1934,4.876503112427599e-07,3.4746584276490466e-08
1935,4.5120430058886996e-07,2.8723881939640705e-08
1936,3.940532167234778e-07,1.6974599503782883e-08
1937,4.0417489799438044e-07,2.6441348666139675e-08
1938,4.032181664115342e-07,3.1116513810047763e-08
1939,4.29762820886026e-07,3.976452944698394e-08
1940,5.375860041567648e-07,2.028626333583361e-08
1941,4.840464384869847e-07,2.066051862925633e-08
1942,6.553897264893749e-07,1.8205270180260413e-08
1943,4.470982162274595e-07,4.064529335323641e-08
1944,5.205361617299786e-07,2.8918675454292497e-08
1945,4.836279003939126e-07,3.485606470121638e-08
1946,5.512757184078509e-07,1.8097434661967782e-08
1947,5.161737135495059e-07,1.7881307101674793e-08
1948,3.8921359646337805e-07,2.717971980814582e-08
1949,3.691195047395013e-07,2.846932467548413e-08
1950,4.3924043779952626e-07,2.3397795700930146e-08
1951,4.60572550764482e-07,2.4521224162299404e-08
1952,4.6608033699158113e-07,1.5817205323287453e-08
1953,4.5250075686453783e-07,2.2625037843226892e-08
1954,4.729907345790707e-07,3.713563856422297e-08
1955,4.4300068680058757e-07,3.378819002364253e-08
1956,3.7500907978937903e-07,3.575668117150599e-08
1957,4.4881991811962507e-07,2.297109880089465e-08
1958,4.6903619477234315e-07,1.9026160202884057e-08
1959,3.7126082474969735e-07,2.9452841943111707e-08
1960,3.633437586358923e-07,1.7302083321624195e-08
1961,4.2453254422980535e-07,1.667558180429296e-08
1962,4.0144584545487305e-07,1.6489087428794846e-08
1963,4.4551106270773744e-07,1.8104948651398445e-08
1964,4.015419108327478e-07,1.7035111099517053e-08
1965,4.0821444713401434e-07,2.2982582947861374e-08
1966,4.237392090544745e-07,2.4925835617750636e-08
1967,3.890034747655591e-07,2.267954357648705e-08
1968,4.266844939593284e-07,2.919420261093819e-08
1969,3.8741194430258474e-07,1.9983733778872192e-08
1970,4.046877961627615e-07,1.3796174869185052e-08
1971,3.3913423180820246e-07,3.0316545718278576e-08
1972,3.6116233559368993e-07,1.2825367434743384e-08
1973,3.125986438590189e-07,1.4885650045926013e-08
1974,3.043434162464109e-07,1.2938814464291681e-08
1975,3.181294516707567e-07,1.4278700888326057e-08
1976,3.308132079382631e-07,1.199840671262109e-08
1977,2.9912820309618837e-07,1.1753563455840776e-08
1978,3.332671667521936e-07,1.7821774278559133e-08
1979,3.4643682056412217e-07,1.345953837272873e-08
1980,3.172314109178842e-07,1.9329512213062117e-08
1981,3.4917033531201014e-07,1.3916208629893845e-08
1982,3.265146233388805e-07,1.5518756057986138e-08
1983,3.62499150696749e-07,2.2103606056589342e-08
1984,3.496802207791916e-07,1.333771937339634e-08
1985,3.741677119251108e-07,1.3234227935754461e-08
1986,3.554729914867494e-07,1.2588419195935785e-08
1987,3.4098357559742e-07,1.099947066762752e-08
1988,3.4300288120903133e-07,1.0194141530917022e-08
1989,3.38068332439434e-07,1.2073869015694072e-08
1990,3.4163042528234655e-07,1.7980548605578406e-08
1991,3.7571990674223343e-07,1.4653663171770859e-08
1992,3.487794799639232e-07,1.4876849085965205e-08
1993,3.5561711797527096e-07,2.3818591543545153e-08
1994,3.5394756991991017e-07,1.793475057354499e-08
1995,3.4378336977169965e-07,2.060531301140145e-08
1996,3.581859857604286e-07,1.2811421257197253e-08
1997,3.342041452469857e-07,1.4384683666435194e-08
1998,3.394908105747163e-07,1.3350762273489636e-08
1999,3.290544725587097e-07,1.416762351880152e-08
2000,3.4946629057230894e-07,9.719669513685858e-09
2001,3.653930491509527e-07,1.445799924226776e-08
2002,3.469927492005809e-07,1.445803121669087e-08
2003,3.812734519215155e-07,1.8751153518792307e-08
2004,3.9466928569709125e-07,1.0571499231559756e-08
2005,3.945284561268636e-07,1.306087415997581e-08
2006,4.1878939782691305e-07,1.8530505130343045e-08
2007,4.3260212123641395e-07,1.4779574009082808e-08
2008,4.632094317003066e-07,1.6178271167177627e-08
2009,4.93031109272124e-07,2.384096298158056e-08
2010,5.890569809707813e-07,2.5980861906305108e-08
2011,6.14512316587934e-07,2.9062187323347644e-08
2012,7.223824241009424e-07,4.4595712012096556e-08
2013,7.675672009099799e-07,3.932666459149914e-08
2014,8.80253480772808e-07,4.850597079553154e-08
2015,7.460992605956562e-07,4.3001563199140946e-08
2016,7.94566062722879e-07,4.163393541034566e-08
2017,7.242445008159848e-07,4.653880836258395e-08
2018,8.260693675765651e-07,4.8789722484343656e-08
2019,7.020318548711657e-07,3.800971626333194e-08
