year,faudrait_VERB ajouter_VERB,faudrait_VERB rajouter_VERB
1800,2.483890000348765e-07,0.0
1801,2.4288061695187935e-07,0.0
1802,3.5805442166747525e-07,0.0
1803,1.7748087088875764e-07,0.0
1804,1.2853624298259092e-07,0.0
1805,1.051864728651708e-07,0.0
1806,1.988351669979238e-07,0.0
1807,1.2526602688467392e-07,0.0
1808,1.0650547466184435e-07,0.0
1809,1.0391540428145163e-07,0.0
1810,2.0827128821565566e-07,0.0
1811,4.7634458155698667e-07,0.0
1812,1.9470620316042186e-07,0.0
1813,1.7542024011163448e-07,0.0
1814,2.517341783914162e-07,0.0
1815,2.5623623400861106e-07,0.0
1816,2.1321955046005314e-07,0.0
1817,1.9927979622025305e-07,0.0
1818,9.656153565629211e-08,0.0
1819,1.8528379541749018e-07,0.0
1820,1.5307760747873544e-07,0.0
1821,2.1399429783741652e-07,0.0
1822,1.7645083971729036e-07,0.0
1823,2.3421968364800705e-07,0.0
1824,1.5747480119898682e-07,0.0
1825,1.875559405561944e-07,0.0
1826,2.9506747978302883e-07,0.0
1827,3.4656946468203387e-07,0.0
1828,2.1646630443683534e-07,0.0
1829,2.1604404309982783e-07,0.0
1830,2.8805666829612164e-07,1.0436835840010872e-09
1831,2.822008298153378e-07,0.0
1832,2.0024354796532862e-07,0.0
1833,2.2008893552083464e-07,0.0
1834,2.0629313723929954e-07,0.0
1835,1.9058981592934288e-07,0.0
1836,2.2380098130270198e-07,0.0
1837,2.61616690977462e-07,0.0
1838,2.821536497776833e-07,0.0
1839,2.5029481776073226e-07,0.0
1840,2.5032875328179216e-07,0.0
1841,2.5746399501258566e-07,0.0
1842,2.6363480287727725e-07,0.0
1843,3.18382518571525e-07,0.0
1844,2.458875485444878e-07,0.0
1845,3.4653214697755175e-07,0.0
1846,3.1380128007185704e-07,0.0
1847,3.2521137427465874e-07,0.0
1848,4.127198849346314e-07,0.0
1849,4.164569133990881e-07,0.0
1850,2.763121358384524e-07,0.0
1851,2.5862249231067835e-07,0.0
1852,2.6042181389129837e-07,0.0
1853,3.2069274880086596e-07,0.0
1854,2.686158495635027e-07,0.0
1855,2.409349519894022e-07,0.0
1856,2.412570268006675e-07,0.0
1857,3.041180036689184e-07,0.0
1858,3.1172714898275444e-07,0.0
1859,3.045119569833332e-07,0.0
1860,2.828699621204578e-07,0.0
1861,3.414357649944577e-07,7.073945429425521e-09
1862,3.469813520950993e-07,0.0
1863,3.371368961779808e-07,0.0
1864,3.3994621162491967e-07,0.0
1865,4.222039251544629e-07,0.0
1866,3.1383203236146073e-07,3.8924903300596725e-09
1867,3.494024269912188e-07,0.0
1868,3.517190236834722e-07,0.0
1869,3.1987050874704437e-07,0.0
1870,3.5436420375845046e-07,0.0
1871,4.110395650513965e-07,0.0
1872,3.894486440003675e-07,0.0
1873,3.2743443512117665e-07,0.0
1874,3.787902187468717e-07,0.0
1875,3.4844100582631654e-07,0.0
1876,3.645747028713231e-07,7.255217759905008e-09
1877,3.952097529236198e-07,0.0
1878,3.333576898967294e-07,0.0
1879,3.732797608790861e-07,0.0
1880,3.5426512567937607e-07,0.0
1881,3.81396176862836e-07,0.0
1882,3.580597081054293e-07,0.0
1883,3.6715360351990967e-07,0.0
1884,4.0864503603188496e-07,0.0
1885,4.0607505980005953e-07,6.445635691854079e-10
1886,4.627133591839083e-07,0.0
1887,4.433139793036389e-07,0.0
1888,4.958360477758106e-07,8.242799331981132e-09
1889,4.398125952320697e-07,0.0
1890,4.5487442434932746e-07,0.0
1891,5.991767011437332e-07,1.9122659011827636e-09
1892,4.920782430417603e-07,6.268512375839919e-10
1893,4.7235053557415085e-07,0.0
1894,4.0770959230940207e-07,0.0
1895,3.9903414972286555e-07,0.0
1896,4.2989341864085873e-07,0.0
1897,4.5448365426636883e-07,0.0
1898,4.3682499040187395e-07,3.3950129374460403e-09
1899,4.510503970323043e-07,2.7637891975018647e-09
1900,4.2514724896136613e-07,1.038210628578895e-09
1901,4.526878569777182e-07,0.0
1902,4.4978199298384425e-07,9.820567692386817e-10
1903,4.919600655739487e-07,5.400220270956879e-10
1904,4.014844989796984e-07,0.0
1905,4.551789345441648e-07,0.0
1906,4.4394312226359034e-07,1.0288369045596824e-09
1907,4.29941707125181e-07,0.0
1908,4.5872374698774365e-07,0.0
1909,4.31827203328794e-07,0.0
1910,4.211190685055044e-07,0.0
1911,4.830899911212327e-07,0.0
1912,4.974997409590287e-07,4.167536982180309e-09
1913,5.451473157336295e-07,1.590896969716482e-09
1914,4.727901057322015e-07,0.0
1915,5.784353902527073e-07,2.3561523843085297e-09
1916,5.416818567027804e-07,1.0987462051303964e-09
1917,4.7045961082403664e-07,2.1932848870420685e-09
1918,4.560091326766269e-07,0.0
1919,5.184018618820119e-07,0.0
1920,5.035533945374482e-07,7.572231730534895e-10
1921,4.308893153393001e-07,0.0
1922,4.471028773878061e-07,0.0
1923,3.5669586395670194e-07,0.0
1924,4.5378519075711665e-07,0.0
1925,4.014334820112708e-07,0.0
1926,4.213240458739165e-07,0.0
1927,4.3704960717150243e-07,0.0
1928,4.581842460993357e-07,0.0
1929,4.0662482092557184e-07,0.0
1930,4.810650580111542e-07,0.0
1931,4.402467652653286e-07,1.1405356659111021e-09
1932,4.942751274938928e-07,0.0
1933,4.966796609551238e-07,1.1470662197865522e-09
1934,5.271895133773796e-07,3.5944740517379614e-09
1935,4.3803919425045024e-07,3.590485242455088e-09
1936,4.910509119326889e-07,3.6374143697059935e-09
1937,4.6838960088280146e-07,0.0
1938,4.939746531817946e-07,2.5930428915188486e-09
1939,4.955272174811398e-07,0.0
1940,4.336188794695772e-07,5.0715658339584024e-09
1941,5.253674544292153e-07,0.0
1942,4.7030283667481854e-07,0.0
1943,4.35485276284453e-07,0.0
1944,5.847998636454577e-07,0.0
1945,5.44626004739257e-07,0.0
1946,5.554520612349734e-07,0.0
1947,5.423996185527358e-07,1.1920870957027319e-09
1948,4.87060560772079e-07,2.174377566888097e-09
1949,5.9196560187047e-07,7.853606653895895e-09
1950,5.572929353547806e-07,1.0635361480382244e-09
1951,5.021520337322727e-07,0.0
1952,5.346215630197548e-07,2.1089607837865287e-09
1953,6.399653216249135e-07,2.1547654771580937e-09
1954,5.570345820160583e-07,9.772536113672459e-10
1955,5.743992232964956e-07,9.385607846468247e-10
1956,5.537925176213321e-07,0.0
1957,5.716269129152352e-07,6.184526224473075e-09
1958,5.5506751550638e-07,4.1361216673863055e-09
1959,5.828562166243501e-07,1.5501495642666896e-09
1960,5.204466901886917e-07,1.3841666701708277e-09
1961,5.878142701476463e-07,6.948159270159238e-10
1962,5.371637143980479e-07,1.2683912808952869e-09
1963,6.155682967801113e-07,3.2330267352165265e-09
1964,5.347808382794028e-07,3.041984220075733e-09
1965,5.663565048052988e-07,2.73602163147757e-09
1966,6.12067765359825e-07,0.0
1967,5.191643595026108e-07,3.944268467392931e-09
1968,6.364336400110915e-07,2.245707841908029e-09
1969,5.93153572481242e-07,3.6334062425424918e-09
1970,5.651833134834305e-07,3.6789800095249348e-09
1971,6.289398584158334e-07,1.541519245584766e-09
1972,6.022792149451561e-07,6.156176013405457e-09
1973,6.455961738538463e-07,5.513203671370093e-09
1974,6.514412120850466e-07,3.937900228123681e-09
1975,6.848064799669373e-07,8.567219822452898e-09
1976,6.72482087793469e-07,7.998937512354587e-09
1977,7.099152412592957e-07,2.3507127355770763e-09
1978,8.013857950572856e-07,8.316828115084718e-09
1979,7.361782650150417e-07,5.266775904289034e-09
1980,7.305418421310605e-07,1.0233271119375331e-08
1981,7.641263550794974e-07,1.0120879245789638e-08
1982,7.349682960011705e-07,1.5518756057986138e-08
1983,7.174198799475562e-07,1.515675762675528e-08
1984,7.474922085748403e-07,1.1018116197192285e-08
1985,7.170545472945378e-07,1.3234227935754461e-08
1986,6.839707680228457e-07,1.2588419195935785e-08
1987,6.618014367631986e-07,1.649920555735207e-08
1988,7.231843710542307e-07,8.994830658082265e-09
1989,6.964427257116768e-07,1.4817929994137558e-08
1990,6.565624630638922e-07,1.2531897297662908e-08
1991,6.547256816702429e-07,1.817054240405014e-08
1992,7.691882046856335e-07,2.314176583695371e-08
1993,6.536265004797315e-07,2.1048988330107932e-08
1994,6.72553142067045e-07,1.4242301560329906e-08
1995,6.60996761325805e-07,2.060531301140145e-08
1996,6.421724947358598e-07,1.868332333287981e-08
1997,6.449133138630714e-07,1.91795770376757e-08
1998,6.251017339309328e-07,2.8131962537258914e-08
1999,6.987837650740403e-07,2.970630674781205e-08
2000,6.830276788605261e-07,1.590491294223284e-08
2001,6.313326252893603e-07,3.110660529159759e-08
2002,6.03732303261495e-07,1.8401129509015846e-08
2003,6.167045967231388e-07,2.1667998950647416e-08
2004,6.219565307219455e-07,2.8190664025373735e-08
2005,6.219678425622988e-07,1.6663873836364473e-08
2006,5.900936344005459e-07,2.5530917824312382e-08
2007,5.392547564042616e-07,2.5564668604260987e-08
2008,4.993976858713722e-07,2.6396126173722223e-08
2009,4.5726966391157475e-07,2.0503227560197956e-08
2010,4.1474902445770567e-07,2.267420740054149e-08
2011,3.365095437857235e-07,2.2943831723409858e-08
2012,2.9378699650806084e-07,1.9063815415165664e-08
2013,2.9090574571455363e-07,1.7850400269026068e-08
2014,2.7457843998490716e-07,1.8406284496563785e-08
2015,2.506946827907086e-07,1.7510945582444037e-08
2016,2.462823260884761e-07,1.1806638333666797e-08
2017,2.4577522594881884e-07,2.0628013075452145e-08
2018,2.3568790652461757e-07,1.8070267060465994e-08
2019,2.0918099608024932e-07,1.3265136544760026e-08
