year,tout_DET éveil_NOUN,tout_DET réveil_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,2.0873671680021744e-09
1831,0.0,4.677361609140007e-09
1832,0.0,0.0
1833,0.0,2.3167257001688313e-09
1834,0.0,0.0
1835,0.0,6.050470346963266e-09
1836,6.720750067579218e-10,0.0
1837,0.0,6.957891041103892e-09
1838,0.0,1.3255539776935166e-08
1839,0.0,6.9914751765765e-10
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,2.0124795163667386e-09
1843,0.0,1.7720733214154905e-09
1844,4.390849017710252e-09,2.195424508855126e-09
1845,5.580227946389016e-10,2.7901139176833567e-09
1846,0.0,5.854501328173001e-10
1847,5.393223645455691e-10,1.0786447290911383e-09
1848,0.0,3.218088684420195e-09
1849,0.0,4.189707469848258e-09
1850,0.0,2.7155984128057753e-09
1851,0.0,6.449438760824933e-10
1852,0.0,1.3021090872200602e-09
1853,0.0,4.777545248302317e-09
1854,0.0,1.610656008566025e-08
1855,0.0,2.1227748447927297e-09
1856,1.7602443946884705e-08,4.141751386299575e-09
1857,9.763018171682347e-10,7.810414592857029e-09
1858,0.0,1.3702292411821304e-08
1859,0.0,4.073738679721828e-09
1860,0.0,6.408057640072684e-09
1861,0.0,3.772770984511453e-09
1862,0.0,3.162590411776023e-09
1863,0.0,2.9967724968216203e-09
1864,0.0,1.3904710605139314e-08
1865,0.0,3.765475486972036e-09
1866,0.0,5.352174259343201e-09
1867,1.455843445796745e-09,4.85281148598915e-09
1868,0.0,2.9639244392143382e-09
1869,4.883519144627257e-10,7.3252790500077936e-09
1870,0.0,1.0894693147633916e-08
1871,0.0,1.0621177271019633e-09
1872,0.0,1.3304146229131675e-08
1873,1.1972008939764578e-09,5.986004469882289e-10
1874,0.0,3.5847653734322193e-09
1875,0.0,5.149374260327022e-09
1876,0.0,2.418405919968336e-09
1877,0.0,6.184815992682502e-10
1878,9.058632954861423e-09,6.0390887290928674e-09
1879,0.0,8.55305515301552e-09
1880,0.0,2.5671385017744797e-09
1881,2.7890030285249168e-09,1.8825771164188154e-08
1882,0.0,2.0631694130912592e-08
1883,6.319338941018771e-10,1.074287619973191e-08
1884,6.601696966868076e-10,9.902545450302114e-09
1885,1.2891271383708158e-09,1.0313017106966527e-08
1886,6.453463874400711e-10,5.162771044009418e-09
1887,6.528924623161458e-10,7.834709381260296e-09
1888,2.53624587998047e-09,1.0779045211961602e-08
1889,0.0,1.3156786771162388e-08
1890,1.9663159989136147e-09,2.6217545912032847e-09
1891,0.0,1.2748440081367107e-09
1892,4.387958441043338e-09,9.402768341715273e-09
1893,6.158416554491453e-10,4.310891699166319e-09
1894,0.0,6.9316934414587195e-09
1895,0.0,5.416752824061177e-09
1896,3.5382172747233653e-09,1.1794058174530164e-08
1897,0.0,3.4960281336537946e-09
1898,1.13167097914868e-09,1.0750873968845553e-08
1899,5.527578395003729e-10,6.633094074004475e-09
1900,0.0,1.5054054003371675e-08
1901,5.029864968975062e-09,1.0618603829559703e-08
1902,0.0,9.820567692386817e-09
1903,1.6200660812870638e-09,1.4580595175672784e-08
1904,3.7622376325430196e-09,6.987012746151322e-09
1905,5.160759042333041e-10,2.580379465655369e-09
1906,2.572092316910357e-09,1.1831624291414045e-08
1907,5.142843373384665e-10,1.2857108266928208e-08
1908,3.929111258571538e-09,3.929111258571538e-09
1909,0.0,8.251475669407426e-09
1910,5.344150677544235e-10,8.01622590529405e-09
1911,2.6601871816467337e-09,7.980561100850991e-09
1912,2.0837684910901544e-09,1.5628263128064646e-09
1913,1.590896969716482e-09,3.181793939432964e-09
1914,2.0090231700464756e-09,8.705766774141921e-09
1915,7.068456930880984e-09,1.6493066468115103e-08
1916,2.197492410260793e-09,4.394984820521586e-09
1917,0.0,3.289927441585405e-09
1918,4.594550517822427e-09,6.89182577673364e-09
1919,0.0,1.1049417880659718e-08
1920,0.0,1.1358347151713133e-08
1921,7.572747429129834e-10,1.6660043622440668e-08
1922,0.0,1.770704471937279e-08
1923,0.0,2.1231896241147297e-09
1924,1.289162443462999e-09,1.0313299547703991e-08
1925,0.0,1.3197813508725176e-08
1926,1.1146138456652466e-09,1.0031524944054127e-08
1927,0.0,2.3413372574054847e-08
1928,3.4278122562625413e-09,1.2568645568755699e-08
1929,3.342121912552898e-09,1.0026365737658693e-08
1930,1.0503603542488804e-09,1.0503603875555712e-08
1931,4.5621426636444085e-09,7.983749661377715e-09
1932,0.0,1.205549005067752e-08
1933,0.0,8.02946331646126e-09
1934,1.1981580172459871e-09,7.188948103475923e-09
1935,0.0,4.787313656606784e-09
1936,0.0,1.4549657478823974e-08
1937,0.0,7.554670666820584e-09
1938,1.2965214457594243e-09,2.593042824905467e-08
1939,0.0,9.176430282309411e-09
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,0.0,0.0
1942,3.034211770724937e-09,9.102635090130207e-09
1943,0.0,8.709705845433291e-09
1944,6.4263723231761105e-09,2.2492303131116387e-08
1945,4.357008087652048e-09,1.089252066321933e-08
1946,1.3921104269343232e-09,6.960552134671616e-09
1947,4.7683483828109274e-09,1.4305044926388177e-08
1948,0.0,8.697510489596993e-09
1949,1.9634016634739737e-09,6.8719057111366055e-09
1950,0.0,1.3825969702452312e-08
1951,0.0,1.4925962243950153e-08
1952,0.0,8.435843024123812e-09
1953,0.0,4.3095309543161875e-09
1954,0.0,1.074978994708431e-08
1955,1.8771215692936494e-09,1.0324168187025862e-08
1956,0.0,6.976913269340912e-09
1957,0.0,8.8350378124602e-09
1958,1.6544486891589827e-09,8.272243556817216e-09
1959,5.425523585955716e-09,4.650448914844674e-09
1960,1.3841666701708277e-09,8.305000021024966e-09
1961,5.55852741612739e-09,1.9454845179289748e-08
1962,1.9025869768540815e-09,6.341956571009888e-09
1963,5.1728425987107585e-09,7.1126584622049904e-09
1964,4.867174663303331e-09,7.909158883379064e-09
1965,2.188817349590977e-09,6.01924787790864e-09
1966,4.985167390003653e-09,5.539074976468328e-09
1967,4.437302081328198e-09,7.3955032653394426e-09
1968,4.940557296606585e-09,1.0330256539070604e-08
1969,1.8167031212712459e-09,4.9959335557403506e-09
1970,5.978342709767048e-09,5.978342487722443e-09
1971,3.083038491169532e-09,3.5968783507200897e-09
1972,2.565073486948677e-09,4.617132176587546e-09
1973,3.859242703185828e-09,4.410563081425067e-09
1974,2.2502286700643026e-09,7.313243122197832e-09
1975,3.4268881066168433e-09,5.711480177694739e-09
1976,3.9994687561772935e-09,7.998937456843436e-09
1977,7.052138428775834e-09,2.9383909194713453e-09
1978,4.158414057542359e-09,5.346532105932056e-09
1979,3.5111840102075575e-09,8.777959914496591e-09
1980,5.116635559687666e-09,5.116635615198817e-09
1981,1.8976649140967083e-09,6.3255494731073725e-09
1982,6.207502289967692e-10,5.586751949948621e-09
1983,0.0,3.78918940668882e-09
1984,2.3196033982486597e-09,7.538711266352749e-09
1985,5.414002135495366e-09,9.624892660653472e-09
1986,2.3977941854269602e-09,4.196139880008332e-09
1987,3.6664902225425067e-09,4.277571630240118e-09
1988,1.1993107618124554e-09,7.195864737408186e-09
1989,3.841685636274406e-09,4.939309850016116e-09
1990,4.90378582185258e-09,4.358920779878872e-09
1991,8.20605094986604e-09,6.447611611282156e-09
1992,2.7549720282848966e-09,5.5099441120809445e-09
1993,2.7696036575264316e-09,2.2156829704300662e-09
1994,0.0,3.6924485691258724e-09
1995,1.0844901643380922e-09,4.337960657352369e-09
1996,2.135236876199542e-09,5.871901631593346e-09
1997,3.3564262480467733e-09,7.67183128136395e-09
1998,5.72175506974304e-09,6.198568103243929e-09
1999,4.113180906983871e-09,3.6561609850771504e-09
2000,1.7672125984802278e-09,3.976228457602815e-09
2001,4.381211837767296e-09,5.695575455710866e-09
2002,2.1906108038649563e-09,4.381221607729913e-09
2003,3.333538334260311e-09,4.166922917825389e-09
2004,3.9643119897903034e-09,3.9643119897903034e-09
2005,3.1526248278623825e-09,5.404499514582994e-09
2006,3.706100981659688e-09,4.117890028965121e-09
2007,1.997239706952314e-09,5.192823282484937e-09
2008,5.960415716543821e-09,7.663391698997657e-09
2009,6.198650481792356e-09,6.198650259747751e-09
2010,2.8342759250676863e-09,5.668551517068465e-09
2011,5.353560705856353e-09,5.7359579308524644e-09
2012,1.7021263287730903e-09,4.7659537427691134e-09
2013,2.2313000336282585e-09,5.857162754807632e-09
2014,1.5158115873603606e-09,6.279790826235754e-09
2015,2.881548111233201e-09,6.871383739781578e-09
2016,2.4856081637381067e-09,5.178349971046714e-09
2017,2.7671724911471074e-09,6.5405896254588924e-09
2018,2.8396134332808742e-09,5.937373537268087e-09
2019,1.02039510174734e-09,5.1019753422032466e-09
