year,faudrait_VERB acheter_VERB,faudrait_VERB racheter_VERB
1800,9.432493897065797e-09,0.0
1801,9.524730337773235e-09,0.0
1802,6.713520406265161e-09,0.0
1803,2.9255089017965474e-08,0.0
1804,3.460591457837836e-08,0.0
1805,1.9900143755080535e-08,0.0
1806,3.1698359492793315e-08,0.0
1807,5.693910232196231e-09,0.0
1808,1.1330369531492579e-08,0.0
1809,1.581321384946932e-08,0.0
1810,2.8081521108447305e-08,0.0
1811,1.0028307073639553e-08,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,4.090680150170556e-08,0.0
1815,0.0,0.0
1816,6.952811659743929e-09,4.6352077731626196e-09
1817,3.269434145636296e-08,1.556873407970727e-09
1818,3.814776761146277e-08,1.1921177378582115e-09
1819,5.3825459644940565e-08,0.0
1820,9.493184904840746e-09,5.933240565525466e-09
1821,2.9584464655840748e-08,0.0
1822,3.208197085768916e-08,0.0
1823,2.3718449426723964e-08,0.0
1824,1.3473780313688621e-08,0.0
1825,7.308517524506897e-08,1.7610886082763955e-09
1826,4.1397527184017235e-08,0.0
1827,4.055600300034712e-08,3.6869092223668076e-09
1828,3.393751413227619e-08,0.0
1829,4.4580517055692326e-08,8.573175946935407e-09
1830,3.757260813586072e-08,0.0
1831,7.795603096383275e-08,0.0
1832,4.6001897402447867e-08,0.0
1833,3.359252431778259e-08,3.4750886612755494e-09
1834,2.8003592333902816e-08,4.667265685043276e-09
1835,2.571449897459388e-08,0.0
1836,5.8470526198561856e-08,0.0
1837,5.6358917532861597e-08,6.262101948095733e-09
1838,3.597932263232906e-08,0.0
1839,2.6567605004856887e-08,6.9914751765765e-10
1840,4.7772665823231364e-08,5.095750932326837e-09
1841,4.8154113585496816e-08,3.2102742686390684e-09
1842,5.0982812638267205e-08,1.341653010911159e-09
1843,3.18973185642335e-08,6.497602011990011e-09
1844,2.085653250105679e-08,1.1525978393933656e-08
1845,3.5155437672074186e-08,1.8414752389617206e-08
1846,4.507965911670908e-08,5.269050973311096e-09
1847,2.8584086209093584e-08,2.534815024546333e-08
1848,3.459445352405055e-08,4.82713291560799e-09
1849,3.9383248662261394e-08,4.1897072478036534e-09
1850,4.073397619208663e-08,1.3577992064028876e-09
1851,1.6123596680017727e-08,5.159551008659946e-09
1852,4.101643469311966e-08,5.208436348880241e-09
1853,5.733054564416307e-08,4.180352064508952e-09
1854,4.000661490977109e-08,6.754363734984281e-09
1855,4.351688431825096e-08,0.0
1856,2.019103817474388e-08,1.0354378465748937e-09
1857,3.0753508184488965e-08,0.0
1858,4.7468656561022726e-08,1.468102750479261e-09
1859,1.018434669930457e-08,5.092173349652285e-10
1860,2.242820151820979e-08,3.661747127736703e-09
1861,2.452301117727984e-08,3.3011746669586728e-09
1862,1.626475132354699e-08,3.6143890103090826e-09
1863,1.748117206545885e-08,4.994620828036034e-10
1864,3.212467802882202e-08,7.671564716815737e-09
1865,1.7886009118228685e-08,3.294791106611683e-09
1866,1.4596838404656864e-08,2.432806400776144e-09
1867,2.620518202434141e-08,4.85281148598915e-10
1868,2.9639243948054173e-08,3.457911734727759e-09
1869,2.5882650689368347e-08,4.883519144627257e-10
1870,2.0069171213776826e-08,1.7202146374017957e-09
1871,1.3807530230280918e-08,2.1242354542039266e-09
1872,1.0280476914203973e-08,6.047339295989218e-10
1873,1.4366410283628284e-08,5.986004469882289e-10
1874,2.6288279997288555e-08,4.779687312606029e-09
1875,1.4303817685856757e-08,0.0
1876,3.506688628363008e-08,0.0
1877,4.329371350308975e-08,4.9478527941460015e-09
1878,4.468925496325937e-08,7.2469061862534545e-09
1879,2.8102896010295808e-08,3.0546627449723474e-09
1880,2.8238524407697696e-08,1.1552122813895949e-08
1881,1.3945014920579979e-08,4.183504653809678e-09
1882,2.1297232422057277e-08,0.0
1883,4.3603439081607576e-08,5.0554711528150165e-09
1884,2.706695667598069e-08,3.9610181801208455e-09
1885,1.160214413431504e-08,6.445635691854079e-10
1886,1.8069698626277386e-08,1.936039106809062e-09
1887,1.8933882017790893e-08,1.1752064210668323e-08
1888,2.0924028731883482e-08,2.53624587998047e-09
1889,2.0048437576747347e-08,2.5060546970934183e-09
1890,2.4251230357208442e-08,1.9663159989136147e-09
1891,3.314594465564369e-08,1.2748440081367107e-09
1892,3.63573704476039e-08,2.5074049503359674e-09
1893,2.894455697344256e-08,3.695050043717174e-09
1894,2.520615716150587e-08,1.0082462864602348e-08
1895,1.023164486468886e-08,0.0
1896,1.1794058174530164e-08,1.179405795248556e-09
1897,3.437761009195128e-08,6.409385022720926e-09
1898,2.4330926606808134e-08,5.6583548957434e-10
1899,1.6029977345510815e-08,4.4220627160029835e-09
1900,1.5054054003371675e-08,5.19105292084987e-09
1901,1.0059729937950124e-08,1.676621730339889e-09
1902,1.4239823542538943e-08,1.9641135384773634e-09
1903,1.2420506401156217e-08,5.400220270956879e-10
1904,2.956043942958786e-08,1.0749250378694342e-09
1905,2.0643035725242953e-08,5.676835002077496e-09
1906,1.800464666246171e-08,1.1317205839134203e-08
1907,2.0057088434555226e-08,4.114274698707732e-09
1908,3.830883343880487e-08,3.929111258571538e-09
1909,2.4204327431220918e-08,4.400786846048277e-09
1910,1.2825961626106164e-08,1.6032452032632705e-09
1911,1.276889793899727e-08,3.1922244847493175e-09
1912,2.0837685354990754e-08,2.6047106693738442e-09
1913,2.0681659052002033e-08,5.30298971401777e-10
1914,2.0090231700464756e-08,6.696743715117748e-10
1915,4.712304768617059e-09,0.0
1916,1.8678685265172135e-08,0.0
1917,1.315970976634162e-08,1.0966424435210342e-09
1918,3.101321510712296e-08,0.0
1919,1.8415697411455767e-08,9.207848372660976e-10
1920,2.0445025228355007e-08,7.572231730534895e-10
1921,2.0446417892117097e-08,3.7863738810983705e-09
1922,3.24629176873259e-08,7.377935484775833e-10
1923,1.4862327368803108e-08,0.0
1924,1.675911143195208e-08,3.867487219366694e-09
1925,1.3197813508725176e-08,1.0998177923937646e-09
1926,1.5604593173179637e-08,2.229227691330493e-09
1927,2.0068604555945058e-08,0.0
1928,1.82816659588525e-08,5.713020723163709e-09
1929,3.0079096546842266e-08,4.4561625500705304e-09
1930,8.402882833991043e-09,2.100720708497761e-09
1931,1.8248570654577634e-08,0.0
1932,1.8631212128639163e-08,1.0959536611565568e-09
1933,2.1794258842078307e-08,0.0
1934,1.0783422155213884e-08,0.0
1935,8.377798899061872e-09,3.590485242455088e-09
1936,4.849885826274658e-09,6.0623572828433225e-09
1937,1.2591118370153254e-08,0.0
1938,1.1668692678767911e-08,2.5930428915188486e-09
1939,6.117620188206274e-09,6.117620188206274e-09
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,1.1806010391524069e-08,2.9515025978810172e-09
1942,2.4273694165799498e-08,0.0
1943,1.7419411690866582e-08,0.0
1944,1.927911696952833e-08,0.0
1945,1.5249527862692958e-08,0.0
1946,1.2528993842408909e-08,0.0
1947,2.8610090296865565e-08,1.1920870957027319e-09
1948,1.4133454406817236e-08,5.435944139264848e-09
1949,2.1597418964347526e-08,1.9634016634739737e-09
1950,2.0207187034770868e-08,3.190608444114673e-09
1951,3.5182626589858046e-08,1.0661401761424827e-09
1952,1.7926167217297007e-08,0.0
1953,1.723812381726475e-08,0.0
1954,1.4658803948464083e-08,1.9545072227344917e-09
1955,2.5341140741375057e-08,2.815682353940474e-09
1956,1.9186511934776718e-08,8.72114158667614e-10
1957,1.5903067307476704e-08,0.0
1958,2.2335056470978998e-08,5.790570245522986e-09
1959,1.705164542897819e-08,7.750747821333448e-10
1960,1.868625076895114e-08,2.7683333403416555e-09
1961,1.598076693198891e-08,2.779263708063695e-09
1962,2.663621678777872e-08,3.170978146727066e-09
1963,1.8104948651398445e-08,0.0
1964,1.5818317322668918e-08,3.041984220075733e-09
1965,1.641613067704384e-08,1.0944086747954884e-09
1966,1.6617224929404983e-08,3.8773522170743036e-09
1967,1.627010703941778e-08,0.0
1968,2.110965446888713e-08,1.3474247273492779e-09
1969,1.544197658631674e-08,4.5417578031781147e-10
1970,2.2533752641606952e-08,9.197450023812337e-10
1971,1.798439086542203e-08,2.0553589941130213e-09
1972,1.6929485369132635e-08,0.0
1973,1.3231689521830958e-08,5.513203782392395e-10
1974,2.193973003272731e-08,2.2502286700643026e-09
1975,1.2565256390928425e-08,2.2845920710778955e-09
1976,1.085570122683066e-08,2.285410749536254e-09
1977,8.815172591880582e-09,5.876781838942691e-10
1978,1.7227714366185864e-08,1.1881182704343018e-09
1979,1.404473604083023e-08,2.925986564150662e-09
1980,2.0466542238750662e-08,2.2740602734216964e-09
1981,1.2018544381930951e-08,2.5302198114474095e-09
1982,1.3035754697909852e-08,2.483000915987077e-09
1983,1.1999100379966876e-08,6.315316047889041e-10
1984,1.6237223121606803e-08,2.3196033982486597e-09
1985,1.142956040922627e-08,6.015558051686298e-10
1986,9.591176741707841e-09,5.994485463567401e-10
1987,9.166225112267057e-09,0.0
1988,2.5785181989590455e-08,1.1993107618124554e-09
1989,1.2622680678475717e-08,5.488122178931576e-10
1990,1.2531897297662908e-08,3.2691906959314565e-09
1991,1.6998249918742658e-08,5.861465202094962e-10
1992,1.1019888113139586e-08,5.509944167592096e-10
1993,1.4955860550003308e-08,2.2156829704300662e-09
1994,1.476979427650349e-08,2.637463358823311e-09
1995,1.572510655023507e-08,2.1689803286761844e-09
1996,9.074756945892659e-09,5.338092190498855e-10
1997,1.3425704992187093e-08,3.835915585170824e-09
1998,1.2873949017944142e-08,2.86087753487152e-09
1999,1.1882523409667556e-08,4.570201161957499e-10
2000,1.8113929911578452e-08,3.092622158362701e-09
2001,1.0076787404500465e-08,3.066848330846028e-09
2002,1.3581786362237835e-08,2.1906108038649563e-09
2003,1.12506919336397e-08,4.1669229178253886e-10
2004,1.761916479381398e-08,1.3214374039449694e-09
2005,8.106749049829887e-09,4.5037495954858286e-10
2006,1.3589036562677848e-08,8.235779835885637e-10
2007,1.4779574009082808e-08,2.7961355453243186e-09
2008,1.702975893635994e-08,2.9802078582719105e-09
2009,1.2874119548200724e-08,2.860915504498962e-09
2010,1.842279218067233e-08,2.3618964561933353e-09
2011,1.9884653923440965e-08,2.2943831279320648e-09
2012,3.2680826933528806e-08,3.744677901096338e-09
2013,3.2911675162949905e-08,1.6734750252211938e-09
2014,2.923350983508044e-08,2.3819897165822113e-09
2015,2.1944096317838557e-08,2.659890530054554e-09
2016,3.2934305949083864e-08,2.6927420293532123e-09
2017,2.792328501755037e-08,2.7671724911471074e-09
2018,2.7621693377000156e-08,2.323319980845895e-09
2019,2.5254779600913935e-08,2.5509878653906526e-09
