year,voudrait_VERB assurer_VERB,voudrait_VERB rassurer_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,5.851017448321727e-09,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,5.693910232196231e-09,2.8469551160981155e-09
1808,4.5321479902327155e-09,0.0
1809,0.0,0.0
1810,1.6380887757350138e-08,0.0
1811,0.0,0.0
1812,2.6672082320544632e-09,0.0
1813,2.5881675469463516e-08,0.0
1814,9.440030979135372e-09,1.2586708564299443e-08
1815,2.697223555614414e-09,0.0
1816,0.0,2.5493642752394408e-08
1817,0.0,0.0
1818,3.5763532135746345e-09,0.0
1819,7.24573512300708e-09,0.0
1820,4.746592452420373e-09,4.746592452420373e-09
1821,3.94459531705138e-09,3.94459531705138e-09
1822,0.0,5.012807946513931e-09
1823,2.075364236020505e-08,0.0
1824,8.421112696055388e-10,0.0
1825,0.0,0.0
1826,4.403992281964975e-09,0.0
1827,1.8434546111834038e-09,0.0
1828,9.172301140836225e-09,0.0
1829,1.1145129263923081e-08,0.0
1830,5.218417697960831e-09,0.0
1831,1.2472964883158966e-08,0.0
1832,5.411987746839486e-09,0.0
1833,2.3167257001688313e-09,9.266902800675325e-09
1834,1.8669061851994684e-09,9.334531370086552e-09
1835,1.663879345414898e-08,0.0
1836,2.016225053580456e-08,0.0
1837,9.74104708006962e-09,0.0
1838,1.2624323808552163e-09,0.0
1839,1.1885507689157748e-08,0.0
1840,1.0828470564661075e-08,0.0
1841,6.420548537278137e-09,0.0
1842,2.0795621225033756e-08,0.0
1843,9.451057714215949e-09,1.1813822142769936e-09
1844,1.4819115712327857e-08,5.488561272137815e-10
1845,1.5066614622583074e-08,0.0
1846,9.952652035849496e-09,0.0
1847,1.4022381478184798e-08,0.0
1848,9.65426583121598e-09,0.0
1849,2.1786478399121734e-08,3.3517659758786067e-09
1850,1.968808760466345e-08,6.788996032014438e-10
1851,1.2253933867611977e-08,0.0
1852,1.1067927019325907e-08,1.9531636308300904e-09
1853,4.180352064508952e-09,0.0
1854,1.2469595134234623e-08,1.0391328908454511e-09
1855,1.4859423913549108e-08,0.0
1856,1.0354378687793542e-08,5.177189232874468e-10
1857,2.0502337605421417e-08,4.881509085841174e-10
1858,1.6149130033227266e-08,9.787352039936081e-10
1859,1.9350258284589472e-08,5.092173349652285e-10
1860,6.408057640072684e-09,1.373155145145688e-09
1861,1.5562680033553988e-08,1.8863854922557266e-09
1862,1.8523744316212287e-08,0.0
1863,1.9978482868054925e-08,0.0
1864,7.671564716815737e-09,0.0
1865,7.0602665935837194e-09,0.0
1866,6.811858188626729e-09,0.0
1867,1.0190904120577216e-08,0.0
1868,8.397785578040384e-09,1.4819622196071691e-09
1869,8.790334682373668e-09,0.0
1870,5.160643912205387e-09,0.0
1871,0.0,0.0
1872,1.5118347462816928e-08,0.0
1873,1.1972009161809183e-08,0.0
1874,4.182226565063729e-09,0.0
1875,6.293679799540541e-09,0.0
1876,3.02300739996042e-09,0.0
1877,1.1132669008873108e-08,0.0
1878,9.058632954861423e-09,0.0
1879,2.5659165459046562e-08,0.0
1880,1.6044616302224313e-08,0.0
1881,2.370652651961791e-08,6.972507571312292e-10
1882,1.5972924316542958e-08,6.655385131892899e-10
1883,6.951272890631799e-09,0.0
1884,1.1883054540362536e-08,6.601696966868076e-10
1885,1.0313017106966527e-08,0.0
1886,9.034849313138693e-09,0.0
1887,2.0239665943222462e-08,0.0
1888,1.014498351992188e-08,0.0
1889,1.566284169030041e-08,3.132568426877924e-09
1890,1.3108772733971819e-08,1.9663159989136147e-09
1891,3.824531802365527e-09,0.0
1892,3.1342561879199593e-09,1.2537024751679837e-09
1893,1.0469308087124318e-08,0.0
1894,8.192000855444803e-09,0.0
1895,2.046328972937772e-08,0.0
1896,1.0024948871034667e-08,0.0
1897,9.905413378419325e-09,0.0
1898,1.4711722506888236e-08,2.8291773368493978e-09
1899,1.3818945987509323e-08,0.0
1900,3.633737311048435e-09,0.0
1901,1.900171220370339e-08,0.0
1902,1.0802624572647801e-08,1.4730852093691738e-09
1903,1.1880484152015924e-08,5.940242076007962e-09
1904,1.5586412160928376e-08,5.374625189347171e-10
1905,2.631987072732045e-08,4.64468330463319e-09
1906,2.777859720026754e-08,0.0
1907,1.6457098794830927e-08,3.0857059130084963e-09
1908,9.822778146428846e-09,4.911389073214423e-10
1909,1.980354014108343e-08,0.0
1910,9.085056262847502e-09,3.206490406526541e-09
1911,1.5429085564733214e-08,0.0
1912,9.897900277167082e-09,0.0
1913,1.3787773589513108e-08,0.0
1914,2.1429579888376793e-08,2.678697486047099e-09
1915,1.295883844676382e-08,0.0
1916,1.2086208478478966e-08,0.0
1917,1.0966424213165737e-08,1.2063066989753679e-08
1918,1.2635013924011673e-08,0.0
1919,2.5781975665495338e-08,6.4454939163738345e-09
1920,2.8774479687854182e-08,0.0
1921,8.330022005509363e-09,7.572747429129834e-10
1922,1.8444838545406128e-08,7.377935484775833e-10
1923,6.369568872344189e-09,0.0
1924,3.867487219366694e-09,0.0
1925,7.698724324711748e-09,2.1996355847875293e-09
1926,2.229227691330493e-09,0.0
1927,3.3447675740205796e-09,0.0
1928,1.2568645679778001e-08,0.0
1929,2.0052731031228177e-08,0.0
1930,1.05036033204442e-08,2.100720708497761e-09
1931,1.3686427990933225e-08,5.7026783295555106e-09
1932,2.520693342944469e-08,1.0959536611565568e-09
1933,1.605892663292252e-08,0.0
1934,7.188948103475923e-09,1.1981580172459871e-09
1935,9.574627313213568e-09,0.0
1936,3.031178508194898e-08,2.424942913137329e-09
1937,6.295559185076627e-09,0.0
1938,1.0372171566075394e-08,0.0
1939,9.176430282309411e-09,0.0
1940,3.0429394115571995e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,0.0,0.0
1943,1.1612940831184915e-08,1.1612940831184915e-08
1944,1.6065930807940276e-08,0.0
1945,8.714016175304096e-09,0.0
1946,6.960552134671616e-09,4.1763312808029696e-09
1947,1.4305045148432782e-08,0.0
1948,1.0871888278529696e-08,0.0
1949,1.1780409536754632e-08,1.9634016634739737e-09
1950,9.571825110299415e-09,4.2541445921528975e-09
1951,2.0256663901818683e-08,3.1984206394497505e-09
1952,1.0544804140977249e-08,0.0
1953,9.69644453618912e-09,0.0
1954,1.5636057781875934e-08,3.9090144454689835e-09
1955,1.1262729415761896e-08,2.815682353940474e-09
1956,6.976913269340912e-09,4.360570571293465e-09
1957,1.4136060322300636e-08,0.0
1958,1.0753916868111446e-08,8.272243445794913e-10
1959,8.525822714489095e-09,1.5501495642666896e-09
1960,6.2287499602575735e-09,2.7683333403416555e-09
1961,4.16889545107324e-09,2.08444772553662e-09
1962,5.7077609305622445e-09,6.341956404476434e-10
1963,1.3578711488548834e-08,1.2932106496776896e-09
1964,3.041984220075733e-09,1.8251904432275978e-09
1965,5.47204326295514e-09,5.472043373977442e-10
1966,3.8773522170743036e-09,2.769537488234164e-09
1967,7.395503320850594e-09,2.465167847631733e-09
1968,1.3025106326836067e-08,1.3474247273492779e-09
1969,1.589615195030092e-08,4.5417578031781147e-10
1970,4.598724956395017e-09,9.197450023812337e-10
1971,1.0790635052160269e-08,1.541519245584766e-09
1972,1.2312352026810913e-08,2.0520587451500205e-09
1973,2.7566018356850464e-09,6.064523994098181e-09
1974,3.937900228123681e-09,5.625571675160757e-10
1975,5.140332159925265e-09,1.7134440533084216e-09
1976,6.8562320265641574e-09,2.285410749536254e-09
1977,5.289103821581875e-09,2.3507127355770763e-09
1978,7.128709622605811e-09,5.940591352171509e-10
1979,8.777959692451986e-09,2.3407893401383717e-09
1980,7.95921106799824e-09,3.411090521154847e-09
1981,7.590659656386833e-09,6.325549528618524e-10
1982,6.2075020679230875e-09,1.8622506869903077e-09
1983,1.515675762675528e-08,3.78918940668882e-09
1984,8.118611560803402e-09,2.3196033982486597e-09
1985,9.02333674446254e-09,1.2031116103372597e-09
1986,7.792831269171074e-09,0.0
1987,8.555143260480236e-09,2.4443267410134695e-09
1988,9.594486094499644e-09,1.1993107618124554e-09
1989,1.1525056464734007e-08,1.6464366536794728e-09
1990,8.172976073694826e-09,2.179460389939436e-09
1991,9.37834432335194e-09,2.344586080837985e-09
1992,5.509944056569793e-09,1.1019888335184191e-09
1993,8.862731881720265e-09,0.0
1994,1.4242301560329906e-08,1.0549853213248639e-09
1995,1.4640617607142303e-08,5.4224509327127635e-09
1996,5.3380921904988554e-09,1.6014276571496566e-09
1997,9.58978851883785e-09,1.438468344439059e-09
1998,1.0966696883940585e-08,9.536258449571733e-10
1999,1.1425503210205079e-08,2.285100553223174e-09
2000,4.418031274155965e-09,4.4180314962005696e-10
2001,6.571817756650944e-09,4.8193329327261836e-09
2002,9.200564754507923e-09,2.1906108038649563e-09
2003,2.083461403401543e-09,1.6667691671301554e-09
2004,7.047666006343434e-09,1.3214374039449694e-09
2005,7.205999352777326e-09,2.702249757291497e-09
2006,4.529678854225949e-09,2.8825228870488218e-09
2007,5.592271090648637e-09,2.7961355453243186e-09
2008,3.8316958494988285e-09,0.0
2009,3.814554005998616e-09,1.907277002999308e-09
2010,3.7790344187271785e-09,0.0
2011,2.6767803529281764e-09,7.64794394481072e-10
2012,2.0425516833455504e-09,6.808505426114664e-10
2013,4.462600067256517e-09,1.3945624655065103e-09
2014,6.063246349441442e-09,1.5158115873603606e-09
2015,2.659890530054554e-09,1.329945265027277e-09
2016,4.556948152156792e-09,1.86420612280358e-09
2017,2.0124890642847504e-09,2.5156112748447867e-09
2018,4.130346731301415e-09,2.0651733656507076e-09
2019,1.7856913725466939e-09,1.2754939326953263e-09
