year,eut_VERB empli_VERB,eut_VERB rempli_VERB
1911,0.0,1.755723388896513e-08
1912,1.0418842455450772e-09,1.719108944087111e-08
1913,5.30298971401777e-10,2.2802856491921375e-08
1914,0.0,1.2054139020278853e-08
1915,1.1780761921542648e-09,2.591767689352764e-08
1916,1.0987462051303964e-09,2.0876177231343718e-08
1917,1.0966424435210342e-09,1.6449636319748606e-08
1918,4.594550517822427e-09,1.2635013924011673e-08
1919,9.207848372660976e-10,1.1049418269237776e-08
1920,2.2716695191604686e-09,9.843901693784574e-09
1921,0.0,1.5145495524393482e-08
1922,3.6889677978990676e-09,5.902348387820666e-09
1923,3.1847844361720945e-09,1.3800733000834953e-08
1924,1.289162443462999e-09,1.5469948877466777e-08
1925,3.299453377181294e-09,1.3197813508725176e-08
1926,1.1146138456652466e-09,2.229227646921572e-08
1927,1.0034302277972529e-08,2.4528294062520217e-08
1928,2.2852082448565625e-09,1.3711249025050165e-08
1929,0.0,1.4482528065684619e-08
1930,1.0503603542488804e-09,1.575540586884472e-08
1931,1.1405356659111021e-09,6.843213995466613e-09
1932,0.0,1.753525857850491e-08
1933,0.0,1.7205993074753678e-08
1934,2.3963160344919743e-09,1.0783422155213884e-08
1935,1.196828414151696e-09,1.555876849579363e-08
1936,0.0,7.274828739411987e-09
1937,2.5182236296217297e-09,1.2591118370153254e-08
1938,1.2965214457594243e-09,9.075650453382877e-09
1939,1.5294050470515685e-09,9.176430282309411e-09
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,0.0,1.4757512545315876e-08
1942,0.0,1.517105907566929e-08
1943,0.0,2.0322646676618206e-08
1944,0.0,1.2852744646352221e-08
1945,0.0,2.6142048525912287e-08
1946,1.3921104269343232e-09,1.8097434661967782e-08
1947,2.3841741914054637e-09,1.1920871401116528e-08
1948,2.174377566888097e-09,5.435944139264848e-09
1949,1.9634016634739737e-09,1.2762110479513922e-08
1950,1.0635361480382244e-09,1.595304155443955e-08
1951,2.1322803522849654e-09,1.4925962688039363e-08
1952,3.1634410646574906e-09,1.4762725264461096e-08
1953,0.0,1.0773827163745864e-08
1954,3.9090144454689835e-09,1.8567819282111486e-08
1955,2.815682353940474e-09,1.0324168187025862e-08
1956,0.0,1.3081712602058815e-08
1957,2.6505113659425206e-09,1.9437083054185678e-08
1958,8.272243445794913e-10,9.926692356998501e-09
1959,3.8753737996444215e-09,1.3951345856355601e-08
1960,2.076250060767393e-09,1.1765417085030094e-08
1961,4.16889545107324e-09,6.94815938118154e-09
1962,3.170978146727066e-09,1.4586500007851555e-08
1963,1.2932106496776896e-09,1.1638896069143811e-08
1964,3.041984220075733e-09,1.2776333768727e-08
1965,2.188817349590977e-09,1.4227312661319047e-08
1966,3.3234448526542337e-09,1.7171132071780448e-08
1967,9.860671168482327e-10,2.070740912074598e-08
1968,3.5931326802796093e-09,1.392338955241712e-08
1969,2.2708788183223305e-09,1.2716921737876419e-08
1970,1.8394900047624674e-09,1.2876429700270364e-08
1971,4.1107179882260425e-09,1.3873672877195986e-08
1972,0.0,1.2312352026810913e-08
1973,5.513203782392395e-10,9.923766697284009e-09
1974,2.2502286700643026e-09,1.012602890426706e-08
1975,2.2845920710778955e-09,6.8537762132336866e-09
1976,0.0,6.8562320265641574e-09
1977,0.0,1.1165885105413054e-08
1978,5.940591352171509e-10,9.504946163474415e-09
1979,5.851973350345929e-10,1.1118749476679568e-08
1980,5.685150683554241e-10,9.664756106531058e-09
1981,1.2651099057237047e-09,8.855769451088236e-09
1982,1.8622506869903077e-09,1.3035754697909852e-08
1983,6.315316047889041e-10,1.2630632539867293e-08
1984,1.739702604197646e-09,4.639206796497319e-09
1985,0.0,6.617113967877231e-09
1986,1.7983456945813714e-09,1.019062523255343e-08
1987,1.8332451112712533e-09,7.944062296871834e-09
1988,1.798966087207532e-09,9.594486094499644e-09
1989,1.0976244357863152e-09,8.780995486290522e-09
1990,2.724325431913144e-09,9.262707045820662e-09
1991,1.7584396161396398e-09,8.20605094986604e-09
1992,1.1019888335184191e-09,8.815910668147353e-09
1993,2.2156829704300662e-09,2.7696036575264316e-09
1994,5.274926606624319e-10,1.0549853435293244e-08
1995,0.0,1.0844901865425527e-08
1996,1.067618438099771e-09,1.2277611816102763e-08
1997,0.0,6.7128524960935465e-09
1998,0.0,7.152193948201102e-09
1999,9.140402323914998e-10,8.226361813967742e-09
2000,4.4180314962005696e-10,9.719669513685858e-09
2001,4.3812117822561447e-10,9.638665865452367e-09
2002,4.38122149670761e-10,1.445803121669087e-08
2003,1.2500769308587678e-09,8.333845613606172e-09
2004,2.2023955992267474e-09,1.3214373595360485e-08
2005,1.3511248786457486e-09,9.007498746882447e-09
2006,0.0,9.059357708451898e-09
2007,1.1983438685803094e-09,1.2782334302130494e-08
2008,2.1287198670449925e-09,1.4901038625225738e-08
2009,1.907277002999308e-09,1.4781396551200032e-08
2010,9.447586046817946e-10,1.795041271179798e-08
2011,1.529588788962144e-09,2.370862617340208e-08
2012,5.1063788752969685e-09,2.4851045665741367e-08
2013,7.80955033974351e-09,3.207493648460513e-08
2014,5.413613113347537e-09,3.39974910446017e-08
2015,2.659890530054554e-09,4.012001397768472e-08
2016,2.899876117012923e-09,4.391240793211182e-08
2017,4.2765391228272165e-09,2.7671724467381864e-08
2018,5.6792268665617485e-09,2.7363547872027993e-08
2019,4.591778068885333e-09,2.244869179435227e-08
