year,veulent_VERB emporter_VERB,veulent_VERB remporter_VERB
1800,0.0,0.0
1801,2.1430643926123594e-08,0.0
1802,6.713520406265161e-09,0.0
1803,2.5354410126965377e-08,1.950339223455444e-09
1804,4.943701892301533e-09,2.4718509461507665e-09
1805,0.0,2.842877711017877e-09
1806,1.729001475325731e-08,0.0
1807,1.1387820464392462e-08,0.0
1808,0.0,2.2660739951163578e-09
1809,4.518061036407062e-09,0.0
1810,1.1700633351097167e-08,2.3401267590372754e-09
1811,2.5070767684098882e-09,1.7549536934780008e-08
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,1.8880061958270744e-08
1815,2.697223555614414e-09,0.0
1816,2.0858434979231788e-08,2.3176038865813098e-09
1817,3.113746815941454e-09,0.0
1818,2.2650237241350624e-08,0.0
1819,1.7596784473994376e-08,0.0
1820,4.746592452420373e-09,0.0
1821,0.0,4.930744257336528e-09
1822,3.0076847679083585e-09,0.0
1823,1.1859224713361982e-08,0.0
1824,1.6842225392110777e-09,1.6842225392110777e-09
1825,2.0252519661312363e-08,0.0
1826,6.1655889282974385e-09,0.0
1827,6.452091305675367e-09,0.0
1828,1.8344602503717056e-09,0.0
1829,4.286587973467704e-09,0.0
1830,3.1310507520032616e-09,0.0
1831,0.0,3.1182412207897414e-09
1832,0.0,0.0
1833,1.0425265983826648e-08,0.0
1834,9.334530925997342e-10,0.0
1835,6.806779140333674e-09,7.563087933704082e-10
1836,1.8818100855355624e-08,0.0
1837,3.478945576063097e-09,1.3915781860163179e-09
1838,7.574594285131298e-09,0.0
1839,4.194885327990505e-09,6.9914751765765e-10
1840,1.1465439264668476e-08,7.0066574764382494e-09
1841,1.2841097074556274e-08,2.5682194149112547e-09
1842,5.366612043644636e-09,0.0
1843,4.134837805480629e-09,5.906911071384968e-10
1844,8.781698035420504e-09,0.0
1845,1.0044410636567136e-08,0.0
1846,6.439951683034906e-09,5.854501328173001e-10
1847,9.707802561820245e-09,0.0
1848,1.287235473768078e-08,0.0
1849,7.54147322368226e-09,8.379414939696517e-10
1850,6.1100964288129944e-09,6.788996032014438e-09
1851,6.449438760824933e-09,6.449438760824933e-09
1852,8.463708844885787e-09,0.0
1853,7.166318205520383e-09,0.0
1854,1.9743524148907454e-08,5.195664454227256e-10
1855,9.552486801567284e-09,5.306937111981824e-10
1856,9.318940286107136e-09,4.141751386299575e-09
1857,1.2691923956253959e-08,4.881509085841174e-10
1858,5.872411001917044e-09,9.787352039936081e-10
1859,1.018434669930457e-08,5.092173349652285e-10
1860,1.0069804545764782e-08,4.577183909670879e-10
1861,6.6023493339173456e-09,2.357981809808507e-09
1862,2.2138133104476765e-08,0.0
1863,1.7980635647063536e-08,9.989241656072068e-10
1864,1.342523781033833e-08,3.3563094525845827e-09
1865,4.706844247692743e-09,4.23615986733239e-09
1866,8.75810357570117e-09,9.731225825149181e-10
1867,9.7056229719783e-09,2.426405742994575e-09
1868,9.385760613156435e-09,3.457911734727759e-09
1869,1.3185501579471293e-08,1.4650557433881772e-09
1870,8.027668307875047e-09,0.0
1871,8.496941816815706e-09,0.0
1872,1.269941218851045e-08,0.0
1873,3.591602570907071e-09,5.986004469882289e-10
1874,4.182226565063729e-09,0.0
1875,9.7265964171811e-09,5.721527140956084e-10
1876,1.0882827083946722e-08,7.255217759905008e-09
1877,5.566334504436554e-09,6.184815992682502e-10
1878,1.7513357875031943e-08,6.039088673581716e-10
1879,1.0385853066452455e-08,0.0
1880,1.0268554007097919e-08,0.0
1881,9.761510710859511e-09,0.0
1882,5.989846840748214e-09,1.3310770263785798e-09
1883,3.791603475633565e-09,1.2638677882037541e-09
1884,2.6406787867472303e-09,0.0
1885,1.740321664556177e-08,1.2891271383708158e-09
1886,7.744156427236248e-09,1.2906927748801422e-09
1887,5.223139698529167e-09,1.3057849246322917e-09
1888,3.804368819970705e-09,6.340614699951175e-10
1889,1.2530273485467092e-09,6.265136742733546e-10
1890,7.209825181320184e-09,6.554386478008212e-10
1891,4.461953917456185e-09,0.0
1892,1.2537024751679837e-09,6.268512375839919e-10
1893,6.15841644346915e-09,2.463366621796581e-09
1894,1.071261657159539e-08,4.411077725308132e-09
1895,6.6204757231957956e-09,2.4074457982692365e-09
1896,1.6511680911435178e-08,0.0
1897,2.9133566670225264e-09,5.826713556089658e-10
1898,4.52668391659472e-09,1.13167097914868e-09
1899,2.7637891975018647e-09,7.185851913504848e-09
1900,1.2977633190303095e-08,0.0
1901,0.0,0.0
1902,6.38336894454028e-09,4.910283846193408e-10
1903,9.1803746826713e-09,2.7001101354784396e-09
1904,4.299700151477737e-09,0.0
1905,1.186974607492175e-08,5.160759042333041e-10
1906,1.0802787109298606e-08,3.0865106026567446e-09
1907,1.542852956504248e-08,0.0
1908,9.331639461152008e-09,4.911389073214423e-10
1909,1.0451868703853506e-08,0.0
1910,2.67207544979442e-09,6.412980813053082e-09
1911,9.044636151145369e-09,0.0
1912,7.293189607793238e-09,1.5628263128064646e-09
1913,5.30298971401777e-10,1.060597942803554e-09
1914,2.0090231700464756e-08,4.018046340092951e-09
1915,2.3561523843085297e-09,0.0
1916,1.0987462051303964e-09,1.0987461607214755e-08
1917,9.869782324756216e-09,1.0966424435210342e-09
1918,3.44591288836682e-09,0.0
1919,7.366278698128781e-09,0.0
1920,5.300562211374427e-09,0.0
1921,1.060184651180407e-08,0.0
1922,5.164555005876537e-09,0.0
1923,3.1847844361720945e-09,4.246379248229459e-09
1924,5.156649773851996e-09,0.0
1925,0.0,0.0
1926,4.458455382660986e-09,0.0
1927,4.4596899506643695e-09,0.0
1928,5.713020723163709e-09,1.1426041224282812e-09
1929,4.4561625500705304e-09,0.0
1930,5.2518016602221e-09,0.0
1931,4.5621426636444085e-09,0.0
1932,1.2055489939655217e-08,0.0
1933,3.4411986593596566e-09,1.1470662197865522e-09
1934,1.1981580172459871e-09,1.1981580172459871e-09
1935,1.196828414151696e-09,2.393656828303392e-09
1936,1.2124714565686645e-09,3.6374143697059935e-09
1937,6.295559185076627e-09,0.0
1938,2.5930428915188486e-09,2.5930428915188486e-09
1939,0.0,0.0
1940,0.0,0.0
1941,1.4757512545315876e-08,0.0
1942,3.034211770724937e-09,9.102635090130207e-09
1943,0.0,2.9032352077962287e-09
1944,9.639558484764166e-09,0.0
1945,2.178504043826024e-09,4.357008087652048e-09
1946,4.1763312808029696e-09,2.7842208538686464e-09
1947,1.1920870957027319e-09,1.1920870957027319e-09
1948,3.2615663503321457e-09,3.2615663503321457e-09
1949,2.945102384188658e-09,9.817008317369869e-10
1950,3.190608444114673e-09,0.0
1951,2.1322803522849654e-09,0.0
1952,5.272402070488624e-09,1.0544803918932644e-09
1953,6.464296653518886e-09,3.232148326759443e-09
1954,2.9317608341017376e-09,9.772536113672459e-10
1955,2.815682353940474e-09,0.0
1956,3.488456634670456e-09,0.0
1957,7.068030161150318e-09,8.835037701437898e-10
1958,4.1361216673863055e-09,0.0
1959,4.650448914844674e-09,1.5501495642666896e-09
1960,5.536666680683311e-09,0.0
1961,6.25334317660986e-09,2.779263708063695e-09
1962,2.5367825617905737e-09,0.0
1963,1.0992290633282664e-08,0.0
1964,1.034274621503073e-08,3.041984220075733e-09
1965,9.849678406226303e-09,3.830430195250756e-09
1966,3.8773522170743036e-09,1.1078149508847446e-09
1967,4.930335695263466e-09,3.451234853457663e-09
1968,5.838840522187638e-09,1.3474247273492779e-09
1969,6.358460868938209e-09,1.8167031212712459e-09
1970,1.3796175313274261e-09,2.7592350626548523e-09
1971,4.624557625731995e-09,2.0553589941130213e-09
1972,8.721249500354133e-09,5.130146862875051e-10
1973,6.615844760915479e-09,3.3079223804577396e-09
1974,3.937900228123681e-09,2.812785782069227e-09
1975,3.998036124386317e-09,5.711480177694739e-10
1976,2.856763492431469e-09,1.142705374768127e-09
1977,6.464460078348111e-09,2.938390863960194e-09
1978,5.346532105932056e-09,1.7821774056514528e-09
1979,7.022368020415115e-09,2.3407893401383717e-09
1980,3.97960553399912e-09,5.685150683554241e-10
1981,8.223214109648325e-09,0.0
1982,6.828252629986764e-09,0.0
1983,3.157658134966823e-09,6.315316047889041e-10
1984,3.479405208395292e-09,5.799008495621649e-10
1985,5.414002135495366e-09,6.015558051686298e-10
1986,7.1933827783254856e-09,1.1988970927134801e-09
1987,3.0554083707556856e-09,0.0
1988,2.99827696004229e-09,5.996553809062277e-10
1989,1.6464366536794728e-09,2.7440609784434855e-09
1990,2.179460389939436e-09,0.0
1991,2.344586080837985e-09,1.1722930404189924e-09
1992,8.264915862810085e-09,2.7549720282848966e-09
1993,2.2156829704300662e-09,3.877445031719162e-09
1994,3.6924485691258724e-09,3.6924485691258724e-09
1995,5.4224509327127635e-09,1.0844901643380922e-09
1996,3.736664311304594e-09,1.067618438099771e-09
1997,6.7128524960935465e-09,1.438468344439059e-09
1998,3.814503379828693e-09,1.9072516899143466e-09
1999,7.312321859131998e-09,1.8280804647829996e-09
2000,2.6508188977203417e-09,8.836062992401139e-10
2001,4.8193329327261836e-09,1.7524847129024579e-09
2002,1.752488598683044e-09,2.1906108038649563e-09
2003,3.7502307925763034e-09,1.6667691671301554e-09
