year,aurait_VERB établi_VERB,aurait_VERB etabli_VERB,aurait_VERB rétabli_VERB
1800,7.231578535993322e-08,0.0,5.65949598296811e-08
1801,9.524730160137551e-08,0.0,1.1905912700171939e-08
1802,5.147032311469957e-08,0.0,8.951360541686881e-09
1803,5.460949736857401e-08,0.0,2.3404069793286908e-08
1804,2.2988213288499537e-07,0.0,3.460591457837836e-08
1805,5.1171799242411e-08,0.0,5.685755422035754e-09
1806,4.034336598124355e-08,0.0,2.881669125542885e-08
1807,9.394951661079176e-08,0.0,3.4163463169534225e-08
1808,4.985362878073829e-08,0.0,0.0
1809,4.969867006821005e-08,0.0,2.25903047379461e-08
1810,7.722418615685456e-08,0.0,1.1700633351097167e-08
1811,8.273353557797236e-08,0.0,0.0
1812,6.934741492159446e-08,0.0,8.535066342574282e-08
1813,5.176335093892703e-08,0.0,5.7514832008109806e-08
1814,5.034683425719777e-08,0.0,1.8880061958270744e-08
1815,2.0768621311617608e-07,0.0,5.664169577812572e-08
1816,8.806894413737609e-08,0.0,2.0858434979231788e-08
1817,1.370048607896024e-07,0.0,4.670620334934483e-09
1818,8.940882878505363e-08,0.0,4.887682791832049e-08
1819,9.522965882524659e-08,1.035105001712111e-09,4.140419918030602e-08
1820,9.255855104584043e-08,0.0,3.678609061807947e-08
1821,1.0749022294476163e-07,9.86148829262845e-10,4.339054981983281e-08
1822,1.1930482912703155e-07,2.0051231786055723e-09,4.511527151862538e-08
1823,1.0574474629265751e-07,0.0,3.854247765389118e-08
1824,9.768490372152883e-08,0.0,8.421112696055388e-09
1825,1.5409524678489106e-07,0.0,4.754939197937347e-08
1826,1.241925815520517e-07,0.0,1.5854372037438225e-08
1827,1.244331855332348e-07,9.217273055917019e-10,4.3321183085254233e-08
1828,1.0548146178734896e-07,4.586150570418113e-09,6.420610532131832e-08
1829,1.7660742912539718e-07,0.0,1.971830521085849e-08
1830,1.3985359714752121e-07,1.0436835840010872e-09,5.114049628218709e-08
1831,2.307498476739056e-07,0.0,4.8332740476553226e-08
1832,7.441482807735156e-08,0.0,4.8707889277466165e-08
1833,1.656458863408261e-07,1.1583628500844156e-09,3.938433579264711e-08
1834,1.2694961526449333e-07,0.0,4.29388435918554e-08
1835,1.1344631900556124e-07,0.0,2.647080776796429e-08
1836,1.384474472843067e-07,0.0,4.704525125021064e-08
1837,1.3011255362016527e-07,0.0,5.357576071673975e-08
1838,1.2434958307494526e-07,0.0,1.7674054220151447e-08
1839,1.642996636519456e-07,6.9914751765765e-10,3.915226187700682e-08
1840,1.0637380398748064e-07,0.0,4.1402977046800515e-08
1841,1.5409315778924793e-07,0.0,3.852328944731198e-08
1842,1.5227762162339786e-07,6.708265054555795e-10,4.22620693996123e-08
1843,1.624400596256237e-07,0.0,3.4260082770742883e-08
1844,1.5477742465463962e-07,0.0,4.39084892889241e-08
1845,1.886117075855509e-07,0.0,3.57134588568897e-08
1846,1.574860846176307e-07,5.854501328173001e-10,5.21050615986951e-08
1847,2.1033572750184248e-07,0.0,7.226919507274943e-08
1848,1.9388984640045237e-07,0.0,2.574470947536156e-08
1849,3.1590394655722775e-07,0.0,4.776266493422554e-08
1850,1.4867900688386726e-07,2.0366988096043315e-09,2.0366988096043315e-08
1851,1.6446068684672355e-07,0.0,7.15887722435582e-08
1852,1.9401424822262925e-07,3.2552727180501506e-09,2.278690836021724e-08
1853,1.4452075447479729e-07,0.0,3.523439673358553e-08
1854,1.2469594423691888e-07,5.195664454227256e-10,3.740878540270387e-08
1855,1.1250706677401467e-07,0.0,3.3964397516683675e-08
1856,1.361600823202025e-07,0.0,5.9537676122545236e-08
1857,1.5669644426452578e-07,0.0,2.8312753030945714e-08
1858,8.368186144025458e-08,0.0,3.7191938417890924e-08
1859,1.598942418468141e-07,0.0,4.379269213927728e-08
1860,1.0115576287716976e-07,4.577183909670879e-10,2.8836257826014844e-08
1861,1.212002729289452e-07,0.0,1.3204698667834691e-08
1862,1.4322016284040728e-07,0.0,3.072230825296174e-08
1863,6.89257646513397e-08,4.994620828036034e-10,2.8968800691586694e-08
1864,1.2801923787719716e-07,4.794727948009836e-10,2.9247839705703882e-08
1865,1.1343495032178907e-07,0.0,3.106517354467542e-08
1866,1.1969407864853565e-07,1.4596839292835284e-09,3.649209645573137e-08
1867,1.373345668298498e-07,0.0,4.0278337110066786e-08
1868,1.1806299227146155e-07,0.0,2.2723421366777075e-08
1869,1.3283171540479088e-07,4.883519144627257e-10,1.8069020057964735e-08
1870,1.2041502372994728e-07,0.0,1.4335121534259088e-08
1871,1.7631154491937195e-07,0.0,6.266494523288202e-08
1872,1.1852785064547788e-07,0.0,2.1770421909650395e-08
1873,1.5264311059581814e-07,5.986004469882289e-10,2.095101514498765e-08
1874,1.1471249194983102e-07,0.0,1.3741600746186577e-08
1875,1.0584825105297568e-07,0.0,1.716458086775674e-08
1876,6.529695895096665e-08,0.0,2.1161051577678336e-08
1877,9.462768701951063e-08,0.0,2.1028373708986692e-08
1878,1.3346385685508722e-07,0.0,2.717589886458427e-08
1879,1.2218650624618022e-07,0.0,3.1157558311178946e-08
1880,9.755126484378707e-08,0.0,3.4656370218044685e-08
1881,1.2829413265080802e-07,0.0,5.2293806618308736e-08
1882,9.849969728747965e-08,0.0,2.1962771157291172e-08
1883,1.0363715574612797e-07,6.319338941018771e-10,2.9700892412165558e-08
1884,1.3467462167682243e-07,6.601696966868076e-10,1.7164412113856997e-08
1885,1.1408775435484131e-07,0.0,1.8692343672910283e-08
1886,1.0131937955293324e-07,6.453463874400711e-10,2.2587123282846733e-08
1887,1.1425618140492588e-07,0.0,1.5016526688782506e-08
1888,1.3505508889011253e-07,0.0,1.3315291091942072e-08
1889,1.0400127337106824e-07,0.0,1.3783300722991498e-08
1890,1.0290386853739619e-07,0.0,2.3595791986963377e-08
1891,1.2748439814913581e-07,0.0,1.7210394887001712e-08
1892,9.277398049789554e-08,0.0,2.2566645441202127e-08
1893,1.1700991109364622e-07,6.158416554491453e-10,3.4487133149241345e-08
1894,7.561847326087445e-08,0.0,1.764431090123253e-08
1895,1.2037229168981867e-07,0.0,2.166701307260155e-08
1896,1.0968474128958405e-07,0.0,2.358811634906033e-08
1897,9.963680014379861e-08,0.0,2.330685333618021e-08
1898,8.204614942997068e-08,0.0,1.0750873968845553e-08
1899,9.894365149420992e-08,5.527578395003729e-10,2.432134493801641e-08
1900,1.2095154033886502e-07,0.0,2.076421168339948e-08
1901,1.1848126746372145e-07,0.0,1.5089595351014395e-08
1902,1.1097241525703794e-07,4.910283846193408e-10,6.874397495693074e-09
1903,1.2366504620331398e-07,0.0,2.592105730059302e-08
1904,1.0158041874319679e-07,0.0,1.5586412160928376e-08
1905,9.960265145991798e-08,5.160759042333041e-10,2.3223416079076742e-08
1906,1.2860461140462576e-07,0.0,2.4692084821253957e-08
1907,1.285710879983526e-07,0.0,1.542852956504248e-08
1908,1.3015180400088866e-07,0.0,2.0136695866312948e-08
1909,1.3092341077935998e-07,0.0,2.4204327431220918e-08
1910,1.004700322937424e-07,0.0,1.7101282168141552e-08
1911,1.0534341043921813e-07,0.0,1.4897047151407605e-08
1912,1.0575124775868971e-07,0.0,1.927485904218429e-08
1913,1.0393859639634684e-07,0.0,1.2727175757731857e-08
1914,9.37544086809794e-08,0.0,2.678697441638178e-08
1915,1.060268601804637e-07,0.0,1.1780762143587253e-08
1916,7.471474106068854e-08,0.0,1.3184954461564757e-08
1917,1.1405081323800914e-07,0.0,2.4126133979507358e-08
1918,9.533692235663693e-08,0.0,8.040463406189247e-09
1919,8.839534615390221e-08,0.0,2.2098836538475553e-08
1920,1.1055458060127421e-07,0.0,1.817335615328375e-08
1921,7.64847456480311e-08,0.0,2.574734203619755e-08
1922,1.0698006747134059e-07,0.0,2.0658220023506146e-08
1923,1.1040586400667962e-07,0.0,2.3355084977083607e-08
1924,9.539802192648494e-08,0.0,2.5783249313349188e-08
1925,7.808706214973427e-08,0.0,2.74954441437103e-08
1926,7.57937428375044e-08,0.0,2.1177662290483568e-08
1927,7.135503921062991e-08,0.0,2.8987985345452216e-08
1928,8.226749770301467e-08,0.0,2.5137291359556002e-08
1929,1.0249173953980062e-07,0.0,2.6736975300423182e-08
1930,8.297846676441623e-08,0.0,1.470504518152893e-08
1931,9.694553426697894e-08,0.0,2.167017854048936e-08
1932,1.1836299762535418e-07,0.0,2.4110979879310435e-08
1933,8.832410003378754e-08,0.0,2.408838994938378e-08
1934,8.506921744810825e-08,0.0,2.516131836216573e-08
1935,7.77938495843955e-08,0.0,2.0346082152400413e-08
1936,6.911087524485993e-08,0.0,1.33371855781661e-08
1937,8.184226629737168e-08,2.5182236296217297e-09,1.7627565185307503e-08
1938,8.9459980756601e-08,0.0,1.9447821131279852e-08
1939,5.8117393564316444e-08,0.0,1.070583532936098e-08
1940,5.0715659227762444e-08,0.0,2.028626333583361e-08
1941,1.0625409174735978e-07,0.0,1.1806010391524069e-08
1942,4.247896612241675e-08,0.0,2.1239483061208375e-08
1943,8.129058670647282e-08,0.0,2.9032352077962287e-09
1944,8.996921252446555e-08,0.0,2.8918675454292497e-08
1945,1.6992331097753777e-07,0.0,1.5249527862692958e-08
1946,5.986074569364064e-08,0.0,1.2528993842408909e-08
1947,9.536697120893223e-08,0.0,1.4305045148432782e-08
1948,9.132385514476482e-08,0.0,3.8051606310318675e-08
1949,7.166416082782234e-08,0.0,1.668891336237266e-08
1950,6.274863295629984e-08,0.0,2.0207187034770868e-08
1951,5.970385075215745e-08,0.0,1.9190522948520083e-08
1952,7.381363076319758e-08,0.0,3.057992969957013e-08
1953,9.050015137290757e-08,1.0773827385790469e-09,1.8315507332999914e-08
1954,5.961246785091134e-08,1.9545072227344917e-09,1.2704297169818801e-08
1955,7.696198167650437e-08,0.0,1.9709776921672528e-08
1956,7.325758843990116e-08,0.0,7.849027205963921e-09
1957,8.65833698071583e-08,0.0,2.03205861026845e-08
1958,6.783239570040678e-08,0.0,1.5717262158432277e-08
1959,8.370807336177677e-08,7.750747821333448e-10,2.6352543258667538e-08
1960,8.512625271350771e-08,0.0,7.612916519406099e-09
1961,7.712456806530099e-08,0.0,1.111705483225478e-08
1962,5.7077606641087186e-08,0.0,9.512934440181198e-09
1963,5.560805860227447e-08,0.0,1.681173777967615e-08
1964,6.631525195643917e-08,0.0,1.5818317322668918e-08
1965,7.715581062939236e-08,5.472043373977442e-10,1.1491291473930687e-08
1966,7.311578542612551e-08,0.0,1.38476865529924e-08
1967,8.184357369600548e-08,0.0,1.7256175155466735e-08
1968,7.680321090219877e-08,4.4914158503495116e-10,1.122853987567396e-08
1969,8.265999440482119e-08,0.0,1.7712855182594467e-08
1970,8.415666741257155e-08,4.5987250119061684e-10,1.74751555448438e-08
1971,6.166077071156906e-08,0.0,1.490135304038631e-08
1972,8.36213942534414e-08,0.0,1.3338381954497436e-08
1973,6.009392450323503e-08,0.0,1.3231689521830958e-08
1974,5.794338875375615e-08,5.625571675160757e-10,1.1251143128276908e-08
1975,6.568202337575713e-08,0.0,9.709516746170266e-09
1976,7.598990947599304e-08,0.0,7.998937512354587e-09
1977,5.2891035551283494e-08,1.1753563677885381e-09,1.23412418062685e-08
1978,6.772274474542428e-08,0.0,2.316830638449119e-08
1979,7.139407642853257e-08,5.851973350345929e-10,1.6970723493159312e-08
1980,6.083111259158613e-08,0.0,2.1035058139773355e-08
1981,6.262293794634388e-08,0.0,8.855769451088236e-09
1982,6.517877437772768e-08,6.207502289967692e-10,1.0552754226011984e-08
1983,5.1785590926556324e-08,0.0,1.515675762675528e-08
1984,6.900820181954259e-08,0.0,1.3917620833581168e-08
1985,5.7749357296188464e-08,0.0,1.564045071233977e-08
1986,6.114375139532058e-08,0.0,4.196139880008332e-09
1987,4.949761489569937e-08,0.0,1.3443797186596385e-08
1988,4.61734650514245e-08,0.0,1.3792074149421296e-08
1989,7.299202309241082e-08,5.488122178931576e-10,1.7013178421620978e-08
1990,7.464652185262821e-08,5.44865097484859e-10,8.172976073694826e-09
1991,6.447611866633451e-08,0.0,1.3481369798284959e-08
1992,6.281336339952759e-08,5.509944167592096e-10,8.815910668147353e-09
1993,5.262247171344825e-08,0.0,1.827938511667071e-08
1994,5.274926451193096e-08,0.0,5.802419433820205e-09
1995,7.591431483433553e-08,0.0,1.9520822291951845e-08
1996,5.818520421030371e-08,0.0,1.1209993822092201e-08
1997,6.233362626062444e-08,0.0,1.102825741838842e-08
1998,5.9124801055077114e-08,0.0,6.675381136744818e-09
1999,5.758453625048787e-08,0.0,1.3253583119876566e-08
2000,6.803768570762259e-08,4.4180314962005696e-10,1.5463109903635086e-08
2001,8.061429923600372e-08,0.0,1.0076787404500465e-08
2002,5.914649037208619e-08,0.0,1.3581786362237835e-08
2003,5.54200738633881e-08,0.0,1.91678459771083e-08
2004,5.1976535075937136e-08,0.0,9.690540814233373e-09
2005,6.215174153112457e-08,4.5037495954858286e-10,1.6213498099659773e-08
2006,5.394435831362898e-08,0.0,1.1941880373456115e-08
2007,4.9531546864045595e-08,0.0,1.0385647009059085e-08
2008,4.896055472158878e-08,0.0,8.940623352771127e-09
2009,5.24501189147486e-08,0.0,9.059565542202108e-09
2010,4.771030859274106e-08,4.723793023408973e-10,1.2281861749841028e-08
2011,4.282848564685082e-08,0.0,9.177532511728259e-09
2012,4.6978687606724634e-08,0.0,8.851056776393307e-09
2013,4.713621493124265e-08,0.0,1.5340187786705428e-08
2014,4.3958536366517365e-08,0.0,6.9294245896855955e-09
2015,4.987294488500993e-08,0.0,1.8175917659846164e-08
2016,5.634045052715919e-08,0.0,9.32103016992869e-09
2017,3.144514337805049e-08,0.0,5.7859059765519305e-09
2018,3.975458895411066e-08,0.0,6.453666934191915e-09
2019,3.4948531180134523e-08,0.0,2.0663000199760972e-08
