year,petit_ADJ établissement_NOUN,petit_ADJ etablissement_NOUN,petit_ADJ rétablissement_NOUN
1800,2.1380318315777913e-07,0.0,0.0
1801,9.28661236798689e-08,0.0,0.0
1802,1.4993528907325526e-07,0.0,0.0
1803,9.166594372445047e-08,0.0,0.0
1804,2.274102861576921e-07,0.0,0.0
1805,8.52863308864471e-08,0.0,0.0
1806,1.0950342499427279e-07,0.0,0.0
1807,1.224190668835945e-07,0.0,0.0
1808,1.8581806671136292e-07,2.2660739951163578e-09,0.0
1809,7.90660692473466e-08,2.259030518203531e-09,0.0
1810,8.424456154898508e-08,0.0,0.0
1811,1.6546707115594472e-07,0.0,0.0
1812,1.440292436427626e-07,0.0,0.0
1813,9.202373263406116e-08,0.0,0.0
1814,1.888006266881348e-07,0.0,0.0
1815,1.1598061511186586e-07,2.697223555614414e-09,0.0
1816,5.3304887615013286e-08,0.0,0.0
1817,1.1365175822675155e-07,0.0,0.0
1818,8.344824209416402e-08,0.0,0.0
1819,9.212434548544479e-08,0.0,0.0
1820,1.376511846729045e-07,0.0,0.0
1821,1.5581152013055544e-07,0.0,0.0
1822,1.6241497746705136e-07,2.0051231786055723e-09,0.0
1823,1.2847492314449482e-07,0.0,0.0
1824,1.1705346736334832e-07,0.0,0.0
1825,8.629334047327575e-08,8.805443041381977e-10,0.0
1826,1.4180855145706772e-07,0.0,0.0
1827,1.253549157809175e-07,0.0,0.0
1828,1.2015714406787836e-07,0.0,0.0
1829,1.3116959962644614e-07,0.0,0.0
1830,1.8577567573174747e-07,1.0436835840010872e-09,0.0
1831,1.6214853815199604e-07,3.1182412207897414e-09,0.0
1832,1.7724259748774784e-07,2.705993873419743e-09,0.0
1833,3.139163311516313e-07,0.0,0.0
1834,1.344172488870754e-07,9.334530925997342e-10,0.0
1835,1.2176570862720837e-07,0.0,0.0
1836,1.1626897844507766e-07,0.0,0.0
1837,1.349830824892706e-07,0.0,0.0
1838,1.180374269438289e-07,0.0,0.0
1839,1.230499577786759e-07,6.9914751765765e-10,0.0
1840,1.3885920679967967e-07,1.9109065441114126e-09,0.0
1841,1.3611563076665334e-07,0.0,0.0
1842,1.1269885646925104e-07,0.0,0.0
1843,1.2640790020279624e-07,0.0,0.0
1844,1.2239492264143337e-07,0.0,0.0
1845,1.3001931620237883e-07,5.580227946389016e-10,0.0
1846,1.33482629394166e-07,0.0,0.0
1847,9.546005941274416e-08,0.0,0.0
1848,1.4964112438065058e-07,4.82713291560799e-09,0.0
1849,9.301150782903278e-08,3.3517659758786067e-09,0.0
1850,1.9212858148875966e-07,0.0,0.0
1851,1.8896855635830434e-07,0.0,0.0
1852,1.334661874352605e-07,0.0,0.0
1853,1.52284264753888e-07,0.0,0.0
1854,1.50674273058371e-07,0.0,0.0
1855,1.0720012966203285e-07,0.0,0.0
1856,1.325360443615864e-07,2.0708756931497874e-09,0.0
1857,1.7475802849276079e-07,0.0,0.0
1858,1.6247004974712098e-07,3.4255731584664773e-09,0.0
1859,1.7618920322703957e-07,7.129042689513199e-09,0.0
1860,1.9956522123720788e-07,4.577183909670879e-10,0.0
1861,2.258946665278927e-07,0.0,0.0
1862,1.8117125225036723e-07,0.0,0.0
1863,1.3235745655038045e-07,4.994620828036034e-10,0.0
1864,1.3904711404499892e-07,0.0,0.0
1865,1.3743985505243472e-07,4.706844358715045e-10,0.0
1866,1.639711572076763e-07,0.0,0.0
1867,1.7130424012634649e-07,4.85281148598915e-10,0.0
1868,1.6943767455757097e-07,2.469937032678615e-09,0.0
1869,1.211112804488934e-07,4.883519144627257e-10,0.0
1870,1.6456719720281399e-07,1.7202146374017957e-09,0.0
1871,1.911811864374613e-07,0.0,0.0
1872,1.656971022612197e-07,0.0,0.0
1873,1.3109350049944624e-07,5.986004469882289e-10,0.0
1874,1.672890590498355e-07,0.0,0.0
1875,1.567698386661931e-07,0.0,0.0
1876,1.0822366713902909e-07,0.0,0.0
1877,1.4101379974817974e-07,0.0,0.0
1878,1.4312639962099638e-07,0.0,0.0
1879,1.4723473873434756e-07,6.10932526790009e-10,0.0
1880,1.257897821460574e-07,0.0,6.417846254436199e-10
1881,1.485144167645558e-07,0.0,0.0
1882,1.3843201429608598e-07,0.0,0.0
1883,1.0174135517404537e-07,0.0,0.0
1884,1.3203393489646942e-07,0.0,0.0
1885,1.5985176782251642e-07,6.445635691854079e-10,0.0
1886,1.5101105382830937e-07,0.0,0.0
1887,1.6518178824753704e-07,0.0,0.0
1888,1.255441774983268e-07,6.340614699951175e-10,0.0
1889,1.3908604046264372e-07,1.8795410228200637e-09,0.0
1890,1.1928983667530701e-07,1.9663159989136147e-09,0.0
1891,9.561329950003028e-08,0.0,0.0
1892,1.259971043054975e-07,6.268512375839919e-10,0.0
1893,9.483961371792304e-08,0.0,0.0
1894,1.2477047195424973e-07,0.0,0.0
1895,1.5467838920812937e-07,2.4074457982692365e-09,0.0
1896,1.0732593058726536e-07,0.0,0.0
1897,1.1478625416838639e-07,1.1653427112179315e-09,5.826713556089658e-10
