year,devaient_VERB emporter_VERB,devaient_VERB remporter_VERB
1894,1.827446460822557e-08,7.561847148451761e-09
1895,1.5046536461227333e-08,7.824199066419624e-09
1896,1.9460195233023114e-08,1.179405795248556e-09
1897,1.806281169081103e-08,7.574727511894253e-09
1898,1.6975064909274806e-08,1.6975064687230201e-09
1899,3.2612710754165164e-08,1.6582735185011188e-09
1900,2.180242297811219e-08,6.22926377147337e-09
1901,2.1237207548097103e-08,1.676621730339889e-09
1902,2.2096276808269977e-08,5.4013122863239005e-09
1903,1.5660639007819555e-08,1.6200660812870638e-09
1904,1.5586412160928376e-08,1.6123875568041512e-09
1905,1.7030505006232488e-08,1.0321518084666081e-09
1906,1.2346042410626978e-08,6.173021205313489e-09
1907,2.0057088434555226e-08,1.6457098794830927e-08
1908,1.5225305460830896e-08,4.911389073214423e-10
1909,1.1552065082298668e-08,5.500983557560346e-10
1910,9.085056262847502e-09,9.085056262847502e-09
1911,1.276889793899727e-08,2.6601871816467337e-09
1912,2.6047105805560022e-08,8.335073964360618e-09
1913,1.484837142129436e-08,1.060597942803554e-09
1914,8.705766774141921e-09,8.036092680185902e-09
1915,1.6493066468115103e-08,1.6493066468115103e-08
1916,1.9777431248257926e-08,1.0987462051303964e-09
1917,1.5352993543160665e-08,5.483212106582869e-09
1918,1.4932290071101306e-08,1.8378202071289707e-08
1919,2.762354434082681e-08,1.8415696745321952e-09
1920,1.1358347151713133e-08,6.815008557481406e-09
1921,1.5145495524393482e-08,4.543648568500203e-09
1922,1.2542490601674672e-08,5.902348387820666e-09
1923,1.3800733000834953e-08,4.246379248229459e-09
1924,1.675911143195208e-08,0.0
1925,1.3197813508725176e-08,3.299453377181294e-09
1926,8.916910765321973e-09,2.229227691330493e-09
1927,6.689535148041159e-09,1.1149224876660924e-09
1928,7.998228745975666e-09,4.570416489713125e-09
1929,1.3368487650211591e-08,5.570202965543558e-09
1930,6.302162347537887e-09,3.1510811737689437e-09
1931,1.8248570654577634e-08,6.843213995466613e-09
1932,2.4110979879310435e-08,2.1919073223131136e-09
1933,2.408838994938378e-08,3.4411986593596566e-09
1934,1.5576054224197833e-08,2.3963160344919743e-09
1935,1.6755597798123745e-08,8.377798899061872e-09
1936,1.33371855781661e-08,6.0623572828433225e-09
1937,1.3850230295986421e-08,1.1332006444320086e-08
1938,1.6854778905894818e-08,1.0372171566075394e-08
1939,1.5294050470515685e-08,3.058810094103137e-09
1940,7.607348528892999e-09,5.0715658339584024e-09
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,9.102635090130207e-09
1943,2.0322646676618206e-08,2.9032352077962287e-09
1944,9.639558484764166e-09,1.2852744646352221e-08
1945,2.3963544037997053e-08,1.089252066321933e-08
1946,6.960552134671616e-09,2.7842208538686464e-09
1947,2.0265479960812627e-08,5.960435700558264e-09
1948,7.610321262063735e-09,0.0
1949,3.9268033269479474e-09,3.9268033269479474e-09
1950,2.1270722072586068e-08,9.571825110299415e-09
1951,1.2793682557799002e-08,0.0
1952,3.1634410646574906e-09,2.1089607837865287e-09
1953,1.0773827163745864e-08,1.0773827385790469e-09
1954,7.818028890937967e-09,1.9545072227344917e-09
1955,4.6928039232341234e-09,6.569925492527773e-09
1956,9.593255967388359e-09,4.360570571293465e-09
1957,1.767007518083119e-08,4.417518795207798e-09
1958,5.790570245522986e-09,5.790570245522986e-09
1959,1.0851047171911432e-08,7.750747821333448e-10
1960,6.2287499602575735e-09,1.038124963770315e-08
1961,7.64297514166401e-09,4.16889545107324e-09
1962,1.2049716779927166e-08,5.7077609305622445e-09
1963,9.052474325699222e-09,7.1126584622049904e-09
1964,7.300761772910391e-09,5.475571551727398e-09
1965,9.849678406226303e-09,7.660860390501512e-09
1966,1.7725039214155913e-08,2.769537488234164e-09
1967,1.0846738618397467e-08,5.423369309198733e-09
1968,1.122853987567396e-08,3.1439910674890825e-09
1969,5.450109252791435e-09,6.8126366770115965e-09
1970,1.0117195081704722e-08,5.978342709767048e-09
1971,1.490135304038631e-08,1.541519245584766e-09
1972,7.69522046084603e-09,2.565073486948677e-09
1973,1.2129047988196362e-08,4.9618833486420044e-09
1974,5.625571564138454e-09,6.750686232237513e-09
1975,1.028066431985053e-08,2.2845920710778955e-09
1976,3.4281160132820787e-09,3.9994687561772935e-09
1977,7.639816779203557e-09,9.402850942308305e-09
1978,1.2475242172627077e-08,3.5643548113029055e-09
1979,8.777959692451986e-09,1.7555920051037788e-09
1980,1.3644362084619388e-08,1.1370301367108482e-09
1981,1.3916208629893845e-08,1.2651099057237047e-09
1982,1.1173503899897241e-08,6.207502289967692e-10
1983,8.209910973278056e-09,6.946847541655643e-09
1984,9.858314165001048e-09,6.958810416790584e-09
1985,6.617113967877231e-09,1.8046674155058895e-09
1986,1.6185110141009318e-08,5.994485352545098e-09
1987,7.944062296871834e-09,1.2221633705067347e-09
1988,5.99655392008458e-09,1.798966087207532e-09
1989,8.780995486290522e-09,5.488122178931576e-10
1990,1.4166492867673242e-08,1.089730194969718e-09
1991,7.6199047072123e-09,1.1722930404189924e-09
1992,7.713921945651236e-09,1.1019888335184191e-09
1993,1.2740176913439427e-08,3.877445031719162e-09
1994,1.160483886764041e-08,3.6924485691258724e-09
1995,1.138714633697191e-08,2.7112254663563817e-09
1996,9.074756945892659e-09,1.6014276571496566e-09
1997,9.110299181713799e-09,1.438468344439059e-09
1998,9.059445638115449e-09,4.768129224785866e-10
1999,8.683382013430219e-09,1.8280804647829996e-09
2000,1.2812291672048559e-08,8.836062992401139e-10
2001,7.448059946568719e-09,8.762423564512289e-10
2002,8.762443215459825e-09,0.0
2003,7.083769126836614e-09,1.6667691671301554e-09
2004,6.607186797680242e-09,1.3214374039449694e-09
2005,1.0808999029165989e-08,2.251874686720612e-09
2006,7.000412693969338e-09,2.0589450144825605e-09
2007,1.0385647009059085e-08,1.5977917877663117e-09
2008,1.1920831433087642e-08,2.554463751636149e-09
2009,7.629108011997232e-09,4.76819250749827e-10
2010,7.085689368580006e-09,1.4171379625338432e-09
2011,9.177532511728259e-09,1.1471915639660324e-09
2012,9.872333173177594e-09,2.0425516833455504e-09
2013,1.2551062411603198e-08,3.3469500504423877e-09
2014,1.277612682315521e-08,1.5158115873603606e-09
2015,1.2412821881468972e-08,3.103205470367243e-09
2016,1.3670844012381167e-08,3.1070099826280284e-09
2017,1.3584300795344006e-08,2.5156112748447867e-09
2018,8.776987137082415e-09,2.581466596041082e-09
2019,1.2754938438774843e-08,1.7856913725466939e-09
